Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
-Signaling Molecules and Interaction	-Environmental Adaptation	20.41	92.38	Inf	21.16	79.09	Inf	7.2	30.51	Inf	7.585	30.8	Inf
Cellular Processes	-Environmental Adaptation	22.7	132.5	Inf	28.34	152.9	Inf	36.86	160.6	Inf	37.43	171.3	Inf
-Hemoglobin	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Vesicular Transport	-Environmental Adaptation	8.929	54.81	Inf	12.67	56.61	Inf	6.923	37.44	Inf	8.614	45.87	Inf
-Cytoskeleton	-Environmental Adaptation	10.54	70.08	Inf	12.05	76.07	Inf	22.19	68.28	Inf	19.14	57.43	Inf
-Cell Motility	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Cell Growth and Death	-Environmental Adaptation	1.669	15.52	Inf	1.931	12.03	Inf	2.88	14.69	Inf	3.649	18.24	Inf
-Cell Communication	-Environmental Adaptation	1.557	10.23	Inf	1.688	7.292	Inf	2.163	9.058	Inf	3.09	9.926	Inf
Metabolism	-Environmental Adaptation	48.68	288.2	Inf	61.17	310.3	Inf	112.7	391.8	Inf	142.6	503.8	Inf
-Membrane Transport	-Environmental Adaptation	0.6758	9.065	Inf	0.7193	9.759	Inf	0.5445	4.609	Inf	0.3971	4.717	Inf
-Central Carbon Metabolism	-Environmental Adaptation	4.285	31.16	Inf	4.629	33.12	Inf	10.45	65.09	Inf	14.56	88.79	Inf
-Energy Metabolism	-Environmental Adaptation	2.594	22.4	Inf	3.585	18.67	Inf	9.933	32.42	Inf	10.42	45.81	Inf
-Biosynthesis	-Environmental Adaptation	10.18	63.82	Inf	12.1	81.1	Inf	20.22	94.85	Inf	23.53	126.6	Inf
-Other Enzymes	-Environmental Adaptation	30.94	166.1	Inf	40.14	180.8	Inf	39.83	213.3	Inf	51.54	276.1	Inf
Organismal Systems	-Environmental Adaptation	18.57	109.3	Inf	24.44	120.6	Inf	21.57	108.9	Inf	20.54	105.9	Inf
-Immune System	-Environmental Adaptation	9.967	67.03	Inf	15.07	81.35	Inf	6.474	27.51	Inf	6.909	30.27	Inf
-Endocrine System	-Environmental Adaptation	1.885	7.582	Inf	2.17	8.195	Inf	6.381	23.8	Inf	3.184	13.59	Inf
-Circulatory System	-Environmental Adaptation	0.2171	4.423	Inf	0.186	4.375	Inf	1.318	4.724	Inf	1.307	4.735	Inf
-Digestive System	-Environmental Adaptation	0.8759	5.014	Inf	1.113	4.549	Inf	0.3114	1.131	Inf	0.3054	1.255	Inf
-Excretory System	-Environmental Adaptation	1.736	6.119	Inf	1.337	4.548	Inf	0.6943	8.849	Inf	0.9003	9.988	Inf
-Nervous System	-Environmental Adaptation	1.015	10.22	Inf	0.6756	10.79	Inf	0.9648	12.33	Inf	0.8832	13.69	Inf
-Sensory System	-Environmental Adaptation	0	0.01125	NaN	0	0.01748	NaN	0	0.07779	NaN	0	0.06713	NaN
-Development	-Environmental Adaptation	0.6819	4.867	Inf	0.7877	4.347	Inf	0.3854	1.599	Inf	0.5114	2.101	Inf
-Environmental Adaptation	-Environmental Adaptation	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN
Human Diseases	-Environmental Adaptation	14.87	140.5	Inf	19	180.1	Inf	25.93	146.9	Inf	29.92	173.4	Inf
-Cancers	-Environmental Adaptation	2.772	18.98	Inf	2.756	18.74	Inf	2.521	14.96	Inf	2.705	17.57	Inf
-Immune System Diseases	-Environmental Adaptation	0.6344	5.008	Inf	0.7193	5.016	Inf	1.115	7.867	Inf	1.236	8.154	Inf
-Neurodegenerative Diseases	-Environmental Adaptation	4.346	46.19	Inf	5.503	72.04	Inf	10.01	65.88	Inf	11.39	83.52	Inf
-Cardiovascular Diseases	-Environmental Adaptation	0.4739	4.492	Inf	0.303	2.67	Inf	1.681	6.941	Inf	0.9377	3.927	Inf
-Metabolic Diseases	-Environmental Adaptation	0	0.3197	Inf	0	0.2453	Inf	0	0.02262	Inf	0	0.02598	Inf
-Infectious Diseases	-Environmental Adaptation	6.525	53.08	Inf	9.567	78.82	Inf	7.117	55.25	Inf	7.823	62.3	Inf
Not Mapped	-Environmental Adaptation	81.44	514.5	Inf	104	554	Inf	95.23	403.3	Inf	104.9	461.1	Inf
-Not Mapped	-Environmental Adaptation	81.44	514.5	Inf	104	554	Inf	95.23	403.3	Inf	104.9	461.1	Inf
TOTAL	Human Diseases	11.64	13.59	19.73	10.44	12.98	20.49	7.743	12.26	17.91	8.088	11.94	18.89
MAPPED	Human Diseases	8.412	9.815	14.25	7.652	9.514	15.02	6.136	9.712	14.19	6.439	9.506	15.04
Genetic Information Processing	Human Diseases	3.438	3.853	5.599	3.391	4.108	6.495	2.434	3.684	5.71	2.534	3.585	6.22
-Transcription	Human Diseases	0.4043	0.4532	0.6848	0.3531	0.4169	0.6717	0.2951	0.4134	0.6627	0.2813	0.39	0.625
-Translation	Human Diseases	1.572	1.826	2.616	1.912	2.341	3.702	0.9017	1.36	1.974	0.96	1.377	2.154
-Folding, Sorting and Degradation	Human Diseases	1.07	1.18	1.612	0.8146	0.9495	1.462	0.9436	1.448	2.465	0.9612	1.474	2.684
-DNA Maintenance	Human Diseases	0.3755	0.4511	0.6855	0.3097	0.4001	0.6588	0.2894	0.524	0.6954	0.321	0.4991	0.7609
-RNA Family	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Human Diseases	0.499	0.8363	1.473	0.4004	0.6657	1.305	0.1969	0.266	0.4371	0.1968	0.258	0.4492
-Signal Transduction	Human Diseases	0.0941	0.1283	0.2311	0.06296	0.09841	0.1937	0.04327	0.05182	0.1085	0.05008	0.06674	0.1262
-Signaling Molecules and Interaction	Human Diseases	0.4049	0.7334	1.289	0.3108	0.5897	1.111	0.1535	0.2065	0.3286	0.1405	0.1901	0.3222
Cellular Processes	Human Diseases	0.8448	1.052	1.526	0.7274	0.8939	1.492	0.4819	1.042	1.433	0.4687	0.8741	1.299
-Hemoglobin	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Human Diseases	0.3317	0.39	0.6005	0.3144	0.4236	0.6667	0.1382	0.1972	0.2937	0.1462	0.238	0.3128
-Cytoskeleton	Human Diseases	0.3033	0.5227	0.709	0.2417	0.4224	0.6344	0.2049	0.6928	0.9011	0.1572	0.5216	0.7592
-Cell Motility	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Human Diseases	0.05698	0.1232	0.1776	0.04209	0.08837	0.1454	0.07685	0.1116	0.2349	0.07391	0.1166	0.2289
-Cell Communication	Human Diseases	0.04071	0.07277	0.1047	0.02718	0.05413	0.08883	0.02718	0.06205	0.09132	0.02716	0.07394	0.0912
Metabolism	Human Diseases	1.725	2.23	3.274	1.413	1.806	3.219	1.65	3.159	4.509	1.929	3.332	5.278
-Membrane Transport	Human Diseases	0.02261	0.05385	0.078	0.01599	0.04185	0.0601	0.01383	0.02329	0.04447	0.01082	0.02139	0.04657
-Central Carbon Metabolism	Human Diseases	0.1623	0.2729	0.4615	0.1312	0.1953	0.3869	0.2466	0.473	0.9321	0.2924	0.5599	1.155
-Energy Metabolism	Human Diseases	0.09096	0.1283	0.1811	0.07545	0.1126	0.1887	0.0973	0.2463	0.4262	0.1267	0.2643	0.4264
-Biosynthesis	Human Diseases	0.3923	0.4934	0.7023	0.3279	0.419	0.6388	0.365	0.5801	0.8048	0.3703	0.5522	0.8474
-Other Enzymes	Human Diseases	0.9388	1.276	2.081	0.8249	1.004	2.112	0.838	1.536	2.49	0.9373	1.634	2.94
Organismal Systems	Human Diseases	0.7332	0.871	1.249	0.6311	0.794	1.286	0.3723	0.5737	0.975	0.3113	0.4827	0.8285
-Immune System	Human Diseases	0.412	0.5605	0.7913	0.3899	0.5786	0.8264	0.1446	0.1829	0.3014	0.1381	0.1812	0.2787
-Endocrine System	Human Diseases	0.04359	0.07907	0.1268	0.03401	0.06029	0.1142	0.109	0.1687	0.2653	0.05065	0.07622	0.1548
-Circulatory System	Human Diseases	0.009283	0.01623	0.05093	0.00492	0.01267	0.04257	0.02279	0.04304	0.09804	0.01982	0.03561	0.09154
-Digestive System	Human Diseases	0.02802	0.05085	0.07815	0.01644	0.02547	0.0718	0.004283	0.01201	0.04824	0.003884	0.01021	0.05117
-Excretory System	Human Diseases	0.03406	0.07339	0.1167	0.02327	0.05799	0.1024	0.02656	0.06527	0.1297	0.02733	0.06634	0.127
-Nervous System	Human Diseases	0.01631	0.08221	0.1464	0.01243	0.05989	0.1114	0.006078	0.0585	0.1774	0.006588	0.05815	0.1704
-Sensory System	Human Diseases	0	0	0.001972	0	0	0.00173	0	0	0.006007	0	0	0.002462
-Development	Human Diseases	0.02928	0.03873	0.05491	0.02011	0.02782	0.04146	0.006381	0.01105	0.01816	0.005584	0.00958	0.01775
-Environmental Adaptation	Human Diseases	0	0.006146	0.02066	0	0.004043	0.02514	0	0.005268	0.03266	0	0.00456	0.02725
Human Diseases	Human Diseases	1	1	1	1	1	1	1	1	1	1	1	1
-Cancers	Human Diseases	0.1061	0.1507	0.1864	0.07574	0.1096	0.1451	0.04793	0.0788	0.1029	0.03787	0.08013	0.1294
-Immune System Diseases	Human Diseases	0.0221	0.03312	0.04266	0.01801	0.03	0.03786	0.02361	0.03821	0.05542	0.01992	0.03369	0.05516
-Neurodegenerative Diseases	Human Diseases	0.2044	0.3256	0.3619	0.176	0.3714	0.4563	0.327	0.4603	0.6399	0.3105	0.4655	0.6468
-Cardiovascular Diseases	Human Diseases	0.01294	0.02715	0.03483	0.005312	0.01595	0.02105	0.03656	0.05257	0.06524	0.01791	0.03024	0.03852
-Metabolic Diseases	Human Diseases	0	0.00489	0.01309	0	0.004121	0.009252	0	0.000158	0.101	0	0.0001499	0.1597
-Infectious Diseases	Human Diseases	0.3262	0.4388	0.5358	0.3543	0.4377	0.589	0.19	0.3291	0.4026	0.1828	0.3288	0.3981
Not Mapped	Human Diseases	3.232	3.771	5.476	2.788	3.466	5.471	1.608	2.545	3.719	1.649	2.434	3.849
-Not Mapped	Human Diseases	3.232	3.771	5.476	2.788	3.466	5.471	1.608	2.545	3.719	1.649	2.434	3.849
TOTAL	-Cancers	77.73	105.9	115.8	102.9	136.2	154.3	99.89	145.6	195.7	120.3	145	200.5
MAPPED	-Cancers	56.16	76.48	83.68	75.43	99.8	113.1	79.15	115.4	155.1	95.8	115.5	159.6
Genetic Information Processing	-Cancers	22.42	30.04	32.85	32.96	43.56	48.85	31.4	44.09	60.09	37.69	45.43	61.82
-Transcription	-Cancers	2.586	3.445	4.029	3.405	4.204	5.039	3.865	5.04	7.445	3.859	4.782	6.879
-Translation	-Cancers	10.42	14.04	15.93	18.71	24.71	27.84	11.63	16.02	21.57	14.28	16.59	22.78
-Folding, Sorting and Degradation	-Cancers	6.917	8.762	10.09	7.407	10.05	11.29	12.17	18.74	25.53	14.3	19.03	23.79
-DNA Maintenance	-Cancers	2.492	3.538	4.071	3.077	4.164	4.758	3.734	6.046	7.726	4.776	6.121	8.376
-RNA Family	-Cancers	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cancers	4.701	5.982	8.62	5.073	7.175	10.51	2.54	3.765	4.645	2.514	3.01	5.044
-Signal Transduction	-Cancers	0.6252	0.899	1.384	0.5725	1.147	1.429	0.5108	0.8249	1.094	0.6307	0.881	1.512
-Signaling Molecules and Interaction	-Cancers	3.815	5.056	7.365	4.103	5.814	9.111	1.98	2.856	3.493	1.753	2.331	3.532
Cellular Processes	-Cancers	5.404	7.857	9.358	6.638	10.28	11.17	6.216	11.79	16.6	6.972	10.72	14.3
-Hemoglobin	-Cancers	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cancers	2.201	2.954	3.377	2.859	4.511	5.05	1.682	2.626	3.594	1.792	2.97	4.449
-Cytoskeleton	-Cancers	2.18	3.746	4.621	2.27	4.373	5.029	2.643	6.793	9.845	2.338	5.797	7.074
-Cell Motility	-Cancers	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cancers	0.5368	0.7235	1.471	0.5558	0.7488	1.617	0.7609	1.439	3.248	0.9009	1.643	2.495
-Cell Communication	-Cancers	0.2702	0.5225	0.7163	0.2471	0.5637	0.7925	0.3507	0.8243	0.982	0.4041	0.774	1.063
Metabolism	-Cancers	11.04	16.69	20.03	13.39	21.13	26.09	21.29	37.81	47.18	28.67	38.05	58.45
-Membrane Transport	-Cancers	0.1624	0.4011	0.525	0.1723	0.431	0.6324	0.1728	0.3652	0.4696	0.1468	0.2966	0.5501
-Central Carbon Metabolism	-Cancers	1.038	1.74	3.031	1.197	2.085	3.85	3.182	6.292	10.18	4.35	7.732	12.71
-Energy Metabolism	-Cancers	0.6269	0.9358	1.563	0.726	1.166	1.902	1.255	2.901	5.28	1.581	3.737	5.229
-Biosynthesis	-Cancers	2.937	3.674	5.043	3.153	4.391	6.884	5.66	7.034	8.793	5.848	7.103	9.779
-Other Enzymes	-Cancers	6.005	9.603	11.16	7.529	10.91	15.41	10.81	18.74	26.33	12.91	17.82	35.08
Organismal Systems	-Cancers	5.078	6.277	7.573	6.088	8.213	9.479	4.802	7.415	10.93	4.631	6.024	9.331
-Immune System	-Cancers	2.867	3.596	4.021	4.107	5.302	6.103	1.839	2.07	3.816	1.723	2.078	4.054
-Endocrine System	-Cancers	0.3995	0.5556	0.7345	0.3781	0.6335	0.7872	1.406	2.026	2.786	0.6321	0.9346	1.522
-Circulatory System	-Cancers	0.05405	0.1263	0.379	0.04169	0.1246	0.4179	0.2446	0.5282	1.186	0.2338	0.483	1.132
-Digestive System	-Cancers	0.2012	0.3253	0.4616	0.15	0.2969	0.4251	0.06932	0.1337	0.5132	0.0649	0.1026	0.4918
-Excretory System	-Cancers	0.2237	0.6002	0.824	0.2116	0.7057	0.9115	0.2633	0.906	1.435	0.2255	0.8674	1.398
-Nervous System	-Cancers	0.1515	0.5387	0.7853	0.1478	0.5736	0.7801	0.1268	0.7459	1.642	0.174	0.7131	1.875
-Sensory System	-Cancers	0	0	0.01058	0	0	0.01192	0	0	0.05357	0	0	0.02481
-Development	-Cancers	0.2238	0.2724	0.3232	0.1971	0.2769	0.3445	0.0932	0.1379	0.1831	0.08954	0.1327	0.189
-Environmental Adaptation	-Cancers	0	0.0511	0.1493	0	0.05049	0.2188	0	0.05178	0.3793	0	0.04938	0.2547
Human Diseases	-Cancers	4.885	6.397	9.288	5.92	9.093	11.92	7.605	11.31	17.02	7.493	12.26	14.88
-Cancers	-Cancers	1	1	1	1	1	1	1	1	1	1	1	1
-Immune System Diseases	-Cancers	0.138	0.2053	0.3135	0.1637	0.261	0.3878	0.2818	0.4993	0.6504	0.2443	0.4569	0.6884
-Neurodegenerative Diseases	-Cancers	1.262	2.204	3.068	1.335	3.084	4.939	2.741	6.45	8.121	2.834	6.813	8.296
-Cardiovascular Diseases	-Cancers	0.1085	0.1702	0.271	0.06963	0.1039	0.2282	0.464	0.6416	0.9231	0.2235	0.3078	0.7294
-Metabolic Diseases	-Cancers	0	0.03511	0.08684	0	0.04442	0.08412	0	0.00269	1.081	0	0.00212	2.166
-Infectious Diseases	-Cancers	1.791	2.921	4.567	2.427	4.762	5.097	2.234	3.237	6.853	1.993	3.076	5.49
Not Mapped	-Cancers	21.58	29.38	32.15	27.48	36.36	41.22	20.74	30.23	40.63	24.53	29.57	40.87
-Not Mapped	-Cancers	21.58	29.38	32.15	27.48	36.36	41.22	20.74	30.23	40.63	24.53	29.57	40.87
TOTAL	-Immune System Diseases	50.82	462.5	705.1	57.98	541.2	639.8	187.2	332.7	428.7	187	362.5	416.5
MAPPED	-Immune System Diseases	36.71	334.1	509.4	42.5	396.6	468.9	148.4	263.6	339.7	148.9	288.6	331.6
Genetic Information Processing	-Immune System Diseases	15.01	131.2	200.5	18.83	171.6	202.4	61.82	110.2	132.4	62.14	119.4	126.6
-Transcription	-Immune System Diseases	1.833	16.05	24.9	1.961	17.64	21.29	6.419	12.69	16.6	5.981	13.07	15.1
-Translation	-Immune System Diseases	6.862	61.33	95.16	10.62	97.79	116.2	20.8	38.19	46.44	21.49	43.02	47.42
-Folding, Sorting and Degradation	-Immune System Diseases	4.672	38.49	57.38	4.534	38.62	46.54	26.5	41.96	52.79	26.73	46.93	51.01
-DNA Maintenance	-Immune System Diseases	1.639	16.07	23.08	1.72	17.39	20.4	8.096	12.69	16.61	7.94	14.39	18.71
-RNA Family	-Immune System Diseases	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Immune System Diseases	2.178	28.97	44.47	2.224	30.99	40.27	3.857	8.521	10.21	3.652	8.692	11.04
-Signal Transduction	-Immune System Diseases	0.4107	4.093	6.74	0.4977	4.099	5.997	0.9157	1.841	2.191	1.105	2.4	2.846
-Signaling Molecules and Interaction	-Immune System Diseases	1.767	25.14	38.92	1.726	25.55	34.41	2.941	6.456	7.809	2.547	6.342	7.73
Cellular Processes	-Immune System Diseases	4.233	35.78	57.84	4.536	39.4	47.16	16.12	24.33	39.2	14.58	23.28	34.4
-Hemoglobin	-Immune System Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Immune System Diseases	1.564	13.19	20.69	1.902	16.57	19.85	3.609	5.854	7.601	4.031	7.336	9.114
-Cytoskeleton	-Immune System Diseases	2.086	16.46	28.56	2.091	14.39	23.46	8.679	12.95	21.8	7.037	10.44	16.59
-Cell Motility	-Immune System Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Immune System Diseases	0.2487	4.109	8.037	0.2338	3.787	5.156	1.406	3.959	6.831	1.34	3.956	6.946
-Cell Communication	-Immune System Diseases	0.3341	2.034	3.439	0.308	2.011	2.412	1.103	1.441	2.227	1.178	1.53	2.244
Metabolism	-Immune System Diseases	7.731	73.14	129.6	7.849	79.08	97.23	37.77	81.35	106.3	41.65	95.07	119.8
-Membrane Transport	-Immune System Diseases	0.2432	1.464	3.101	0.2325	1.464	3.01	0.4337	0.5859	1.333	0.3212	0.5785	1.509
-Central Carbon Metabolism	-Immune System Diseases	0.7717	8.573	13.93	0.7879	7.173	11.98	6.275	12	21.48	7.341	14.06	28.45
-Energy Metabolism	-Immune System Diseases	0.397	4.088	7.611	0.4191	3.831	7.459	2.153	5.272	14.38	2.297	7.065	18.33
-Biosynthesis	-Immune System Diseases	1.712	17.59	26.56	1.821	17.75	21.61	8.252	17.34	19.25	8.661	16.76	23.93
-Other Enzymes	-Immune System Diseases	4.607	42.19	65.12	4.588	45.01	55.8	20.56	36.11	64.1	22.83	42.7	76.76
Organismal Systems	-Immune System Diseases	3.2	29.27	46.81	3.505	33.97	47.04	10.5	15.77	22.53	8.752	13.43	21.32
-Immune System	-Immune System Diseases	1.798	15.71	28.45	2.166	20.95	31.77	2.652	5.158	7.218	2.503	5.589	8.654
-Endocrine System	-Immune System Diseases	0.1902	2.441	4.787	0.1889	2.31	3.069	2.295	4.982	5.806	0.9182	2.298	3.802
-Circulatory System	-Immune System Diseases	0.2223	0.5445	1.396	0.1331	0.431	2.111	0.4665	1.05	2.681	0.4162	1.057	2.405
-Digestive System	-Immune System Diseases	0.1345	1.748	2.36	0.1415	1.305	2.047	0.09996	0.4675	0.9787	0.09428	0.3602	1.015
-Excretory System	-Immune System Diseases	0.3203	2.145	4.367	0.3221	2.307	3.23	0.4831	1.332	2.875	0.5719	1.419	2.864
-Nervous System	-Immune System Diseases	0.3798	3.227	4.566	0.3028	2.49	3.448	0.2305	2.076	3.882	0.2504	2.06	3.842
-Sensory System	-Immune System Diseases	0	0	0.04623	0	0	0.04569	0	0	0.1022	0	0	0.07538
-Development	-Immune System Diseases	0.1278	1.075	1.889	0.1253	1.054	1.475	0.1541	0.3277	0.5342	0.1718	0.3374	0.4137
-Environmental Adaptation	-Immune System Diseases	0	0.0395	0.9245	0	0.04316	0.8379	0	0.09875	0.7966	0	0.1159	0.7091
Human Diseases	-Immune System Diseases	4.364	28.06	44.76	5.554	30.96	54.68	14.5	24.39	40.15	13.75	26.73	44.82
-Cancers	-Immune System Diseases	0.4632	4.393	6.627	0.4207	3.656	5.992	1.442	1.907	3.284	1.439	2.049	3.012
-Immune System Diseases	-Immune System Diseases	1	1	1	1	1	1	1	1	1	1	1	1
-Neurodegenerative Diseases	-Immune System Diseases	1.421	9.147	16.37	2.078	8.804	22.22	5.226	11.71	22.89	5.045	11.73	24.99
-Cardiovascular Diseases	-Immune System Diseases	0.05649	0.8645	1.151	0.0295	0.4212	0.8727	0.6691	1.382	1.993	0.3247	0.676	1.464
-Metabolic Diseases	-Immune System Diseases	0	0.1372	0.5203	0	0.1145	0.5138	0	0.004135	2.712	0	0.004007	4.74
-Infectious Diseases	-Immune System Diseases	1.424	12.89	22.25	2.026	15.72	21.47	3.478	7.317	12.33	3.626	8.305	12.48
Not Mapped	-Immune System Diseases	14.1	128.4	195.7	15.48	144.5	170.9	38.87	69.08	89.02	38.12	73.88	84.89
-Not Mapped	-Immune System Diseases	14.1	128.4	195.7	15.48	144.5	170.9	38.87	69.08	89.02	38.12	73.88	84.89
TOTAL	-Neurodegenerative Diseases	28.47	40.13	67.52	22.88	29.19	70.73	14.3	21.5	45.81	14.5	21.09	45.19
MAPPED	-Neurodegenerative Diseases	20.56	28.99	48.78	16.77	21.39	51.84	11.33	17.04	36.3	11.55	16.79	35.98
Genetic Information Processing	-Neurodegenerative Diseases	8.21	11.57	19.16	7.328	9.375	22.42	4.496	6.916	13.88	4.543	6.62	14.13
-Transcription	-Neurodegenerative Diseases	0.947	1.29	2.343	0.7571	0.9584	2.319	0.5481	0.8367	1.794	0.51	0.7422	1.612
-Translation	-Neurodegenerative Diseases	3.817	5.315	8.953	4.16	5.281	12.78	1.666	2.385	5.042	1.721	2.432	5.145
-Folding, Sorting and Degradation	-Neurodegenerative Diseases	2.533	3.628	5.596	1.727	2.29	5.048	1.743	2.934	5.791	1.724	2.794	5.93
-DNA Maintenance	-Neurodegenerative Diseases	0.9127	1.356	2.346	0.6841	0.9199	2.275	0.5346	0.9861	1.823	0.5756	0.9163	1.949
-RNA Family	-Neurodegenerative Diseases	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Neurodegenerative Diseases	1.533	2.535	5.498	1.07	1.639	5.263	0.3293	0.4805	1.213	0.3115	0.4418	1.198
-Signal Transduction	-Neurodegenerative Diseases	0.2467	0.3993	0.8003	0.1521	0.2435	0.6998	0.07819	0.1072	0.301	0.09086	0.1206	0.3462
-Signaling Molecules and Interaction	-Neurodegenerative Diseases	1.244	2.142	4.697	0.8309	1.397	4.356	0.2511	0.3874	0.9118	0.2172	0.3379	0.8386
Cellular Processes	-Neurodegenerative Diseases	1.979	3.249	5.309	1.476	2.294	5.149	0.8901	1.934	3.683	0.8404	1.691	3.393
-Hemoglobin	-Neurodegenerative Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Neurodegenerative Diseases	0.8163	1.187	2.055	0.7366	0.9615	2.302	0.2553	0.4135	0.7485	0.2582	0.485	0.8683
-Cytoskeleton	-Neurodegenerative Diseases	0.7984	1.468	2.622	0.5048	1.007	2.341	0.3785	1.084	2.376	0.2818	0.7933	1.929
-Cell Motility	-Neurodegenerative Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Neurodegenerative Diseases	0.175	0.384	0.6675	0.1125	0.2981	0.562	0.1201	0.2803	0.5429	0.1143	0.3072	0.5339
-Cell Communication	-Neurodegenerative Diseases	0.09925	0.2351	0.376	0.06795	0.1482	0.3605	0.05021	0.1145	0.2194	0.04871	0.1241	0.2486
Metabolism	-Neurodegenerative Diseases	4.042	6.618	11.9	2.978	4.447	11.87	3.048	5.541	11.9	3.459	5.934	12.62
-Membrane Transport	-Neurodegenerative Diseases	0.06423	0.1711	0.3177	0.03937	0.1307	0.2877	0.02555	0.05438	0.1071	0.02315	0.04496	0.1046
-Central Carbon Metabolism	-Neurodegenerative Diseases	0.3801	0.7542	1.375	0.2662	0.4763	1.248	0.4556	1.018	2.296	0.5244	1.125	2.786
-Energy Metabolism	-Neurodegenerative Diseases	0.2746	0.4411	0.5969	0.1933	0.3357	0.6515	0.1797	0.5839	0.9922	0.1959	0.5518	0.975
-Biosynthesis	-Neurodegenerative Diseases	1.124	1.667	2.903	0.8018	1.573	3.036	0.7047	1.1	2.214	0.7386	1.144	2.066
-Other Enzymes	-Neurodegenerative Diseases	2.199	3.734	7.119	1.674	2.509	7.293	1.548	2.905	6.909	1.709	3.147	8.016
Organismal Systems	-Neurodegenerative Diseases	2.04	2.928	4.297	1.584	2.371	4.44	0.6876	1.314	2.506	0.5582	1.048	2.028
-Immune System	-Neurodegenerative Diseases	1.223	1.81	2.293	1.042	1.811	2.738	0.2264	0.5512	0.6494	0.2135	0.5548	0.6064
-Endocrine System	-Neurodegenerative Diseases	0.1339	0.2457	0.5234	0.09091	0.1447	0.4577	0.1959	0.3287	0.6369	0.07831	0.1628	0.342
-Circulatory System	-Neurodegenerative Diseases	0.03326	0.05908	0.1564	0.01926	0.0441	0.1138	0.04241	0.1198	0.1532	0.03779	0.1069	0.1415
-Digestive System	-Neurodegenerative Diseases	0.08526	0.1919	0.2166	0.03335	0.06809	0.2225	0.008536	0.02324	0.113	0.00804	0.01771	0.1101
-Excretory System	-Neurodegenerative Diseases	0.09646	0.2254	0.3994	0.05817	0.1595	0.3668	0.04906	0.1137	0.2851	0.04902	0.1075	0.2811
-Nervous System	-Neurodegenerative Diseases	0.04507	0.2299	0.5008	0.02724	0.1457	0.3881	0.01832	0.1026	0.506	0.02034	0.1027	0.4974
-Sensory System	-Neurodegenerative Diseases	0	0	0.00675	0	0	0.005972	0	0	0.01837	0	0	0.005892
-Development	-Neurodegenerative Diseases	0.08993	0.1429	0.1734	0.04384	0.07436	0.1567	0.01316	0.01992	0.04051	0.0129	0.01724	0.0402
-Environmental Adaptation	-Neurodegenerative Diseases	0	0.01888	0.1011	0	0.01081	0.1428	0	0.008232	0.08603	0	0.007051	0.07385
Human Diseases	-Neurodegenerative Diseases	2.342	3.042	3.868	2.029	2.673	3.915	1.554	2.155	3.014	1.492	2.076	3.088
-Cancers	-Neurodegenerative Diseases	0.2975	0.4267	0.6386	0.1843	0.2749	0.5008	0.1124	0.1445	0.3147	0.1169	0.1441	0.2948
-Immune System Diseases	-Neurodegenerative Diseases	0.05526	0.1084	0.146	0.03711	0.08859	0.1705	0.04361	0.08301	0.1254	0.0352	0.08125	0.1163
-Neurodegenerative Diseases	-Neurodegenerative Diseases	1	1	1	1	1	1	1	1	1	1	1	1
-Cardiovascular Diseases	-Neurodegenerative Diseases	0.03976	0.09655	0.1171	0.0142	0.04716	0.06812	0.05713	0.1385	0.1733	0.02769	0.06663	0.1051
-Metabolic Diseases	-Neurodegenerative Diseases	0	0.01488	0.03706	0	0.01015	0.03503	0	0.0003433	0.3044	0	0.0003111	0.5139
-Infectious Diseases	-Neurodegenerative Diseases	0.8297	1.359	2.072	0.7191	1.094	2.277	0.297	0.7205	1.105	0.2727	0.7263	1.257
Not Mapped	-Neurodegenerative Diseases	7.901	11.14	18.74	6.111	7.794	18.89	2.97	4.464	9.512	2.956	4.299	9.21
-Not Mapped	-Neurodegenerative Diseases	7.901	11.14	18.74	6.111	7.794	18.89	2.97	4.464	9.512	2.956	4.299	9.21
