Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
-Development	-RNA Family	NaN	NaN	NaN	0	0	0	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Environmental Adaptation	-RNA Family	NaN	NaN	NaN	0	0	0	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Human Diseases	-RNA Family	Inf	Inf	NaN	429300	6057000	10260000	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-RNA Family	Inf	NaN	NaN	0	0.07143	80000	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System Diseases	-RNA Family	NaN	NaN	NaN	0	0.06667	117300	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-RNA Family	NaN	NaN	NaN	0	0	0	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-RNA Family	NaN	NaN	NaN	0	0	0	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Metabolic Diseases	-RNA Family	Inf	NaN	NaN	0	0	4565000	Inf	NaN	NaN	Inf	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN
-Infectious Diseases	-RNA Family	Inf	Inf	NaN	308900	4764000	9272000	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-RNA Family	Inf	Inf	Inf	1.042e+08	1.303e+08	1.737e+08	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf	1.042e+08	1.303e+08	1.737e+08	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	Environmental Information Processing	138.1	157.7	157.7	122.5	141.1	152.7	87.21	105.1	112.6	108.2	123	137.2	114.2	129.8	139.2	143.5	168.9	187	37.38	44.4	50.09	38.35	45.8	52.6	29.6	35.78	41.75	25.79	30.94	35.1	34.33	41.48	48.95	19.59	21.74	27.4
MAPPED	Environmental Information Processing	110.8	126.5	126.5	113.4	130.6	141.3	74.04	89.22	95.58	96.57	109.8	122.5	94.58	107.6	115.3	118.6	139.5	154.4	29.62	35.18	39.69	30.53	36.47	41.88	23.76	28.72	33.51	20.48	24.57	27.87	27.02	32.65	38.53	17.53	19.45	24.52
Genetic Information Processing	Environmental Information Processing	33.69	39.72	45.96	57.93	66.94	72.38	37.59	45.73	49.11	41.77	48.33	53.48	44.55	51.48	55.7	51.5	60.48	68.3	12.06	14.56	16.73	12.41	15.06	17.42	11.86	14.78	17.28	10.07	12.24	13.74	9.933	12.52	14.65	6.832	8.333	10.19
-Transcription	Environmental Information Processing	0.4821	0.8352	1.742	5.297	6.12	6.843	0.2662	0.3703	0.496	0.2081	0.3145	0.4377	0.5376	0.7388	1.034	0.6274	0.8925	1.195	1.25	1.53	1.851	1.227	1.471	1.789	1.071	1.352	1.537	0.81	0.985	1.101	1.059	1.253	1.493	0.6313	0.8159	1.012
-Translation	Environmental Information Processing	20.09	22.81	23.28	44.41	51.22	55.49	29.04	35.19	37.73	29.2	33.51	37.31	33.34	37.99	40.88	37.99	44.58	49.57	4.496	5.306	5.994	4.653	5.553	6.372	6.01	7.404	8.682	4.985	5.993	6.815	3.696	4.674	5.571	3.431	3.846	4.838
-Folding, Sorting and Degradation	Environmental Information Processing	7.458	11.77	17.29	5.442	6.421	7.222	7.123	8.719	9.575	11.53	13.25	14.92	9.297	10.64	12.12	10.4	12.41	14.45	4.648	5.814	6.963	4.744	6.005	7.234	2.673	3.434	4.066	2.639	3.221	3.75	3.593	4.71	5.697	1.949	2.564	3.492
-DNA Maintenance	Environmental Information Processing	3.115	4.358	5.871	2.441	2.841	3.281	1.001	1.22	1.374	0.5699	0.6908	0.8358	1.223	2.017	2.963	1.519	2.685	4.206	1.446	1.869	2.188	1.548	1.963	2.327	1.618	2.533	3.431	1.396	1.909	2.606	1.531	1.822	2.2	0.6165	0.898	1.234
-RNA Family	Environmental Information Processing	0	0	0	5.649e-08	7.933e-08	1.011e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	0	0	0.1242	0.9886	1	1	0.0896	0.1512	0.2089	0.09372	0.1732	0.2422	0.3526	0.4217	0.4981	0.285	0.3652	0.4656	0.1724	0.2355	0.3201	0.2181	0.2755	0.3604	0.1592	0.2574	0.3678	0.1545	0.2624	0.3437	0.2466	0.3588	0.4382	0.07985	0.2622	0.32
-Signaling Molecules and Interaction	Environmental Information Processing	0.8758	1	1	2.388e-08	2.721e-08	0.01087	0.7895	0.8485	0.9079	0.7507	0.8236	0.9054	0.5009	0.5782	0.6433	0.534	0.6258	0.7075	0.6784	0.7644	0.8274	0.6343	0.7228	0.7802	0.6318	0.7413	0.8362	0.6507	0.7359	0.8369	0.5503	0.6378	0.7489	0.6779	0.7218	0.9197
Cellular Processes	Environmental Information Processing	6.036	6.799	7.515	0.6518	0.8737	1.479	1.108	1.348	1.529	1.721	2.064	2.431	3.329	4.057	4.536	4.239	5.217	5.975	2.58	3.52	4.404	2.536	3.292	4.131	2.548	3.264	3.794	2.614	3.172	3.708	5.025	6.353	7.763	2.766	3.69	4.731
-Hemoglobin	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.236e-05	7.902e-05	0.000163	0.0001807	0.0002146	0.0002435	0	0	0	0.0002876	0.0003844	0.0009293
-Vesicular Transport	Environmental Information Processing	0	0	0	0	0	5.653e-09	0.1943	0.2877	0.4109	0.1878	0.3143	0.6184	0.3096	0.4556	0.7597	0.4398	0.6123	0.8638	0.5073	0.6973	0.9499	0.5509	0.855	1.195	0.2599	0.4113	0.5969	0.2719	0.4061	0.5627	0.3428	0.5827	0.8989	0.09705	0.4842	0.6945
-Cytoskeleton	Environmental Information Processing	2.735	2.954	3.567	0.386	0.4444	0.481	0.3064	0.3583	0.4061	0.6981	0.853	1.019	0.212	0.3193	0.4414	0.2875	0.4328	0.6089	1.175	2.067	2.573	0.9169	1.63	2.119	1.781	2.2	2.577	1.647	2.068	2.37	3.496	4.473	5.499	2.215	2.792	3.612
-Cell Motility	Environmental Information Processing	0	0	0	3.181e-07	0.1738	0.7277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Environmental Information Processing	3.334	3.807	3.948	0.2177	0.2653	0.3424	0.5642	0.6823	0.7676	0.7545	0.8346	0.9479	2.595	3.157	3.622	3.311	4.041	4.693	0.5351	0.6699	0.7794	0.535	0.6625	0.7881	0.329	0.4325	0.523	0.3794	0.4723	0.564	0.495	0.6242	0.7998	0.2556	0.3195	0.4097
-Cell Communication	Environmental Information Processing	0	0	0	0	0	0	0	0.004467	0.03983	0	0.009647	0.02579	0	0.006617	0.08614	0	0.00815	0.1149	0.1443	0.2191	0.2947	0.1427	0.2349	0.3182	0.1385	0.1868	0.2456	0.1729	0.2497	0.3198	0.3421	0.4972	1.006	0.06378	0.1003	0.1432
Metabolism	Environmental Information Processing	61.68	70.58	73.07	53.29	60.97	66.05	33.03	39.72	42.76	49.85	56.22	63.25	42.12	47.7	51.78	58.27	68.28	76.35	9.208	11.26	12.73	10.54	12.66	14.78	5.196	6.294	7.398	4.423	5.295	6.031	7.572	9.377	11.03	4.827	5.547	6.817
-Membrane Transport	Environmental Information Processing	4.468	5.632	6.387	6.693	8.042	8.972	0.8377	0.9936	1.078	0.4561	0.5306	0.6181	0.4903	0.8711	1.172	0.5341	0.8691	1.276	0.05522	0.1106	0.175	0.0468	0.09959	0.1652	0.06744	0.09771	0.1457	0.03496	0.06027	0.0956	0.04328	0.05311	0.06823	0.009035	0.0165	0.02738
-Central Carbon Metabolism	Environmental Information Processing	18.27	23.47	28.24	9.212	11.2	12.67	11.39	13.65	16.34	16.16	19.18	22.9	14.46	18.55	22.04	15.22	20.65	25.74	2.872	3.614	4.467	3.446	4.298	5.344	1.128	1.522	1.897	1.079	1.371	1.648	2.753	3.449	4.193	1.885	2.46	3.18
-Energy Metabolism	Environmental Information Processing	0.8351	4.974	8.482	1.837	3.13	4.229	0.9382	1.717	4.292	1.47	2.959	6.401	1.097	1.843	4.671	1.73	2.878	6.595	0.4319	0.7245	1.374	0.445	0.8131	1.482	0.2977	0.4554	0.6522	0.209	0.3068	0.4496	0.1546	0.3237	0.6398	0.04813	0.1716	0.6813
-Biosynthesis	Environmental Information Processing	9.165	11.73	14.77	16.54	19.09	21.75	7.254	9.031	11.15	11.56	14.15	17.7	9.846	10.99	12.86	16.89	19.8	23.13	1.475	1.858	2.244	1.619	2.027	2.48	1.144	1.418	1.707	0.9913	1.201	1.429	1.557	1.926	2.329	0.5798	0.8406	1.058
-Other Enzymes	Environmental Information Processing	17.01	21.8	28.3	15.48	18.94	21.55	10.19	12.65	15.57	14.48	18.26	23.39	10.31	14.39	16.85	16.1	22.27	25.94	3.828	4.679	5.714	4.196	5.147	6.314	2.225	2.732	3.435	1.893	2.285	2.689	2.722	3.431	4.226	1.403	2.053	2.739
Organismal Systems	Environmental Information Processing	0	0	0	0	5.97e-09	0.005211	0.1249	0.227	0.3485	0.1583	0.3565	0.6098	0.2583	0.4072	0.5799	0.3354	0.5536	0.8097	1.601	1.915	2.313	1.29	1.59	1.99	0.6909	0.9032	1.162	0.734	0.9435	1.179	0.8126	1.143	1.579	0.4575	0.7256	1.199
-Immune System	Environmental Information Processing	0	0	0	0	0	0	0.02879	0.07937	0.1615	0.03989	0.1428	0.2762	0.03987	0.1327	0.233	0.06274	0.1899	0.3267	0.555	0.742	1.009	0.5344	0.737	1.049	0.185	0.2685	0.4366	0.1679	0.248	0.3991	0.2032	0.3836	0.7746	0.08049	0.1313	0.6737
-Endocrine System	Environmental Information Processing	0	0	0	0	0	0	0.000129	0.004015	0.03095	0.0001229	0.005261	0.04228	0	0.008156	0.1109	0	0.008984	0.1456	0.4621	0.5651	0.6657	0.1783	0.2398	0.3324	0.07365	0.09936	0.1673	0.1326	0.1607	0.2332	0.03166	0.05436	0.2163	0.1221	0.1529	0.2056
-Circulatory System	Environmental Information Processing	0	0	0	0	0	0	0	0	0.004498	0	0	0.005089	0	0	0.0958	0	0	0.1246	0.07153	0.08833	0.2576	0.0651	0.08012	0.2407	0.08863	0.1291	0.1787	0.1196	0.1532	0.1977	0.05608	0.08475	0.1457	0.01191	0.1049	0.1475
-Digestive System	Environmental Information Processing	0	0	0	0	0	0.005211	0	0.00648	0.05425	0	0.005411	0.02211	0	0.01463	0.07386	0	0.01996	0.09162	0.01672	0.04258	0.128	0.01567	0.03482	0.1315	0.05959	0.1147	0.1652	0.0439	0.07364	0.1238	0.1031	0.144	0.2041	0.02556	0.03255	0.04781
-Excretory System	Environmental Information Processing	0	0	0	0	0	6.252e-09	0.008198	0.06602	0.1561	0.009734	0.1329	0.3098	0.008682	0.1261	0.2406	0.0142	0.1701	0.3377	0.07698	0.228	0.3481	0.08691	0.2212	0.3363	0.05498	0.09396	0.1442	0.06752	0.1114	0.1797	0.06359	0.151	0.2954	0.02166	0.06445	0.1205
-Nervous System	Environmental Information Processing	0	0	0	0	0	6.229e-09	0	0.004689	0.03763	0	0.004888	0.04196	0	0.007377	0.1075	0	0.008775	0.1598	0.02578	0.1589	0.2829	0.03057	0.1539	0.2795	0.03998	0.08166	0.1234	0.03665	0.07552	0.125	0.02779	0.09269	0.1554	0.01679	0.05618	0.0995
-Sensory System	Environmental Information Processing	0	0	0	0	0	0	0	0	0.04494	0	0	0.04361	0	0	0.09828	0	0	0.1412	0	0	0.01865	0	0	0.01159	0	0.00307	0.06932	0	0.003176	0.08143	0.0003016	0.004398	0.02075	1.069e-11	0.0002046	0.1048
-Development	Environmental Information Processing	0	0	0	0	0	0	0	0	0.02462	0	0	0.1531	0	0	0.02089	0	0	0.03284	0.02196	0.03806	0.1016	0.02067	0.0402	0.09463	0.01704	0.02581	0.1789	0.01873	0.02655	0.173	0.05386	0.07506	0.391	0.01406	0.01843	0.526
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0	0	0	0	0.05623	0	0	0.02361	0	0	0.05032	0	0	0.0606	0	0.009528	0.0637	0	0.007003	0.05428	5.453e-05	0.009129	0.05666	0.0001294	0.009203	0.04692	0.001335	0.004377	0.0665	0.0001698	0.002146	0.01661
Human Diseases	Environmental Information Processing	0	4.928	9.239	0.03289	0.4922	0.9054	0.7508	1.043	1.424	1.128	1.645	2.718	1.363	2.401	3.244	2.087	3.658	4.811	1.833	2.818	3.817	1.902	2.787	3.753	1.806	2.542	3.668	1.382	1.941	2.553	1.629	2.408	3.242	0.6833	1.066	1.74
-Cancers	Environmental Information Processing	0	0	0.384	0	6.252e-09	0.006469	0.004585	0.02577	0.05076	0.003925	0.05444	0.1035	0.005969	0.03206	0.05412	0.006745	0.03908	0.08001	0.1492	0.2469	0.3798	0.1477	0.248	0.3524	0.1357	0.1836	0.2482	0.1138	0.1555	0.2023	0.1259	0.1761	0.2538	0.04342	0.05833	0.07965
-Immune System Diseases	Environmental Information Processing	0	0	0	0	5.767e-09	0.009018	0.02513	0.07284	0.1764	0.03355	0.1923	0.3818	0.2123	1.144	1.936	0.3268	1.687	2.945	0.07376	0.1324	0.2514	0.06365	0.1254	0.2481	0.4301	1.1	2.049	0.269	0.7681	1.244	0.03548	0.1214	0.22	0.03746	0.3572	0.5982
-Neurodegenerative Diseases	Environmental Information Processing	0	0	0	0	0	0	0.2721	0.4905	0.7824	0.2663	0.5328	0.9334	0.2919	0.5308	0.7993	0.6303	0.9512	1.399	0.5455	1.063	1.511	0.5225	1.043	1.44	0.4182	0.5955	0.8001	0.2973	0.4065	0.5264	0.4267	0.6524	1.004	0.1084	0.1614	0.2247
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0	0	0	0	0	0.00253	0	0	0.009397	0	0	0.002901	0	0	0.004718	0.01658	0.1708	0.2694	0.01425	0.09068	0.1972	0.0705	0.1295	0.1747	0.03564	0.08313	0.1511	0.09674	0.2877	0.7746	0.006178	0.04997	0.07978
-Metabolic Diseases	Environmental Information Processing	0	0	5.626	0	0	0.3491	0	0	0.1667	0	0	0.4912	0	0	0	0	0	0	0	0	0.1472	0	0	0.2757	0.00011	0.0004031	0.1256	1.475e-05	0.0001086	0.1023	6.562e-16	0.0001483	0.701	0	1.261e-11	0.1562
-Infectious Diseases	Environmental Information Processing	0	0.0799	5.706	0.02353	0.3753	0.7773	0.1722	0.376	0.6074	0.2601	0.7213	1.487	0.4032	0.6472	0.9882	0.5074	0.7961	1.168	0.5577	0.9865	2.013	0.5386	1.113	1.931	0.268	0.4911	0.7748	0.3028	0.4834	0.726	0.3519	0.8006	1.392	0.132	0.4988	0.9999
Not Mapped	Environmental Information Processing	27.27	31.14	31.14	9.147	10.53	11.4	13.17	15.87	17	11.61	13.2	14.72	19.6	22.29	23.9	24.97	29.38	32.53	7.762	9.219	10.4	7.817	9.337	10.72	5.843	7.062	8.24	5.309	6.367	7.223	7.309	8.83	10.42	2.063	2.289	2.885
-Not Mapped	Environmental Information Processing	27.27	31.14	31.14	9.147	10.53	11.4	13.17	15.87	17	11.61	13.2	14.72	19.6	22.29	23.9	24.97	29.38	32.53	7.762	9.219	10.4	7.817	9.337	10.72	5.843	7.062	8.24	5.309	6.367	7.223	7.309	8.83	10.42	2.063	2.289	2.885
TOTAL	-Signal Transduction	1112	Inf	Inf	122.5	141.1	153.1	463	687.7	1082	445.4	677.7	1364	228.4	313.4	383.2	308.7	452.5	630.5	130.2	185.5	278.3	111.9	158.6	234	87.46	141.7	244.1	80.27	115.1	214	83.13	113.7	184.2	62.78	75.62	345
MAPPED	-Signal Transduction	892.7	Inf	Inf	113.4	130.6	141.7	393.1	583.8	918.5	397.6	604.9	1218	189.2	259.6	317.4	255	373.8	520.8	103.1	147	220.6	89.12	126.3	186.3	70.2	113.7	195.9	63.75	91.39	170	65.44	89.51	145	56.17	67.65	308.7
Genetic Information Processing	-Signal Transduction	264.6	Inf	Inf	58.17	66.95	72.51	201.2	297.2	470.4	173.9	265.7	527	90.92	123.1	151.8	111.5	163.2	230.5	43.1	61.31	92.31	36.96	53.1	77.1	34.97	58.28	101.7	30.6	44.05	83.71	24.85	34.71	53.82	21.78	28.79	127.8
-Transcription	-Signal Transduction	4.473	Inf	Inf	5.304	6.131	6.843	1.533	2.573	3.892	0.9573	1.793	3.799	1.125	1.798	2.566	1.532	2.418	3.643	4.73	6.606	9.39	3.748	5.112	7.599	3.186	5.26	9.091	2.552	3.676	6.61	2.548	3.522	5.531	2.096	2.982	12.47
-Translation	-Signal Transduction	161.8	Inf	Inf	44.41	51.32	55.59	155.4	230	362.7	121.4	185.2	372	66.57	92	113	81.36	119.3	166.5	15.3	21.98	33.81	13.66	19.39	28.55	18.12	29.55	51.11	15.45	21.73	41.43	9.313	12.45	20.26	10.93	13.33	60.67
-Folding, Sorting and Degradation	-Signal Transduction	79.67	Inf	Inf	5.499	6.421	7.222	38.13	56.62	91.22	49.33	75.18	145.4	18.49	25.54	31.91	21.28	34.03	47.97	16.99	25.03	38.08	14.66	21.01	31.72	8.014	13.63	23.28	8.186	11.76	22.06	8.901	13.1	20.18	6.405	9.374	40.98
-DNA Maintenance	-Signal Transduction	26.34	Inf	Inf	2.441	2.864	3.282	5.508	8.329	12.67	2.524	4.016	8.025	2.894	4.693	7.6	3.862	7.375	12.58	5.053	8.119	11.7	4.689	6.618	10.53	5.454	10.08	18.02	4.753	7.827	14.71	3.709	5.109	7.954	2.008	3.995	14.61
-RNA Family	-Signal Transduction	0	NaN	NaN	5.649e-08	7.933e-08	1.011e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Signal Transduction	8.055	Inf	Inf	1	1	1.011	4.75	6.602	10.86	4.011	5.67	10.57	2.004	2.371	2.803	2.146	2.672	3.419	3.109	4.245	5.794	2.734	3.608	4.549	2.716	3.866	6.104	2.862	3.787	6.132	2.224	2.761	3.983	3.105	3.594	12.45
-Signal Transduction	-Signal Transduction	1	NaN	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	7.055	Inf	Inf	2.388e-08	2.721e-08	0.01098	3.75	5.602	9.86	3.011	4.67	9.566	1.004	1.371	1.803	1.146	1.672	2.419	2.109	3.245	4.794	1.734	2.608	3.549	1.716	2.866	5.104	1.862	2.787	5.132	1.224	1.761	2.983	2.105	2.594	11.45
Cellular Processes	-Signal Transduction	47.69	Inf	Inf	0.6526	0.8737	1.479	6.012	9.254	15.1	7.349	11.72	21.74	6.819	9.631	12.18	9.332	14.26	19.25	10.01	15.28	22.88	7.632	11.46	17.53	7.962	12.93	22.21	8.117	11.81	22.15	12.34	17.44	29.01	9.076	13.47	60.63
-Hemoglobin	-Signal Transduction	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001817	0.0003534	0.0006661	0.0005558	0.0007968	0.001482	0	0	0	0.0009377	0.002593	0.007455
-Vesicular Transport	-Signal Transduction	0	NaN	NaN	0	0	5.653e-09	1.174	1.861	3.237	0.9945	2.069	4.1	0.6979	1.114	1.755	1.051	1.679	2.757	1.874	3.085	4.866	1.582	2.868	5.112	0.8562	1.535	3.207	0.9167	1.593	3.096	0.9328	1.694	3.138	0.3333	1.695	7.834
-Cytoskeleton	-Signal Transduction	20.84	Inf	Inf	0.386	0.4445	0.4822	1.603	2.383	3.913	2.986	4.701	9.349	0.4294	0.7433	1.098	0.6929	1.141	1.923	4.657	8.179	13.24	3.018	5.297	8.474	5.184	8.91	15.3	5.124	7.702	14.06	8.699	12.14	20.4	6.55	10.1	45.24
-Cell Motility	-Signal Transduction	0	NaN	NaN	3.181e-07	0.1743	0.7277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Signal Transduction	26.85	Inf	Inf	0.2177	0.2682	0.3424	2.977	4.433	7.558	3.061	4.678	9.291	5.458	7.645	9.574	7.243	11.09	15.65	1.99	2.802	4.24	1.661	2.307	3.366	0.9848	1.676	3.066	1.183	1.808	3.384	1.206	1.775	2.869	0.8066	1.34	4.871
-Cell Communication	-Signal Transduction	0	NaN	NaN	0	0	0	0	0.03327	0.3232	0	0.05802	0.1482	0	0.01629	0.1861	0	0.02264	0.2955	0.5357	0.9166	1.502	0.4687	0.8208	1.317	0.4001	0.7169	1.258	0.5962	0.8912	1.802	0.8281	1.615	3.503	0.2037	0.4097	1.702
Metabolism	-Signal Transduction	496.8	Inf	Inf	53.29	60.97	66.2	176.6	258.9	411.7	206.4	312.5	629.4	84.24	116.2	143.8	123.9	183.5	254.7	32.39	47.58	68.36	30.77	44.43	64.49	15.48	24.52	43.26	13.56	19.71	36.89	18.95	25.62	41.46	15.18	19.16	81.16
-Membrane Transport	-Signal Transduction	35.2	Inf	Inf	6.693	8.05	8.972	4.433	6.503	10.18	1.94	3.133	5.857	1.04	1.868	2.961	1.259	2.286	4.057	0.2099	0.4354	0.8977	0.1677	0.3442	0.7145	0.204	0.3885	0.7252	0.1169	0.2451	0.4771	0.1021	0.1591	0.2366	0.0308	0.08078	0.3099
-Central Carbon Metabolism	-Signal Transduction	136.7	Inf	Inf	9.212	11.22	12.67	56.66	90.03	157.3	72.2	109.9	213.4	31.71	44.47	59.12	36.67	57.28	83.53	10.28	16.01	24.14	10.18	15.29	23.29	3.356	6.206	10.45	3.419	5.193	9.711	6.747	9.777	15.88	6.161	9.073	37.03
-Energy Metabolism	-Signal Transduction	10.53	Inf	Inf	1.837	3.13	4.229	5.36	12.98	29.05	8.326	22.71	42.34	2.458	4.592	11.9	4.398	8.536	19.12	1.663	3.213	6.333	1.535	2.893	5.397	0.9406	1.829	3.629	0.6439	1.223	2.437	0.4172	0.9964	2.087	0.2387	0.9585	6.693
-Biosynthesis	-Signal Transduction	76.51	Inf	Inf	16.54	19.09	21.75	39.48	60.47	96.55	51.91	79.85	161.7	20.28	26.67	33.73	35.71	54.98	76.11	5.607	7.772	11.43	4.99	7.019	10.39	3.346	5.711	9.321	3.079	4.678	7.876	3.859	5.447	8.248	1.879	3.349	12.78
-Other Enzymes	-Signal Transduction	132.6	Inf	Inf	15.48	18.94	21.76	58.05	80.82	137.5	65.84	110	209.2	21.64	33.54	44.01	37.72	59.91	81.33	13.54	20.35	30.32	12.21	18.32	27.87	6.803	10.53	19.82	5.925	8.962	16.5	7.119	9.727	15.7	5.005	8.693	29.57
Organismal Systems	-Signal Transduction	0	NaN	NaN	0	5.97e-09	0.005211	0.7543	1.649	2.908	0.9246	2.073	4.054	0.5622	0.9419	1.518	0.7717	1.54	2.469	5.663	8.529	12.86	3.893	5.833	8.662	2.122	3.569	6.568	2.421	3.675	6.966	2.15	3.188	5.978	1.464	3.524	12.27
-Immune System	-Signal Transduction	0	NaN	NaN	0	0	0	0.1546	0.5522	1.159	0.2003	0.836	1.998	0.09474	0.3345	0.5474	0.1499	0.5097	0.9764	2.111	3.177	5.044	1.65	2.737	4.004	0.5399	1.042	2.155	0.5428	0.9669	1.897	0.5918	1.093	2.425	0.2623	1.097	3.295
-Endocrine System	-Signal Transduction	0	NaN	NaN	0	0	0	0.0009086	0.02613	0.1468	0.0006627	0.03019	0.3526	0	0.01842	0.2734	0	0.02177	0.4255	1.646	2.388	3.649	0.5572	0.884	1.314	0.2164	0.4163	0.8909	0.3967	0.6483	1.291	0.08276	0.1538	0.6625	0.3883	0.7559	2.772
-Circulatory System	-Signal Transduction	0	NaN	NaN	0	0	0	0	0	0.03346	0	0	0.03932	0	0	0.1973	0	0	0.2943	0.2553	0.4344	1.08	0.2007	0.3195	0.846	0.2939	0.5043	0.9909	0.388	0.5789	1.087	0.1512	0.2723	0.4614	0.04076	0.3345	1.515
-Digestive System	-Signal Transduction	0	NaN	NaN	0	0	0.005211	0	0.0486	0.3659	0	0.02921	0.2035	0	0.03344	0.1853	0	0.04617	0.2782	0.06794	0.1905	0.6	0.05167	0.1286	0.4736	0.1828	0.4343	0.8767	0.1524	0.2916	0.5603	0.2527	0.4171	0.7522	0.07975	0.1727	0.5253
-Excretory System	-Signal Transduction	0	NaN	NaN	0	0	6.252e-09	0.04739	0.4185	1.19	0.06127	0.7082	2.052	0.02241	0.2897	0.5958	0.04245	0.4338	0.9721	0.2926	0.9071	1.697	0.2328	0.7248	1.291	0.1946	0.3741	0.7571	0.2315	0.4472	0.8441	0.1793	0.4373	0.9421	0.07531	0.29	1.296
