Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
		10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%
-Other Enzymes	MAPPED	0.1362	0.1751	0.2267	0.1608	0.1868	0.2171	0.1561	0.1817	0.2114	0.1606	0.1992	0.2449	0.1248	0.161	0.1921	0.1502	0.1952	0.2284	0.1195	0.1346	0.1521	0.1281	0.1429	0.1646	0.09791	0.1093	0.1265	0.09476	0.1042	0.1156	0.0766	0.09013	0.1057	0.07281	0.09664	0.1209
Organismal Systems	MAPPED	0	0	0	0	2.893e-11	6.609e-05	0.001494	0.003139	0.00632	0.001041	0.002638	0.006253	0.00181	0.003302	0.005894	0.001887	0.003353	0.006671	0.0401	0.04608	0.05347	0.03659	0.04309	0.04984	0.02814	0.0346	0.04276	0.03264	0.03866	0.04646	0.02147	0.03169	0.0501	0.01878	0.02753	0.0399
-Immune System	MAPPED	0	0	0	0	0	0	0.0002945	0.001153	0.002158	0.0002714	0.001053	0.002242	0.0004004	0.0009919	0.001689	0.0004051	0.001052	0.001765	0.01716	0.02238	0.02733	0.0179	0.02291	0.02908	0.007077	0.009993	0.01483	0.007053	0.01006	0.01537	0.005422	0.0102	0.0165	0.003912	0.007181	0.02171
-Endocrine System	MAPPED	0	0	0	0	0	0	3.641e-06	8.191e-05	0.0002629	2.682e-06	6.95e-05	0.0004226	0	9.098e-05	0.0004562	0	6.497e-05	0.000534	0.00626	0.00826	0.009919	0.003285	0.005786	0.007879	0.002515	0.00334	0.01166	0.003359	0.004412	0.01144	0.001049	0.00169	0.0222	0.003117	0.003492	0.006169
-Circulatory System	MAPPED	0	0	0	0	0	0	0	0	3.595e-05	0	0	3.921e-05	0	0	0.000727	0	0	0.0007101	0.00146	0.001946	0.002652	0.001258	0.001664	0.002406	0.002865	0.003743	0.005528	0.004976	0.006032	0.007157	0.001613	0.002118	0.003502	0.0006097	0.004162	0.004493
-Digestive System	MAPPED	0	0	0	0	0	6.609e-05	0	0.0001203	0.0007785	0	3.921e-05	0.0002378	0	0.0002218	0.000679	0	0.0002426	0.0006867	0.0005845	0.001152	0.004347	0.0004646	0.001003	0.004473	0.002737	0.005617	0.00863	0.002168	0.004296	0.006323	0.00305	0.004452	0.005944	0.001337	0.001697	0.002545
-Excretory System	MAPPED	0	0	0	0	0	2.893e-11	2.014e-05	0.0006245	0.003698	5.277e-05	0.0009453	0.004361	8.299e-05	0.0009247	0.003676	9.972e-05	0.0009537	0.004383	0.002255	0.006006	0.009584	0.002153	0.005022	0.007817	0.001885	0.003746	0.008298	0.002606	0.005273	0.01103	0.001303	0.002889	0.01686	0.001239	0.003778	0.008389
-Nervous System	MAPPED	0	0	0	0	0	2.893e-11	0	4.889e-05	0.0002382	0	4.868e-05	0.0001713	0	9.849e-05	0.0006853	0	0.0001161	0.0007101	0.001114	0.003252	0.005573	0.001067	0.003246	0.0055	0.00121	0.002175	0.003354	0.00116	0.002182	0.003493	0.0006899	0.001544	0.002461	0.0007326	0.00204	0.002988
-Sensory System	MAPPED	0	0	0	0	0	0	0	0	0.000433	0	0	0.0001175	0	0	0.000312	0	0	0.0003368	0	0	0.000716	0	0	0.0004095	0	0.0002074	0.0009901	0	0.0002403	0.001281	5.884e-06	9.713e-05	0.0002223	2.178e-13	8.784e-06	0.001881
-Development	MAPPED	0	0	0	0	0	0	0	0	0.0002152	0	0	0.0004546	0	0	0.0002657	0	0	0.0003169	0.0008087	0.001454	0.003117	0.000755	0.001455	0.00299	0.000882	0.001214	0.004039	0.001184	0.001604	0.004724	0.001829	0.002145	0.005316	0.0009273	0.001169	0.016
-Environmental Adaptation	MAPPED	0	0	0	0	0	0	0	0	0.001367	0	0	0.0003203	0	0	0.0003677	0	0	0.000341	0	0.0002658	0.004043	0	0.0002717	0.003307	2.73e-06	0.0003075	0.003989	8.065e-06	0.0003604	0.003606	2.366e-05	8.179e-05	0.003507	7.33e-06	0.0001119	0.001796
Human Diseases	MAPPED	0	0.06145	0.1089	0.0003815	0.006208	0.01269	0.009116	0.01401	0.02119	0.008939	0.01746	0.02521	0.008571	0.01446	0.0206	0.01064	0.0163	0.02194	0.0609	0.08232	0.09651	0.05792	0.07788	0.09075	0.05725	0.07105	0.07926	0.05068	0.06481	0.07904	0.04245	0.06793	0.108	0.03346	0.0438	0.06258
-Cancers	MAPPED	0	0	0.003252	0	2.893e-11	7.833e-05	0.0001871	0.0006995	0.00124	0.0001211	0.0008361	0.002178	7.154e-05	0.0005056	0.0008524	9.791e-05	0.0004114	0.0008043	0.005344	0.008916	0.01333	0.005332	0.008606	0.01257	0.005372	0.007518	0.01047	0.005501	0.007667	0.0102	0.003305	0.005502	0.007817	0.002471	0.00327	0.004781
-Immune System Diseases	MAPPED	0	0	0	0	2.893e-11	7.966e-05	7.916e-05	0.0003143	0.001929	8.454e-05	0.0006132	0.002002	0.0007747	0.00366	0.005574	0.0008973	0.004045	0.006191	0.00224	0.003388	0.005103	0.001891	0.002986	0.004749	0.006145	0.01463	0.0218	0.00483	0.0118	0.01584	0.0006469	0.001139	0.001832	0.001459	0.006966	0.0109
-Neurodegenerative Diseases	MAPPED	0	0	0	0	0	0	0.002493	0.006548	0.01377	0.002296	0.005734	0.01097	0.00162	0.005429	0.009732	0.003192	0.007337	0.01168	0.0144	0.03046	0.04268	0.01337	0.02777	0.0379	0.01355	0.01994	0.0267	0.01136	0.01606	0.02295	0.008499	0.01608	0.02552	0.004658	0.008835	0.01291
-Cardiovascular Diseases	MAPPED	0	0	0	0	0	0	0	0	0.0001218	0	0	0.000328	0	0	0.0001197	0	0	0.0001438	0.001019	0.007504	0.0187	0.001182	0.004109	0.01556	0.002984	0.007812	0.01254	0.001533	0.004888	0.01976	0.00326	0.008417	0.05753	0.0003664	0.003919	0.0123
-Metabolic Diseases	MAPPED	0	0	0.06145	0	0	0.005104	0	0	0.002355	0	0	0.00506	0	0	0	0	0	0	0	0	0.005199	0	0	0.009069	4.062e-06	2.38e-05	0.006188	6.142e-07	9.66e-06	0.005856	4.623e-18	2.032e-05	0.01793	0	2.178e-13	0.01056
-Infectious Diseases	MAPPED	0	0.0005625	0.06202	0.0002792	0.002414	0.009311	0.001808	0.004984	0.008682	0.00167	0.006655	0.0151	0.002512	0.004866	0.007971	0.002306	0.004404	0.007401	0.0187	0.02675	0.03537	0.01875	0.02784	0.03721	0.01137	0.01843	0.0257	0.01354	0.01934	0.02599	0.01159	0.021	0.03594	0.007824	0.01799	0.03035
Not Mapped	MAPPED	0.2192	0.2192	0.2192	0.1015	0.1015	0.1015	0.1433	0.1433	0.1433	0.08623	0.08623	0.08623	0.1708	0.1708	0.1708	0.1685	0.1685	0.1685	0.2147	0.2147	0.2147	0.2073	0.2073	0.2073	0.2336	0.2336	0.2336	0.2358	0.2358	0.2358	0.151	0.151	0.151	0.1157	0.1157	0.1157
-Not Mapped	MAPPED	0.2192	0.2192	0.2192	0.1015	0.1015	0.1015	0.1433	0.1433	0.1433	0.08623	0.08623	0.08623	0.1708	0.1708	0.1708	0.1685	0.1685	0.1685	0.2147	0.2147	0.2147	0.2073	0.2073	0.2073	0.2336	0.2336	0.2336	0.2358	0.2358	0.2358	0.151	0.151	0.151	0.1157	0.1157	0.1157
TOTAL	Genetic Information Processing	3.199	3.795	4.605	3.098	3.2	3.286	2.638	2.704	2.759	2.908	2.984	3.054	2.793	2.866	2.921	3.182	3.305	3.382	2.838	2.903	2.982	2.874	2.956	3.043	2.64	2.716	2.782	2.798	2.884	2.947	3.436	3.68	3.935	2.817	2.905	3.004
MAPPED	Genetic Information Processing	2.623	3.112	3.777	2.813	2.905	2.984	2.308	2.365	2.413	2.677	2.748	2.811	2.386	2.448	2.495	2.723	2.829	2.894	2.336	2.39	2.455	2.38	2.449	2.521	2.14	2.202	2.255	2.264	2.334	2.384	2.985	3.197	3.418	2.525	2.604	2.693
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Transcription	Genetic Information Processing	0.0131	0.03508	0.09681	0.05023	0.05886	0.07925	0.008456	0.01274	0.02457	0.006221	0.009461	0.01361	0.01251	0.01865	0.02529	0.01269	0.01895	0.02512	0.1127	0.1174	0.1255	0.1069	0.1124	0.1214	0.1083	0.113	0.1199	0.09294	0.09757	0.1049	0.1069	0.1216	0.1363	0.1002	0.1064	0.1119
-Translation	Genetic Information Processing	0.3913	0.4661	0.5734	0.6955	0.7145	0.7363	0.6291	0.6432	0.6568	0.5959	0.6083	0.6265	0.6319	0.6481	0.6646	0.6211	0.642	0.6613	0.3095	0.3193	0.3291	0.3086	0.3193	0.3287	0.4024	0.4168	0.4293	0.3876	0.401	0.4135	0.2575	0.2771	0.3026	0.388	0.4001	0.4144
-Folding, Sorting and Degradation	Genetic Information Processing	0.179	0.3216	0.4316	0.151	0.1689	0.1841	0.2839	0.2991	0.3103	0.3387	0.3596	0.3726	0.2736	0.2872	0.2981	0.2713	0.2871	0.304	0.4028	0.4189	0.4346	0.3999	0.4183	0.436	0.3082	0.3241	0.3382	0.3399	0.3521	0.3667	0.3729	0.4072	0.4416	0.3696	0.3885	0.4081
-DNA Maintenance	Genetic Information Processing	0.1061	0.1489	0.2185	0.04007	0.0471	0.0699	0.0378	0.04166	0.04647	0.02001	0.02254	0.02576	0.03164	0.04485	0.06092	0.03471	0.04948	0.07058	0.1295	0.1433	0.1548	0.1328	0.1495	0.1638	0.1279	0.1466	0.1643	0.1327	0.1476	0.1618	0.1499	0.1921	0.2266	0.09175	0.1033	0.1167
-RNA Family	Genetic Information Processing	0	0	0	7.696e-10	1.011e-09	1.292e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0.01928	0.02275	0.02837	0.01482	0.01701	0.02006	0.01885	0.02136	0.02521	0.01601	0.01896	0.02269	0.01357	0.01511	0.01818	0.01314	0.01488	0.01818	0.04553	0.05444	0.06741	0.04477	0.05398	0.0665	0.05585	0.06697	0.081	0.06231	0.07336	0.08689	0.05271	0.06488	0.0794	0.05825	0.0726	0.08755
-Signal Transduction	Genetic Information Processing	0	0	0.004343	0.0148	0.01701	0.01951	0.00324	0.005467	0.008725	0.002729	0.005504	0.009054	0.005921	0.007489	0.01076	0.005776	0.007732	0.01086	0.01071	0.01611	0.02372	0.0122	0.01844	0.02815	0.01101	0.01814	0.02733	0.01312	0.0206	0.02834	0.01453	0.0216	0.02948	0.006706	0.02398	0.03092
-Signaling Molecules and Interaction	Genetic Information Processing	0.01847	0.02191	0.02659	3.26e-10	3.373e-10	0.0005606	0.01458	0.0153	0.01806	0.01291	0.0133	0.01539	0.006929	0.007525	0.008512	0.006798	0.007345	0.008053	0.03248	0.03895	0.04637	0.03047	0.03474	0.04168	0.03992	0.04826	0.05771	0.0449	0.05253	0.06024	0.03548	0.04299	0.05437	0.04804	0.05349	0.05888
Cellular Processes	Genetic Information Processing	0.1324	0.1544	0.1942	0.01725	0.02217	0.03508	0.0356	0.04071	0.04798	0.03944	0.04371	0.05543	0.07245	0.08791	0.101	0.08021	0.09477	0.11	0.2487	0.2781	0.3056	0.2314	0.2594	0.2891	0.3298	0.3488	0.3712	0.4319	0.4701	0.4994	0.8522	1.033	1.157	0.5118	0.5521	0.6114
-Hemoglobin	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.069e-06	2.141e-06	4.515e-06	7.313e-06	7.54e-06	7.712e-06	0	0	0	1.636e-05	1.698e-05	4.504e-05
-Vesicular Transport	Genetic Information Processing	0	0	0	0	0	8.085e-11	0.004839	0.008035	0.01484	0.004005	0.007859	0.01868	0.006748	0.01353	0.02018	0.007995	0.01486	0.02238	0.04414	0.05438	0.06403	0.04566	0.05796	0.06798	0.02546	0.03704	0.04564	0.0326	0.04412	0.05566	0.02298	0.04961	0.0879	0.01601	0.04567	0.06115
-Cytoskeleton	Genetic Information Processing	0.05744	0.07121	0.09212	0.01014	0.01047	0.01075	0.007886	0.008172	0.008478	0.01503	0.01602	0.01703	0.003649	0.004752	0.006989	0.004559	0.00579	0.008263	0.1181	0.1425	0.1708	0.09784	0.119	0.1469	0.2336	0.2477	0.2623	0.2998	0.3208	0.3553	0.6746	0.7733	0.9444	0.4166	0.4475	0.4849
-Cell Motility	Genetic Information Processing	0	0	0	4.137e-09	0.004359	0.01676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Genetic Information Processing	0.07051	0.08414	0.1031	0.006543	0.007444	0.009752	0.01996	0.02262	0.02632	0.0182	0.01959	0.02092	0.05736	0.07359	0.07673	0.06294	0.07768	0.08215	0.0366	0.04346	0.05139	0.03646	0.04379	0.05403	0.02721	0.03205	0.04081	0.034	0.03987	0.0476	0.03345	0.0396	0.08617	0.02944	0.03399	0.04241
-Cell Communication	Genetic Information Processing	0	0	0	0	0	0	0	0.0002862	0.00129	0	0.0003538	0.001147	0	0.0002947	0.001861	0	0.0004084	0.002197	0.02453	0.02911	0.05433	0.02405	0.02961	0.05611	0.02569	0.02976	0.04034	0.04118	0.04708	0.08203	0.06262	0.07356	0.2368	0.02473	0.02866	0.05016
Metabolism	Genetic Information Processing	1.457	1.739	2.211	1.763	1.84	1.916	1.211	1.259	1.298	1.575	1.627	1.676	1.245	1.296	1.34	1.57	1.659	1.72	0.7136	0.7506	0.8096	0.7944	0.837	0.9003	0.5197	0.5514	0.5753	0.5193	0.5479	0.5686	0.6816	0.7692	0.83	0.7251	0.77	0.8157
-Membrane Transport	Genetic Information Processing	0.09335	0.153	0.2086	0.1839	0.199	0.2163	0.02263	0.02372	0.02489	0.01095	0.0121	0.0133	0.02201	0.03431	0.041	0.01549	0.02503	0.03325	0.004571	0.007083	0.009457	0.004347	0.005679	0.007481	0.00662	0.008166	0.009726	0.004377	0.005754	0.007303	0.003942	0.005022	0.005887	0.001101	0.001893	0.002543
-Central Carbon Metabolism	Genetic Information Processing	0.4897	0.5976	0.7357	0.3414	0.3876	0.435	0.3194	0.3722	0.4233	0.3472	0.4298	0.5192	0.3597	0.4445	0.528	0.3575	0.4588	0.5758	0.2114	0.2368	0.2725	0.2534	0.2802	0.3244	0.1078	0.1254	0.1505	0.1241	0.1403	0.1626	0.2234	0.2457	0.2732	0.3136	0.3616	0.4079
-Energy Metabolism	Genetic Information Processing	0.02268	0.1392	0.2309	0.05932	0.09557	0.1296	0.03306	0.06489	0.1277	0.05645	0.1052	0.1652	0.03462	0.06275	0.1304	0.04113	0.07227	0.1461	0.02199	0.03982	0.09942	0.02273	0.04416	0.09787	0.01867	0.0296	0.04817	0.01565	0.02435	0.04001	0.01011	0.02036	0.04484	0.005551	0.02443	0.07481
-Biosynthesis	Genetic Information Processing	0.2308	0.3163	0.4632	0.5263	0.601	0.6858	0.3038	0.3524	0.4115	0.4209	0.5165	0.614	0.3146	0.3493	0.3911	0.4693	0.531	0.5985	0.1137	0.1316	0.1587	0.1234	0.1452	0.1718	0.1153	0.1386	0.1618	0.1065	0.1298	0.1516	0.1447	0.1851	0.2394	0.07336	0.1282	0.149
-Other Enzymes	Genetic Information Processing	0.3873	0.5659	0.7803	0.4584	0.5408	0.6327	0.3671	0.4324	0.4982	0.4363	0.5591	0.6752	0.3013	0.3902	0.4753	0.4302	0.5468	0.6513	0.2821	0.3198	0.3703	0.3109	0.3516	0.4105	0.2159	0.2418	0.2737	0.2197	0.2439	0.268	0.2331	0.2913	0.3429	0.1892	0.2522	0.3166
Organismal Systems	Genetic Information Processing	0	0	0	0	8.259e-11	0.0001947	0.003471	0.007435	0.0148	0.002968	0.007129	0.0172	0.004411	0.008113	0.01441	0.005158	0.009524	0.01876	0.0954	0.1106	0.1267	0.08901	0.1049	0.1228	0.06096	0.07557	0.09493	0.07495	0.08946	0.1084	0.0672	0.1027	0.1586	0.04861	0.07249	0.1059
-Immune System	Genetic Information Processing	0	0	0	0	0	0	0.0007018	0.002755	0.005095	0.0007393	0.002929	0.00616	0.0009849	0.002428	0.004106	0.001164	0.003025	0.00499	0.04046	0.05394	0.06628	0.04375	0.05665	0.06969	0.0157	0.02232	0.03282	0.01623	0.02363	0.03582	0.01689	0.03263	0.05397	0.01054	0.01859	0.05583
-Endocrine System	Genetic Information Processing	0	0	0	0	0	0	8.434e-06	0.0001952	0.000618	7.312e-06	0.0001965	0.001169	0	0.0002237	0.001116	0	0.0001849	0.001514	0.01497	0.01965	0.02355	0.007995	0.01427	0.01934	0.005472	0.007372	0.02615	0.007876	0.0103	0.02712	0.003317	0.005225	0.07117	0.008111	0.009368	0.01607
-Circulatory System	Genetic Information Processing	0	0	0	0	0	0	0	0	8.688e-05	0	0	0.0001059	0	0	0.001744	0	0	0.001955	0.003468	0.004566	0.006452	0.003076	0.004058	0.005872	0.006274	0.008323	0.01209	0.01154	0.01396	0.01648	0.005153	0.006868	0.01103	0.001608	0.01054	0.01164
-Digestive System	Genetic Information Processing	0	0	0	0	0	0.0001947	0	0.0002936	0.001857	0	0.0001114	0.0006455	0	0.0005385	0.001659	0	0.0006804	0.001895	0.001379	0.0028	0.01039	0.001106	0.002484	0.01105	0.00607	0.01221	0.01893	0.005132	0.01	0.01498	0.009573	0.01436	0.01915	0.003476	0.004425	0.006773
-Excretory System	Genetic Information Processing	0	0	0	0	0	8.344e-11	4.738e-05	0.001459	0.008816	0.0001444	0.002536	0.01212	0.0002053	0.002229	0.009089	0.0002815	0.002674	0.01243	0.005358	0.0145	0.02299	0.005289	0.01228	0.0192	0.004078	0.008203	0.01802	0.005934	0.01181	0.02604	0.003969	0.009418	0.05776	0.003208	0.009831	0.02153
-Nervous System	Genetic Information Processing	0	0	0	0	0	8.405e-11	0	0.0001182	0.0005581	0	0.0001345	0.0004579	0	0.0002287	0.001707	0	0.0003196	0.002081	0.00272	0.007776	0.01353	0.002733	0.007894	0.01356	0.002734	0.004796	0.007413	0.002659	0.004994	0.008012	0.00213	0.005216	0.007686	0.001924	0.005303	0.007837
-Sensory System	Genetic Information Processing	0	0	0	0	0	0	0	0	0.001052	0	0	0.0003269	0	0	0.0007763	0	0	0.0009701	0	0	0.001733	0	0	0.001014	0	0.0004631	0.002175	0	0.0005498	0.003002	1.721e-05	0.0003043	0.0007131	5.332e-13	2.374e-05	0.004906
-Development	Genetic Information Processing	0	0	0	0	0	0	0	0	0.0004995	0	0	0.001248	0	0	0.000674	0	0	0.0009199	0.001937	0.00349	0.007477	0.001933	0.00362	0.007196	0.001976	0.002609	0.008975	0.0027	0.003752	0.01095	0.005776	0.00687	0.017	0.002428	0.003031	0.04124
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0	0	0	0	0.003116	0	0	0.0008641	0	0	0.000892	0	0	0.0009666	0	0.0006408	0.009376	0	0.0006733	0.007824	6.154e-06	0.0006762	0.008485	1.868e-05	0.0008318	0.008181	8.061e-05	0.0002593	0.01063	1.937e-05	0.0002892	0.004632
Human Diseases	Genetic Information Processing	0	0.1856	0.4114	0.001102	0.01815	0.03699	0.02155	0.03284	0.05099	0.02427	0.04739	0.07112	0.02037	0.03567	0.05098	0.02997	0.04646	0.06229	0.1471	0.1953	0.2341	0.142	0.1917	0.2259	0.1257	0.1562	0.1768	0.1182	0.151	0.1867	0.129	0.2203	0.3501	0.08473	0.113	0.165
-Cancers	Genetic Information Processing	0	0	0.01113	0	8.212e-11	0.0002306	0.0004413	0.001659	0.002943	0.0003319	0.002355	0.006134	0.0001749	0.001239	0.002076	0.0002766	0.001193	0.002277	0.01294	0.02134	0.03177	0.01238	0.02112	0.03076	0.0117	0.01642	0.02295	0.01305	0.01771	0.0238	0.01027	0.01759	0.02548	0.006579	0.008562	0.01246
-Immune System Diseases	Genetic Information Processing	0	0	0	0	8.012e-11	0.0002346	0.0001839	0.0007263	0.004615	0.0002256	0.00171	0.005442	0.001858	0.008922	0.01374	0.002491	0.0115	0.01762	0.005377	0.008154	0.01251	0.004658	0.007195	0.01177	0.01334	0.0324	0.04919	0.01123	0.0271	0.03728	0.001937	0.00382	0.005868	0.003698	0.0179	0.0284
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0	0	0	0	0.005747	0.01516	0.03296	0.006222	0.01612	0.03084	0.003983	0.01316	0.02405	0.00883	0.0207	0.03345	0.03261	0.07455	0.1024	0.03273	0.0685	0.09305	0.02974	0.04374	0.05714	0.02582	0.03774	0.05334	0.02545	0.05192	0.0889	0.0124	0.02247	0.03326
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0	0	0	0	0.0002883	0	0	0.0009052	0	0	0.0002928	0	0	0.0004083	0.002508	0.01796	0.04471	0.002907	0.009858	0.03809	0.006266	0.01721	0.02708	0.003589	0.01153	0.04555	0.01047	0.0272	0.1852	0.0009493	0.01019	0.0323
-Metabolic Diseases	Genetic Information Processing	0	0	0.2139	0	0	0.01508	0	0	0.005642	0	0	0.01409	0	0	0	0	0	0	0	0	0.01257	0	0	0.02256	8.894e-06	5.168e-05	0.01377	1.44e-06	2.238e-05	0.01387	1.474e-17	6.453e-05	0.05985	0	5.735e-13	0.02785
-Infectious Diseases	Genetic Information Processing	0	0.001838	0.2249	0.0008391	0.007047	0.02729	0.004302	0.01165	0.02053	0.004585	0.01814	0.04194	0.006111	0.01187	0.01985	0.006283	0.0124	0.02103	0.04386	0.06365	0.08506	0.04676	0.06801	0.09308	0.0245	0.04074	0.05729	0.03209	0.04545	0.06159	0.03698	0.06683	0.1187	0.02025	0.04593	0.08007
Not Mapped	Genetic Information Processing	0.5751	0.6824	0.828	0.2854	0.2948	0.3027	0.3306	0.3389	0.3457	0.2308	0.2369	0.2424	0.4075	0.4181	0.4261	0.4589	0.4767	0.4877	0.5016	0.5131	0.5271	0.4934	0.5076	0.5225	0.4999	0.5143	0.5267	0.534	0.5503	0.5623	0.4509	0.483	0.5163	0.2921	0.3013	0.3115
-Not Mapped	Genetic Information Processing	0.5751	0.6824	0.828	0.2854	0.2948	0.3027	0.3306	0.3389	0.3457	0.2308	0.2369	0.2424	0.4075	0.4181	0.4261	0.4589	0.4767	0.4877	0.5016	0.5131	0.5271	0.4934	0.5076	0.5225	0.4999	0.5143	0.5267	0.534	0.5503	0.5623	0.4509	0.483	0.5163	0.2921	0.3013	0.3115
TOTAL	-Transcription	41.36	95.94	260.9	40.05	53.08	63.36	106.7	207	323.3	218.2	314.5	454.1	109.9	153.2	221.9	129.6	175.4	259.3	23.2	24.57	26.06	24.39	26.11	27.79	22.73	23.95	24.97	27.66	29.52	30.99	27.36	29.93	32.72	25.83	27.54	28.53
MAPPED	-Transcription	33.92	78.69	214	36.37	48.19	57.52	93.31	181.1	282.8	200.9	289.5	418.1	93.86	130.9	189.5	110.9	150.1	221.9	19.1	20.23	21.46	20.2	21.63	23.02	18.43	19.41	20.25	22.38	23.89	25.08	23.77	26	28.43	23.15	24.68	25.58
Genetic Information Processing	-Transcription	10.02	28.01	75.84	12.55	16.86	19.9	40.29	77.07	117.5	72.78	105	152.3	39.06	53.33	78.41	39.7	52.75	78.26	7.904	8.507	8.829	8.219	8.891	9.338	8.335	8.851	9.229	9.531	10.25	10.74	7.264	8.217	9.323	8.907	9.396	9.968
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	5.075	11.79	32.39	8.966	11.88	14.32	25.56	49.64	75.98	43.78	63.87	92.41	24.78	34.59	50.61	25.3	34.18	50.45	2.532	2.698	2.859	2.593	2.811	3.019	3.46	3.686	3.885	3.777	4.122	4.352	1.992	2.296	2.565	3.577	3.768	3.965
-Folding, Sorting and Degradation	-Transcription	2.933	10.2	32.94	1.959	2.794	3.524	12.17	23.33	35.68	25.72	37.82	55.73	11.27	15.28	22.94	11.54	15.17	23.01	3.224	3.594	3.786	3.28	3.721	3.979	2.609	2.874	3.057	3.322	3.631	3.863	2.825	3.389	3.905	3.326	3.662	4.037
-DNA Maintenance	-Transcription	1.153	4.7	14.09	0.5412	0.8492	1.286	1.69	3.318	5.007	1.705	2.277	3.571	1.488	2.638	4.072	1.648	2.978	4.529	1.079	1.208	1.34	1.155	1.325	1.466	1.117	1.285	1.46	1.321	1.502	1.683	1.186	1.548	2.034	0.8359	0.9704	1.095
-RNA Family	-Transcription	0	0	0	1.166e-08	1.601e-08	2.235e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0.2415	0.636	1.627	0.2	0.2774	0.3623	0.8237	1.644	2.618	1.375	1.968	3.141	0.5755	0.8377	1.223	0.5711	0.8267	1.314	0.3955	0.4604	0.5795	0.402	0.4696	0.5942	0.4959	0.5832	0.6976	0.6532	0.7392	0.8808	0.4461	0.5371	0.6407	0.5518	0.68	0.8303
-Signal Transduction	-Transcription	0	0	0.1204	0.1982	0.272	0.3588	0.1774	0.438	0.7897	0.2649	0.5557	0.9755	0.2767	0.4132	0.7002	0.2583	0.4265	0.727	0.09066	0.1349	0.1987	0.1101	0.161	0.2511	0.1013	0.1581	0.237	0.1381	0.208	0.3005	0.125	0.1741	0.2436	0.06519	0.2181	0.2863
-Signaling Molecules and Interaction	-Transcription	0.2388	0.554	1.507	4.305e-09	5.896e-09	0.007179	0.6145	1.206	1.887	0.9595	1.467	2.209	0.2852	0.4118	0.6181	0.2815	0.3998	0.5875	0.2772	0.3285	0.3948	0.2673	0.3061	0.3788	0.3551	0.4264	0.4996	0.4695	0.536	0.6089	0.2903	0.3565	0.4297	0.4502	0.5065	0.5581
Cellular Processes	-Transcription	1.633	4.086	11.11	0.2355	0.3808	0.6129	1.521	3.086	4.957	3.165	4.842	7.639	3.194	4.697	7.06	3.485	5.091	8.022	2.056	2.355	2.622	1.983	2.285	2.563	2.889	3.055	3.256	4.401	4.724	5.144	7.176	8.218	9.615	4.779	5.215	5.748
-Hemoglobin	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.801e-05	1.91e-05	4.046e-05	7.226e-05	7.744e-05	8.126e-05	0	0	0	0.0001508	0.0001624	0.0004354
-Vesicular Transport	-Transcription	0	0	0	0	0	1.321e-09	0.2728	0.5929	1.584	0.3737	0.8013	2.309	0.3364	0.6617	1.384	0.3841	0.738	1.589	0.3736	0.4574	0.5459	0.4066	0.5077	0.6052	0.2158	0.3242	0.4074	0.3263	0.4394	0.5719	0.1946	0.3973	0.7504	0.1518	0.4146	0.5818
