Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
		10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%
-Infectious Diseases	-Development	Inf	Inf	NaN	Inf	Inf	Inf	21.95	Inf	Inf	14.64	Inf	Inf	15.55	Inf	Inf	12.73	Inf	Inf	7.954	18.32	34.85	8.08	18.56	36.28	4.011	14.64	22.72	3.775	11.84	18.43	2.979	8.734	18.61	1.063	14.23	27.98
Not Mapped	-Development	Inf	Inf	Inf	Inf	Inf	Inf	665.7	Inf	Inf	189.7	Inf	Inf	561.5	Inf	Inf	508.4	Inf	Inf	63.32	146.5	264.6	68.37	142.2	251.3	57.3	191.6	263.7	49.44	146.9	196.6	28.29	69.71	81.24	7.228	98.62	124.6
-Not Mapped	-Development	Inf	Inf	Inf	Inf	Inf	Inf	665.7	Inf	Inf	189.7	Inf	Inf	561.5	Inf	Inf	508.4	Inf	Inf	63.32	146.5	264.6	68.37	142.2	251.3	57.3	191.6	263.7	49.44	146.9	196.6	28.29	69.71	81.24	7.228	98.62	124.6
TOTAL	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	836.6	Inf	Inf	3391	Inf	Inf	3184	Inf	Inf	3427	Inf	Inf	300.4	2906	Inf	365	3365	Inf	309.2	4011	399800	342	3427	131500	327.8	14070	48600	620.9	9968	152200
MAPPED	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	731.7	Inf	Inf	3122	Inf	Inf	2720	Inf	Inf	2933	Inf	Inf	247.3	2392	Inf	302.4	2787	Inf	250.7	3252	324100	276.7	2773	106400	284.8	12230	42220	556.5	8934	136400
Genetic Information Processing	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	312	Inf	Inf	1154	Inf	Inf	1111	Inf	Inf	1022	Inf	Inf	106.5	1056	Inf	126.8	1211	Inf	114.1	1477	149500	117.9	1198	44990	93.47	3854	12350	210.8	3443	50640
-Transcription	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	8.13	Inf	Inf	15.79	Inf	Inf	19.66	Inf	Inf	17.14	Inf	Inf	12.62	132.2	Inf	14.97	148.3	Inf	13.52	169.8	18140	12.31	117.8	4855	11.74	462.9	1493	22.89	363	5311
-Translation	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	200.3	Inf	Inf	699.9	Inf	Inf	723.8	Inf	Inf	667.4	Inf	Inf	33.51	332	Inf	39.94	376.7	Inf	47.57	617.9	62390	47.5	480.4	18060	26.15	1049	3511	85.97	1369	20880
-Folding, Sorting and Degradation	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	96.19	Inf	Inf	421.7	Inf	Inf	316.2	Inf	Inf	293.7	Inf	Inf	44.3	459.9	Inf	53	529.5	Inf	38.06	482.1	49710	42.64	424.3	15950	38.09	1586	5013	81.36	1373	18260
-DNA Maintenance	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	15.37	Inf	Inf	30.05	Inf	Inf	52.69	Inf	Inf	53.94	Inf	Inf	15.86	159.8	Inf	19.52	192.8	Inf	16.84	223.8	22580	17.9	180.2	6822	18.61	765	2419	21.66	352.4	5004
-RNA Family	-Environmental Adaptation	NaN	NaN	NaN	Inf	Inf	Inf	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	0	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	6.73	Inf	Inf	23.16	Inf	Inf	16.38	Inf	Inf	15.02	Inf	Inf	6.893	79.89	Inf	8.655	83.77	Inf	10.19	100.6	10610	10.42	87.07	3938	7.546	251.6	879.4	15.86	242.1	3434
-Signal Transduction	-Environmental Adaptation	Inf	NaN	NaN	Inf	Inf	Inf	2.131	Inf	Inf	6.968	Inf	Inf	8.138	Inf	Inf	7.712	Inf	Inf	2.381	24.18	Inf	3.11	31.5	Inf	3.039	27.97	3004	3.17	26.36	1201	2.643	85.37	302.3	5.184	56.78	1015
-Signaling Molecules and Interaction	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	5.013	Inf	Inf	15.27	Inf	Inf	9.065	Inf	Inf	7.771	Inf	Inf	4.682	52.67	Inf	5.223	52.58	Inf	6.785	70.44	7689	7.01	62.55	2998	4.551	167	540.7	11.23	183.1	2587
Cellular Processes	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	13.6	Inf	Inf	57.69	Inf	Inf	97.48	Inf	Inf	96.49	Inf	Inf	28.77	324	Inf	32.87	339.6	Inf	39.61	523.2	51740	55.98	571.9	21230	97.09	4005	13630	123.1	1962	27090
-Hemoglobin	-Environmental Adaptation	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	0	NaN	0	0	NaN	0.0005023	0.004411	0.3577	0.0008926	0.009037	0.3424	0	0	0	0.003815	0.05757	0.879
-Vesicular Transport	-Environmental Adaptation	NaN	NaN	NaN	Inf	NaN	NaN	4.206	Inf	Inf	14.45	Inf	Inf	14.93	Inf	Inf	16.68	Inf	Inf	6.265	64.43	Inf	7.256	77.1	Inf	4.672	57.71	5310	5.904	58.02	2148	8.076	179.2	858.7	10.66	176.4	2197
-Cytoskeleton	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	2.571	Inf	Inf	18.82	Inf	Inf	5.677	Inf	Inf	5.901	Inf	Inf	15.3	195	Inf	15.81	175.7	Inf	27.88	375.1	37150	40.02	413.5	15530	80.92	3360	9647	97.73	1567	22330
-Cell Motility	-Environmental Adaptation	NaN	NaN	NaN	Inf	Inf	Inf	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	0	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	7.223	Inf	Inf	22.1	Inf	Inf	78.77	Inf	Inf	69.7	Inf	Inf	4.57	55.06	Inf	5.543	61.39	Inf	4.433	48.77	4962	5.071	49.03	2072	6.957	158	519.6	7.017	121.7	1542
-Cell Communication	-Environmental Adaptation	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	5.418	53.26	Inf	6.557	60.18	Inf	4.223	43.99	4421	7.961	56	2426	19.84	315.6	2362	6.513	92.53	1520
Metabolism	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	393.4	Inf	Inf	1856	Inf	Inf	1441	Inf	Inf	1722	Inf	Inf	79.31	805.1	Inf	104.1	1002	Inf	62.39	814.7	79320	64.82	652.3	25370	70.15	2913	9818	163	2603	39310
-Membrane Transport	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	7.545	Inf	Inf	14.78	Inf	Inf	36.1	Inf	Inf	25.73	Inf	Inf	1.035	10.11	Inf	0.9679	8.438	Inf	1.03	12.66	1358	0.8131	7.528	317.7	0.5412	19.66	63.66	0.3611	6.888	100.3
-Central Carbon Metabolism	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	128.9	Inf	Inf	550.1	Inf	Inf	552.3	Inf	Inf	481.5	Inf	Inf	26.47	286.2	Inf	37.22	381.2	Inf	15.44	195.1	20810	17.68	169.9	6834	23.67	941	3095	80.09	1252	17020
-Energy Metabolism	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	28.43	Inf	Inf	129.8	Inf	Inf	55.37	Inf	Inf	58.29	Inf	Inf	4.457	101.4	Inf	6.385	89.34	Inf	4.4	48.5	4759	3.515	32.04	1747	2.796	84.34	357.7	6.992	114.9	2020
-Biosynthesis	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	116.8	Inf	Inf	646.3	Inf	Inf	375.7	Inf	Inf	533.9	Inf	Inf	14.35	164.3	Inf	19.49	199.6	Inf	18.03	208.7	22610	16.42	159.8	6592	19.79	804.6	2420	29.35	436.8	5380
-Other Enzymes	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	148.6	Inf	Inf	694.1	Inf	Inf	457.7	Inf	Inf	586	Inf	Inf	37.36	397.2	Inf	46.39	472.8	Inf	28.47	362.9	34810	29.11	298.8	11380	31.45	1149	3774	51.35	898.1	11570
Organismal Systems	-Environmental Adaptation	NaN	NaN	NaN	Inf	Inf	NaN	5.071	Inf	Inf	9.106	Inf	Inf	9.885	Inf	Inf	9.656	Inf	Inf	13.77	128.2	Inf	15.58	139.4	Inf	10.42	108.2	9484	13.2	98.98	4188	15.6	391.5	1357	15.78	225	3562
-Immune System	-Environmental Adaptation	NaN	NaN	NaN	NaN	NaN	NaN	1.344	Inf	Inf	2.43	Inf	Inf	3.039	Inf	Inf	2.914	Inf	Inf	5.974	73.21	Inf	7.131	85.53	Inf	3.197	32.5	3586	3.746	26.05	1258	4.372	125	537.1	4.141	63.66	1221
-Endocrine System	-Environmental Adaptation	NaN	NaN	NaN	NaN	NaN	NaN	0.1015	Inf	Inf	0.1865	Inf	Inf	0.309	Inf	Inf	0.2957	Inf	NaN	2.638	26.16	Inf	2.653	21.39	Inf	2.258	13.36	1113	2.46	14.3	517.3	6.068	22.8	250.5	2.281	32.33	520.2
-Circulatory System	-Environmental Adaptation	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	Inf	NaN	0	NaN	NaN	0	NaN	NaN	0.5851	7.107	Inf	0.6555	6.554	Inf	1.121	13.92	1079	1.699	16.87	698.9	0.8869	25.78	105.7	1.16	19.79	439.1
-Digestive System	-Environmental Adaptation	NaN	NaN	NaN	Inf	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0.9953	8.82	Inf	1.222	4.965	Inf	2.188	23.02	1533	1.838	13.97	553.8	2.006	60.43	171.7	1.144	16.25	202.7
-Excretory System	-Environmental Adaptation	NaN	NaN	NaN	Inf	NaN	NaN	0.6877	Inf	Inf	1.824	Inf	Inf	2.127	Inf	Inf	2.246	Inf	Inf	2.043	22.07	Inf	2.21	20.29	Inf	1.354	12.56	1420	1.935	14.02	1153	2.448	39.61	302.9	2.022	31.56	616.3
-Nervous System	-Environmental Adaptation	NaN	NaN	NaN	Inf	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	1.131	12.59	Inf	1.432	15.4	Inf	0.6971	8.212	634.2	0.6801	7.517	261.5	0.8244	22.35	63.24	1.157	18.75	211.1
-Sensory System	-Environmental Adaptation	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	1.037	NaN	0	0.9126	NaN	0	1.277	75.25	0	1.233	48.61	0.02115	1.134	5.748	1.17e-09	0.1614	16.81
-Development	-Environmental Adaptation	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	NaN	NaN	0	NaN	NaN	1.063	6.768	Inf	1.342	6.204	Inf	0.4152	5.195	397.7	0.5813	5.647	424.2	0.7392	30.69	103.4	0.6621	11.03	152.2
-Environmental Adaptation	-Environmental Adaptation	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	1	NaN	1	1	NaN	1	1	1	1	1	1	1	1	1	1	1	1
Human Diseases	-Environmental Adaptation	Inf	Inf	NaN	Inf	Inf	Inf	11.36	Inf	Inf	52.21	Inf	Inf	42.48	Inf	Inf	46.82	Inf	Inf	21.6	253.3	Inf	24.29	280.9	Inf	19.54	236.8	25470	20.49	193.4	8067	29.97	956.5	3238	24.2	414.5	5534
-Cancers	-Environmental Adaptation	Inf	NaN	NaN	Inf	Inf	NaN	0.9338	Inf	Inf	2.908	Inf	Inf	1.287	Inf	Inf	1.507	Inf	Inf	2.495	34.77	Inf	3.149	35.42	Inf	1.934	30.22	2585	2.117	24.76	1143	1.548	72.71	237.6	1.687	32.91	458.8
-Immune System Diseases	-Environmental Adaptation	NaN	NaN	NaN	Inf	Inf	NaN	0.5803	Inf	Inf	1.901	Inf	Inf	7.626	Inf	Inf	7.782	Inf	Inf	1.268	13.14	Inf	1.525	13.23	Inf	5.343	47.86	3616	3.986	34.02	1192	0.5056	14.41	51.06	3.476	64.84	795.3
-Neurodegenerative Diseases	-Environmental Adaptation	NaN	NaN	NaN	NaN	NaN	NaN	7.259	Inf	Inf	18.49	Inf	Inf	15.16	Inf	Inf	23.11	Inf	Inf	9.597	102.2	Inf	10.99	104.6	Inf	5.626	66.81	7263	5.292	48.69	2200	5.915	223.1	740.7	5.344	79.48	976
-Cardiovascular Diseases	-Environmental Adaptation	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	1.876	43.79	Inf	1.286	39.96	Inf	2.257	28.46	2641	1.389	27.68	1676	11.84	149.2	973.3	2.082	34.12	553.7
-Metabolic Diseases	-Environmental Adaptation	Inf	NaN	NaN	Inf	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	NaN	NaN	0	NaN	NaN	0	10.85	NaN	0	22.23	NaN	0.006278	0.2273	44.85	0.0007441	0.07092	53.84	1.035e-13	0.2406	219.6	0	2.041e-08	94.42
-Infectious Diseases	-Environmental Adaptation	Inf	Inf	NaN	Inf	Inf	Inf	6.097	Inf	Inf	25.85	Inf	Inf	14.94	Inf	Inf	11.06	Inf	Inf	7.761	79.94	Inf	9.081	97	Inf	5.627	64.07	6188	7.073	57.69	2303	9.495	277.6	952.5	9.849	174.3	2194
Not Mapped	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	104.8	Inf	Inf	269.2	Inf	Inf	464.5	Inf	Inf	494.2	Inf	Inf	53.11	513.7	Inf	62.67	577.7	Inf	58.54	759.4	75700	65.26	653.9	25090	43.01	1847	6377	64.38	1034	15780
-Not Mapped	-Environmental Adaptation	Inf	Inf	Inf	Inf	Inf	Inf	104.8	Inf	Inf	269.2	Inf	Inf	464.5	Inf	Inf	494.2	Inf	Inf	53.11	513.7	Inf	62.67	577.7	Inf	58.54	759.4	75700	65.26	653.9	25090	43.01	1847	6377	64.38	1034	15780
TOTAL	Human Diseases	11.19	19.84	Inf	85.51	174.2	2395	53.75	81.58	124.6	39.73	62.19	119.4	56.01	79.59	128.3	52.89	71.69	109.1	12.57	14.75	19.69	13.2	15.35	20.6	15.5	17.31	21.11	15.52	19.01	23.43	10.61	16.87	26.95	17.79	25.37	33.15
MAPPED	Human Diseases	9.18	16.27	Inf	77.64	158.2	2175	47.01	71.36	109	36.57	57.25	109.9	47.84	67.97	109.6	45.26	61.35	93.36	10.35	12.15	16.21	10.93	12.72	17.06	12.56	14.03	17.12	12.56	15.38	18.96	9.214	14.66	23.41	15.95	22.74	29.72
Genetic Information Processing	Human Diseases	2.369	5.376	Inf	26.06	55.1	762.9	19.47	30.13	46.39	12.95	21.02	39.84	19.55	28.01	46.67	15.76	21.39	33.08	4.227	5.115	6.779	4.406	5.212	6.911	5.578	6.396	7.878	5.331	6.588	8.279	2.841	4.519	7.363	6.007	8.808	11.7
-Transcription	Human Diseases	0.07536	0.2599	Inf	1.838	3.319	43.6	0.1911	0.4181	0.796	0.1105	0.2171	0.3796	0.2954	0.4865	0.9869	0.2472	0.3866	0.668	0.4948	0.6235	0.8236	0.4938	0.6002	0.7833	0.634	0.7329	0.8898	0.522	0.6568	0.801	0.3396	0.5643	0.8792	0.6318	0.9277	1.232
-Translation	Human Diseases	1.371	2.451	Inf	19.22	39.17	536.3	12.74	19.46	29.74	8.088	12.7	24.16	12.78	18.19	29.16	10.26	13.96	21.16	1.371	1.625	2.144	1.416	1.656	2.202	2.375	2.653	3.253	2.144	2.64	3.236	0.7778	1.25	2.115	2.44	3.488	4.591
-Folding, Sorting and Degradation	Human Diseases	0.4327	1.562	Inf	4.033	9.111	146.3	5.661	8.994	13.88	4.421	7.56	14.71	5.548	7.921	13.41	4.526	6.212	9.676	1.751	2.154	2.851	1.792	2.2	2.946	1.772	2.088	2.579	1.839	2.312	3.014	1.149	1.808	3.315	2.331	3.406	4.667
-DNA Maintenance	Human Diseases	0.4007	0.9674	Inf	1.248	2.792	55.89	0.7593	1.248	1.923	0.3041	0.479	0.8958	0.8119	1.286	2.386	0.6837	1.162	2.009	0.5933	0.7425	0.9874	0.6399	0.7944	1.025	0.7396	0.956	1.204	0.7577	0.9731	1.3	0.4838	0.8266	1.394	0.6276	0.875	1.2
-RNA Family	Human Diseases	0	0	NaN	2.662e-08	5.887e-08	7.584e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Human Diseases	0.06777	0.1349	Inf	0.4529	0.9557	13.94	0.427	0.6192	1.011	0.2466	0.4163	0.8162	0.3042	0.4416	0.7201	0.234	0.3362	0.5045	0.2204	0.2878	0.4115	0.2189	0.2887	0.4188	0.3396	0.4436	0.544	0.3693	0.4831	0.6384	0.1763	0.2801	0.4741	0.4307	0.6169	0.8782
-Signal Transduction	Human Diseases	0	0.005014	Inf	0.4522	0.9428	13.94	0.08919	0.174	0.3286	0.05125	0.1189	0.2525	0.1303	0.2231	0.3767	0.1078	0.1786	0.2886	0.05099	0.08622	0.1415	0.06046	0.09771	0.1698	0.06903	0.1165	0.1903	0.0785	0.1347	0.2062	0.05758	0.09519	0.1654	0.04872	0.1576	0.3038
-Signaling Molecules and Interaction	Human Diseases	0.06463	0.1146	Inf	9.12e-09	2.076e-08	0.01635	0.3039	0.4739	0.7137	0.1934	0.2848	0.5918	0.1413	0.2126	0.3532	0.1191	0.1562	0.2365	0.1501	0.2023	0.2857	0.1465	0.1882	0.2553	0.2453	0.3156	0.3897	0.2778	0.3441	0.4232	0.1212	0.2009	0.3011	0.3177	0.4624	0.5956
Cellular Processes	Human Diseases	0.4629	0.851	Inf	0.5658	1.382	23.66	0.7545	1.172	1.873	0.6297	0.9782	1.75	1.695	2.41	4.053	1.51	2.046	3.262	1.114	1.435	1.989	1.057	1.371	1.936	1.915	2.242	2.755	2.346	3.137	3.892	2.559	4.948	7.669	3.328	4.826	6.464
-Hemoglobin	Human Diseases	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.216e-05	1.457e-05	3.124e-05	4.055e-05	4.951e-05	6.103e-05	0	0	0	0.0001059	0.0001584	0.0004201
-Vesicular Transport	Human Diseases	0	0	NaN	0	0	2.207e-09	0.1211	0.2767	0.5944	0.07398	0.1806	0.4948	0.1487	0.3649	0.749	0.1453	0.3305	0.6302	0.2159	0.2871	0.3802	0.229	0.3077	0.4174	0.1595	0.2358	0.3288	0.1994	0.2947	0.405	0.08899	0.2237	0.4573	0.1247	0.306	0.579
-Cytoskeleton	Human Diseases	0.224	0.409	Inf	0.2798	0.5699	7.837	0.1598	0.2406	0.3778	0.2292	0.3311	0.6365	0.08722	0.1338	0.2281	0.09101	0.1239	0.2034	0.5582	0.7492	1.105	0.4654	0.6429	0.9338	1.375	1.577	1.933	1.647	2.146	2.725	2.082	3.628	6.502	2.623	3.904	5.202
-Cell Motility	Human Diseases	0	0	NaN	1.916e-07	0.2633	3.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Human Diseases	0.246	0.4565	Inf	0.1851	0.4799	6.705	0.4452	0.6783	1.055	0.2691	0.4011	0.8135	1.364	1.885	3.227	1.167	1.573	2.28	0.1726	0.2207	0.3166	0.1808	0.2375	0.3271	0.1654	0.2061	0.2823	0.2008	0.2682	0.3571	0.1066	0.196	0.412	0.2156	0.2907	0.4036
-Cell Communication	Human Diseases	0	0	NaN	0	0	0	0	0.007074	0.04303	0	0.006861	0.02481	0	0.008452	0.05348	0	0.00835	0.0502	0.1146	0.157	0.2977	0.1189	0.1698	0.3121	0.1605	0.1946	0.2746	0.2449	0.332	0.5786	0.1972	0.395	1.217	0.1705	0.2607	0.4734
Metabolism	Human Diseases	5.206	9.573	Inf	49.56	100.6	1379	24.86	37.84	57.88	21.88	33.86	65.59	25.01	36.31	57.48	26.6	36	53.27	3.109	3.832	5.38	3.628	4.355	6.09	3.11	3.498	4.382	2.904	3.574	4.491	2.193	3.524	5.595	4.671	6.676	8.535
-Membrane Transport	Human Diseases	0.4817	0.9222	Inf	5.334	10.99	149.8	0.4699	0.6942	1.087	0.1692	0.2529	0.4892	0.5083	0.9521	1.44	0.2929	0.5369	0.8842	0.023	0.03596	0.05367	0.02173	0.03076	0.0442	0.0412	0.05283	0.06615	0.02777	0.03786	0.05244	0.01356	0.02268	0.03446	0.008676	0.01642	0.0215
-Central Carbon Metabolism	Human Diseases	1.634	3.586	Inf	10.48	21.86	280.2	6.794	10.66	17.51	5.519	8.92	18.18	8.689	12.17	20.49	6.975	10.05	15.76	0.9859	1.217	1.656	1.21	1.497	2.005	0.655	0.8263	1.002	0.7627	0.9124	1.179	0.6871	1.118	1.775	2.256	3.036	4.269
-Energy Metabolism	Human Diseases	0.1662	0.8472	Inf	2.223	5.269	47.26	0.8507	2.103	3.876	1.124	2.177	4.757	0.8762	1.923	4.276	0.7238	1.734	3.676	0.106	0.188	0.5822	0.1112	0.2106	0.571	0.1185	0.1954	0.3299	0.09735	0.162	0.2609	0.03913	0.08774	0.2095	0.04708	0.2097	0.6921
-Biosynthesis	Human Diseases	1.056	1.891	Inf	15.87	33.84	464.1	6.628	10.2	16.99	6.86	10.55	20.63	6.902	10.03	15.5	8.742	11.35	16.88	0.5472	0.683	1.012	0.5926	0.77	1.092	0.7121	0.8931	1.115	0.6864	0.8348	1.102	0.5018	0.849	1.433	0.6077	1.019	1.583
-Other Enzymes	Human Diseases	1.579	3.393	Inf	15.06	30.38	482.6	8.106	13.23	19.29	6.965	12.19	20.67	7.41	10.4	18.15	8.179	11.5	18.18	1.294	1.637	2.331	1.431	1.85	2.577	1.299	1.564	1.96	1.257	1.567	2.066	0.7816	1.267	2.157	1.435	2.113	3.154
Organismal Systems	Human Diseases	0	0	NaN	0	4.112e-09	0.01259	0.08561	0.2267	0.5749	0.05045	0.1715	0.5125	0.1028	0.2361	0.516	0.09932	0.2055	0.5104	0.4489	0.5807	0.7672	0.4364	0.5845	0.718	0.382	0.4983	0.6303	0.4425	0.5919	0.7835	0.2685	0.473	0.9706	0.366	0.6518	0.995
-Immune System	Human Diseases	0	0	NaN	0	0	0	0.02264	0.0689	0.18	0.0135	0.05154	0.1687	0.02302	0.07382	0.1459	0.01906	0.06797	0.1269	0.2014	0.2894	0.3715	0.2227	0.3118	0.4115	0.09426	0.1473	0.2161	0.1002	0.166	0.242	0.06255	0.1359	0.2966	0.07353	0.1626	0.5269
-Endocrine System	Human Diseases	0	0	NaN	0	0	0	0.0001994	0.005381	0.01713	0.0001487	0.004987	0.02581	0	0.006412	0.03743	0	0.005153	0.03585	0.0781	0.1028	0.1482	0.04336	0.07287	0.1155	0.03261	0.05113	0.1729	0.05093	0.06777	0.1861	0.01235	0.02614	0.3202	0.05886	0.08138	0.1471
-Circulatory System	Human Diseases	0	0	NaN	0	0	0	0	0	0.003603	0	0	0.002445	0	0	0.0389	0	0	0.03555	0.01703	0.02405	0.03487	0.0154	0.02229	0.03321	0.03886	0.05371	0.08342	0.07068	0.09414	0.1234	0.01888	0.0333	0.062	0.01166	0.06927	0.1166
-Digestive System	Human Diseases	0	0	NaN	0	0	0.01228	0	0.00918	0.06096	0	0.002516	0.01547	0	0.01748	0.04508	0	0.01523	0.03858	0.006833	0.01476	0.05256	0.006123	0.0132	0.05659	0.03852	0.07612	0.1326	0.03417	0.06623	0.1081	0.03793	0.06268	0.1042	0.0261	0.03895	0.06219
-Excretory System	Human Diseases	0	0	NaN	0	0	4.538e-09	0.001472	0.03625	0.336	0.00223	0.05765	0.3276	0.003535	0.06602	0.3056	0.004546	0.05927	0.3227	0.02218	0.07264	0.1331	0.02489	0.06855	0.1172	0.02714	0.05411	0.1299	0.03922	0.07964	0.1841	0.01704	0.04364	0.2268	0.02493	0.08642	0.2036
-Nervous System	Human Diseases	0	0	NaN	0	0	3.148e-09	0	0.003902	0.02101	0	0.002347	0.011	0	0.00641	0.04243	0	0.005812	0.04452	0.01056	0.04334	0.06966	0.01384	0.04111	0.06913	0.01665	0.03219	0.04656	0.01726	0.03441	0.0516	0.00899	0.02337	0.0395	0.01472	0.03725	0.07188
-Sensory System	Human Diseases	0	0	NaN	0	0	0	0	0	0.03805	0	0	0.006464	0	0	0.02202	0	0	0.0209	0	0	0.008894	0	0	0.005731	0	0.002926	0.01376	0	0.004175	0.01898	7.997e-05	0.001351	0.003416	4.108e-12	0.0002453	0.03943
-Development	Human Diseases	0	0	NaN	0	0	0	0	0	0.01332	0	0	0.0252	0	0	0.02149	0	0	0.0214	0.009712	0.01816	0.041	0.009938	0.01933	0.03823	0.0127	0.0174	0.0554	0.01806	0.025	0.06787	0.01955	0.03332	0.07008	0.01796	0.02697	0.3281
-Environmental Adaptation	Human Diseases	0	0	NaN	0	0	0	0	0	0.07974	0	0	0.01689	0	0	0.02248	0	0	0.01975	0	0.003027	0.04072	0	0.003488	0.03474	3.899e-05	0.004159	0.0504	0.0001112	0.005123	0.04615	0.0002885	0.00104	0.03328	0.0001799	0.002398	0.04003
Human Diseases	Human Diseases	1	1	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Cancers	Human Diseases	0	0	NaN	0	2.438e-09	0.01403	0.01227	0.05092	0.09334	0.005713	0.06809	0.145	0.00582	0.03142	0.06312	0.005128	0.03124	0.04809	0.06517	0.1153	0.1687	0.07015	0.1175	0.1584	0.07481	0.1105	0.1525	0.0844	0.1186	0.1618	0.04013	0.07752	0.1365	0.05079	0.07374	0.1089
-Immune System Diseases	Human Diseases	0	0	NaN	0	2.009e-09	0.03195	0.004308	0.02427	0.1079	0.004214	0.03663	0.1202	0.05607	0.2533	0.3742	0.06035	0.2429	0.3652	0.02742	0.0421	0.06984	0.02495	0.03922	0.06579	0.09124	0.1983	0.2931	0.07976	0.1579	0.2564	0.00679	0.01566	0.03411	0.03741	0.1331	0.2456
-Neurodegenerative Diseases	Human Diseases	0	0	NaN	0	0	0	0.2198	0.5005	0.6685	0.1515	0.3622	0.6117	0.1604	0.3829	0.5423	0.2555	0.4665	0.6146	0.2072	0.3658	0.4702	0.2091	0.3407	0.4522	0.2052	0.279	0.3551	0.185	0.2495	0.334	0.1064	0.2335	0.3987	0.1017	0.1857	0.3019
