KO number	eco WeiLi old	eco WeiLi complete	eco WeiLi minimal	eco WeiLi without methionine
K05666	NaN	NaN	NaN	NaN
K05667	NaN	NaN	NaN	NaN
K05669	NaN	NaN	NaN	NaN
K06148	12193387	526397	180320	221180
K05673	NaN	NaN	NaN	NaN
K05679	NaN	NaN	NaN	NaN
K05685	1916136	62208	34992	31752
K06159	4033578	181604	45948	41572
K02471	30906	1071	612	8.9
K02048	137234	10415	1044377	11951207
K02046	24930	1108	116063	412176
K02047	25317	1164	89628	272376
K02045	205495	13140	808110	2702095
K02051	28421	2555	14713	77429
K02050	22811	789	1076	8.9
K02049	77520	1785	5100	12240
K02020	1993292	197633	118734	126187
K02018	144041	12824	6183	3435
K02017	338976	20064	10912	13376
K05776	1121610	60270	199430	73990
K02012	NaN	NaN	NaN	NaN
K02010	58450	3850	2450	1400
K02064	933100	NaN	NaN	NaN
K02063	475432	18224	21976	5360
K02062	214368	22040	21576	7192
K05777	549796	35696	29488	15520
K05778	110608	2480	1984	8.9
K05779	52080	3689	4123	3689
K11069	45225384	3184548	1135176	1536072
K11070	4841496	309672	51216	129888
K11071	3846150	362725	51975	139975
K11072	18585882	1359288	213192	628236
K11073	1584710	95090	392570	35150
K11074	127293	5620	13488	8.9
K11075	184004	8792	24178	1256
K11076	588874	28275	84071	7917
K02055	67818	4191	39243	8.9
K02053	10296	264	1320	8.9
K02054	13459	313	1878	8.9
K02052	17861	674	3370	8.9
K02002	760320	56100	122100	49830
K02001	470820	32214	51684	30444
K02000	572400	33200	92800	66800
K05845	88145	5795	125050	4575
K05846	49574	1884	18799	8.9
K05847	41580	2156	20020	924
K10109	332558	12850	14392	8.9
K10110	184704	12432	11840	8.9
K10111	235214	11501	22631	8.9
K05813	478725	25532	155647	19640
K05814	36285	2950	7965	8.9
K05815	44960	2248	9554	8.9
K05816	618674	28497	51625	11151
K02027	30960	8.9	430	8.9
K02025	4102	8.9	8.9	8.9
K02026	6160	560	8.9	8.9
K02067	6352500	783650	167300	350350
K02066	3761800	302400	52150	238000
K02065	4684400	377650	96950	316050
K02069	518580	29480	12328	15812
K02068	602325	64125	33075	61875
K10440	1583493	104004	21186	28890
K10441	2756001	131763	28056	73146
K10537	27965	1316	2961	8.9
K10538	50184	3280	4264	8.9
K10539	44352	1008	3528	8.9
K10541	412272	25536	19152	2352
K10542	717002	26312	41998	10626
K10543	14190	330	1980	8.9
K10544	28689	1965	1572	8.9
K10545	15903	8.9	513	8.9
K10549	334597	25353	12833	14398
K10550	19886	326	652	8.9
K10551	28560	8.9	8.9	8.9
K10555	33950	2800	9800	1050
K10556	6300	8.9	350	8.9
K10557	3150	8.9	700	8.9
K10558	12250	8.9	700	8.9
K02058	193074	12738	17208	6678
K02057	78295	2339	4345	8.9
K02056	41590	500	2000	8.9
K02037	2150060	144188	51997	96338
K02038	1972840	138232	57720	108928
K02036	4728800	474679	245435	634790
K02044	23998	338	1690	8.9
K02041	3406	8.9	786	8.9
K05780	4068	226	678	8.9
K05781	5040	504	252	8.9
K10013	1444040	111020	764140	120380
K10015	196112	18802	33796	7854
K10016	250572	20064	35112	11856
K10017	733735	61937	89436	34181
K10014	4614220	458380	1322100	210080
K10036	1586208	155496	884368	139872
K10037	339231	32631	68766	13359
K10038	512880	59040	168000	39840
K09996	1581930	132192	1430784	35964
K09997	7669323	807489	507384	252477
K09998	1169496	107448	20646	21978
K09999	1388730	121856	25466	30226
K10000	3282004	336864	111562	73084
K10001	3615544	378708	1006264	335522
K10002	429632	38752	16800	17024
K10003	474780	39360	19680	19680
K10004	1653501	160265	86037	118572
K09970	786	8.9	393	8.9
K09971	4404	8.9	367	8.9
K09972	141372	7308	5292	6804
K10009	598068	70374	63936	115884
K10010	1219250	94750	110000	323500
K01999	16267976	933503	9662589	591511
K01997	1017632	68068	218064	51128
K01998	1527450	74800	223975	38250
K01995	650505	54825	208845	48450
K01996	933543	78447	275394	83187
K11955	NaN	NaN	NaN	NaN
K11961	NaN	NaN	NaN	NaN
K02073	22489980	2198895	3475384	9529489
K02072	3827012	236964	73780	658161
K02071	12862843	794045	258622	4468261
K12369	1606860	120684	91530	71529
K12370	1544400	117300	69300	64200
K12371	2297175	163827	120009	121644
K12372	2488634	184368	137942	112224
K02035	2.5220873e+08	12151535	3756555	11541877
K02033	13780436	889776	117232	351966
K02034	12207292	846278	95541	498508
K02031	16762884	1272274	197464	1208387
K02032	17455714	1387000	190540	970144
K13889	775680	36352	293888	351232
K13890	130356	6120	28458	33660
K13891	160287	8484	33027	40602
K13892	720811	25543	136437	259791
K13893	706076	30804	35636	27784
K13894	155428	6552	7280	1820
K13895	175615	11253	8866	5797
K13896	399395	15341	16399	11109
K02016	1260893	99669	39415	38987
K02015	1840896	73290	15058	19646
K02013	1141103	98144	41158	49119
K06858	1436134	37506	10108	8778
K06073	449228	26406	9454	7172
K06074	335154	27888	22908	12201
K09815	12640792	1132584	8278064	18936424
K09816	850338	65772	78561	117450
K09817	963840	83332	117468	331822
K02008	NaN	NaN	NaN	NaN
K09686	3613780	243142	103898	135778
K09687	3392312	222992	89936	194964
K01990	916708	28900	19074	20230
K09808	5686830	270948	107196	150288
K09810	2019877	190361	78521	97394
K02196	61203	14559	5244	3519
K02195	533365	41895	15925	12740
K02194	61160	5500	2640	8.9
K02193	66654	7038	4761	1656
K07091	5436200	331100	73150	146650
K11720	4406500	271250	58100	123900
K06861	3296880	356921	152071	201717
K09013	390600	29016	56048	23312
K08137	2873088	170752	90016	70064
K02100	261960	11800	5192	5664
K08138	3850	8.9	8.9	8.9
K07299	NaN	NaN	NaN	NaN
K07593	NaN	NaN	NaN	NaN
K07191	NaN	NaN	NaN	NaN
K02532	45036	1251	834	8.9
K02429	3066	8.9	8.9	8.9
K03291	583864	24101	6386	8400
K03289	1450042	96140	20482	12540
K11537	28842	418	418	8.9
K06901	42022582	1041333	373197	199805
K03761	45762457	2103872	1822831	1299641
K03762	5286500	232500	306500	413000
K08172	1359114	71394	71394	107310
K08177	43600	1200	400	8.9
K03290	69440	1488	992	8.9
K08187	NaN	NaN	NaN	NaN
K03535	9450	8.9	8.9	8.9
K08191	93744	4752	1728	8.9
K08194	21805	445	8.9	8.9
K12299	7992	8.9	8.9	8.9
K12302	NaN	NaN	NaN	NaN
K05819	23450	1050	1400	8.9
K03449	284205	15198	4673	3144
K08198	NaN	NaN	NaN	NaN
K05820	851992	43964	7580	17434
K14613	NaN	NaN	NaN	NaN
K02445	425332	22148	904	6328
K08171	NaN	NaN	NaN	NaN
K02575	30544	463	9246	8.9
K08227	813453	39700	16277	25408
K08225	558688	25792	9568	9984
K03372	NaN	NaN	NaN	NaN
K08218	2432905	127169	27005	36825
K07552	1505592	93060	30888	43956
K08160	564328	NaN	NaN	NaN
K08161	151368	8160	3264	8.9
K08162	73164	3216	2010	8.9
K08163	315928	21505	3910	6647
K08156	1429249	66724	48321	58799
K08159	1643796	79992	37620	45936
K03445	1200980	69216	15244	32960
K08154	3015676	172966	8.9	64222
K03446	2060800	92672	20480	30208
K08169	133380	6422	1976	8.9
K08223	964656	61306	21518	36134
K08224	326094	15846	9174	11676
K08219	2045992	111162	22920	23302
K06141	3635250	230691	37335	41658
K08368	19935	8.9	443	8.9
K08369	115089	2375	475	8.9
K08483	1.7794992e+08	8672418	3162315	2199375
K08484	8497280	299948	166056	251328
K02784	18070745	4609720	2009910	1383035
K08485	256590	35010	17550	18180
K02777	38332073	5532722	2392195	1905475
K02778	1.4536146e+08	7340553	1647558	1746297
K02802	20739888	791856	138024	228096
K02790	721330	32330	6360	3180
K02755	8736	8.9	8.9	8.9
K02752	26675	8.9	485	8.9
K02818	641448	31152	12744	7080
K11191	249324	13746	2844	4740
K02768	2132296	148520	69184	97384
K02769	4996625	202117	100777	86702
K11201	18550	2100	350	8.9
K11202	55160	3795	2945	2459
K11203	18431	718	8.9	8.9
K02798	6800171	266903	125783	135681
K02799	14322	8.9	8.9	8.9
K11198	18900	8.9	350	8.9
K02759	83984	11484	4756	12064
K02760	164830	27984	16748	15582
K02761	143736	6328	1356	8.9
K02781	40467	10209	3444	9594
K02782	61248	3509	2871	1595
K02783	25806	2244	1309	1309
K02773	1434600	222050	594450	232350
K02774	441998	85092	272690	72380
K02775	12597922	595919	1454172	417626
K02793	9587932	783275	683791	339150
K02795	9279144	716604	538916	199234
K02796	11504064	750464	571142	355212
K02745	33124	6084	3380	2197
K10984	11376	1106	948	790
K10985	7743	267	8.9	8.9
K10986	14202	263	526	8.9
K02821	61334	7954	3292	3504
K02822	37269	7171	4444	5151
K03475	29760	930	465	8.9
K02806	2223483	297801	118827	183049
K05881	3341760	195880	195408	129800
K06726	607291	81315	15846	57407
K12340	68957460	4340160	1554795	2337390
K02453	76700	1950	3250	8.9
K02452	29532	1380	1932	8.9
K02455	17094	8.9	814	8.9
K02456	4228	302	302	8.9
K02457	2112	8.9	8.9	8.9
K02458	750	8.9	8.9	8.9
K02459	1950	8.9	8.9	8.9
K02460	3924	8.9	8.9	8.9
K02461	19992	392	392	8.9
K02462	92560	8188	2314	2136
K02454	20874	497	994	8.9
K02450	13203	8.9	489	8.9
K02451	27383	556	695	8.9
K02679	6012	167	167	167
K02680	5423	748	374	8.9
K02681	8881	1070	1284	8.9
K02682	2044	8.9	8.9	8.9
K02504	34114	461	461	8.9
K02505	22800	1200	400	8.9
K12288	58275	4403	3108	3108
K12289	10561	895	716	8.9
K12290	2336	292	146	8.9
K12291	4556	8.9	134	8.9
K02507	32424	772	772	8.9
K02221	2731264	291588	72004	131976
K02237	35793	5043	2829	5412
K01493	NaN	NaN	NaN	NaN
K02238	69368	1508	1508	8.9
K12687	5795392	133102	134193	180015
K04334	135736	16416	19456	5016
K04335	302	8.9	8.9	8.9
K04336	990	8.9	550	8.9
K04337	4644	516	2451	8.9
K04338	6900	690	7314	1932
K06214	49860	3047	15789	1939
K01689	3.474481e+08	23423904	9173088	15159312
eco_b1967	1242850	117250	657650	62300
K03841	23804732	1781844	341296	1125480
K01007	24828300	955500	501900	529200
K00101	3205224	176220	125136	85140
K01734	3896824	527136	238184	314184
K12972	1926600	175032	257400	187200
K00048	211799	8426	9192	3830
K01512	101844	17664	28980	14076
K01759	3535110	703350	340875	350595
K01069	1297921	97890	100651	87097
K13788	1.9349686e+08	9896754	826098	4997286
K00156	419276	22880	501644	13728
K03777	6847432	344313	609828	317476
K01638	10296596	469725	4735965	770515
K03778	9656808	849807	328342	523768
K00656	1.6211536e+08	7700072	4572630	5132516
K07248	5989416	265845	775980	167171
K00844	NaN	NaN	NaN	NaN
K12407	NaN	NaN	NaN	NaN
K00845	4412466	314259	174624	160500
K01810	90415359	5152365	1983537	3365370
K00850	26077360	1743610	1256640	1147690
K02446	5969712	360150	83300	162050
K04041	NaN	NaN	NaN	NaN
K01623	555764	35530	1029622	20570
K01624	1.2269399e+08	9552631	5018102	5556243
K01803	38788815	3049545	2000985	1573605
K00134	3.2761619e+08	35037012	19554156	26285041
K00927	1.2811442e+08	9883593	4723335	7003926
K01834	1.3331014e+08	10812324	4349145	7628400
K00873	1.22705e+08	7414480	3679760	3975850
K12406	NaN	NaN	NaN	NaN
K00163	1.6987052e+09	59263131	5177419	28850562
K00161	NaN	NaN	NaN	NaN
K00162	NaN	NaN	NaN	NaN
K00627	8.1106326e+08	37897650	3292380	17950590
K00382	3.5686702e+08	21269328	4534284	9845454
K13997	NaN	NaN	NaN	NaN
K00016	NaN	NaN	NaN	NaN
K01568	NaN	NaN	NaN	NaN
K13951	NaN	NaN	NaN	NaN
K13980	NaN	NaN	NaN	NaN
K00121	22673205	1551276	271584	574902
K04072	76377411	3105135	4176117	2848527
K13953	153552	6720	259728	7056
K13954	13788	8.9	8.9	8.9
K00001	NaN	NaN	NaN	NaN
K00002	NaN	NaN	NaN	NaN
K04022	16590	395	790	8.9
K00128	NaN	NaN	NaN	NaN
K14085	NaN	NaN	NaN	NaN
K00149	NaN	NaN	NaN	NaN
K00129	NaN	NaN	NaN	NaN
K01895	2293084	97800	419236	51508
K01785	8005748	579550	351190	318666
K01085	643041	35518	126378	14042
K01835	41393898	1963416	639912	1166256
K01084	NaN	NaN	NaN	NaN
K08074	NaN	NaN	NaN	NaN
K01792	3934602	388080	494802	320754
K01837	NaN	NaN	NaN	NaN
K01596	NaN	NaN	NaN	NaN
K01610	63868500	3795660	345060	1614060
K01222	193500	9000	4500	6750
K01223	26214831	1449488	450110	875926
K00031	2.188576e+08	12264512	16181984	9992320
K00029	25701258	922944	773421	772662
K00027	16399125	752015	486465	645795
K01595	60168503	2233990	3921403	2203085
K01647	15369438	1028216	3641883	701988
K01648	NaN	NaN	NaN	NaN
K01681	7624962	231636	774066	168738
K01682	1.8904662e+08	6715860	6625900	5248820
K00030	NaN	NaN	NaN	NaN
K00164	90558846	3201123	1978893	2013414
K00658	59882085	4442850	2299590	2432025
K00174	NaN	NaN	NaN	NaN
K00175	NaN	NaN	NaN	NaN
K01902	21071568	1760299	1852201	857752
K01903	31586304	2069980	2475828	1176028
K01899	NaN	NaN	NaN	NaN
K01900	NaN	NaN	NaN	NaN
K00239	48871032	2123268	2009784	968436
K00240	10876838	1154300	955570	667114
K00241	2789109	410091	470463	214140
K00242	1847705	269215	288420	146395
K00234	NaN	NaN	NaN	NaN
K00235	NaN	NaN	NaN	NaN
K00236	NaN	NaN	NaN	NaN
K01676	30312620	1425348	1090520	795148
K01679	4589209	232566	200343	152242
K00025	NaN	NaN	NaN	NaN
K00026	NaN	NaN	NaN	NaN
K00024	45062472	2973048	5038488	2198976
K01958	NaN	NaN	NaN	NaN
K01637	10502366	643622	6143270	1094982
K01965	NaN	NaN	NaN	NaN
K01966	NaN	NaN	NaN	NaN
K05606	NaN	NaN	NaN	NaN
K01847	19250	8.9	350	8.9
K00104	23453	499	5489	8.9
K11472	10150	700	2450	8.9
K11473	25641	407	4070	8.9
K00049	NaN	NaN	NaN	NaN
K01091	4449312	331632	108864	192024
K01608	236607	8895	5337	7116
K01816	23478	1032	2322	8.9
K00042	693240	42010	27322	22912
K00865	659892	32004	22098	12192
K03779	6946	8.9	8.9	8.9
K03780	2412	201	201	8.9
K07246	209650	NaN	NaN	NaN
K01625	24691173	2344278	701835	1726578
K01569	NaN	NaN	NaN	NaN
K00123	34146920	241347	29348	45182
K00124	810300	62700	3900	8700
K00127	554508	46631	3376	2743
K01432	NaN	NaN	NaN	NaN
K01455	NaN	NaN	NaN	NaN
K01577	120696	4512	4512	8.9
K00855	836655	54910	63002	48841
K00036	46626833	2545835	946648	1601642
K01057	NaN	NaN	NaN	NaN
K07404	12566415	857952	687156	735151
K13937	NaN	NaN	NaN	NaN
K00033	2.7493081e+08	13016952	4570956	8606520
K01783	4803300	494775	372150	419850
K00615	1.866993e+08	9204685	3919875	5489125
K00616	72704104	6197264	3272894	3784285
K01807	17119011	1867194	617361	866583
K01808	98340	12516	7748	11473
K01619	3381504	413364	164724	187775
K00852	3065589	252144	44496	118965
K05774	19240	370	555	8.9
K00948	61383105	6221250	1259370	1275750
K01690	2070702	89244	48240	53064
K00115	NaN	NaN	NaN	NaN
K00117	13826520	463272	330340	363772
K01053	NaN	NaN	NaN	NaN
K00851	219565	27131	10743	9846
K00874	8891475	718734	108459	308073
K15922	104650	3500	2450	8.9
K17195	95200	8050	4550	350
K01839	11587697	849409	411884	610907
K01858	NaN	NaN	NaN	NaN
K03103	NaN	NaN	NaN	NaN
K01093	138260	7136	18732	1784
K00469	NaN	NaN	NaN	NaN
K00140	NaN	NaN	NaN	NaN
K01051	34229601	1724653	517951	759633
K01728	NaN	NaN	NaN	NaN
K01815	424506	26410	6116	15568
K00065	459195	44781	17204	11891
K01184	NaN	NaN	NaN	NaN
K01213	NaN	NaN	NaN	NaN
K01812	1105910	76140	47940	31490
K00041	224112	9660	3864	1932
K01685	516285	26235	9900	13860
K01686	3069654	234430	56736	128050
K00040	3179412	176904	43740	103518
K00699	NaN	NaN	NaN	NaN
K00012	167616	10088	19012	8.9
K00963	57268562	4719656	1733480	3290290
K13247	NaN	NaN	NaN	NaN
K08092	42164	2656	664	8.9
K00880	29050	350	350	8.9
K03081	125300	NaN	NaN	NaN
K03082	113400	NaN	NaN	NaN
K01786	17325	2079	924	8.9
K03080	83300	NaN	NaN	NaN
K08093	NaN	NaN	NaN	NaN
K08094	NaN	NaN	NaN	NaN
K01804	186000	9500	8500	2000
K00853	46978	1132	2830	8.9
K00854	747780	32428	29524	22748
K01805	156640	8800	5720	1320
K00011	NaN	NaN	NaN	NaN
K03331	NaN	NaN	NaN	NaN
K00848	4401	8.9	8.9	8.9
K01629	91790	10150	4550	4200
K00078	NaN	NaN	NaN	NaN
K05352	NaN	NaN	NaN	NaN
K00847	2499352	138316	84258	111136
K01809	9532580	734689	225216	578289
K01840	74784	4560	3648	8.9
K00971	39674	1434	1912	8.9
K00966	NaN	NaN	NaN	NaN
K01711	67320	4862	6358	3366
K02377	26052	668	1336	8.9
K05305	NaN	NaN	NaN	NaN
K01818	1017111	47871	15366	15957
K00879	185088	8194	4338	8.9
K01628	32250	2150	1290	645
K12660	392700	NaN	NaN	NaN
K12661	12250	NaN	NaN	NaN
K01813	54051	1676	2095	8.9
K07026	92140	6504	61517	1355
K00895	NaN	NaN	NaN	NaN
K01103	NaN	NaN	NaN	NaN
K00900	NaN	NaN	NaN	NaN
K14634	NaN	NaN	NaN	NaN
K01112	4802982	453504	178974	293388
K00009	5252500	325082	192146	265490
K00068	460761	36001	12432	20979
K00100	NaN	NaN	NaN	NaN
K00846	NaN	NaN	NaN	NaN
K00882	1513512	111072	48360	63960
K00008	NaN	NaN	NaN	NaN
K00754	NaN	NaN	NaN	NaN
K00849	1941706	119566	98556	62266
K01784	7616340	593028	248976	264366
K01190	1219365	31899	10290	8232
K12111	208060	3090	1030	8.9
K12112	14900	1788	745	8.9
K07966	NaN	NaN	NaN	NaN
K00965	1481088	116580	46980	56724
K06617	NaN	NaN	NaN	NaN
K07406	132143	6314	11726	1804
K07407	NaN	NaN	NaN	NaN
K00094	3656528	222478	816560	160890
K00917	22627080	1365912	2678370	1141140
K08302	18701310	1569966	2580996	2201568
K01684	165406	9932	6876	2292
K00883	159724	2920	2044	8.9
K01631	19475	1640	1025	820
K01193	NaN	NaN	NaN	NaN
K06611	NaN	NaN	NaN	NaN
K12047	NaN	NaN	NaN	NaN
K01187	1340075	54450	46585	27830
K12317	NaN	NaN	NaN	NaN
K02080	30345	3315	765	1530
K00103	NaN	NaN	NaN	NaN
K00064	NaN	NaN	NaN	NaN
K03476	1009254	74340	18408	37878
K03078	112320	21700	7350	11550
K03079	66456	6300	1750	2450
K03077	62472	5016	1824	684
K08232	NaN	NaN	NaN	NaN
K00423	NaN	NaN	NaN	NaN
K01706	1013312	53074	25868	30328
K01630	46336	4096	2560	512
K01708	372376	15167	7845	4184
K00696	NaN	NaN	NaN	NaN
K00695	NaN	NaN	NaN	NaN
K01203	NaN	NaN	NaN	NaN
K01188	NaN	NaN	NaN	NaN
K05349	17135235	588285	173655	446760
K00697	364032	20382	324690	5214
K01087	27930	1064	53466	8.9
K01194	569126	28383	267957	11705
K01226	948822	43529	12673	15428
K01838	2409	8.9	8.9	8.9
K08678	NaN	NaN	NaN	NaN
K01198	455700	21000	16450	8750
K11809	NaN	NaN	NaN	NaN
K00975	1949976	112566	398580	225132
K00703	1718154	58800	217700	78400
K00700	2375464	85176	326144	173992
K00688	22646656	738038	940973	467837
K00690	43043	559	8.9	8.9
K00693	NaN	NaN	NaN	NaN
K01176	428316	16032	209854	8.9
K01177	NaN	NaN	NaN	NaN
K01196	NaN	NaN	NaN	NaN
K00705	4527656	154068	152680	88138
K00694	239800	8720	2616	8.9
K01179	283790	14430	5550	9620
K04073	68888	4424	4740	8.9
K04021	49035	934	934	8.9
K00625	NaN	NaN	NaN	NaN
K04020	10816	338	676	8.9
K11262	NaN	NaN	NaN	NaN
K01067	NaN	NaN	NaN	NaN
K00158	NaN	NaN	NaN	NaN
K00102	NaN	NaN	NaN	NaN
K00028	NaN	NaN	NaN	NaN
K00051	NaN	NaN	NaN	NaN
K00116	19788280	851592	157276	709660
K00074	28700	700	1050	8.9
K00022	NaN	NaN	NaN	NaN
K01692	37800	2450	2450	8.9
K07515	NaN	NaN	NaN	NaN
K07511	NaN	NaN	NaN	NaN
K00248	NaN	NaN	NaN	NaN
K01896	NaN	NaN	NaN	NaN
K00109	NaN	NaN	NaN	NaN
K00139	NaN	NaN	NaN	NaN
K00823	95200	4900	101850	1750
K13524	NaN	NaN	NaN	NaN
K01641	NaN	NaN	NaN	NaN
K01027	NaN	NaN	NaN	NaN
K01907	NaN	NaN	NaN	NaN
K00019	NaN	NaN	NaN	NaN
K11258	12528	5133	24273	11223
K03366	NaN	NaN	NaN	NaN
K03737	12027400	323400	106400	139650
K02437	5612250	812350	1400700	1674750
K00925	2.03978e+08	14242800	478800	6367200
K00135	483446	26510	224130	17352
K00090	8340084	730620	644112	574776
K07250	379992	20874	157194	6816
K03417	3256	8.9	8.9	8.9
K01659	9725	8.9	389	8.9
K01720	17388	483	483	8.9
K00287	2794425	399885	63282	173946
K13938	579120	50400	20880	20640
K01938	NaN	NaN	NaN	NaN
K13402	NaN	NaN	NaN	NaN
K00288	NaN	NaN	NaN	NaN
K01491	14252832	1243296	377568	454752
K13403	NaN	NaN	NaN	NaN
K00295	NaN	NaN	NaN	NaN
K00600	93430101	5749179	9459228	5267544
K11787	NaN	NaN	NaN	NaN
K00601	NaN	NaN	NaN	NaN
K11175	1586211	160389	90738	45582
K08289	3763984	263032	778904	61152
K00602	17322634	1015151	1354240	320574
K13990	NaN	NaN	NaN	NaN
K00605	2545452	172900	342524	370552
K00548	30430827	685893	923931	2184060
K00560	9065760	815496	171864	282744
K00289	NaN	NaN	NaN	NaN
K00297	735856	56832	843304	7356784
K01934	NaN	NaN	NaN	NaN
K01908	21980	8.9	8.9	8.9
K00932	247254	12180	3248	6090
K00249	NaN	NaN	NaN	NaN
K00224	NaN	NaN	NaN	NaN
K05605	NaN	NaN	NaN	NaN
K11264	134050	12950	8050	8.9
K01505	NaN	NaN	NaN	NaN
K01183	NaN	NaN	NaN	NaN
K13381	2998800	87300	27000	54000
K01207	4992581	297693	103323	223696
K07106	1220310	85228	22648	66156
K00884	837189	53631	39693	47571
K01836	NaN	NaN	NaN	NaN
K00972	NaN	NaN	NaN	NaN
K04042	28654584	1481544	362520	1174200
K01791	8118592	498576	75200	259440
K12409	NaN	NaN	NaN	NaN
K00885	189732	12513	4074	1164
K01787	NaN	NaN	NaN	NaN
K01788	209764	21297	8931	13969
K05304	NaN	NaN	NaN	NaN
K01097	NaN	NaN	NaN	NaN
K01639	1299078	94743	17523	43362
K00983	NaN	NaN	NaN	NaN
K00326	NaN	NaN	NaN	NaN
K02472	7232820	451080	77700	334320
K03431	47551810	2542285	564260	1447585
K01443	2763388	186034	81366	153564
K00621	NaN	NaN	NaN	NaN
K02564	4097996	370006	182742	230356
K12410	3030300	289450	200200	233100
K12446	NaN	NaN	NaN	NaN
K01209	NaN	NaN	NaN	NaN
K12448	NaN	NaN	NaN	NaN
K10011	1323300	48840	209220	1980
K10012	316204	19642	79856	1288
K06118	NaN	NaN	NaN	NaN
K02108	36286087	2847668	940641	1273971
K00329	NaN	NaN	NaN	NaN
K00330	2959257	453348	159201	150234
K00331	11858000	929500	355740	815760
K13378	35421472	1793960	693744	1215244
K00334	5892336	657858	273900	634618
K00335	21849500	1099150	460130	662605
K00336	76794900	2417870	1067430	1407770
K00337	7297225	530075	203450	240500
K00338	3160440	423360	166680	349740
K00339	2259520	245824	97336	109664
K00340	626800	135200	59200	70500
K00341	25105415	1001642	312630	395385
K00342	20524407	1098422	293184	364444
K00343	23102490	1234325	330770	375390
K05584	NaN	NaN	NaN	NaN
K05585	NaN	NaN	NaN	NaN
K05586	NaN	NaN	NaN	NaN
K03878	NaN	NaN	NaN	NaN
K03934	NaN	NaN	NaN	NaN
K03935	NaN	NaN	NaN	NaN
K03936	NaN	NaN	NaN	NaN
K03937	NaN	NaN	NaN	NaN
K03938	NaN	NaN	NaN	NaN
K03939	NaN	NaN	NaN	NaN
K03940	NaN	NaN	NaN	NaN
K03941	NaN	NaN	NaN	NaN
K03942	NaN	NaN	NaN	NaN
K03943	NaN	NaN	NaN	NaN
K03944	NaN	NaN	NaN	NaN
K03945	NaN	NaN	NaN	NaN
K03946	NaN	NaN	NaN	NaN
K03947	NaN	NaN	NaN	NaN
K03948	NaN	NaN	NaN	NaN
K03949	NaN	NaN	NaN	NaN
K03950	NaN	NaN	NaN	NaN
K03951	NaN	NaN	NaN	NaN
K03952	NaN	NaN	NaN	NaN
K03953	NaN	NaN	NaN	NaN
K03954	NaN	NaN	NaN	NaN
K03955	NaN	NaN	NaN	NaN
K03956	NaN	NaN	NaN	NaN
K11352	NaN	NaN	NaN	NaN
K11353	NaN	NaN	NaN	NaN
K03957	NaN	NaN	NaN	NaN
K03958	NaN	NaN	NaN	NaN
K03959	NaN	NaN	NaN	NaN
K03960	NaN	NaN	NaN	NaN
K03961	NaN	NaN	NaN	NaN
K03962	NaN	NaN	NaN	NaN
K03963	NaN	NaN	NaN	NaN
K03964	NaN	NaN	NaN	NaN
K03965	NaN	NaN	NaN	NaN
K03966	NaN	NaN	NaN	NaN
K11351	NaN	NaN	NaN	NaN
K03967	NaN	NaN	NaN	NaN
K03968	NaN	NaN	NaN	NaN
K03885	96768112	5756576	401450	3713738
K00411	NaN	NaN	NaN	NaN
K00412	NaN	NaN	NaN	NaN
K00413	NaN	NaN	NaN	NaN
K00414	NaN	NaN	NaN	NaN
K00415	NaN	NaN	NaN	NaN
K00416	NaN	NaN	NaN	NaN
K00417	NaN	NaN	NaN	NaN
K00418	NaN	NaN	NaN	NaN
K00419	NaN	NaN	NaN	NaN
K00420	NaN	NaN	NaN	NaN
K02301	18962944	1214192	257520	431864
K02300	13160660	1828693	485922	1049343
K02262	NaN	NaN	NaN	NaN
K02261	NaN	NaN	NaN	NaN
K02263	NaN	NaN	NaN	NaN
K02264	NaN	NaN	NaN	NaN
K02265	NaN	NaN	NaN	NaN
K02266	NaN	NaN	NaN	NaN
K02267	NaN	NaN	NaN	NaN
K02268	NaN	NaN	NaN	NaN
K02269	NaN	NaN	NaN	NaN
K02270	NaN	NaN	NaN	NaN
K02271	NaN	NaN	NaN	NaN
K02272	NaN	NaN	NaN	NaN
K02258	NaN	NaN	NaN	NaN
K02260	NaN	NaN	NaN	NaN
K02299	29879268	3033888	560796	1028364
K02298	2.100258e+08	9285315	1444677	2997423
K02297	66007305	4967235	1077615	2030490
K00425	18914020	1033986	339020	733410
K00426	10474986	661345	178483	413868
K02114	11897983	1764605	505960	754075
K02112	2.6821956e+08	14077380	3777980	8427200
K02115	29655136	2821784	898597	1915438
K02111	2.9102695e+08	15747048	4906845	9703908
K02113	12742584	1652295	473829	848892
K02109	14950416	2787096	698412	865644
K02110	33521122	8923761	1866296	3050743
K02135	NaN	NaN	NaN	NaN
K02134	NaN	NaN	NaN	NaN
K02133	NaN	NaN	NaN	NaN
K02136	NaN	NaN	NaN	NaN
K02132	NaN	NaN	NaN	NaN
K02137	NaN	NaN	NaN	NaN
K02128	NaN	NaN	NaN	NaN
K02126	NaN	NaN	NaN	NaN
K02127	NaN	NaN	NaN	NaN
K02129	NaN	NaN	NaN	NaN
K02131	NaN	NaN	NaN	NaN
K02130	NaN	NaN	NaN	NaN
K02138	NaN	NaN	NaN	NaN
K02140	NaN	NaN	NaN	NaN
K01535	NaN	NaN	NaN	NaN
K01542	NaN	NaN	NaN	NaN
K01543	NaN	NaN	NaN	NaN
K01507	77506528	11722480	2898896	5856224
K11725	NaN	NaN	NaN	NaN
K02717	NaN	NaN	NaN	NaN
