KO number	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
K10604	NaN	16419.361	NaN	NaN	28383.459	6138.9098	NaN	NaN	NaN	NaN	NaN	62593.985	NaN	NaN	NaN	7235.7143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10607	1089.9847	NaN	10497.099	13621.527	835114.5	7551.9084	NaN	948.70229	3535.2672	NaN	6079.8473	161832.06	27022.901	NaN	NaN	2470.687	12347.328	NaN	NaN	85648.855	NaN	NaN	NaN	9406.4122	NaN	256.1374	NaN	1699.8473
K10615	29801.325	760.47304	5978.5241	12961.211	86187.323	33774.834	3273.0369	25070.956	13245.033	15421.003	994.13434	99337.748	155156.1	22800.378	2404.0681	70860.927	41816.462	2050.1419	206.81173	61778.619	5536.8969	54.071902	5546.8307	172185.43	297.88079	21570.482	1545.8846	8953.9262
K10613	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9946.714	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10054	20338.983	3732.5424	54350.282	18079.096	203389.83	51977.401	10647.684	96610.169	49378.531	10463.729	4113.4463	39548.023	95367.232	137853.11	35480.226	71412.429	100451.98	693.71751	11083.277	218079.1	41581.921	7184.5198	107231.64	2610169.5	2835.4802	89717.514	4607.4576	13672.316
K03178	1540642.7	587901.7	2296786.4	1493383.7	8648393.2	1493383.7	417769.38	1975425.3	2788279.8	1049149.3	140831.76	4395085.1	4385633.3	2240075.6	317580.34	2079395.1	1134215.5	241965.97	78733.459	7986767.5	741965.97	364839.32	582230.62	5784499.1	107750.47	1238185.3	263705.1	508506.62
K10264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9354.5151	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10578	1615.0629	NaN	5342.1384	9886.1635	41194.969	16357.862	NaN	10778.302	NaN	NaN	NaN	103773.58	4822.0126	24311.635	2190.3774	6399.6855	NaN	NaN	NaN	NaN	732.07547	1829.0566	NaN	NaN	NaN	558.30189	529.59119	3013.4906
K10575	80588.235	75882.353	74705.882	134705.88	548235.29	138235.29	22912.941	110588.24	303529.41	19322.353	103529.41	228235.29	231764.71	198823.53	57085.294	198823.53	118235.29	11588.824	11443.529	133529.41	37475.882	45324.118	31549.412	445882.35	15369.412	56281.765	6926.4706	8180.5882
K10594	NaN	51714.286	257142.86	1958.4571	1222857.1	61428.571	2259.5429	3394.5714	12268	5198.2857	109.46857	26628	7810	1505.9143	3634	121714.29	684.6	100857.14	2605.7143	72000	NaN	NaN	NaN	52571.429	NaN	208.25143	NaN	NaN
K10593	173.5351	NaN	NaN	NaN	688.75358	NaN	1046.8123	NaN	1358.9183	NaN	NaN	NaN	350.98138	759.02579	NaN	NaN	NaN	NaN	846.74069	NaN	NaN	NaN	NaN	684.59885	1538.0372	816.33238	NaN	NaN
K10456	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3440.0641	NaN	NaN	784.23077	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10099	11287.205	91919.192	575757.58	3715.8249	1269360.3	2369.697	NaN	7583.165	1983.9731	663.93939	1679.899	2133.569	527.40741	2370.7744	4092.2559	NaN	3922.5589	7663.6364	NaN	1063973.1	NaN	1444.4444	925.65657	6565.3199	NaN	4667.0034	749.49495	1961.0774
K09561	108881.58	45723.684	151644.74	28028.618	713815.79	59210.526	11941.776	62828.947	104934.21	27064.803	9663.1579	153289.47	103618.42	139144.74	33881.579	12922.039	83223.684	9968.75	1031.0855	156578.95	32746.711	6975	16789.803	76973.684	10172.368	8345.3947	2582.3355	32791.118
K10612	41410.256	18461.538	161538.46	57307.692	1060256.4	87307.692	46153.846	95256.41	94615.385	47564.103	3624.8718	167948.72	132051.28	155128.21	17435.897	95000	104358.97	11175.128	647435.9	214102.56	23205.128	3681.7949	16538.462	80384.615	8070.3846	14358.974	9671.4103	19358.974
K10684	314285.71	69142.857	220571.43	105714.29	1245714.3	224000	4655.7143	141142.86	991428.57	48285.714	11129.429	408571.43	605714.29	345714.29	74285.714	133142.86	194000	17391.429	10206.286	580000	124000	99142.857	65142.857	1951428.6	36857.143	854285.71	66571.429	116857.14
K10685	275862.07	32288.401	173981.19	117554.86	761755.49	349529.78	20062.696	260188.09	504702.19	109090.91	31974.922	169279	426332.29	199059.56	52351.097	119122.26	238244.51	12181.975	96394.984	465517.24	102507.84	20219.436	56269.592	1152037.6	12154.859	376175.55	47492.163	79153.605
K10686	32034.632	12762.121	145021.65	59956.71	435064.94	23593.074	5266.4502	37878.788	189826.84	19387.446	23809.524	98701.299	52597.403	100216.45	22077.922	26623.377	29220.779	11335.065	8150	510822.51	50000	12630.519	21580.087	361471.86	8492.8571	59307.359	20826.407	37662.338
K10687	3258.5946	95135.135	9359.4595	NaN	138378.38	5976.2162	3803.3514	NaN	NaN	36096.216	13354.595	50450.27	26905.946	32427.027	3359.0811	22165.946	NaN	4121.5135	NaN	25885.405	NaN	5386.6486	NaN	NaN	NaN	NaN	1016.7027	NaN
K10688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10588	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04506	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04706	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10570	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03364	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03357	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12456	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05611	1331838.6	8475336.3	12780269	243497.76	57399103	211659.19	146636.77	609865.47	2197309.4	9596412.6	241704.04	383408.07	374887.89	663677.13	187892.38	19619.283	57399.103	3569506.7	29246.637	25381166	982062.78	5874439.5	104035.87	5605381.2	717488.79	47982.063	1179372.2	141704.04
K12158	477777.78	1716049.4	853086.42	322222.22	1481481.5	141975.31	50488.889	338271.6	1064197.5	293827.16	506172.84	524691.36	1130864.2	666666.67	196296.3	375308.64	543209.88	176543.21	85056.79	458024.69	130864.2	329629.63	68370.37	2222222.2	237037.04	466666.67	583950.62	241975.31
K12162	1223529.4	2070588.2	1111764.7	1110588.2	8858823.5	2552941.2	228235.29	3235294.1	763529.41	649411.76	483529.41	5188235.3	7023529.4	4776470.6	804705.88	1741176.5	1411764.7	396470.59	169411.76	2117647.1	471764.71	8247058.8	1517647.1	5741176.5	845882.35	512941.18	469411.76	620000
K11996	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12164	77419.355	28039.702	210918.11	73697.27	466501.24	211414.39	2478.139	250620.35	36972.705	17907.444	3933.995	421836.23	139702.23	90074.442	16597.27	163027.3	45161.29	7649.8759	2500.2481	300248.14	18354.094	137965.26	72208.437	322580.65	4070.2233	26799.007	9835.732	37717.122
K12165	940119.76	377844.31	340718.56	474850.3	1724550.9	590419.16	158083.83	3562874.3	730538.92	320958.08	102994.01	1101796.4	952095.81	712574.85	316766.47	1269461.1	543712.57	205389.22	95209.581	2113772.5	302395.21	1856287.4	1131736.5	2257485	320359.28	443712.57	255089.82	193413.17
K12166	NaN	611.71617	5251.9252	370.23102	3323.4323	1102.3102	NaN	2087.4587	NaN	464.30143	NaN	NaN	1885.9186	465.53355	73.89549	396.65567	2349.0649	422.50825	NaN	6066.3366	186.9857	NaN	NaN	NaN	NaN	91.40154	NaN	NaN
K12168	NaN	NaN	360.02535	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6337.1356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12231	5691.3675	17341.482	4048.8923	3227.9985	13330.787	10084.034	4010.6952	7257.4484	10542.399	4698.2429	1759.7021	7333.8426	6913.6746	20511.841	1012.1467	14323.911	1962.6432	283.1016	NaN	16692.131	4965.6226	1509.6639	13025.21	197478.99	142.29947	14018.335	5271.1994	2029.9083
K12233	2726.597	94.127758	10334.843	15214.866	60046.458	42508.711	859.65157	12659.698	4660.8595	1256.9106	228.31591	260162.6	320557.49	21835.075	2428.6876	30778.165	11513.705	311.16144	NaN	14285.714	778.25784	NaN	834.4367	35307.782	NaN	2510.6852	712.55517	1995.2381
K10696	40636.901	2020.7605	317302.45	4233.3523	71837.515	15798.371	4886.3309	15304.976	74498.164	2535.149	6069.3731	14923.284	204205.87	28976.203	6190.3172	16525.863	13393.427	1592.4974	4087.2559	27920.377	11210.405	4327.0739	NaN	118445.58	245.10791	16011.545	17677.032	8856.5262
K10660	NaN	NaN	NaN	8841.0072	17099.64	3393.6691	NaN	1607.7338	NaN	NaN	NaN	20296.043	10679.496	576.40288	NaN	9858.6331	931.94245	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11967	5015.1152	NaN	NaN	669.10599	16682.028	3954.47	NaN	3406.2673	2062.0276	767.56682	NaN	9769.5853	1535.023	5367.5576	2522.6728	3776.7742	673.99078	NaN	6696.129	NaN	30046.083	16036.866	3468.2949	89769.585	166820.28	4117.6959	162211.98	8283.5945
K11968	29009.009	1184.5405	12877.117	9756.7568	114594.59	29189.189	5104.3243	16881.081	25945.946	8718.7387	842.27027	52972.973	72972.973	52972.973	8824.8649	37837.838	6802.5225	4730.2703	493.24324	11456.036	6321.982	NaN	NaN	44324.324	447.02703	15226.306	2000.9009	NaN
K11969	6480.6911	NaN	6392.6829	7801.626	26219.512	8281.5041	940.81301	NaN	2338.6179	9712.3984	NaN	8291.2602	14444.512	5219.7154	1310.2033	22967.48	9137.6016	1092.622	NaN	2275.4065	3510.3659	NaN	NaN	19640.65	NaN	1812.7033	NaN	2675.4065
K11971	1159.1546	18591.753	108453.61	1838.8866	284536.08	3270.7216	NaN	NaN	1186.6392	NaN	1968	26804.124	19819.381	8750.5155	NaN	6628.4536	NaN	3822.0619	NaN	87628.866	2643.0928	NaN	NaN	19435.876	NaN	1168.3505	531.71134	NaN
K11976	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1567.5264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10646	NaN	NaN	NaN	NaN	NaN	954.81481	NaN	NaN	2332.1549	NaN	NaN	NaN	NaN	NaN	NaN	17845.118	6828.9562	NaN	NaN	NaN	790.26936	NaN	NaN	NaN	95.93266	107.80135	NaN	649.30976
K11997	10723.79	66555.376	463440.86	14975.538	1090053.8	97555.78	1089.9462	22178.898	59121.237	21086.694	658.32392	46236.559	30793.387	36967.876	7069.086	18564.785	44758.065	26470.161	NaN	1037634.4	8519.2204	3015.8065	16058.871	21433.333	2304.7043	252.0793	6541.3978	4129.1667
K10649	NaN	3067.0747	43574.051	NaN	57772.338	NaN	NaN	NaN	NaN	181.34639	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108323.13	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12004	4450.9091	NaN	NaN	NaN	NaN	19250.682	NaN	2588.6364	NaN	774.27273	NaN	87500	238636.36	2673.8636	NaN	120227.27	4815.4545	137.00909	NaN	NaN	NaN	NaN	NaN	138863.64	NaN	3763.6364	283.22727	1595.0455
K12006	1254.1367	242.15827	832.46403	NaN	NaN	85431.655	22661.871	3585.7914	NaN	10838.669	1504.5324	63309.353	41366.906	NaN	NaN	39748.201	114028.78	353.05755	NaN	NaN	1373.1115	2443.3453	7612.4101	NaN	2309.7122	1140.2878	NaN	2305.9353
K08881	668.01142	NaN	529.59087	NaN	NaN	NaN	NaN	766.31779	20171.265	NaN	NaN	NaN	NaN	3651.4748	124.7098	1056.4225	2163.1779	NaN	NaN	NaN	NaN	NaN	NaN	9513.9867	NaN	2466.2226	NaN	311.76974
K12008	1510.6055	NaN	NaN	3954.4954	3441.2844	9195.0459	686.55046	5384.9541	16177.248	5800.7339	NaN	62568.807	18532.11	7106.789	NaN	4387.8899	12749.174	NaN	NaN	NaN	1754.5138	NaN	NaN	15726.422	NaN	NaN	NaN	1150.8807
K08882	1067146.3	233812.95	197841.73	114988.01	2517985.6	962829.74	76618.705	514388.49	1846522.8	200239.81	48681.055	1223021.6	1366906.5	297362.11	206235.01	623501.2	401678.66	52877.698	11319.424	762589.93	342925.66	52637.89	91247.002	2661870.5	35971.223	1097122.3	170263.79	96402.878
K12010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	354.97445	2684.4974	47700.17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12547.7	43611.584	366.98467	4533.7308	10370.528	24190.801	28620.102	35434.412	NaN
K12011	854.26036	853.66864	7654.6351	272.74162	2393.4911	141420.12	909.82249	936.27219	NaN	2024.8521	3091.3215	1761341.2	1041420.1	3166.2722	NaN	NaN	NaN	82248.521	973.03748	66074.951	8200.1972	NaN	NaN	NaN	NaN	181.98422	NaN	NaN
K08883	1488.6165	110.27145	NaN	232.76708	670.32399	4688.0911	NaN	NaN	18213.66	NaN	NaN	20490.368	19964.974	1498.4238	149.68476	540.57793	NaN	NaN	NaN	4241.1559	1065.324	NaN	NaN	13397.548	NaN	6887.7408	NaN	94.71979
K12013	NaN	NaN	NaN	141289.44	NaN	13472.977	NaN	NaN	2653.2236	533.58025	NaN	5488.6145	4164.0604	NaN	NaN	NaN	NaN	253.56653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6829.4286	11076.857	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12023	896.98908	NaN	NaN	1616.8487	NaN	1520.2184	NaN	13726.677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	843.02652	NaN	NaN	NaN	NaN	NaN	2192.3557	576.06864	2308.7363
K10653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31693.989	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12026	4613.8965	50.27248	393.59673	7155.1771	4332.2888	15667.575	594.79564	9103.1335	11393.733	2244.4142	482.82016	22888.283	23705.722	10881.471	1102.4387	10151.09	10480.654	82.088556	NaN	3462.3978	4698.3651	1119.2507	1011.4578	56675.749	NaN	4292.6431	NaN	4110.6267
K12031	NaN	NaN	1132.2222	2104.5977	3858.8123	2869.9234	1943.295	11169.157	NaN	1434.0996	189.20115	NaN	NaN	NaN	NaN	10151.533	13115.134	NaN	NaN	NaN	NaN	NaN	NaN	113601.53	NaN	NaN	NaN	NaN
K12036	1262.5996	6378.6164	NaN	29769.392	NaN	1678.4277	935010.48	NaN	1611.6562	79245.283	339622.64	NaN	2654.717	NaN	NaN	NaN	1551.9287	NaN	35010.482	NaN	NaN	NaN	1629.392	6770.8595	NaN	18641.09	772.53669	NaN
K10626	NaN	70.940171	NaN	NaN	7350.4274	NaN	NaN	NaN	368.67806	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2194.0741	NaN	NaN	NaN	11851.852	NaN	NaN	NaN	NaN
K11978	NaN	NaN	4594.8121	NaN	1625.4632	189.85177	13869.772	NaN	1390.5241	NaN	NaN	NaN	NaN	7411.3287	NaN	NaN	NaN	NaN	NaN	2139.7035	NaN	NaN	NaN	NaN	NaN	21.161461	37.720487	268.48068
K11979	490.30588	NaN	4181.4118	NaN	3441.8824	NaN	2102.7529	NaN	NaN	NaN	NaN	NaN	8179.5294	NaN	NaN	NaN	NaN	1274.1882	NaN	2715.2941	2573.1765	120.51059	NaN	43058.824	NaN	29176.471	NaN	647.41176
K10642	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6941.3621	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10641	279.55983	NaN	1022.696	707.40028	NaN	386.50619	NaN	NaN	323.3425	NaN	NaN	1164.663	NaN	262.57221	973.43879	465.84594	NaN	94.786795	114.17056	11943.879	NaN	148.84457	NaN	NaN	NaN	164.22283	NaN	NaN
K10693	605.8374	10.292082	754.95648	453.21588	782.29675	315.30461	NaN	253.13097	NaN	21.901932	86.748037	2419.8684	5094.4598	252.02717	NaN	NaN	NaN	259.98726	NaN	330.18467	57.14498	20.946084	NaN	1351.0932	NaN	NaN	1183.0185	40.341753
K10634	3028.5714	7712.0226	3958.2744	334.9505	28005.658	NaN	458.99576	460.56577	NaN	953.39463	NaN	NaN	NaN	4880.198	NaN	2317.1146	NaN	418.47242	NaN	NaN	NaN	NaN	NaN	NaN	NaN	427.29844	165.21924	191.44272
K10627	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1138.0747	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10695	29128.571	7434.2262	1184.1071	5894.6429	5138.6905	9840.7738	NaN	14313.393	222023.81	17811.012	700.625	20777.679	10585.119	15299.107	1725.3869	4074.7024	26212.202	NaN	NaN	36904.762	6697.9167	1942.5893	3076.4881	163690.48	NaN	28978.274	4426.1905	24184.524
K12169	NaN	NaN	2013.8508	2739.1933	6581.5068	498.91172	1726.3318	NaN	1010.274	NaN	NaN	2303.7291	9893.4551	NaN	NaN	749.87823	1954.8706	NaN	NaN	NaN	NaN	NaN	NaN	4000	NaN	NaN	NaN	NaN
K10638	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44373.402	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.503836	NaN
K10694	NaN	NaN	2081.9328	5292.8571	NaN	NaN	NaN	NaN	NaN	3212.3109	NaN	NaN	NaN	24323.109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10282	NaN	6081.6284	22546.973	NaN	311064.72	NaN	NaN	NaN	NaN	257.03549	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2997.9123	NaN	448851.77	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10284	51428.571	NaN	NaN	NaN	NaN	NaN	NaN	NaN	487.42857	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10307	1161.5684	136.34048	777.11796	NaN	4862.8686	1625.7373	565.87131	2349.1957	15683.646	NaN	NaN	NaN	3123.4584	1947.185	435.20107	1549.5979	3808.9812	117.87534	NaN	NaN	1417.2922	175.58981	NaN	NaN	NaN	699.4504	211.16622	244.34316
K10317	253.57043	NaN	NaN	NaN	22733.612	1898.1869	NaN	NaN	NaN	NaN	NaN	4776.1506	135425.38	591.92469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10349	NaN	NaN	NaN	1163.8915	4171.9298	NaN	NaN	NaN	NaN	NaN	NaN	2921.5311	NaN	NaN	NaN	1005.63	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10350	552.21774	213.28626	25084.235	20657.367	43029.782	58266.11	NaN	NaN	NaN	NaN	641.29032	54573.171	29484.752	2901.9437	NaN	4772.7856	NaN	936.53226	NaN	25542.371	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10459	1069.8738	721.04101	9961.6719	4016.7192	53312.303	797.94953	NaN	NaN	NaN	NaN	NaN	4447.1609	NaN	7507.2555	NaN	NaN	NaN	19242.902	NaN	21293.375	NaN	315.48896	NaN	NaN	NaN	74.654574	136.91483	1447.9338
K10473	36138.614	1509.4719	2473.9274	92739.274	688.86139	90594.059	698019.8	42904.29	103465.35	23597.36	5249.835	50000	130033	28052.805	11327.228	43234.323	60891.089	NaN	166666.67	NaN	9206.7657	426.91419	NaN	214521.45	5891.7492	NaN	21947.195	40099.01
K10483	NaN	NaN	NaN	NaN	6111.1812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	267.50225	8483.7692	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	584.64981	NaN	NaN	NaN	NaN	2909.7276	NaN	NaN
K10522	144725.74	194514.77	NaN	83544.304	43459.916	191561.18	NaN	NaN	NaN	NaN	33160.338	NaN	88185.654	23759.916	59915.612	44303.797	54430.38	23054.43	NaN	77637.131	26148.945	17173.418	NaN	NaN	40652.321	26747.679	153586.5	NaN
K11789	1812.2178	NaN	617.19788	478.67198	9893.7583	2980.6109	NaN	796.61355	20717.131	890.50465	73.579017	14209.827	9229.7477	359.69456	NaN	2820.8499	NaN	NaN	NaN	3271.4475	NaN	45.068393	NaN	NaN	NaN	1289.3094	9694.5551	45.911687
K11792	53278.431	21038.235	9715.5882	24205.882	NaN	45060.784	1426.0784	11029.412	NaN	4627.3529	8768.1373	128431.37	164705.88	2640	1022.8431	29292.157	31244.118	4527.1569	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14769.608	NaN	4173.7255
K11793	3852.1348	NaN	24269.663	NaN	103820.22	53258.427	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1246.7865	4555.2809	3143.5955	NaN	NaN	NaN	2025.5955	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11797	67.265239	NaN	NaN	NaN	576.44152	NaN	NaN	522.74574	586.98517	NaN	NaN	1069.4673	2203.5695	172.33388	36.796815	62602.965	NaN	NaN	NaN	253.50906	NaN	NaN	427.32565	1201.922	NaN	38.32894	NaN	NaN
K11801	6780.3279	597.24954	5470.8561	6918.2149	15100.182	12029.69	1966.8488	2911.1111	NaN	365.53734	1621.5665	35883.424	25136.612	22768.67	2976.1384	106375.23	NaN	694.15301	619.23497	33515.483	NaN	931.67577	4207.1038	28961.749	NaN	2555.0091	445.1184	NaN
K11804	9252.1151	NaN	8820.3046	38917.09	23857.868	10107.276	NaN	26057.53	26226.734	7643.3164	523.19797	35194.585	745.76988	47377.327	2991.3706	63959.391	45346.87	897.24196	1726.5651	987.1066	NaN	NaN	NaN	174280.88	NaN	NaN	841.69205	NaN
K11805	3616.0819	4147.076	14891.228	6529.5322	44152.047	3734.7953	NaN	NaN	21655.556	361.08187	NaN	42105.263	29239.766	6652.924	NaN	1061.2865	5590.9357	1819.6199	NaN	11874.269	3462.2807	NaN	NaN	21838.012	NaN	3135.9649	NaN	NaN
K10326	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19537.089	NaN	NaN	NaN	NaN	11166.901	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10329	NaN	NaN	8578.9308	3631.761	NaN	1916.478	NaN	NaN	5299.6855	NaN	NaN	4794.3396	NaN	NaN	15139.308	148427.67	NaN	NaN	3492.4528	159748.43	16566.352	67610.063	2987.673	2184.5597	2496.7296	10173.899	5132.0755	17717.61
K10331	NaN	181.9069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49655.172	6295.8621	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08775	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11864	47422.68	9455.6701	44329.897	170446.74	649484.54	130927.84	18615.808	35738.832	31321.649	34707.904	25573.54	100343.64	439862.54	251546.39	96219.931	249828.18	175601.37	7817.1821	NaN	49140.893	18872.165	NaN	25798.969	198281.79	4036.7698	2766.5636	NaN	NaN
K12173	16788.512	7664.2298	12792.428	37859.008	113054.83	48563.969	1653.6554	18068.93	11028.46	14166.58	672.34987	91383.812	73107.05	75979.112	6120.3655	69712.794	35509.138	2354.2298	NaN	95039.164	16213.577	2766.3185	3713.8381	95822.454	143.67624	8691.906	2020.4178	12458.225
K12174	4933.4963	9536.4303	16157.946	15801.711	119315.4	15163.814	NaN	11310.024	9600.7335	18772.127	40831.296	6956.7237	19869.682	65770.171	7808.5575	12230.073	9421.2714	15086.553	3917.8484	58924.205	2281.4425	2269.1443	664.64548	125183.37	1703.6186	8654.5232	1715.9169	4544.0098
