Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
-Metabolic Diseases	-Infectious Diseases	0.02061	0.03198	0.08019	0.07456	0.1734	0.2964	0.0829	0.1546	0.3679	0.0002571	0.001006	0.001833	0.07361	0.114	0.2745	0.007313	0.009207	0.01176	0.0003029	0.002219	0.003526	0.01487	0.02502	0.03721	0.00377	0.009225	0.02248	0.06795	0.08594	0.2485	0.005331	0.02746	0.03378	0.01357	0.0149	0.02346	0.007125	0.008947	0.01428	0.009166	0.01343	0.02947	0.006476	0.01393	0.02088	0.005502	0.008405	0.0162	0.002952	0.004265	0.006088	0.05974	0.07531	0.1754	0.001691	0.003773	0.005862	0.06173	0.08353	0.183	0.006808	0.0155	0.01913	0.1144	0.1326	0.161	0.05213	0.07148	0.09079	0.001932	0.004216	0.006188	0.008987	0.0128	0.01491	0.004959	0.02085	0.03615	0.0006033	0.001781	0.002279	0.008824	0.009821	0.02333
-Infectious Diseases	-Infectious Diseases	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Not Mapped	-Infectious Diseases	53.18	82.53	206.9	81.08	188.6	322.3	73.87	137.8	327.8	41.49	162.3	295.7	76.4	118.3	284.9	35.03	44.11	56.32	41.77	305.9	486.3	66.12	111.2	165.4	27.14	66.41	161.8	75.19	95.08	274.9	22.52	116	142.7	55.76	61.22	96.4	43.42	54.52	86.99	81.06	118.7	260.7	49.36	106.2	159.2	66.8	102	196.7	82.66	119.4	170.5	71.91	90.65	211.1	85.99	191.9	298.2	77.97	105.5	231.2	37.87	86.23	106.4	34.8	40.36	49	54.29	74.45	94.56	28.96	63.18	92.72	51.77	73.75	85.89	21.28	89.46	155.1	34.78	102.7	131.4	79.49	88.48	210.1
-Not Mapped	-Infectious Diseases	53.18	82.53	206.9	81.08	188.6	322.3	73.87	137.8	327.8	41.49	162.3	295.7	76.4	118.3	284.9	35.03	44.11	56.32	41.77	305.9	486.3	66.12	111.2	165.4	27.14	66.41	161.8	75.19	95.08	274.9	22.52	116	142.7	55.76	61.22	96.4	43.42	54.52	86.99	81.06	118.7	260.7	49.36	106.2	159.2	66.8	102	196.7	82.66	119.4	170.5	71.91	90.65	211.1	85.99	191.9	298.2	77.97	105.5	231.2	37.87	86.23	106.4	34.8	40.36	49	54.29	74.45	94.56	28.96	63.18	92.72	51.77	73.75	85.89	21.28	89.46	155.1	34.78	102.7	131.4	79.49	88.48	210.1
TOTAL	Not Mapped	7.763	7.763	7.763	4.295	4.295	4.295	6.218	6.218	6.218	7.664	7.664	7.664	5.116	5.116	5.116	5.473	5.473	5.473	10.61	10.61	10.61	5.503	5.503	5.503	5.521	5.521	5.521	9.119	9.119	9.119	9.371	9.371	9.371	5.41	5.41	5.41	5.492	5.492	5.492	5.481	5.481	5.481	6.19	6.19	6.19	8.717	8.717	8.717	5.018	5.018	5.018	5.459	5.459	5.459	8.878	8.878	8.878	5.163	5.163	5.163	5.463	5.463	5.463	5.627	5.627	5.627	5.556	5.556	5.556	5.741	5.741	5.741	4.99	4.99	4.99	5.613	5.613	5.613	4.594	4.594	4.594	6.23	6.23	6.23
MAPPED	Not Mapped	6.763	6.763	6.763	3.295	3.295	3.295	5.218	5.218	5.218	6.664	6.664	6.664	4.116	4.116	4.116	4.473	4.473	4.473	9.61	9.61	9.61	4.503	4.503	4.503	4.521	4.521	4.521	8.119	8.119	8.119	8.371	8.371	8.371	4.41	4.41	4.41	4.492	4.492	4.492	4.481	4.481	4.481	5.19	5.19	5.19	7.717	7.717	7.717	4.018	4.018	4.018	4.459	4.459	4.459	7.878	7.878	7.878	4.163	4.163	4.163	4.463	4.463	4.463	4.627	4.627	4.627	4.556	4.556	4.556	4.741	4.741	4.741	3.99	3.99	3.99	4.613	4.613	4.613	3.594	3.594	3.594	5.23	5.23	5.23
Genetic Information Processing	Not Mapped	1.749	1.784	1.822	0.6702	0.7037	0.7214	0.9004	0.9175	0.931	0.8148	0.8226	0.8369	0.7899	0.8202	0.8307	1.19	1.202	1.232	0.5266	0.5373	0.5495	1.202	1.232	1.274	2.03	2.062	2.096	0.8524	0.8745	0.885	0.6406	0.6471	0.6519	1.208	1.226	1.254	1.293	1.315	1.335	0.7806	0.7916	0.8008	0.8943	0.9255	0.9439	1.34	1.351	1.386	0.7305	0.7473	0.7588	0.8193	0.8818	0.9039	0.4194	0.4248	0.4302	0.8247	0.8638	0.8715	1.265	1.323	1.351	2.204	2.319	2.541	1.443	1.464	1.502	1.228	1.253	1.269	0.853	0.8871	0.9212	1.521	1.542	1.581	1.025	1.067	1.085	0.8185	0.9589	0.9883
-Transcription	Not Mapped	0.1051	0.1051	0.1065	0.05424	0.05428	0.0548	0.04433	0.04433	0.04502	0.02771	0.02772	0.02864	0.06315	0.06324	0.065	0.08577	0.0858	0.08802	0.01993	0.01994	0.02107	0.07779	0.0778	0.07975	0.2449	0.2457	0.2542	0.05736	0.05737	0.05886	0.04835	0.04835	0.04866	0.06625	0.06627	0.06781	0.07113	0.07116	0.07378	0.0504	0.05043	0.05143	0.05662	0.05663	0.05783	0.04573	0.04573	0.04703	0.05049	0.05052	0.05355	0.06806	0.06812	0.06856	0.0131	0.01312	0.01353	0.05753	0.05756	0.05862	0.1166	0.1167	0.1181	0.04288	0.04292	0.04346	0.07452	0.07458	0.07515	0.1234	0.1234	0.1261	0.06441	0.06447	0.06526	0.1901	0.1903	0.1939	0.1359	0.136	0.1372	0.03825	0.03828	0.03915
-Translation	Not Mapped	0.3453	0.3467	0.3581	0.141	0.1416	0.1486	0.1969	0.1975	0.2014	0.2414	0.2424	0.2442	0.1817	0.1836	0.1868	0.3339	0.3361	0.3427	0.1553	0.1564	0.1565	0.3651	0.367	0.3727	0.6126	0.6217	0.635	0.2207	0.2222	0.2295	0.1507	0.151	0.1526	0.3671	0.3686	0.3732	0.402	0.4046	0.411	0.2	0.2011	0.2049	0.1937	0.1949	0.1971	0.4545	0.4559	0.4592	0.1575	0.1605	0.1626	0.1807	0.1811	0.1885	0.1562	0.1567	0.1582	0.2108	0.2119	0.216	0.2786	0.28	0.2952	1.153	1.153	1.157	0.502	0.5026	0.5103	0.2868	0.2894	0.3106	0.2598	0.2606	0.2626	0.3583	0.3619	0.3953	0.2684	0.2696	0.2902	0.2094	0.2103	0.2166
-Folding, Sorting and Degradation	Not Mapped	1.219	1.255	1.288	0.4219	0.4683	0.4763	0.6259	0.6336	0.6533	0.5154	0.5206	0.5349	0.4997	0.5285	0.5418	0.7165	0.7282	0.7434	0.317	0.3235	0.3319	0.713	0.7398	0.7881	0.9457	0.9773	1.014	0.5077	0.5274	0.5392	0.4076	0.4144	0.4203	0.717	0.7327	0.7485	0.7515	0.7582	0.7658	0.4901	0.4975	0.5069	0.5989	0.6297	0.6409	0.7968	0.8058	0.8263	0.4757	0.4893	0.5152	0.5162	0.5782	0.5958	0.2164	0.2213	0.23	0.5136	0.5539	0.5623	0.7749	0.8469	0.8783	0.9416	1.05	1.277	0.792	0.833	0.8466	0.7102	0.726	0.7498	0.4615	0.499	0.5298	0.7888	0.8107	0.8566	0.5129	0.5484	0.5785	0.5186	0.6633	0.691
-DNA Maintenance	Not Mapped	0.06305	0.07527	0.0881	0.03367	0.04385	0.05339	0.02654	0.03357	0.04809	0.02556	0.03043	0.0386	0.03136	0.04049	0.04669	0.04239	0.0527	0.06517	0.03143	0.0348	0.04708	0.03526	0.04694	0.05329	0.1679	0.207	0.225	0.04889	0.06227	0.07023	0.02749	0.03019	0.03366	0.0504	0.06141	0.08548	0.06351	0.07125	0.09584	0.03212	0.0404	0.04471	0.0309	0.04713	0.0506	0.03463	0.04412	0.06474	0.0305	0.04305	0.04777	0.0368	0.05064	0.06012	0.02602	0.03353	0.03821	0.03011	0.03665	0.04421	0.05598	0.0797	0.09622	0.04217	0.05364	0.0732	0.04581	0.07346	0.08127	0.07581	0.1011	0.125	0.04136	0.06093	0.07751	0.1385	0.1617	0.1986	0.06687	0.0884	0.1093	0.04162	0.05071	0.05431
-RNA Family	Not Mapped	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Not Mapped	0.4321	0.4341	0.4373	0.2018	0.2044	0.2075	0.2672	0.271	0.2767	0.2076	0.2093	0.2112	0.2634	0.2665	0.27	0.282	0.2846	0.2859	0.3263	0.3276	0.3287	0.279	0.281	0.2821	0.2269	0.2296	0.2353	0.269	0.2748	0.2783	0.3485	0.3502	0.3531	0.2835	0.286	0.2898	0.3046	0.3075	0.3125	0.2152	0.2175	0.221	0.1827	0.1855	0.1874	0.1665	0.1681	0.1721	0.2589	0.2641	0.2658	0.2422	0.2454	0.2494	0.1725	0.1735	0.1739	0.3179	0.3198	0.3237	0.2976	0.3017	0.3029	0.1164	0.1178	0.1183	0.1882	0.1897	0.1918	0.2931	0.3004	0.3059	0.2085	0.2101	0.2131	0.2549	0.2581	0.2611	0.1829	0.1852	0.1874	0.2516	0.2543	0.2555
-Signal Transduction	Not Mapped	0.1897	0.1897	0.1931	0.1881	0.1881	0.1913	0.2275	0.2276	0.2332	0.181	0.181	0.1827	0.2174	0.2174	0.2212	0.1989	0.1989	0.2014	0.3126	0.3126	0.3144	0.234	0.234	0.2359	0.1915	0.1915	0.1982	0.236	0.236	0.2381	0.3222	0.3222	0.3256	0.1746	0.1747	0.1768	0.1963	0.1964	0.1988	0.1821	0.1821	0.1839	0.1552	0.1552	0.1574	0.1288	0.1288	0.1337	0.1914	0.1914	0.1956	0.2158	0.2158	0.2195	0.1527	0.1527	0.1533	0.2688	0.2688	0.2726	0.2324	0.2324	0.236	0.08281	0.08281	0.0839	0.1616	0.1616	0.163	0.2384	0.2384	0.2464	0.1568	0.1568	0.1582	0.2085	0.2085	0.2124	0.1425	0.1425	0.1446	0.2046	0.2046	0.2071
-Signaling Molecules and Interaction	Not Mapped	0.2424	0.2425	0.2444	0.01356	0.01608	0.01627	0.0397	0.04131	0.0438	0.0266	0.02666	0.02963	0.04602	0.04752	0.04933	0.08314	0.08317	0.0864	0.01372	0.01424	0.01529	0.04496	0.04509	0.04767	0.03536	0.03565	0.03813	0.03255	0.03878	0.04113	0.02634	0.02681	0.02833	0.1089	0.1092	0.1146	0.1083	0.1085	0.1158	0.03311	0.0333	0.03818	0.02752	0.02763	0.03141	0.03764	0.03771	0.03931	0.06753	0.07183	0.07273	0.02643	0.02906	0.03174	0.01981	0.02015	0.02089	0.04907	0.04927	0.0511	0.06498	0.06557	0.06952	0.03359	0.0336	0.03497	0.02666	0.02667	0.02963	0.05465	0.05867	0.06282	0.05163	0.05185	0.05541	0.04638	0.04644	0.04963	0.04034	0.04062	0.04345	0.04692	0.04713	0.04981
Cellular Processes	Not Mapped	0.6606	0.6612	0.668	0.944	0.9443	0.9449	1.21	1.211	1.221	0.5567	0.5642	0.584	1.022	1.022	1.027	0.8221	0.8225	0.8271	3.373	3.373	3.395	1.117	1.118	1.12	0.6028	0.6044	0.6082	3.819	3.819	3.826	0.7584	0.759	0.7957	0.6164	0.6181	0.6247	0.7414	0.7427	0.7499	0.5327	0.5347	0.5419	0.5351	0.5367	0.5492	0.4759	0.4797	0.4893	0.7844	0.7859	0.7888	1.298	1.299	1.305	3.009	3.01	3.018	0.8969	0.8976	0.9057	0.7039	0.7041	0.706	0.2766	0.2772	0.2851	0.5878	0.5883	0.5911	0.7566	0.758	0.7645	0.6732	0.674	0.6813	0.7495	0.7511	0.7523	0.564	0.5645	0.5662	0.5832	0.5841	0.5895
-Crystallins	Not Mapped	0.009909	0.009909	0.009909	0.01071	0.01071	0.01071	0.008152	0.008152	0.008152	0.00284	0.00284	0.00284	0.004767	0.004767	0.004767	0.003434	0.003434	0.003434	0.06111	0.06111	0.06111	0.002417	0.002417	0.002417	0.001976	0.001976	0.001976	2.542	2.542	2.542	0.2095	0.2095	0.2095	0.00424	0.00424	0.00424	0.002002	0.002002	0.002002	0.002418	0.002418	0.002418	0.0213	0.0213	0.0213	0.003096	0.003096	0.003096	0.0141	0.0141	0.0141	0.01471	0.01471	0.01471	0.02394	0.02394	0.02394	0.005187	0.005187	0.005187	0.003054	0.003054	0.003054	0.002985	0.002985	0.002985	0.002912	0.002912	0.002912	0.00183	0.00183	0.00183	0.05775	0.05775	0.05775	0.003652	0.003652	0.003652	0.004359	0.004359	0.004359	0.008901	0.008901	0.008901
-Stress Response	Not Mapped	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Not Mapped	0.1654	0.1656	0.1664	0.1529	0.153	0.1531	0.215	0.215	0.2153	0.1739	0.1741	0.1767	0.2192	0.2192	0.2194	0.1206	0.1208	0.1211	0.07402	0.07407	0.07454	0.09102	0.09116	0.09149	0.1107	0.111	0.1114	0.1217	0.1221	0.1223	0.09523	0.09546	0.09675	0.1311	0.1315	0.1337	0.1486	0.1489	0.1506	0.1967	0.1975	0.1991	0.1961	0.1962	0.1977	0.2019	0.203	0.2058	0.143	0.1432	0.1473	0.2123	0.2124	0.2126	0.0366	0.0366	0.03674	0.2317	0.2318	0.232	0.1491	0.1494	0.1499	0.05678	0.0568	0.05689	0.1168	0.1168	0.117	0.1837	0.1839	0.1919	0.08946	0.08955	0.08969	0.1917	0.1917	0.1922	0.09536	0.09554	0.09576	0.1804	0.1806	0.1813
-Cytoskeleton	Not Mapped	0.2366	0.2366	0.2367	0.5499	0.55	0.55	0.8049	0.8049	0.8057	0.1808	0.1872	0.1872	0.5926	0.5927	0.5931	0.4204	0.4204	0.4204	0.9456	0.9456	0.9457	0.3134	0.3134	0.3134	0.3235	0.3235	0.324	0.712	0.712	0.712	0.2351	0.2351	0.2351	0.2854	0.2854	0.2856	0.3854	0.3854	0.3855	0.187	0.187	0.187	0.1907	0.1907	0.1907	0.1492	0.1492	0.1492	0.3305	0.3305	0.3306	0.8315	0.8316	0.8321	1.191	1.191	1.191	0.5058	0.5059	0.5062	0.274	0.2741	0.2741	0.171	0.171	0.171	0.2629	0.2629	0.2629	0.3129	0.3129	0.3129	0.3693	0.3693	0.3693	0.3845	0.3845	0.3846	0.2549	0.2549	0.2549	0.2195	0.2195	0.2195
-Cell Motility	Not Mapped	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Not Mapped	0.1278	0.1286	0.135	0.1929	0.1929	0.1933	0.1257	0.126	0.1363	0.077	0.07863	0.09771	0.1402	0.1403	0.1454	0.08624	0.08654	0.09103	0.04612	0.0464	0.06803	0.08801	0.0884	0.09095	0.07488	0.07755	0.08085	0.09969	0.09986	0.1071	0.06777	0.06871	0.1052	0.0633	0.0639	0.06922	0.06222	0.06279	0.06921	0.05294	0.05387	0.06139	0.06972	0.07006	0.08376	0.04915	0.05049	0.05892	0.08323	0.08332	0.0848	0.1917	0.1919	0.1983	0.016	0.01625	0.02448	0.107	0.1077	0.1158	0.07576	0.07632	0.07829	0.02697	0.02761	0.0354	0.05287	0.05325	0.05613	0.0612	0.06129	0.06261	0.06885	0.0695	0.07708	0.08712	0.08811	0.08988	0.08424	0.08469	0.08656	0.06472	0.06527	0.07116
-Cell Communication	Not Mapped	0.12	0.12	0.12	0.03759	0.03759	0.03761	0.05593	0.05593	0.05593	0.1207	0.1207	0.1207	0.06486	0.06486	0.06487	0.1912	0.1912	0.1912	2.246	2.246	2.246	0.6222	0.6222	0.6222	0.09038	0.09038	0.09038	0.3429	0.3429	0.343	0.1497	0.1497	0.1497	0.1322	0.1322	0.1322	0.1429	0.1429	0.1429	0.09302	0.09302	0.09302	0.057	0.057	0.057	0.07227	0.07227	0.07227	0.2135	0.2135	0.2135	0.04786	0.04786	0.04805	1.742	1.742	1.742	0.0468	0.0468	0.0468	0.2012	0.2012	0.2012	0.01879	0.01879	0.01879	0.1523	0.1523	0.1523	0.1966	0.1966	0.1966	0.08762	0.08762	0.08762	0.08248	0.08248	0.08248	0.1249	0.1249	0.1249	0.1091	0.1091	0.1091
Metabolism	Not Mapped	2.934	2.987	3.015	1.06	1.079	1.121	1.955	1.981	1.994	4.376	4.4	4.453	1.531	1.555	1.574	1.69	1.702	1.716	3.301	3.322	3.346	1.067	1.116	1.143	0.8848	0.9303	0.9401	2.036	2.067	2.077	2.972	2.988	3.053	1.874	1.894	1.913	1.709	1.72	1.726	2.546	2.561	2.583	2.936	2.955	2.991	5.287	5.318	5.331	0.9905	1.014	1.026	1.389	1.414	1.473	1.882	1.897	1.902	1.649	1.664	1.696	1.174	1.206	1.276	1.174	1.378	1.496	1.39	1.408	1.442	1.006	1.031	1.047	1.188	1.23	1.263	1.153	1.207	1.213	0.6916	0.7061	0.7568	2.198	2.226	2.371
-Membrane Transport	Not Mapped	0.0006097	0.001153	0.02883	0.0002796	0.0003589	0.001607	0.000798	0.00114	0.01602	0.001493	0.00259	0.02163	0.0002021	0.0003857	0.006698	0.001008	0.002036	0.008744	0.0004413	0.001067	0.0186	0.0003962	0.001703	0.01087	0.0004754	0.002748	0.03245	0.00126	0.002589	0.01448	0.0002642	0.000467	0.008533	0.002375	0.005763	0.01103	0.002014	0.004658	0.009983	0.001517	0.002515	0.008116	0.0003628	0.0008458	0.008185	0.002064	0.004143	0.02498	0.0001639	0.001321	0.03347	9.426e-05	0.0003523	0.003499	0.0004448	0.0005388	0.007218	0.000572	0.0006266	0.00432	0.001157	0.001907	0.09411	0.0002898	0.0003441	0.006103	0.001023	0.002015	0.0277	0.0009578	0.001349	0.01774	0.0005851	0.0007205	0.006695	0.0009205	0.0009452	0.042	0.0006846	0.0007345	0.06122	0.0007479	0.0009233	0.1716
-Central Carbon Metabolism	Not Mapped	1.306	1.332	1.338	0.3903	0.4055	0.4141	0.8304	0.8755	0.8824	1.615	1.666	1.715	0.6317	0.6626	0.6646	0.6248	0.6479	0.6827	1.278	1.307	1.319	0.3469	0.3623	0.364	0.3561	0.3712	0.3745	1.011	1.04	1.044	0.8625	0.8708	0.9273	0.6358	0.6652	0.6707	0.6222	0.6505	0.657	0.809	0.8545	0.8799	0.9986	1.031	1.063	1.233	1.32	1.387	0.2756	0.2865	0.2879	0.5732	0.5947	0.5999	0.8467	0.8637	0.8644	0.765	0.8096	0.8155	0.4466	0.4595	0.4627	0.2529	0.2656	0.2687	0.5477	0.5629	0.5677	0.416	0.4308	0.4316	0.349	0.3592	0.3608	0.4887	0.5025	0.5046	0.2373	0.2451	0.2459	0.7876	0.8126	0.8175
-Energy Metabolism	Not Mapped	0.2306	0.2371	0.2521	0.3196	0.3324	0.3443	0.355	0.3589	0.3718	0.5733	0.5771	0.6336	0.2981	0.3052	0.3153	0.2083	0.2132	0.2191	0.6977	0.7315	0.7528	0.1193	0.1227	0.1251	0.07223	0.0732	0.07489	0.2291	0.2345	0.2428	1.086	1.102	1.163	0.1998	0.2025	0.2106	0.1765	0.1802	0.1849	0.4126	0.418	0.4409	0.6043	0.617	0.639	0.2751	0.282	0.2957	0.05873	0.06074	0.06348	0.3648	0.3713	0.3805	0.1171	0.1191	0.121	0.2576	0.2587	0.2636	0.08751	0.09002	0.09298	0.1719	0.174	0.1768	0.1722	0.1763	0.1797	0.07702	0.07787	0.08063	0.2762	0.28	0.2869	0.09741	0.09866	0.1017	0.09191	0.0945	0.0969	0.1395	0.1419	0.1459
-Biosynthesis	Not Mapped	0.9643	0.9813	1.119	0.2413	0.2448	0.2637	0.4962	0.5054	0.5577	1.777	1.812	1.881	0.432	0.438	0.4608	0.5057	0.5476	0.6984	1.111	1.127	1.17	0.4368	0.4414	0.4718	0.3027	0.31	0.313	0.6377	0.6434	0.6736	0.8224	0.8315	0.8899	0.8126	0.8207	0.8337	0.6964	0.7012	0.7156	1.018	1.053	1.092	1.017	1.054	1.106	3.112	3.238	3.276	0.4849	0.4905	0.5277	0.3082	0.3123	0.3383	0.7956	0.7981	0.8546	0.4321	0.4377	0.4625	0.449	0.4582	0.4942	0.5627	0.5672	0.5744	0.4827	0.4898	0.5217	0.3289	0.3352	0.39	0.3689	0.378	0.4427	0.3919	0.3974	0.4411	0.2192	0.2222	0.2377	0.8064	0.8156	1.069
-Other Enzymes	Not Mapped	0.262	0.3423	0.4523	0.06603	0.09723	0.1318	0.1709	0.2197	0.2422	0.2612	0.3101	0.3435	0.1188	0.1419	0.1659	0.1243	0.1744	0.2985	0.1116	0.1362	0.1879	0.0978	0.1561	0.2038	0.1258	0.1463	0.1793	0.1022	0.1312	0.1539	0.13	0.1763	0.1946	0.167	0.1983	0.2168	0.1602	0.1783	0.1892	0.1977	0.2235	0.2682	0.1943	0.2478	0.3001	0.3431	0.4597	0.5505	0.1129	0.1412	0.1699	0.09127	0.1327	0.1777	0.0505	0.07572	0.1106	0.1233	0.1456	0.1868	0.1231	0.162	0.183	0.1593	0.3665	0.4994	0.09995	0.1621	0.1893	0.1092	0.1637	0.193	0.1049	0.1813	0.2527	0.1216	0.1635	0.2048	0.09479	0.1237	0.1382	0.1512	0.2055	0.4447
Organismal Systems	Not Mapped	0.8057	0.8076	0.8089	0.298	0.298	0.2982	0.7532	0.7564	0.7576	0.5502	0.5532	0.5534	0.3914	0.3939	0.394	0.3669	0.3702	0.3706	1.961	1.962	1.962	0.6854	0.688	0.6882	0.5947	0.5976	0.5987	0.9785	0.9809	0.9861	3.448	3.449	3.45	0.2892	0.2946	0.295	0.3107	0.3179	0.3185	0.2996	0.3047	0.3054	0.4861	0.49	0.4902	0.2999	0.3016	0.3028	1.141	1.147	1.147	0.5183	0.5214	0.5216	2.317	2.318	2.318	0.3486	0.3505	0.3512	0.8208	0.8253	0.8257	0.4078	0.4092	0.4095	0.7922	0.7952	0.7955	1.314	1.318	1.323	0.8555	0.8591	0.8594	0.7531	0.7562	0.7579	0.9708	0.9738	0.9743	1.122	1.125	1.125
-Immune System	Not Mapped	0.07845	0.07848	0.07874	0.04591	0.04591	0.04612	0.03669	0.03669	0.03673	0.03963	0.03966	0.03968	0.03725	0.03725	0.03728	0.05032	0.05036	0.05063	0.03486	0.03486	0.03488	0.03921	0.03925	0.03926	0.04982	0.04995	0.05063	0.06049	0.0605	0.06052	0.07816	0.07816	0.07843	0.04837	0.04838	0.04851	0.06084	0.06088	0.06106	0.05702	0.05706	0.05721	0.08521	0.08524	0.08528	0.03874	0.03877	0.03878	0.1606	0.1606	0.1609	0.03551	0.03557	0.03572	0.01882	0.01882	0.01882	0.02678	0.0268	0.02701	0.07159	0.07167	0.0722	0.01494	0.01495	0.01498	0.03045	0.03045	0.03057	0.09527	0.09528	0.09839	0.05429	0.05432	0.05433	0.08336	0.0834	0.08384	0.1234	0.1234	0.1237	0.08497	0.08497	0.08534
-Endocrine System	Not Mapped	0.1733	0.1733	0.1733	0.02749	0.02749	0.02749	0.02443	0.02443	0.02443	0.1985	0.1985	0.1985	0.0217	0.0217	0.02171	0.01365	0.01365	0.01366	0.09965	0.09965	0.09965	0.01787	0.01787	0.01787	0.02345	0.02345	0.02355	0.1471	0.1471	0.1471	0.2043	0.2043	0.2043	0.05269	0.05269	0.05279	0.08462	0.08462	0.08472	0.03616	0.03616	0.03616	0.04988	0.04988	0.0499	0.1176	0.1176	0.1177	0.04837	0.04837	0.04839	0.03665	0.03665	0.03666	0.04185	0.04185	0.04185	0.01741	0.01741	0.01743	0.06098	0.06098	0.06099	0.02005	0.02005	0.02006	0.02398	0.02398	0.02402	0.02108	0.02108	0.0212	0.0721	0.0721	0.0721	0.07314	0.07314	0.07321	0.1014	0.1014	0.1015	0.2495	0.2495	0.2495
-Circulatory System	Not Mapped	0.5268	0.5268	0.5268	0.1261	0.1261	0.1261	0.4987	0.4987	0.4987	0.2992	0.2992	0.2992	0.248	0.248	0.248	0.2509	0.2509	0.2509	1.81	1.81	1.81	0.5637	0.5637	0.5637	0.4973	0.4973	0.4973	0.7086	0.7086	0.7086	3.147	3.147	3.147	0.1153	0.1153	0.1153	0.1092	0.1092	0.1092	0.1681	0.1681	0.1681	0.3205	0.3205	0.3205	0.1285	0.1285	0.1286	0.9007	0.9007	0.9007	0.2661	0.2661	0.2661	2.245	2.245	2.245	0.1786	0.1786	0.1786	0.6728	0.6728	0.6728	0.1468	0.1468	0.1468	0.5496	0.5496	0.5496	1.162	1.162	1.162	0.7133	0.7133	0.7133	0.5616	0.5616	0.5616	0.7288	0.7288	0.7288	0.7704	0.7704	0.7704
