KO number	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
K13813	32200000	24400000	64500000	1.21e+08	5.17e+08	54100001	11300000	58200000	74700001	20400000	11700000	4.4899999e+08	4.17e+08	67100000	9821400.1	79699999	65199999	18100000	3502000	3.0099999e+08	8339000.1	4001400.1	12100000	2.91e+08	9588899.9	20400000	8829200.1	39700000
K06487	11100000	948050	39000000	NaN	72800000	15000000	747680	9845900	12800000	2145800	40700000	4815799.9	3393100	20800000	9789900.1	9994100	15900000	510370	NaN	43800000	17500000	165300	NaN	11000000	5214100	2464200	79300000	5260300
K06481	166210	250680	NaN	NaN	NaN	34100000	NaN	NaN	4519000	NaN	954630	7122400	25399999	3880300	415650	NaN	4842800.1	NaN	NaN	11700000	2297800	2568400	NaN	30400000	2339000	2411100	NaN	149740
K10413	7.3700001e+08	1.08e+08	2.41e+09	8.6399999e+08	1.41e+10	1.62e+09	2.24e+08	2.05e+09	2.46e+09	5.4799999e+08	56900002	5.77e+09	5.96e+09	1.49e+09	2.52e+08	1.25e+09	1.48e+09	1.78e+08	40200000	6.3700002e+09	3.8e+08	1.2e+08	3.11e+08	2.05e+09	40100000	2.71e+08	1.01e+08	5.1199998e+08
K10415	1.623087e+08	1.488e+08	3.402e+08	1.73e+08	1.489e+09	3.0189653e+08	47000000	1.77e+08	1.38e+08	1.238e+08	1.28e+08	8.2399998e+08	7.4599997e+08	5.001466e+08	1.306001e+08	2.41e+08	2.39e+08	25200000	8205099.9	8.1e+08	73098199	40500000	76399999	2.56e+08	51600000	74200000	30600000	1.06e+08
K10414	1916600	21400000	2923500	17800000	7628799.8	2023300	22800000	1.53e+08	1.64e+08	NaN	9469200.2	NaN	2307900	9367300	18700000	633890.01	38500000	15000000	2918900	559950	3177200	1242600	6177000.1	5344400.1	1089200	5116099.8	15800000	5275799.9
K10416	2.9e+08	6.33e+08	7.85e+08	2.604e+08	4.37e+09	4.95e+08	1.079e+08	4.08e+08	4.568e+08	1.708e+08	92000001	9.5300001e+08	9.9000002e+08	6.3e+08	2.342e+08	2.525e+08	4.97e+08	1.961e+08	26468800	1.796e+09	81500000	1.726e+08	1.342e+08	1.317e+09	53600000	2.069e+08	79300002	1.28e+08
K03990	6.43e+08	16000000	3.2500001e+08	8.2300001e+08	6.2699999e+08	1.37e+08	2.7700001e+08	3.72e+08	16600000	1.32e+08	1.41e+08	6.15e+08	3.0800001e+08	7.97e+08	1.9399999e+08	2.8999999e+09	2.0399999e+09	12400000	20300000	1.47e+08	8.3999999e+08	82500000	2.2099999e+08	1.99e+09	31700000	2.68e+08	9e+08	1.31e+09
K03991	NaN	NaN	NaN	6393599.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61900001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03661	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01369	1.27e+08	9069700	37000000	35200000	96700000	70400000	2350900	72799999	13200000	23300000	22700000	97800002	81000002	5.04e+08	1.34e+08	3.61e+08	45300000	454750	1304800	44600002	21500000	6729400	4639000.1	4.3600002e+08	8073299.9	30100000	21000000	5765000.2
K01368	7538899.9	NaN	NaN	1831100	3595699.9	13100000	NaN	216330	NaN	490360	NaN	1.44e+08	59500000	4587100.1	922940	29700000	370820.01	456899.99	NaN	2180500	3673099.9	NaN	1874900	4.5200001e+08	NaN	12400000	NaN	1870600
K01365	18800000	NaN	11000000	4637800.1	30700000	6087099.9	NaN	3880900	835320.01	2152000	2778800	22300000	10600000	1.43e+08	1720100	29900000	3643600	3056800	1655500	7373400	1492300	1334200	NaN	12700000	638850.02	54800001	6717400	4206999.9
K01366	78500001	6342600.1	3845899.9	13400000	27000000	57399999	4735600	1.16e+08	821010	12400000	6662900.1	2.68e+08	2.26e+08	6.1599998e+08	1.39e+08	4.0999999e+08	1.22e+08	1246500	NaN	28200000	16900000	NaN	3135200	1.63e+08	646429.99	8355799.8	28000000	10700000
K01363	1.26e+09	1.29e+08	5.6e+08	2.37e+09	1.02e+09	2.84e+08	79299999	5.3599999e+08	1.34e+08	1.53e+08	65799998	2.93e+08	6.4999999e+08	6.8999999e+08	2.16e+08	8.0300001e+08	2.08e+08	37199999	59200001	1.01e+09	5.18e+08	91900002	1.24e+08	7.2300001e+09	68900001	4.4100002e+08	2.92e+08	7.5699998e+08
K08568	35399999	NaN	NaN	29800000	11000000	9788700.1	NaN	NaN	15300000	2672400	4849399.9	3.1100001e+08	3.3199999e+08	1.07e+08	24600000	2.61e+08	3452600.1	1124400	5400900	69400001	22800000	5355500	8777800	4.4100001e+08	4145599.9	98499999	38700001	76699999
K04645	1.748e+08	1.2369e+09	4.716e+08	92300001	1.69e+09	3.57e+08	10400000	2.92e+08	1142300	1.31e+08	1.78e+08	1.64e+08	4.21e+08	1.203e+09	2.979e+08	2.921e+08	4.0499999e+08	1.868e+08	40100000	5.76537e+08	7911299.9	1.17662e+08	79700001	1.878e+08	71869301	39700001	49900000	30200000
K04644	2.692e+08	1.61e+09	6.2535579e+08	1.152e+08	3.7742e+09	80121600	24400001	1.279e+08	39178900	3.6910001e+08	60900000	4.3670001e+08	3.5549999e+08	8.4620001e+08	2.918e+08	1.014e+08	1.84e+08	5.311493e+08	11200000	1.02e+09	14186800	5610100	14400000	1.699e+08	28503701	42200000	53100001	36561299
K04646	1.57e+09	6.0399999e+08	7.8700001e+09	1.79e+09	4.77e+10	4.43e+09	3.37e+08	3.19e+09	2.2199999e+09	1.8400001e+09	1.46e+08	9.1900001e+09	9.68e+09	7.5799999e+09	6.92e+08	5.1e+09	2.6100001e+09	1e+09	1.72e+08	2.42e+10	7.9500001e+08	2.19e+08	9.66e+08	7.64e+09	1.33e+08	1.18e+09	1.8600001e+08	1.06e+09
K08565	428390	140730	NaN	4262800	326500	829740	452970.01	283070	NaN	778540	330730	915189.98	1658900	6.4500001e+08	2.07e+08	7767199.9	19400000	32192	634440	1918800	425280.01	139750	NaN	48599999	185880	1439000	94450	1853900
K13289	1.21e+08	21900000	32600000	64300001	1.57e+08	1.63e+08	19100000	83200002	67299999	25400000	12600000	3.23e+08	5.0700002e+08	5.19e+08	1.32e+08	3.49e+08	90600000	10700000	5874300	1.33e+08	42800000	9720300	34000000	6.01e+08	30100000	84599999	42700000	44900000
K13443	95300001	9308200	3812200	18499999	20900001	56500000	921880	29600000	60500000	2987500.1	4002900	1.22e+08	44900000	2.4999999e+08	55799999	1.71e+08	97600000	1295200	29400001	33300000	30100000	22000000	21799999	1.21e+08	26500000	2.0900001e+08	42900000	80400001
K12404	35059200	39251000	1.279666e+08	1.8060757e+08	5.401e+08	91875499	6549899.9	39305070	1.2478134e+08	24309150	5636090	1.490633e+08	1.517763e+08	77390600	15659860	32877350	52877100	17934600	11500000	1.09584e+08	37900000	5309700	19049500	2.003e+08	4559500	23762600	6356120	32630300
K12403	NaN	NaN	NaN	NaN	NaN	1005600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58356	NaN	NaN	1092400	263940	NaN	7945000	NaN	927090	NaN	NaN
K06564	2535000	44095.001	46899999	47200000	39500001	38800001	NaN	19300000	1.47e+08	NaN	NaN	33899999	45200001	18500000	3129200	13000000	21700000	4509399.9	2643300	75000001	25600001	632810.01	6303600	59400000	183600	10100000	10900000	69399999
K06562	NaN	74375	NaN	NaN	447590.01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80165.998	NaN	NaN	49200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12396	17400000	7723100	1.02e+08	34999999	2.5899999e+08	55200000	3508200	61199999	22300000	4407400	1157700	2.82e+08	2.3e+08	46500000	3978100	58200000	22600000	14200000	2441700	4.01e+08	12200000	17600000	6603500.1	1.05e+08	1129100	7993900	2017100	35300000
K12394	1178150	1190610	11400000	5467100	29000000	13910000	604330	4218900	3607200	NaN	910269.99	4825000	21183400	12182000	1045500	7607099.9	NaN	2279010	745850	2391400	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12397	69173040	19623600	3.658e+08	60627000	1.2479999e+09	1.49005e+08	6249569.9	1.45941e+08	1.676e+08	35700000	14177900	3.819e+08	4.879e+08	2.555405e+08	35047400	2.090978e+08	1.492701e+08	19250900	1632360	1.2949e+09	48600000	33807570	39824900	4.23817e+08	9081319.9	56993000	9502700	46326540
K12391	51400000	10800000	17800000	56400000	4.37e+08	1.55e+08	3289900	85700002	35400000	26800000	11800000	2.21e+08	2.87e+08	3.32e+08	23400000	87900003	53500000	7012400	21400000	14100000	11700000	17000000	28100000	46600000	7605800	36600000	12200000	35300000
K12392	98799996	81800000	6.09e+08	1.6e+08	3.02e+09	4.38e+08	21800000	3.35e+08	1.03e+08	77900000	18600000	1.21e+09	1.2e+09	4.21e+08	74400000	4.46e+08	1.86e+08	23900000	4942500	1.04e+09	26600000	70100000	37900000	4.16e+08	28400000	50500000	13700000	65100000
K12393	1.0463829e+08	22442876	1.0637275e+08	1.4125162e+08	9.092211e+08	2.67e+08	18843380	1.382e+08	89499998	47414609	10366000	5.94e+08	6.5599999e+08	3.127e+08	55659701	2.4852485e+08	1.317041e+08	18800000	12788700	2.461401e+08	32288200	32179500	53100000	1.8416304e+08	14709900	28845900	25947400	30149600
K12398	19570928	12872000	45300000	17308400	2.077e+08	88025259	753299.98	17516620	33128600	8351100.2	3261800	1.08e+08	1.52306e+08	65904200	11329260	67387819	10300000	2993490	1822600	4.98e+08	11300000	41122220	19845840	1.374e+08	3485600	18300000	12600000	22743660
K12399	5483800	36316700	31066099	16600000	2.454e+08	28732099	437630.01	27700001	13643000	11265300	1568500	29992571	38492901	38344599	5899399.9	17300000	NaN	3738950	NaN	68700000	4379400.1	4243498	8563700.1	3.0189999e+08	547320	4889000	1696680	28908539
K01275	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9192900	7995999.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01279	204350	1018500	1963000	14400000	5929300.1	10500000	NaN	NaN	NaN	NaN	NaN	NaN	4760600	NaN	7530900	27800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11300000	NaN	NaN	NaN	NaN
K12383	2.2800001e+08	13700000	70000000	28499999	58900001	33599999	NaN	10500000	7474700.1	11400000	5168299.9	44800000	24699999	1.33e+09	7.2199999e+08	1.99e+08	16500000	3470000.1	24500001	64400001	48900001	36300000	29900000	1.18e+09	32900000	96000001	44399999	54300000
K12382	6.8400001e+08	1.06e+09	6.2800001e+08	8.8300001e+08	3.02e+09	3.62e+08	82000003	6.3383971e+08	26000000	62100002	2.61e+08	3.15e+08	5.07e+08	1.46e+09	2.37e+08	5.28e+08	1.96e+08	1.07e+08	1.54e+08	4.49e+08	1.02e+08	45900000	73199999	2.95e+09	1.215e+08	1.02e+08	1.45e+08	1.58e+08
K12384	11900000	3231800	4914600	17200000	68199998	18700000	10100000	25600000	9318699.9	8168099.9	4314600	73800002	7817700	16200000	5499599.8	80499999	45300000	663330.02	240400	9219100	10500000	157370	2539600	23300000	397920	3732500	1116100	3917300
K12388	NaN	NaN	12500000	32500000	55400000	29300000	NaN	21900000	NaN	2457400	NaN	20800000	2250400	2186900	NaN	2590900	7017800	192010	NaN	NaN	152820	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06528	3.11e+08	37800000	48793599	2.95e+08	2.031e+08	2.738e+08	12606300	90300000	1.416e+08	48700000	15636900	3.832e+08	8.6999999e+08	5.97e+08	1.408e+08	5.571e+08	2.4e+08	9660499.8	34542700	85019701	96199998	1.899e+08	55400002	3.916e+08	48100000	2.44e+08	86599999	1.895e+08
K06497	5603899.9	246800	1919100	2709100	1220300	19500000	631570.01	8453899.9	8034600.1	12700000	1372300	35499999	59299999	29500000	1024800	1318200	5349100	78892	851939.99	12800000	7456099.9	3549200	3279400.1	72400000	595170	5012400	5427300.1	13000000
K01379	1.15e+09	4.59e+08	8.41e+08	2.94e+09	2.81e+09	4.2500001e+08	3.41e+08	5.0199998e+08	1.76e+08	3.11e+08	6.3900001e+08	6.0600001e+08	9.02e+08	1.76e+09	4.7699999e+08	1.44e+09	4.05e+08	1.2e+08	85500002	1.44e+09	3.35e+08	4.5199999e+08	2.17e+08	3.86e+09	3.32e+08	5.3899998e+08	3.57e+08	7.5199998e+08
K01373	20600000	1374300	2313000	16000000	NaN	NaN	NaN	NaN	NaN	NaN	1670300	1085200	NaN	10500000	2687200	23700000	NaN	NaN	827170.02	45300000	3991700	4412300	NaN	6502600.1	479500.01	2463500	1830000	6857600
K01371	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	929040	NaN
K01136	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01565	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01158	1116400	NaN	360389.98	NaN	NaN	1802000	NaN	NaN	NaN	496770.02	1596600	3042400	4001599.9	1438800	1069900	8242400	NaN	NaN	NaN	1175500	NaN	1112700	1419800	98800002	741769.98	NaN	1282500	566130
K12350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01444	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12386	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12387	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05656	NaN	NaN	3469200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10532	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13444	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13279	2.2900001e+09	9.52e+08	2.3e+09	2.65e+09	6.7000001e+09	4.13e+09	7.7399999e+08	3.19e+09	2.34e+09	1.33e+09	7.54e+08	1.11e+10	1.45e+10	6.2300001e+09	2.77e+09	1.33e+10	2.3199999e+09	2.84e+08	6.51e+08	6.5800001e+09	1.8e+09	7.1e+08	1.56e+09	1.3e+10	1.13e+09	1.72e+09	1.44e+09	2.9900001e+09
K11187	8.7800001e+08	2.19e+09	3.99e+09	4.0200001e+09	1.46e+10	1.53e+09	1.45e+09	9.94e+08	2.46e+08	9.0600001e+08	1.99e+09	3.8100001e+09	3.86e+09	1.03e+10	6.66e+09	3.7599999e+09	1.32e+09	1.22e+09	2.06e+08	8.19e+09	5.6200001e+08	5.4800001e+08	6.2699999e+08	3.7499999e+09	9.9099999e+08	5.5600001e+08	2.9799999e+08	8.7299999e+08
K05940	27700000	10800000	18100000	29300000	91499998	35100000	5538200	42500000	35300000	4029800	4558600	5.53e+08	4.43e+08	6.2e+08	1.28e+08	8.8100001e+08	12500000	4687700	2404500	42700000	23100000	1623100	5607900	94499997	2938500	9733000.1	3113000	18300000
K04565	4.79e+09	1.39e+09	8.74e+08	1.7599999e+09	6.8399999e+09	1.34e+09	5.24e+08	5.9e+08	74200000	1.2e+09	5.7599999e+08	3.13e+09	2.3e+09	2.2099999e+09	1.21e+09	6.5600001e+09	9.5999999e+08	2.31e+08	2.7000001e+08	2.17e+09	4.8e+08	2.7100001e+08	2.47e+08	2.6699999e+09	1.17e+08	3.0200001e+08	98400000	8.5700001e+08
K00477	2784300	607949.99	2326300	26200000	39300000	10800000	996009.98	6171799.9	NaN	2150100	4466500	1.44e+08	37199999	86399999	16400000	1.92e+08	1619700	291390	620160	10900000	1256700	NaN	3156000	8267999.8	3517500.1	775430	58394.999	2471700
K13349	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7483000	504950.01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00308	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9281699.9	NaN	681009.99	549870	40300000	6183400	NaN	NaN	472720	NaN	1374800	NaN	NaN	18000000	NaN	NaN	17100000	1379400	NaN	NaN	NaN
K13342	25300000	1372300	18800000	51800000	99799998	6979000.2	14000000	1782700	3073600	254130	NaN	25300000	3044000	27800000	8001200.2	45600000	NaN	NaN	3145600	7177099.8	82600003	3216000	12300000	72099999	725149.98	25600000	11100000	83500002
K13343	1242500	25600000	1677000	9193500	42300000	6360100.2	NaN	NaN	NaN	4228600.2	8200000.1	63299999	28000000	27000000	12600000	19900000	4062699.9	6393899.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13347	NaN	NaN	NaN	1086500	1839700	NaN	419560	NaN	NaN	294740.01	NaN	3238100	136840	9424399.9	319370	1.39e+08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13237	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1435800	NaN	NaN	NaN	45900000	NaN	1.28e+08	13500000	2.12e+08	NaN	304230.01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13356	NaN	17849	NaN	NaN	83121	731190	NaN	5199899.9	2567000	NaN	NaN	20200000	6624799.8	182650	NaN	67080.001	NaN	NaN	NaN	221580	184700	NaN	NaN	4134900	153790	223110	NaN	177950
K13355	10500000	1421200	2727400	56399999	3054500	28700000	1186600	9750699.9	732350.01	2161100	320610	35799999	66199999	1.27e+09	2.61e+08	77600001	1713500	118290	NaN	NaN	1782900	856410.01	1801700	5994600.1	32400000	1431900	1573500	5276500
K13354	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3186200.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13350	78241	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2425200.1	NaN	NaN	4712400	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	229430
K12663	6.6700002e+08	61800001	1.39e+08	6.78e+09	3.54e+08	3.77e+08	7.4500001e+08	1.26e+08	94299998	2.71e+08	1.92e+09	9.52e+08	1.06e+09	1.74e+09	6.6599998e+08	2.06e+09	3.3099999e+08	40600000	29600000	2.77e+08	2.05e+08	50600000	43199999	5.4100002e+08	1.44e+08	2.17e+08	71900001	4.3899999e+08
K00624	4.8e+08	26200000	93099997	4.31e+09	5.07e+08	95700000	7.6400001e+08	67100001	15700000	1.14e+08	2.7e+08	4.67e+08	2.58e+08	7.1600002e+08	1.83e+08	1.44e+08	76299997	13000000	50600000	3.3e+08	25400000	8569099.9	46400000	1.27e+08	20400000	79300002	10100000	2.16e+08
K13337	95499999	18200000	23800000	1.65e+08	2.46e+08	46800000	16500000	54699999	NaN	10600000	63700001	1.4e+08	1.16e+08	1.62e+08	22800000	1.23e+08	16400000	5855400.1	21000000	60500001	24600000	2.41e+08	2426800	68100001	6411399.9	31200001	1.18e+08	54000001
K13336	2122100	NaN	NaN	NaN	1832000	NaN	NaN	208910	NaN	NaN	NaN	5771400	2908000	NaN	163350	3915099.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13338	NaN	NaN	NaN	766129.99	4934300	1160100	NaN	569900	NaN	NaN	NaN	13400000	14500000	6938700	NaN	30399999	494180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90524.999	NaN	NaN
K12261	77899998	2826900	9271000.2	85299997	1.4e+08	5726200	10500000	19500000	9474099.7	11600000	4120100	84699999	54800000	1.11e+09	1.82e+08	5.68e+09	24900000	2118900	2277600	23200000	11300000	7342400.3	8093600.2	30700000	2122300	9367299.7	2585600	46900000
K13335	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05677	28000000	8888599.9	7628800.2	54600000	54200000	58000000	NaN	84800001	34400000	5482400	794479.99	1.11e+09	7.5900002e+08	2.52e+08	17200000	3.38e+08	9269700.3	NaN	NaN	NaN	NaN	1365500	5372900	NaN	3414900	706120.02	NaN	6043900
K13345	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13346	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13348	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13352	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05675	216320	NaN	NaN	945109.96	NaN	1151100	NaN	409600	3382700	NaN	NaN	40500000	10500000	356420	NaN	2699000	NaN	NaN	NaN	15800000	19500000	519070	2592000	60700000	4385900	2041200	19300000	7807200.2
K05676	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05678	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2758600	7002299.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13239	1.13e+08	18700000	43100000	5.7499999e+08	1.86e+08	56500000	46600002	34000000	14900000	38700000	1.24e+08	2.41e+08	1.71e+08	5.2599998e+08	1.5e+08	8.22e+08	31000000	4704099.9	9671799.9	1.43e+08	29400000	8405000.1	10000000	63800002	8202200.2	39900002	11700000	71999999
K00272	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01640	3.18e+08	1.09e+08	2.01e+08	7.4299998e+08	1.81e+09	9.0699999e+08	1.47e+08	2.79e+08	1.03e+08	58900000	1.89e+08	1.26e+09	9.6900001e+08	2.32e+09	7.5200002e+08	4.1400002e+09	95200001	19600000	26300000	6.94e+08	51200000	1.14e+08	1.17e+08	8.75e+08	47300000	89600001	45300002	1.04e+08
K08342	3717500	1789100	22600000	10300000	24800000	14800000	1546000	8529200	29600000	2306300	350550	19600000	36600000	8371900.2	703640.01	13400000	3641200	344490	NaN	28400000	1661700	1828300	1265800	81900001	175790	2498100	413180	978760.02
K08343	19300000	4940800	43900001	18300000	2.94e+08	30000000	102280	31300000	7750100	6678499.9	32015.999	9881900	27300000	53200000	5496300	70399999	40000002	3024000	440559.99	44900000	4783800	1725600	4403499.9	59000000	1087500	6555899.9	1923700	9247399.9
K08333	3833100	NaN	3989200	3581200	70500000	8496200	NaN	6439000	25600000	NaN	125790	10600000	18600000	11500000	NaN	6145100.1	4974800	NaN	20500000	51900001	3631400	330969.99	4085300.1	45300000	NaN	3695099.9	204029.99	6369800
K08334	957389.98	221360	1680900	3145300	3919700	3453100	NaN	1240900	NaN	404890	NaN	NaN	14000000	1284700	NaN	905589.98	673020.01	NaN	NaN	NaN	NaN	NaN	NaN	6190499.8	NaN	223190	504680.02	283900
K08337	10400000	360820	21900000	32400000	1.96e+08	44000000	6431200	18900000	9559500.2	9942799.9	277560	25700000	36800000	75800001	1802000	1.08e+08	32500000	1316000	NaN	66700000	5868100	961409.98	1081600	1.41e+08	130850	6014200	6978100	21500000
K11304	NaN	83303.997	775410.02	NaN	NaN	NaN	NaN	NaN	4896600	NaN	NaN	NaN	NaN	687260	NaN	NaN	NaN	NaN	NaN	2425600	NaN	NaN	NaN	NaN	NaN	1770000	NaN	NaN
