Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
-Excretory System	-Sensory System	52.68	52.68	53.59	476.9	476.9	476.9	23.48	23.48	23.51	71.85	71.85	72.61	24.74	24.74	26.09	0.5354	0.5354	0.5365	5.765	5.765	18.01	4.165	4.165	4.165	321.8	321.8	321.8	0.1517	0.1517	0.1893	51.94	51.94	51.94	2.596	2.596	2.596	1.486	1.486	1.488	375.3	375.3	376	130.3	130.3	130.3	65.08	65.08	65.6	116	116	116	550.7	550.7	550.7	19.22	19.22	19.63	16.67	16.67	16.67	63.08	63.08	64.27	744.9	744.9	748.8	1757	1757	1757	81.06	81.06	81.73	16.35	16.35	16.86	11.69	11.69	11.72	17.47	17.47	17.58	50.61	50.61	50.98
-Nervous System	-Sensory System	173.9	173.9	176.9	3033	3033	3033	717	717	717	185.5	185.5	185.5	221.7	221.7	233.8	0.7279	0.7279	0.7279	15.56	15.56	48.61	8.997	8.997	8.997	2138	2138	2138	0.548	0.548	0.6838	144.4	144.4	144.4	3.69	3.69	3.69	3.035	3.035	3.036	599.5	599.5	599.5	181.8	181.8	181.8	73.8	73.8	73.8	318.9	318.9	318.9	5685	5685	5685	66.54	66.54	67.95	627.1	627.1	627.1	403.6	403.6	403.6	192.2	192.2	192.2	72.03	72.03	72.03	1457	1457	1457	117.5	117.5	117.5	81.57	81.57	81.57	71.51	71.51	71.51	165.3	165.3	165.3
-Sensory System	-Sensory System	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Development	-Sensory System	24.85	25.28	26.79	333.2	333.2	337.2	98.6	98.6	98.61	58.27	58.27	59.17	84.98	84.99	89.6	0.1411	0.1411	0.1554	21.05	21.05	65.88	1.422	1.422	1.449	1129	1129	1220	0.326	0.326	0.4076	27.11	27.11	28.96	0.4528	0.4528	0.4784	0.4405	0.4405	0.4812	109.6	109.6	115.1	32.21	32.21	32.92	19.43	19.43	19.73	238.7	238.7	243.8	429.1	429.1	433	4.14	4.14	4.228	148.4	148.4	149.3	85.07	85.07	102.3	19.18	19.18	19.76	11.27	11.27	11.78	120.4	120.4	187.7	5.603	5.603	5.78	4.103	4.103	4.708	4.455	4.455	5.312	49.07	49.07	53.05
-Environmental Adaptation	-Sensory System	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Sensory System	763.9	1334	1735	1894	2457	2871	235.1	427.4	447.3	2391	3679	4877	190.3	306.4	340.2	3.12	6.185	7.632	208.5	539.8	1703	34.44	58.75	75.38	6890	14640	26730	3.245	5.162	6.229	1262	2390	2992	16.91	40.08	52.75	12.7	33.41	43.25	3198	5531	6017	1771	3318	3827	969.6	2080	2523	1054	1637	2049	2790	4137	4615	631.9	1041	1149	299.9	605.9	644.2	2723	3890	6329	1980	4351	5133	317.1	567	948.9	1603	2493	4341	562.2	1127	1435	99.16	196.2	276.6	273.8	404.1	584.3	987.7	1613	1862
-Cancers	-Sensory System	121	243.4	527.8	211.6	504.4	504.4	16.46	56.47	214.3	291.2	1423	3440	22.66	51.79	123.7	0.6071	0.9381	2.247	41	96.51	997.6	11.81	13.28	22	2149	2373	4411	0.6574	0.8791	2.013	94.51	615.7	2143	4.249	6.552	14.86	2.916	3.976	11.41	381.5	1406	3242	135.4	496.5	1611	84.26	247.3	818.3	289.5	323.6	462.2	239.2	452.6	1186	73.41	87.51	382.9	19.37	42.75	237.8	890.7	991.5	1382	202.6	261.2	1094	63.35	80.59	153.3	279.1	351.7	523.2	208.9	246.8	450.4	26.4	31.21	43.98	122.5	130.2	164.7	459.2	510.7	919.1
-Immune System Diseases	-Sensory System	9.258	525.1	761.7	17.8	541.4	702.9	1.459	42.25	76.79	10.12	441.6	795.5	0.8877	28.89	70.66	0.07892	1.998	3.625	0.07192	63.91	176.9	0.4071	16.06	29.7	410.5	6184	18440	0.005667	0.9938	1.649	1.158	123.8	189.8	0.2496	17.5	29.05	0.2692	14.79	23.47	33.44	991.2	1694	9.105	474.5	1102	13.37	637.8	1066	6.584	482.4	884.2	20.07	575.9	1137	0.4838	158.2	226.7	1.916	103.5	157	20.07	748.7	3324	19.32	1539	2399	7.918	185.9	582.8	4.123	767	2727	5.393	355.8	662.2	0.5838	81.67	152	2.419	98.67	286.2	5.098	180.8	416.1
-Neurodegenerative Diseases	-Sensory System	432.6	471.1	768.9	1368	1378	1483	152.6	176.9	334.8	470.8	822.9	2832	115.1	130.3	213.3	1.139	1.333	2.645	100.9	321.9	387.8	13.61	15.18	23.93	2385	3625	5688	2.041	2.556	3.079	424.7	464.9	1992	5.368	6.248	14.57	4.779	5.573	13.02	1443	1556	3394	1090	1139	2254	578.6	659.2	1231	543.4	587.4	727.8	2112	2229	2965	497.3	511.3	802.6	201.3	226.1	421.3	1112	1284	1678	904.9	935.8	1768	117.6	127.9	200.5	742	865.4	1037	195.7	206.4	410.2	46.49	54.84	67.69	98.21	107.4	141.9	353	398.7	807.1
-Cardiovascular Diseases	-Sensory System	0.6634	0.6634	0.6749	8.592	8.592	8.592	0.08332	0.08332	0.08332	2.044	2.044	2.044	0.3126	0.3126	0.3296	0.1393	0.1393	0.1393	1.316	1.316	4.111	0.493	0.493	0.493	198.4	198.4	198.4	0.1543	0.1543	0.1926	115.2	115.2	115.2	0.4605	0.4605	0.4605	0.7013	0.7013	0.7013	4.981	4.981	4.981	1.152	1.152	1.152	12.39	12.39	12.39	5.445	5.445	5.445	0.8047	0.8047	0.8047	0.7608	0.7608	0.777	0.2697	0.2697	0.2697	5.093	5.093	5.093	2.118	2.118	2.118	9.593	9.593	9.593	3.993	3.993	3.993	2.243	2.243	2.243	0.9971	0.9971	0.9971	0.4614	0.4614	0.4614	3.953	3.953	3.953
-Metabolic Diseases	-Sensory System	3.252	3.252	3.309	22.66	22.66	22.66	3.409	3.409	3.409	0.1332	0.1332	0.1332	2.847	2.847	3.002	0.01152	0.01152	0.01152	0.02033	0.02033	0.06348	0.1446	0.1446	0.1446	19.52	19.52	19.52	0.01978	0.01978	0.02468	1.673	1.673	1.673	0.08058	0.08058	0.08058	0.04304	0.04304	0.04304	4.596	4.596	4.596	1.847	1.847	1.847	0.8959	0.8959	0.8959	0.5328	0.5328	0.5328	13.3	13.3	13.3	0.1293	0.1293	0.132	4.016	4.016	4.016	3.787	3.787	3.787	35.42	35.42	35.42	2.561	2.561	2.561	0.9685	0.9685	0.9685	0.7889	0.7889	0.7889	0.2216	0.2216	0.2216	0.05878	0.05878	0.05878	1.002	1.002	1.002
-Infectious Diseases	-Sensory System	73.46	74.7	88.35	142.9	147	294.2	20.26	20.91	35.11	131.9	132.8	154	18.86	19.75	39.75	0.801	0.8099	0.9507	9.316	9.369	40.11	6.416	6.465	7.829	1403	1478	2842	0.1343	0.1431	0.2264	102.8	103.1	105.9	4.115	4.152	4.651	2.864	2.904	3.579	293.5	297.4	347.6	170.4	171.1	193.8	113.7	114.2	132.1	136.2	140.9	201.3	182.6	194.5	318.9	45.7	45.73	50.32	47.76	48.7	70.03	575.4	585.1	630.4	757.1	757.4	763.3	97.91	98.43	100.3	355.4	406.8	500.4	110.8	110.9	112.5	17.65	18.25	24.43	41.51	42.04	44.61	109.2	113	122.9
Not Mapped	-Sensory System	11880	11880	12090	35630	35630	35630	4485	4485	4485	29220	29220	29220	4185	4185	4412	81.98	81.98	81.98	3812	3812	11910	887.9	887.9	887.9	194700	194700	194700	38.63	38.63	48.2	12260	12260	12260	425.6	425.6	425.6	333.6	333.6	333.6	65210	65210	65210	23850	23850	23850	17540	17540	17540	26480	26480	26480	33540	33540	33540	10700	10700	10930	6931	6931	6931	50410	50410	50410	30110	30110	30110	7555	7555	7555	38750	38750	38750	8007	8007	8007	2282	2282	2282	4693	4693	4693	19130	19130	19130
-Not Mapped	-Sensory System	11880	11880	12090	35630	35630	35630	4485	4485	4485	29220	29220	29220	4185	4185	4412	81.98	81.98	81.98	3812	3812	11910	887.9	887.9	887.9	194700	194700	194700	38.63	38.63	48.2	12260	12260	12260	425.6	425.6	425.6	333.6	333.6	333.6	65210	65210	65210	23850	23850	23850	17540	17540	17540	26480	26480	26480	33540	33540	33540	10700	10700	10930	6931	6931	6931	50410	50410	50410	30110	30110	30110	7555	7555	7555	38750	38750	38750	8007	8007	8007	2282	2282	2282	4693	4693	4693	19130	19130	19130
TOTAL	-Development	3582	3861	3861	506.7	512.8	512.8	277.4	277.5	277.5	3719	3777	3777	243.8	243.8	243.8	2790	3072	3072	1793	1796	1796	3095	3154	3154	874.3	944.9	944.9	1225	1227	1227	5090	5438	5438	4744	5012	5012	3688	4029	4029	3145	3304	3304	4989	5098	5098	7271	7382	7382	564.7	577	577	465.9	470	470	24930	24930	24930	234.1	235.5	235.5	2666	3204	3204	10650	10970	10970	3820	3995	3995	1323	2063	2063	8180	8439	8439	2904	3333	3333	4491	5355	5355	2287	2472	2472
MAPPED	-Development	3139	3383	3383	401	405.9	405.9	231.9	232	232	3225	3275	3275	194.5	194.6	194.6	2262	2491	2491	1612	1615	1615	2483	2530	2530	714.7	772.5	772.5	1106	1109	1109	4666	4985	4985	3854	4072	4072	2994	3271	3271	2579	2709	2709	4265	4358	4358	6381	6479	6479	456.1	466	466	388.4	391.9	391.9	22350	22350	22350	187.7	188.8	188.8	2173	2612	2612	9125	9399	9399	3178	3325	3325	1117	1741	1741	6794	7010	7010	2420	2776	2776	3608	4301	4301	1926	2082	2082
Genetic Information Processing	-Development	790	875.2	946.3	80.46	85.53	96.87	36.14	38.42	40.33	379.5	398.3	424.6	35.31	36.97	40.53	624.8	702.2	738.6	89.6	94.23	98.91	750.5	768.5	834.1	326.9	356.4	379.2	93.78	96.94	104.9	297.7	330	334.9	1087	1194	1249	906.4	1029	1066	450.2	484.4	509.9	758	791.7	859.4	1191	1246	1322	74.33	79.84	87.13	74.52	80.81	91.37	1141	1205	1248	35.03	36.48	41.57	620.2	776.3	841.2	5039	5161	5568	1043	1091	1183	261.1	414.4	445.2	1571	1639	1816	748.5	880.8	954.8	1146	1404	1491	274.9	318.5	409.2
-Transcription	-Development	45.26	48.63	49.17	6.68	6.739	6.793	2.244	2.246	2.269	12.49	12.62	13	3.038	3.04	3.11	47.65	52.26	53.33	3.679	3.681	3.848	54.4	55.02	56.01	35.8	38.64	39.86	6.717	6.72	6.862	30.13	32.14	32.25	53.12	55.94	57.14	46.6	50.64	52.27	27.85	29.11	29.61	44.62	45.4	46.14	36.56	36.97	37.9	5.559	5.665	5.938	6.281	6.31	6.347	35.73	35.74	36.6	2.919	2.93	2.969	60.8	72.61	73.27	76.65	78.63	79.8	46.62	48.74	49.29	26.86	41.82	42.51	110.3	113.5	115	93.05	106.7	108.3	135.8	161.2	163	14.49	15.6	15.88
-Translation	-Development	192.8	210.6	211.3	23.57	24.23	24.3	10.08	10.18	10.21	139.5	142.3	142.7	9.272	9.389	9.465	221.7	246.4	247.7	30.01	30.18	30.35	299.9	307.4	308.8	125.1	136.7	138.4	28.24	28.8	28.96	86.94	93.24	93.4	423.3	449.8	451.1	361.3	397.8	399.6	142.4	150.8	151.4	192	197.2	198.1	529	539.1	540	19.39	20.08	20.36	20.05	20.49	20.56	456.7	458.8	459.9	11.36	11.53	11.58	180	220.6	221.7	3289	3391	3392	457.3	480.9	481.5	77.24	124.1	124.9	610	630.7	632.2	229.2	273.1	274.9	428	520.3	522.8	92.41	101.2	101.5
-Folding, Sorting and Degradation	-Development	499.2	553.7	628	43.65	47.84	58.42	21.5	23.06	25.11	202.7	222	242	19.89	21.33	25.08	307.8	338.9	384.8	47.31	51.82	55.9	342.7	362.7	415.3	116.6	131.3	155.3	47.68	50.99	57.9	164.1	185.8	189.2	524	555.2	620.8	419.9	465.2	505.2	241.9	260.4	288.7	451.2	466.7	543	560.6	590.9	668.3	40.59	46.3	52.88	40.97	47.04	57.88	545.9	592.8	629.3	18.25	19.47	24.38	302.6	402	483.1	1422	1555	1910	436.4	477.8	553.1	119.5	191.7	225.1	674.6	729.1	860.1	301.9	374	449.5	431.9	555.1	670	146.4	181.1	270.4
-DNA Maintenance	-Development	44.33	53.49	73.68	6.32	6.766	8.427	2.285	2.497	2.816	18.64	26.69	31.84	2.317	3.141	3.463	37.72	49.74	59.64	5.996	8.375	10.4	34.88	49.91	56.92	33.47	48.2	53.54	8.512	10.94	12.62	15.61	19.79	21.93	59.97	96.06	123.1	61.74	87.1	113.9	29.76	37.81	44.57	38.26	69.25	80.24	41.91	69.69	95.73	5.805	8.539	9.698	4.995	7.208	7.878	87.04	107.9	141.4	2.071	2.48	3.024	42.97	76.55	93.4	124.4	181.1	244.4	48.07	99.96	118.9	33.58	49.04	60.23	114.4	188.5	255.1	100.9	123	150	106.5	154.5	183.2	14.65	21.23	24.88
-RNA Family	-Development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Development	199.1	214.6	219	27.7	28.04	28.28	13.95	13.97	14.6	118.1	119.9	122.9	13.26	13.29	13.65	140.5	154.8	158.6	70.01	70.13	70.55	122.5	124.9	128.1	35.96	38.89	40.07	43.05	43.51	44.22	219.5	234.5	236.4	277.8	293.5	303.3	230.8	252.3	261.9	125.8	132.4	137.4	164.9	169.5	174.1	166	168.5	172.2	29.21	29.95	30.87	24.27	24.64	25.28	575.1	575.4	579.7	15.6	15.69	16.1	114.4	137.8	142.6	241	248.2	253.4	124.7	130.4	134.4	62.47	97.36	100.3	373	384.8	395.7	160.8	184.5	190.1	153.5	183	191	84.26	91.09	93.63
-Signal Transduction	-Development	91.85	99	102.1	26.21	26.53	26.53	12.33	12.33	12.73	101.1	102.7	103.3	11.12	11.12	11.3	90.98	100.2	101.1	66.74	66.87	66.99	83.48	85.06	85.68	29.04	31.38	31.79	38.54	38.62	38.79	204.1	218	218.7	166.5	175.9	177.7	141.4	154.5	155.6	102.4	107.6	108.1	138.2	141.2	142.3	133.3	135.3	136.7	18.12	18.52	18.62	22.27	22.47	22.73	471.4	471.4	472.8	13.8	13.88	14.15	79.49	95.54	96.74	158.8	163.6	165.4	107.6	112.5	113.3	46.33	72.22	73.14	234.9	242.4	245.1	128.8	147.8	150.6	103.7	123.7	126.5	60.05	64.91	65.74
-Signaling Molecules and Interaction	-Development	107.3	115.6	117	1.491	1.507	1.745	1.619	1.637	1.869	16.94	17.21	19.63	2.142	2.158	2.356	49.57	54.57	57.56	3.232	3.267	3.59	39.02	39.76	42.4	6.925	7.495	8.289	4.432	4.882	5.49	15.41	16.5	17.77	111.3	117.6	125.7	89.45	97.67	106.4	23.39	24.83	29.39	26.66	27.3	31.87	32.68	33.2	35.53	11.09	11.33	12.25	1.996	2.159	2.548	103.8	104	106.9	1.796	1.807	1.943	34.93	41.97	45.94	82.13	84.59	88.02	17.14	17.93	21.11	16.14	25.13	27.2	138.1	142.4	150.6	31.99	36.68	39.56	49.79	59.34	64.51	24.21	26.16	27.89
Cellular Processes	-Development	256.7	275.7	279.9	86.34	87.31	87.38	39.15	39.23	41.07	216.8	221.1	257.2	36.33	36.45	37.49	295	322.3	325.9	367.2	367.7	380.9	339.4	345.2	348.6	75.39	81.22	82.43	549.6	550.7	553.2	336	358.6	391.1	387.9	407.8	415.7	350.9	381.7	390.6	232.9	241.3	254.7	398.1	402.2	438.5	377.2	380.4	420.6	53.47	54.73	55.71	82.24	83.08	84.58	8126	8127	8202	32.07	32.19	33.73	253.1	303.6	308.7	391	400.8	438.3	311.4	324.2	328.3	140.7	219	222	878.9	905.1	924.5	333.1	381.6	386.6	431.2	513.3	521.3	182.9	197.4	199.8
-Crystallins	-Development	7.564	8.153	8.153	2.163	2.19	2.19	0.6364	0.6364	0.6364	2.189	2.223	2.223	0.4178	0.4178	0.4178	2.862	3.152	3.152	21.78	21.82	21.82	2.374	2.419	2.419	0.5113	0.5526	0.5526	444.7	445.6	445.6	149.1	159.3	159.3	6.029	6.369	6.369	2.188	2.39	2.39	2.333	2.451	2.451	30.08	30.74	30.74	4.45	4.518	4.518	2.792	2.853	2.853	2.116	2.135	2.135	114.5	114.5	114.5	0.4078	0.4103	0.4103	2.511	3.018	3.018	7.37	7.592	7.592	3.165	3.31	3.31	0.6211	0.9683	0.9683	143.4	147.9	147.9	2.894	3.321	3.321	6.095	7.267	7.267	5.009	5.415	5.415
-Stress Response	-Development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Development	87.51	93.19	94.47	17.72	17.85	17.87	8.296	8.351	8.591	88.71	89.93	92.64	7.809	7.916	8.113	61.31	64.91	67.81	14.85	15.11	15.51	50.18	50.48	52.93	13.41	14.31	15.15	15.11	15.18	15.66	49.76	52.19	53.48	114.3	118.6	125.2	101.1	108.8	116.8	116.2	118.3	122	186.3	188	193.4	206.9	209.2	221.9	13.42	13.81	14.64	16.35	16.46	16.84	121.3	122.4	125.8	8.249	8.272	8.421	76.32	91.18	95.16	99.44	100.5	103.8	79.15	81.54	84.6	36.24	55.88	58.66	160.6	164.5	172.5	87.59	99.84	102.7	88.48	104.7	109.9	73.63	79.13	80.86
-Cytoskeleton	-Development	78.68	84.81	84.86	36.7	37.12	37.14	21.52	21.54	21.55	61.2	61.21	67.09	17.83	17.84	17.85	155.6	171.3	171.4	138.1	138.4	138.4	148.1	150.9	150.9	43.1	46.57	46.63	58.75	58.87	58.88	69.48	74.22	74.23	166.2	175.5	175.6	168.7	184.3	184.4	65.71	69.04	69.07	109.9	112.3	112.3	97.43	98.92	99.04	20.64	21.09	21.11	42.38	42.75	42.76	3617	3617	3617	15.96	16.05	16.06	112.5	135.2	135.4	222.2	228.9	228.9	145.3	151.9	152	71.89	112.1	112.5	433.2	446.9	447	177.1	203.2	203.7	231.8	276.4	276.5	64.91	70.17	70.24
-Cell Motility	-Development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Development	64.69	69.89	78.31	27.57	27.91	27.91	7.689	7.694	9.295	42.02	43.13	77.12	9.096	9.099	9.945	49.28	54.41	58.6	8.392	8.431	21.66	60.24	61.47	66.93	13.46	14.51	15.47	14.48	14.51	17.45	29.64	31.65	82.96	66.71	70.74	85.98	48.96	53.61	65.51	31.39	33.3	48.08	54.05	55.37	89.06	45.4	46.85	76.24	8.829	9.028	9.508	19.59	19.77	21.48	44.7	45.07	116.9	6.478	6.505	7.839	35.37	42.47	43.73	47.19	48.61	91.06	32.48	33.81	39.26	14.23	22.19	23.1	95.95	98.54	133.4	48.77	56	58.67	71	84.59	87.46	26.96	29.25	35.52
-Cell Communication	-Development	18.19	19.6	19.61	2.19	2.217	2.217	1.005	1.005	1.006	21.62	21.96	21.96	1.176	1.176	1.176	25.86	28.48	28.48	183.8	184.2	184.2	78.42	79.9	79.91	4.865	5.259	5.288	16.48	16.51	16.53	38.09	40.69	40.72	34.52	36.47	36.47	29.83	32.59	32.59	17.24	18.11	18.14	16.01	16.36	16.39	20.41	20.73	20.74	7.76	7.928	8.071	1.805	1.821	1.826	4228	4228	4228	0.949	0.9548	0.9548	26.26	31.57	31.64	14.81	15.26	15.26	51.31	53.67	53.68	17.39	27.11	27.89	45.71	47.16	47.17	16.34	18.75	18.76	33.73	40.22	40.29	12.34	13.34	13.35
Metabolism	-Development	1286	1320	1377	142.6	146.7	156.5	89.97	91.9	94.24	1996	2013	2030	75.91	77.76	81.38	948.5	1009	1049	651	655.9	658.2	676.4	723.8	742.8	141.1	153	167.9	245.9	248.6	255.4	1608	1716	1729	1662	1704	1765	1129	1201	1238	1506	1567	1585	2342	2364	2417	4020	4052	4104	114	120.2	123.8	126.4	132.5	142.8	5475	5507	5576	76.59	77.91	82.69	660	730	764.3	2067	2432	2570	930.9	982.9	1012	229.7	329.4	354.6	2075	2156	2220	611.9	647.7	697.8	757.4	841.1	888.8	748.1	795.7	841.8
-Membrane Transport	-Development	0.1363	16.25	17.57	0.01666	0.1932	0.1985	0.01677	0.8948	0.9121	0.5032	12.8	13.07	0.003604	0.4112	0.4129	0.3661	5.025	5.619	0.04279	4.164	4.19	0.1379	7.579	7.838	0.04522	6.245	6.805	0.1082	1.937	1.969	0.0794	4.524	4.847	1.227	7.759	9.293	0.729	6.199	7.385	0.3138	5.119	5.601	0.1467	7.203	7.427	0.9774	24.33	25.23	0.00726	4.56	4.679	0.004714	0.3217	0.3277	0.3022	22.77	22.81	0.01077	0.226	0.2309	0.3147	59.63	71.92	0.0377	10.98	11.47	0.4004	21.76	22.89	0.1715	4.526	7.099	0.3017	10.63	11.17	0.3199	26.16	30.02	0.3962	69.7	83.28	0.1487	80.23	86.76
-Central Carbon Metabolism	-Development	484.2	522.2	525.7	41	41.59	41.76	33.82	33.89	34.02	607.4	616.9	618.7	27.34	27.46	27.53	286.1	318.3	331	200.1	201.3	202.1	183.9	188.3	189.5	51.22	55.46	56.05	105.7	106	106.3	334.5	357.7	361.5	507.2	540.6	546.3	385.1	425.4	430.1	405.4	430.2	448.9	646.8	666.9	696	953.9	974.6	1017	26.08	26.62	26.99	42.16	42.62	42.74	2221	2222	2225	32.61	32.85	33.05	196.7	236	238.6	350.5	365.9	371.6	314.2	329.6	331.6	78.73	123.1	124.1	442.1	457.2	466.4	206.7	237.5	239.2	193.1	230.7	232.6	215.9	234.1	235.8
-Energy Metabolism	-Development	148.7	163.2	180.7	52.54	59.17	60.77	22.85	23.73	24.14	535.5	545	572.8	19.93	21.66	22.01	170.9	188.4	204.8	196.7	226.9	230	108.8	119.1	122.3	18.69	20.22	21.23	41.23	44.38	45.14	789.8	844.3	897.9	285.6	302.9	319.5	188.7	207.2	222.4	372.4	391.7	416.6	657.5	702.9	729.4	372.2	405.6	416.9	9.124	10.39	10.56	43.66	46.14	47.05	586.1	612.1	615.5	17.92	18.17	18.44	71.09	85.74	93.97	451.5	467.1	484.2	181	194.2	204.6	22.32	34.89	36.75	669.2	695.3	724.1	78.79	90.49	95.02	144.6	172.5	187.6	84.92	92.09	97.54
-Biosynthesis	-Development	374.7	447.4	488.7	30.4	32.56	33.09	21.73	24.63	25.02	649.8	688.2	721.6	20.47	21.35	21.88	260.3	362.4	415	189.7	198.7	203	274.9	296	302.9	42.84	45.87	47.2	77.43	81.42	82.48	354	375.1	405.5	630.9	661.2	679.6	399.2	433.2	442.4	548.5	567.1	590.6	718.8	757.1	773.3	2116	2221	2322	59.76	64.3	66.17	27.21	29.66	30.02	2304	2499	2506	18.93	19.96	20.28	211.5	260.8	280.4	844.8	871.2	878.6	296	316.6	332.6	68.34	107.3	129.7	569.6	670.5	695.7	171.9	199.1	228.6	197.3	251	256.1	219.2	336.6	367.3
-Other Enzymes	-Development	111.1	190.3	247.9	7.329	19.77	28.05	7.047	11	13.39	105.6	145.7	183.7	4.865	8.914	11.77	68.03	121.4	216.4	18.55	29.51	59.78	59.95	113	143.5	17.5	24.44	43.59	12.76	19.88	24.59	63.23	89.11	130.1	149.9	210.8	240.7	98.7	129.7	155.4	121.2	147.6	180.3	160.3	246	299.4	312.8	434.6	515.1	10.78	16.28	22.66	6.871	17.53	25.78	134	220	386.7	5.13	7.549	11.65	63.01	105.4	117.2	322.3	742.3	848	62.52	126.3	152.7	29.79	54.88	65.98	201.4	333.6	435.5	53.19	99.73	139.1	85.65	138.5	171.3	52.72	78.15	190.9
Organismal Systems	-Development	541.1	583.3	583.3	43.11	43.64	43.64	43.14	43.15	43.16	425.6	432.2	432.3	24.06	24.06	24.07	205.7	226.5	226.6	400.6	401.4	401.5	498.3	507.7	507.8	103.8	112.2	112.2	147.4	148.3	148.3	2097	2240	2240	327.1	345.5	345.8	280.2	306.1	306.3	201.4	211.5	211.7	468.4	478.6	478.6	472.4	479.4	479.7	167.3	170.9	171	54.9	55.39	55.39	6655	6655	6655	18.08	18.19	18.19	479.4	576.2	576.5	783.3	806.7	807	664.3	694.8	695	405.9	632.8	632.8	1570	1620	1620	502.8	576.9	576.9	1021	1217	1217	555.8	600.7	600.8
