Numerator	Denominator	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
-Nervous System	Cellular Processes	0.01205	0.02711	0.05685	0.01123	0.03524	0.07358	0.007464	0.02067	0.05394	0.01217	0.02392	0.06327	0.006932	0.01587	0.04934	0.008042	0.02225	0.04626	0.01421	0.03362	0.08422	0.01086	0.02767	0.05915	0.01487	0.02871	0.09103	0.01822	0.02845	0.07162	0.0152	0.03327	0.08551
-Sensory System	Cellular Processes	0.0003606	0.003542	0.004628	0.0007471	0.007435	0.01049	0.0005143	0.004084	0.004915	0.0004296	0.003961	0.005578	0.0004053	0.003738	0.004395	0.0002955	0.004488	0.008153	0.0007311	0.006252	0.007686	0.0005976	0.004721	0.005679	0.0003874	0.003397	0.004372	0.0005995	0.003673	0.004856	0.0004948	0.005477	0.006288
-Development	Cellular Processes	0.005614	0.007023	0.01104	0.01043	0.01305	0.02905	0.006275	0.00851	0.01055	0.004938	0.007364	0.01305	0.00908	0.01133	0.01431	0.01015	0.01236	0.01443	0.007997	0.009466	0.01297	0.01281	0.01498	0.01769	0.002465	0.005043	0.009619	0.005135	0.00824	0.01145	0.008646	0.01298	0.01788
-Environmental Adaptation	Cellular Processes	0.0005076	0.003424	0.02881	0.0004385	0.004484	0.01886	0.00057	0.00303	0.022	0.0008942	0.003219	0.02095	0.0003565	0.002489	0.0189	0.0003444	0.001658	0.02048	0.0005685	0.005922	0.03145	0.0004303	0.004084	0.05879	0.0009824	0.006048	0.03665	0.0007371	0.002543	0.06935	0.0009185	0.006184	0.04356
Human Diseases	Cellular Processes	0.362	0.5462	0.6361	0.4505	0.6011	0.7161	0.2763	0.4207	0.5263	0.4664	0.6317	0.7164	0.3075	0.4194	0.4837	0.2733	0.3632	0.4622	0.4638	0.6182	0.7532	0.5388	0.7922	0.8881	0.5395	0.694	0.9542	0.743	0.9982	1.189	0.6548	0.8929	1.032
-Cancers	Cellular Processes	0.03628	0.04875	0.1842	0.04051	0.05319	0.1936	0.03237	0.03955	0.1421	0.04188	0.04863	0.2363	0.02769	0.03321	0.1137	0.02231	0.02639	0.08374	0.05528	0.06842	0.2294	0.04422	0.05352	0.2314	0.07093	0.08796	0.3751	0.06265	0.09076	0.2395	0.04453	0.06067	0.2733
-Immune System Diseases	Cellular Processes	0.01107	0.07458	0.1191	0.02144	0.1266	0.1769	0.009234	0.04219	0.07564	0.01099	0.081	0.1332	0.00597	0.05436	0.08354	0.006558	0.03889	0.05916	0.02318	0.07822	0.1268	0.0232	0.1204	0.1555	0.03894	0.1036	0.1727	0.02341	0.1283	0.183	0.02642	0.1768	0.2248
-Neurodegenerative Diseases	Cellular Processes	0.1482	0.19	0.2257	0.141	0.1783	0.2154	0.09664	0.1282	0.1498	0.1618	0.212	0.2377	0.1251	0.1423	0.1568	0.1004	0.1273	0.134	0.1925	0.2292	0.2583	0.2323	0.2956	0.3371	0.1918	0.2519	0.3004	0.3453	0.4119	0.5348	0.2539	0.3075	0.3881
-Cardiovascular Diseases	Cellular Processes	0.006787	0.04464	0.08677	0.004079	0.02136	0.08727	0.004466	0.02416	0.1041	0.004989	0.03541	0.06425	0.006302	0.02835	0.06723	0.008557	0.03473	0.1116	0.009301	0.03737	0.06873	0.004453	0.03259	0.05599	0.004461	0.03103	0.05398	0.007165	0.04181	0.0966	0.007332	0.04263	0.07295
-Metabolic Diseases	Cellular Processes	1.827e-05	0.0002425	0.04972	4.612e-06	0.0002463	0.04844	1.028e-06	0.0001867	0.05429	2.725e-06	0.000369	0.05106	6.564e-05	0.0001697	0.06454	2.216e-05	0.000154	0.05092	4.803e-05	0.002358	0.0644	7.446e-05	0.0007215	0.1019	4.592e-06	0.0007867	0.03775	8.356e-05	0.0003449	0.1139	4.731e-05	0.0003646	0.09415
-Infectious Diseases	Cellular Processes	0.06839	0.1173	0.1402	0.09397	0.1313	0.1736	0.06532	0.09328	0.1266	0.07856	0.1423	0.1901	0.06319	0.09349	0.1259	0.07091	0.09228	0.1209	0.08327	0.1262	0.1601	0.1059	0.153	0.2535	0.09681	0.1638	0.2028	0.109	0.1704	0.2734	0.08729	0.1835	0.2336
Not Mapped	Cellular Processes	1.282	1.335	1.459	1.115	1.204	1.332	1.014	1.051	1.181	1.436	1.483	1.636	1.116	1.161	1.262	0.8454	0.8749	0.9833	1.58	1.703	1.895	1.628	1.737	1.868	1.788	1.903	2.094	2.051	2.325	2.566	2.033	2.183	2.443
-Not Mapped	Cellular Processes	1.282	1.335	1.459	1.115	1.204	1.332	1.014	1.051	1.181	1.436	1.483	1.636	1.116	1.161	1.262	0.8454	0.8749	0.9833	1.58	1.703	1.895	1.628	1.737	1.868	1.788	1.903	2.094	2.051	2.325	2.566	2.033	2.183	2.443
TOTAL	-Hemoglobin	603700	1279000	1279000	323900	479300	479300	377900	382700	382700	677200	2.617e+10	2.617e+10	832700	1657000	1657000	1622000	2616000	2616000	916400	3.506e+10	3.506e+10	606400	617900	617900	16840	26230	26230	5494000	2.884e+10	2.884e+10	246100	253800	253800
MAPPED	-Hemoglobin	495600	1050000	1050000	269900	399300	399300	310600	314500	314500	556700	2.152e+10	2.152e+10	674800	1343000	1343000	1335000	2153000	2153000	752700	2.88e+10	2.88e+10	500800	510300	510300	13730	21380	21380	4422000	2.321e+10	2.321e+10	198000	204200	204200
Genetic Information Processing	-Hemoglobin	205000	420200	449700	101400	148600	162000	117900	124900	127500	230900	8.7e+09	9.214e+09	228900	441000	475800	408000	636600	693500	344600	1.292e+10	1.366e+10	178900	192400	195600	6209	9358	10020	1581000	8.231e+09	8.883e+09	84360	90330	93130
-Transcription	-Hemoglobin	23450	51660	55470	13390	20470	21730	11980	13070	13930	23630	9.422e+08	1.005e+09	26520	53580	57720	38490	63260	67100	39280	1.551e+09	1.66e+09	14840	16420	17190	693.7	1097	1182	187100	9.973e+08	1.038e+09	7870	8721	8999
-Translation	-Hemoglobin	87480	185700	192000	34320	50830	53320	49140	50750	51430	96480	3.771e+09	3.823e+09	98910	197200	202100	165400	266200	273300	136200	5.239e+09	5.387e+09	72960	74580	76020	2549	3992	4128	619300	3.236e+09	3.405e+09	37340	39000	39560
-Folding, Sorting and Degradation	-Hemoglobin	56480	119600	129900	28100	43380	46250	37180	38800	43570	67550	2.649e+09	2.856e+09	62470	124600	139900	140800	220100	248100	102200	4.047e+09	4.233e+09	63780	68930	76850	1813	2767	3014	460700	2.514e+09	2.706e+09	24070	26070	28970
-DNA Maintenance	-Hemoglobin	31870	61590	76820	23740	33450	41520	17640	20580	22580	37070	1.271e+09	1.612e+09	36360	63580	80920	56780	84660	110000	58990	2.02e+09	2.482e+09	23600	28740	31560	1010	1447	1761	285100	1.353e+09	1.759e+09	13540	15130	17170
-RNA Family	-Hemoglobin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Hemoglobin	11520	26750	36840	6395	10260	13290	7543	9282	11730	14060	5.738e+08	7.794e+08	16460	38760	49360	48330	88270	105800	12930	5.457e+08	7.947e+08	11630	14910	18470	283.8	516.5	699.5	106600	5.886e+08	8.697e+08	4165	5373	6670
-Signal Transduction	-Hemoglobin	3025	7746	13060	2656	3945	5813	1949	2950	4023	3815	1.723e+08	3.316e+08	3566	11740	15460	9118	23240	32720	5837	1.928e+08	3.044e+08	2425	3696	5053	114.4	187	286.3	22480	1.605e+08	3.206e+08	1336	1917	2753
-Signaling Molecules and Interaction	-Hemoglobin	7445	16820	24590	3549	5527	7863	5250	6510	7962	8356	3.596e+08	4.972e+08	10840	25950	35400	35320	55910	76190	7078	3.038e+08	4.903e+08	7934	11460	13420	163	296.9	413.3	67350	4.132e+08	5.491e+08	2501	3347	4150
Cellular Processes	-Hemoglobin	74250	156700	172400	41960	59760	66410	56900	64040	66390	74170	2.829e+09	3.175e+09	127700	248900	270900	311600	464600	537400	85290	3.304e+09	3.677e+09	55610	59400	63020	1432	2313	2578	432500	2.09e+09	2.579e+09	19410	22220	23000
-Hemoglobin	-Hemoglobin	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Vesicular Transport	-Hemoglobin	5872	12620	21040	5293	7248	10170	4281	5614	7096	7987	2.744e+08	4.317e+08	8970	17230	27300	32030	45750	64520	9569	3.935e+08	6.538e+08	9473	11860	14350	150.3	273	442.8	92930	3.701e+08	5.973e+08	2350	3210	4200
-Cytoskeleton	-Hemoglobin	56910	112300	123400	28130	40900	45880	41260	44070	47260	54650	1.996e+09	2.175e+09	94820	179800	196000	220700	341900	391100	56820	2.115e+09	2.331e+09	35590	37370	39110	955	1448	1573	263600	1.304e+09	1.511e+09	12680	13660	14180
-Cell Motility	-Hemoglobin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Hemoglobin	4639	10390	17950	2958	5641	8291	2926	5647	6377	5208	1.888e+08	3.899e+08	5135	12870	22380	7509	20910	33470	8239	3.422e+08	5.932e+08	1996	5190	6256	139.9	270.5	430.4	28190	1.849e+08	2.975e+08	1448	2869	3556
-Cell Communication	-Hemoglobin	5871	12680	14220	2222	3856	5045	5549	6005	10360	5387	2.082e+08	2.298e+08	15090	29050	31380	29830	47530	51830	6282	2.247e+08	2.621e+08	5095	5726	6239	145	215.2	255.1	26480	1.368e+08	1.544e+08	1767	1941	2543
Metabolism	-Hemoglobin	118900	226900	256100	68450	91880	101400	63680	71450	73410	137700	4.874e+09	5.568e+09	192100	344000	377900	319500	453400	523400	193300	6.552e+09	7.393e+09	146100	158600	165100	3425	4857	5360	1473000	7.315e+09	7.819e+09	50720	54520	55360
-Membrane Transport	-Hemoglobin	1185	2580	4162	268.6	679.5	1104	365.8	594.2	881.8	844.3	29000000	62510000	1058	2391	4052	2040	4298	6329	960.6	37420000	79390000	916.8	1413	1982	22.49	46.47	70.47	7484	50740000	94910000	176	372.1	498.8
-Central Carbon Metabolism	-Hemoglobin	13940	29020	39880	10270	13320	17160	8449	10160	14060	21170	6.076e+08	9.064e+08	25770	43430	64930	48670	70560	96130	26990	9.176e+08	1.132e+09	17850	21750	25340	471.4	644.5	801.2	230000	9.616e+08	1.323e+09	6702	8279	10800
-Energy Metabolism	-Hemoglobin	4918	11210	18460	3503	4898	7939	2623	4050	6053	4863	2.322e+08	3.879e+08	5275	20700	25070	15240	30940	40270	7682	2.749e+08	5.321e+08	4773	6475	10970	145.4	238.3	457.4	62660	3.333e+08	6.068e+08	2105	2415	4695
-Biosynthesis	-Hemoglobin	30170	51430	76030	13060	20660	26800	14220	17540	20110	34490	9.895e+08	1.404e+09	47610	59520	103000	74180	99430	139800	45850	1.36e+09	2.097e+09	38500	44430	50380	809.4	1083	1371	369900	1.814e+09	2.269e+09	12140	14190	15350
-Other Enzymes	-Hemoglobin	54440	118500	131100	30350	42530	54450	32500	34940	42140	68150	2.384e+09	2.935e+09	80550	165200	215600	143700	232500	266500	92690	3.566e+09	3.953e+09	74610	78560	92870	1667	2620	2928	670300	3.136e+09	4.09e+09	23840	27080	31870
Organismal Systems	-Hemoglobin	17290	52030	68480	11150	19140	28170	11020	17950	21600	18940	9.496e+08	1.572e+09	25820	67100	81580	60500	138000	162600	23230	1.216e+09	1.737e+09	23720	34560	40190	397.5	935.1	1541	154100	1.06e+09	1.267e+09	6098	10050	13270
-Immune System	-Hemoglobin	3114	11780	32590	2241	5044	14210	1853	4586	9392	3437	2.128e+08	7.387e+08	3683	14060	33550	13140	33610	57470	3852	2.193e+08	7.962e+08	4895	9446	17550	69.42	188.3	865.8	24750	2.326e+08	5.511e+08	1163	3125	6688
-Endocrine System	-Hemoglobin	1554	6114	13500	990.5	1964	2913	1073	3616	4128	1733	77190000	4.05e+08	2123	7399	13720	5564	21420	39060	2694	1.247e+08	3.637e+08	3157	9620	11740	32.96	151.4	236.9	17440	1.476e+08	2.274e+08	820.9	1749	2449
-Circulatory System	-Hemoglobin	2149	4388	5519	850.6	1599	2120	1828	2070	2231	1324	45550000	70410000	3819	7734	10420	7953	12750	16660	2188	71890000	1.335e+08	998.6	1653	1817	34.42	61.51	81.71	10150	39880000	1.09e+08	562.4	904	1092
-Digestive System	-Hemoglobin	2770	4595	10960	1046	1471	2445	1732	2099	2847	2847	76640000	2.241e+08	3733	8159	16660	6876	11720	22380	3212	1.413e+08	2.189e+08	3082	4474	7020	80.39	119.1	173.9	27200	1.209e+08	2.333e+08	744.1	1087	1541
-Excretory System	-Hemoglobin	1976	2715	4621	1015	2331	2835	1039	1459	2916	2398	38070000	93200000	2407	3528	7478	5669	9122	18220	3354	48140000	1.295e+08	1039	3785	5821	46.98	64.58	140.8	27810	41330000	1.311e+08	374.2	604.3	1589
-Nervous System	-Hemoglobin	1191	3242	8908	516.9	2340	4416	478	1176	3204	1144	39470000	1.799e+08	1042	3018	12290	3305	8637	23560	1468	56320000	2.711e+08	717.4	1539	3406	26.3	59.68	196.8	8413	46230000	1.718e+08	370.8	747.3	1736
-Sensory System	-Hemoglobin	58.26	310.4	647.5	48.99	341.1	617.7	29.7	266.9	287.8	127.2	1259000	15620000	108	534.1	1064	157.8	1492	3826	132	2416000	23910000	36.67	293.3	328.6	0.9335	6.203	9.714	881.8	1315000	10730000	11.06	118	127.7
-Development	-Hemoglobin	473.4	1159	1424	467.3	816.8	1741	395	490.7	706.7	389.5	17190000	30350000	1228	2582	3534	3334	5868	7685	749.6	29400000	40780000	780.8	889.6	1169	4.027	12.83	26.06	2592	16610000	25330000	198.8	294.9	436.2
-Environmental Adaptation	-Hemoglobin	40.19	536.5	4523	20.19	291.8	1127	36.51	175	1252	81.37	2899000	59260000	48.22	619.4	4705	113.1	781.4	9516	54.75	4611000	1.048e+08	25.44	253.7	3269	1.605	15.33	85.71	359.8	2023000	1.449e+08	19.95	127	884.1
Human Diseases	-Hemoglobin	30530	72150	105300	20670	31330	43890	17980	26940	30910	40100	1.464e+09	2.125e+09	43250	88270	131300	90810	151800	222100	46170	1.944e+09	2.512e+09	33960	45210	53980	908.5	1557	2208	375000	1.893e+09	2.609e+09	14600	19390	22870
-Cancers	-Hemoglobin	3201	8404	26100	1859	3462	11100	1932	2550	8496	3516	1.185e+08	6.613e+08	4090	8943	27370	7415	13880	37140	5323	1.926e+08	7.426e+08	2787	3318	13870	115.9	223	806.7	31620	1.685e+08	4.487e+08	967.2	1395	5601
-Immune System Diseases	-Hemoglobin	821.6	8631	13910	899.7	7443	9886	550.1	2699	5039	815.4	1.168e+08	2.648e+08	762.4	10310	15460	2043	17770	23160	1977	1.961e+08	3.053e+08	1321	7586	10270	55.77	239.2	313.5	10120	1.606e+08	3.461e+08	512.7	3942	5043
-Neurodegenerative Diseases	-Hemoglobin	11730	30150	34770	6430	10800	13480	6189	7381	9195	13260	5.997e+08	7.163e+08	16920	35160	43450	32950	57550	71650	19130	7.078e+08	9.209e+08	13730	17020	19570	320.3	535.3	724.1	166500	8.905e+08	1.193e+09	5514	6671	7702
-Cardiovascular Diseases	-Hemoglobin	572.4	4912	14570	288.8	978.5	5463	290.6	1619	6270	415.6	84550000	1.998e+08	886.4	4822	17760	2844	12450	55600	925.9	60190000	2.502e+08	280.6	1981	3326	7.512	58.37	139.2	3617	64170000	2.242e+08	163.5	957.6	1657
-Metabolic Diseases	-Hemoglobin	3.068	33.26	7805	0.2887	10.34	2895	0.06684	11.12	3089	0.3641	8553	1.445e+08	17.78	42.23	16070	8.623	76.7	23720	9.493	176100	2.147e+08	4.562	45.47	6024	0.01168	1.325	64.95	81.79	200000	1.205e+08	1.075	7.489	2045
-Infectious Diseases	-Hemoglobin	6689	12170	20990	4312	7321	10370	4377	5726	8111	10550	2.547e+08	5.205e+08	11200	17790	28340	28960	39680	52700	9174	3.301e+08	5.828e+08	6564	8812	15060	219.2	290.5	456.2	66570	2.987e+08	6.346e+08	2129	3770	5306
Not Mapped	-Hemoglobin	108100	229000	229000	54020	79940	79940	67330	68180	68180	120400	4.655e+09	4.655e+09	157900	314100	314100	287300	463300	463300	163700	6.263e+09	6.263e+09	105600	107600	107600	3109	4844	4844	1072000	5.628e+09	5.628e+09	48080	49580	49580
-Not Mapped	-Hemoglobin	108100	229000	229000	54020	79940	79940	67330	68180	68180	120400	4.655e+09	4.655e+09	157900	314100	314100	287300	463300	463300	163700	6.263e+09	6.263e+09	105600	107600	107600	3109	4844	4844	1072000	5.628e+09	5.628e+09	48080	49580	49580
TOTAL	-Vesicular Transport	52.22	69.28	101.3	44.52	53.66	65.62	45.79	65.77	85.69	47.9	76.38	88.69	51.2	68.17	92.83	36.17	45.45	56.88	47.7	66.02	89.11	41.24	49.95	62.59	53.88	72.19	96.07	44.66	57.87	71.16	53.36	72.79	98.76
MAPPED	-Vesicular Transport	42.87	56.88	83.19	37.1	44.71	54.67	37.63	54.05	70.42	39.38	62.8	72.91	41.49	55.24	75.23	29.77	37.4	46.8	39.18	54.23	73.2	34.06	41.26	51.7	43.93	58.86	78.32	35.95	46.58	57.27	42.93	58.57	79.47
Genetic Information Processing	-Vesicular Transport	18.36	25.24	35.84	13.81	16.83	21.8	15.08	22.25	28.55	16.86	27.55	30.62	14.64	20.05	26.82	9.709	12.02	15.06	18.61	26.13	34.72	12.47	16.01	19.82	20.58	28.88	36.96	13.51	17.45	22.02	19.12	26.71	35.03
-Transcription	-Vesicular Transport	2.111	2.985	3.994	1.95	2.456	2.804	1.491	2.281	2.799	1.724	2.949	3.357	1.656	2.367	3.005	0.8747	1.153	1.392	2.12	3.079	4.104	1.056	1.369	1.705	2.256	3.215	4.56	1.544	2.073	2.697	1.834	2.554	3.362
-Translation	-Vesicular Transport	7.745	10.43	14.89	4.722	5.705	7.13	6.097	8.904	11.36	6.997	11.32	12.93	6.182	8.338	11.38	3.749	4.652	5.882	7.305	10.18	13.5	4.978	6.143	7.578	8.404	11.42	14.95	5.158	6.664	8.251	8.229	10.96	15.39
-Folding, Sorting and Degradation	-Vesicular Transport	5.367	7.638	9.619	4.03	5.379	6.247	4.825	6.972	8.928	5.228	8.342	9.632	4.326	6.117	7.262	3.584	4.27	5.221	5.811	8.158	10.52	4.563	6.169	7.19	6.263	8.972	11.04	4.191	5.28	6.646	5.653	8.271	10.01
-DNA Maintenance	-Vesicular Transport	3.133	3.871	6.204	3.107	4.058	5.721	2.665	3.493	4.797	2.914	4.181	5.756	2.428	2.977	4.852	1.387	1.722	2.407	3.09	4.25	6.177	1.645	2.468	3.099	3.661	4.333	6.414	2.265	3.232	4.395	3.407	4.267	6.265
-RNA Family	-Vesicular Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Vesicular Transport	1.316	1.671	2.26	1.208	1.327	1.431	1.11	1.615	1.992	1.259	1.836	2.348	1.259	1.753	2.374	1.156	1.626	1.93	0.8904	1.166	1.659	0.958	1.291	1.526	1.132	1.699	1.961	1.123	1.426	1.59	1.092	1.654	1.89
-Signal Transduction	-Vesicular Transport	0.3921	0.5654	0.7178	0.4846	0.5393	0.597	0.3375	0.4927	0.6711	0.4711	0.6414	0.9711	0.3492	0.5903	0.7455	0.2765	0.4524	0.5966	0.3876	0.4655	0.6214	0.2405	0.3305	0.4207	0.4818	0.6302	0.7619	0.2419	0.474	0.5773	0.4362	0.6481	0.7019
-Signaling Molecules and Interaction	-Vesicular Transport	0.7993	1.175	1.638	0.5541	0.8045	0.8721	0.7725	1.172	1.518	0.748	1.219	1.521	0.8286	1.295	1.693	0.8372	1.189	1.405	0.4873	0.75	0.9457	0.6536	0.961	1.186	0.6502	1.058	1.199	0.7094	0.9284	1.135	0.6556	1.043	1.205
Cellular Processes	-Vesicular Transport	7.037	9.679	12.41	6.276	7.628	8.28	7.714	11.32	12.93	5.81	9.286	9.708	8.359	11.51	14.24	7.215	9.312	10.15	5.002	7.119	8.398	4.147	5.007	5.865	5.208	7.221	8.474	3.993	4.856	5.463	4.835	6.442	7.898
-Hemoglobin	-Vesicular Transport	4.082e-05	6.659e-05	0.0001323	9.29e-05	0.0001369	0.0001834	0.0001196	0.000174	0.0002239	1.83e-09	3.388e-09	0.0001235	3.09e-05	5.556e-05	9.792e-05	1.383e-05	2.174e-05	3.032e-05	1.36e-09	2.347e-09	7.983e-05	6.675e-05	8.237e-05	0.0001013	0.002054	0.003369	0.004903	1.549e-09	2.467e-09	1.056e-05	0.0002103	0.0002868	0.0003892
-Vesicular Transport	-Vesicular Transport	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Cytoskeleton	-Vesicular Transport	5.035	6.551	9.543	4.101	5.324	5.747	5.655	7.4	9.869	3.981	6.284	6.884	6.055	7.763	10.87	5.369	6.357	7.562	3.178	4.13	5.923	2.577	3.038	3.757	3.232	4.095	5.831	2.34	2.777	3.522	3.081	4.045	5.044
-Cell Motility	-Vesicular Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	0.4842	0.9222	1.143	0.4308	0.8894	0.9942	0.395	0.8653	1.126	0.4482	0.9033	1.301	0.4057	0.8632	1.098	0.2178	0.5155	0.6429	0.4892	1.075	1.201	0.1626	0.4478	0.5543	0.4794	1.079	1.306	0.2977	0.5725	0.776	0.3823	0.7697	1.108
-Cell Communication	-Vesicular Transport	0.5176	0.8762	1.045	0.3473	0.4687	0.7562	0.664	1.078	1.525	0.381	0.6566	0.8105	0.8975	1.478	1.769	0.5897	0.9045	1.219	0.3349	0.5015	0.6993	0.3475	0.484	0.5671	0.4859	0.7935	0.8594	0.2119	0.324	0.515	0.3715	0.6369	0.8265
Metabolism	-Vesicular Transport	9.261	14.41	20.24	9.038	11.59	13.56	7.619	12.81	16.44	8.919	16.38	19.25	10.63	16.11	21.41	6.269	9.094	11.44	8.913	14.19	18.78	9.753	12.88	16.73	9.977	15.19	19.3	11.33	15.56	19.04	10.66	15.64	21.33
-Membrane Transport	-Vesicular Transport	0.1053	0.2068	0.2801	0.03864	0.1026	0.1128	0.04377	0.1158	0.1757	0.05307	0.1354	0.2278	0.07387	0.1545	0.2248	0.05277	0.09947	0.1303	0.05091	0.1215	0.1805	0.06579	0.1404	0.1788	0.07463	0.1648	0.2278	0.07257	0.1469	0.1974	0.037	0.116	0.1756
-Central Carbon Metabolism	-Vesicular Transport	1.251	2.129	3.211	1.246	1.814	2.457	1.072	1.77	2.637	1.576	2.168	3.368	1.732	2.598	3.776	1.079	1.49	2.126	1.277	2.032	2.921	1.245	1.865	2.38	1.324	2.242	3.302	1.61	2.544	2.734	1.409	2.324	3.813
-Energy Metabolism	-Vesicular Transport	0.5306	0.7957	1.462	0.4353	0.6757	1.038	0.4331	0.7234	1.257	0.4353	0.7209	1.35	0.4033	0.7584	1.41	0.3612	0.5224	0.8755	0.4205	0.7789	1.352	0.3852	0.5274	1.056	0.3579	0.8069	1.219	0.6601	0.9352	1.48	0.5366	0.9567	1.626
-Biosynthesis	-Vesicular Transport	2.273	3.889	5.271	1.919	2.952	3.267	1.796	3.039	4.097	2.207	3.89	4.687	2.273	4.251	5.976	1.375	2.19	2.684	1.85	3.425	5.003	2.613	3.754	4.998	2.224	3.893	5.367	3.037	4.548	5.613	2.774	3.782	5.946
-Other Enzymes	-Vesicular Transport	4.836	7.607	10.38	4.705	5.823	6.856	3.983	6.647	7.823	4.362	8.841	9.213	5.195	8.321	11.2	3.232	4.646	5.517	4.957	7.4	9.408	5.032	6.684	7.876	5.415	8.172	9.596	5.411	7.576	9.188	5.457	8.417	9.939
Organismal Systems	-Vesicular Transport	1.974	3.254	4.386	1.778	2.782	3.379	1.621	2.891	4.172	1.695	3.461	4.441	1.974	2.974	4.1	1.434	2.52	3.093	1.599	2.71	3.538	1.856	2.887	3.652	1.586	3.453	4.65	1.624	2.434	2.842	1.598	3.105	4.42
-Immune System	-Vesicular Transport	0.4054	0.9293	1.956	0.4105	0.7634	1.704	0.3123	0.798	1.673	0.3662	0.8924	2.235	0.4106	0.723	1.572	0.3113	0.7619	1.096	0.2819	0.5887	1.546	0.4032	0.816	1.48	0.301	0.7882	2.701	0.2607	0.6597	1.27	0.3049	0.9035	1.918
-Endocrine System	-Vesicular Transport	0.1775	0.5513	1.041	0.1646	0.2622	0.3572	0.1579	0.4744	0.8873	0.1726	0.7413	1.191	0.1674	0.4293	0.7279	0.1319	0.5305	0.6689	0.1855	0.4749	0.9207	0.24	0.6742	0.9591	0.1315	0.4866	1.007	0.1837	0.3641	0.5409	0.2154	0.4459	0.8343
-Circulatory System	-Vesicular Transport	0.2085	0.3103	0.366	0.156	0.2085	0.2618	0.267	0.3501	0.4491	0.1055	0.1984	0.2255	0.2851	0.3623	0.5317	0.2024	0.2303	0.3404	0.1168	0.1971	0.2956	0.08578	0.1164	0.1851	0.1048	0.221	0.2454	0.07962	0.1474	0.2427	0.1339	0.2467	0.3518
-Digestive System	-Vesicular Transport	0.306	0.4624	0.7147	0.1764	0.2372	0.3347	0.2582	0.3418	0.5889	0.2308	0.4762	0.7646	0.3822	0.4678	0.9002	0.163	0.2742	0.4595	0.2196	0.3036	0.5063	0.2599	0.4419	0.6399	0.3207	0.3797	0.5893	0.228	0.3176	0.4795	0.2134	0.3387	0.4772
-Excretory System	-Vesicular Transport	0.139	0.2155	0.4934	0.1537	0.2836	0.4403	0.1653	0.2197	0.5194	0.129	0.253	0.5796	0.1347	0.1924	0.5427	0.1239	0.1983	0.3321	0.113	0.2416	0.3288	0.09925	0.2526	0.4849	0.1522	0.2014	0.4393	0.09896	0.203	0.4132	0.1271	0.162	0.4556
-Nervous System	-Vesicular Transport	0.1137	0.2546	0.7056	0.08314	0.2822	0.5771	0.08216	0.2039	0.7173	0.1047	0.1911	0.5943	0.07454	0.207	0.7024	0.07163	0.1988	0.4368	0.08615	0.2309	0.689	0.05001	0.1624	0.2903	0.1032	0.1938	0.7211	0.08453	0.1381	0.3161	0.09453	0.2143	0.6205
-Sensory System	-Vesicular Transport	0.00412	0.02493	0.05345	0.005949	0.05163	0.08075	0.005724	0.03245	0.06694	0.004062	0.02746	0.05239	0.005143	0.03125	0.05911	0.002769	0.04179	0.07643	0.00531	0.03127	0.06354	0.003124	0.01958	0.03102	0.003075	0.01823	0.04165	0.003244	0.01524	0.02218	0.003188	0.03093	0.04966
