KO number	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
K10088	1221538.3	640857.76	2422330.6	5824292.4	1586155.1	3216839.9	2780833.1	1882432.1	558807.99	3654397	859980.53
K14008	1491975.3	1812073.3	3167476	4163096.7	1738398.7	5111194	3131135.9	2300968.4	333852.82	3351884.6	627066.91
K13249	17190145	11543284	31830880	22700329	14326494	26628003	15305939	19842049	4287026.5	40022370	5563306.6
K13250	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13251	5679099.8	3288801	4778301.9	1849702.1	1494646.8	5349893.7	7075207.2	905033.48	4092707.6	3393936.7	3940807.1
K04571	92202356	29647921	1.1414174e+08	82357635	36278683	90790020	1.0690673e+08	39897378	37894251	1.0541999e+08	35604644
K14009	41062611	19341432	88854908	96803539	90183559	1.3795879e+08	1.3448391e+08	33213993	16522105	1.3059428e+08	21021667
K14010	5652224.2	1646865.7	11834970	4157590.9	38670090	16535178	5613210	8126118.1	868952.85	6835717.5	3941181.2
K11519	4255261.9	3019468.6	25929637	59037993	9934878	8759753.3	5175373.6	3709827.3	693291.67	5873654.6	4406335.4
K13989	3045596.3	1352759.5	2670900.6	3082200.2	5581025.9	7717205.8	17554773	1759682.6	1043063.5	3520136.2	1415697.3
K14011	1325213.7	1052176.9	4256972.4	1901232.2	1041646.1	5379473.5	7935470.3	441527.43	958469.06	6907676.2	990313.43
K14012	10446106	11147552	42937639	9473028.2	27992663	41246940	18079315	15430311	7537001.2	16430298	7444159.3
K14014	1759785.7	415689.9	3911802.3	5227764.9	2593935.7	2199726.4	4926941.7	2083245.5	653068.92	2786504	606660.63
K13525	90248844	69146035	2.6774351e+08	1.0574616e+08	97536418	3.0684916e+08	1.4988813e+08	88255273	49375445	1.5649886e+08	43721925
K14015	6470367.2	5852395.7	14419191	10984275	6063261.7	12492568	8483197.8	6503095	2616017.5	14594169	4712215.8
K14016	8438736.2	6420924	31015717	15922353	8168410.1	15028892	16046545	7684206.3	9770208.3	11998273	4236645
K13719	562499.5	936095.01	1819077.7	1543720	935548.3	1399021.2	3651335.5	347729.54	3500968.5	1415209.7	763664.32
K14018	5739099.9	4155134.9	20133100	5401678	4508713.4	6270233.9	6027177.7	1989163.6	1977163.8	6750306.4	3154801.4
K10839	49680967	26935112	1.0476865e+08	73261797	21112547	63761316	89710570	31602324	26937930	97461940	43523406
K04523	30856109	19734597	56035586	63644535	31635047	72588718	99531023	21039086	14746092	61486520	25175720
K01456	192995.36	778054.97	801695.05	259020.4	496359.57	1122838.4	1499435.2	345870.58	1460072.5	1252579.3	288253.66
K11863	148305.68	1758239.5	2855861.3	1946768.1	461729.67	262849.98	1426812.7	107103.31	138176.17	1440000	265763.83
K10597	1408432.7	974497.77	6372701.9	2282026.6	902636.44	2009166.1	3936924.6	736401.35	1186552.2	1849728.5	393302.07
K08860	14424509	4846094.5	41972429	31623028	16114440	36217434	35963836	7847307.6	4462855.7	14165412	9208816.3
K14019	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	22725.532
K02161	48685.429	443336.53	107325.05	43378.635	23293.166	44537.587	139455.12	1650.5029	24398.08	88595.657	85659.835
K14020	451263.55	286470.8	2391132.6	1909197	596303.03	12224844	702793.33	3701224.2	109801.96	1852370	63855.916
K07765	29918.081	0.79902021	0.79902021	37638.982	157660.75	123750.09	0.79902021	0.79902021	0.79902021	112399.8	0.79902021
K08852	2521.9955	65366.472	243072.9	243395	81343.567	79751.418	92445.782	21882.466	9222.2304	877272.62	39752.56
K03173	1661032.3	639558.14	4108837.6	2564533.2	1386537.4	2996871.2	1896925.5	387802.56	585533.38	1827445	1278086.8
K04426	3313515.6	41601.663	7306716.8	4219577.8	2010919.1	236890.37	299278.75	204666.24	680011.68	323950.05	176105.84
K04431	218883.54	353823.31	307597.1	180899.39	117489.33	367774.26	1103774	105112.01	423671.83	472354.42	123476.86
K04440	2215988.5	3359324.3	10525236	5062048	2135798.5	6828141.5	13373400	2787283.1	2417163.5	5641389.5	2844865.9
K02159	2290067.4	2072882.3	27596973	10430511	10035245	15673373	21217972	8030135.5	1817959.3	9222368.3	7640849.7
K14021	2605703.1	1511582.5	1487977.3	4034696.5	1603334.4	3765191.3	4301998.9	1137957.4	342660.06	4110185.8	1428764.5
K01367	5435560.4	15422316	22939638	53713194	20341977	57117102	13148685	19122641	8964859.4	30048955	7199167.8
K03853	17656643	504489.98	79622670	2597502.8	32313292	49057004	23644616	2477129.3	2254866.3	4380964.3	15248251
K04741	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10661	331546.31	64863.119	516519.73	810985.99	1150187.2	1395357.5	759949.98	675064.86	74712.443	1114935.8	374574.29
K10578	218818.41	263809.19	1546980.1	871565.12	378990.32	793389.39	487295.21	196850.67	161542.49	256952.51	349986.73
K04554	434586.39	124579.96	318930.1	1256030.9	313251.58	1038626.4	2154355.3	104760.62	669056.16	538835.05	117475.29
K10575	5353310.8	5533863.2	9899105.5	4548762.8	5899184.2	6450333.6	20132688	2208528.5	12719495	5160830.4	4090073.8
K04555	15646716	2581890.6	5388261.9	7671828.9	6437782.7	15377248	36491623	7076175.5	14569617	2862304.5	2386386.7
K14022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10601	617281.47	448180.37	781312.46	2947699.7	810861.42	1872386.3	680096.64	1606916.2	185462.49	1426945.2	489120.49
K10666	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	56672.845	0.79902021	13725.965
K14025	512677.57	296424.28	903878.61	2309395.9	1139037	814117.29	536179.58	116336.68	499501.25	1521732.7	515178.29
K14026	1267197.9	1294026.3	2541458.9	7220617.5	4837136.6	8133393.6	3479538	2615511.5	395552.66	4351909.8	1032456.5
K14027	296239.7	43299.547	184787.05	188712.95	120068.49	31419.596	54735.487	57609.881	38381.58	1288599.7	108876.65
K10636	648596.08	475628.41	1158158.3	143718.55	449796.05	370846.87	669578.43	542550.84	1219660.1	477653.23	346990.58
K06689	39344678	10622288	73983748	61147058	47735650	55063366	79544698	24642348	16306532	64818826	27956635
K03868	26844683	19096209	37028389	19000277	11539660	34426988	53136975	28071381	13687670	45356632	5281668.6
K03347	3956169.5	1676332.8	2430668.3	7758973.8	3127551	5369998.8	13082415	2082256	5020155.2	5335030.8	2415322.6
K03094	12869335	16136856	17619343	15455048	13756469	28542965	33285272	26463462	9404575.6	10588882	8742909.8
K10099	1304739.3	156837.21	1037672.1	183410.48	348168.43	7668066	811995.31	71680967	93509.993	3665763.1	77579.809
K10100	341346.15	154349.7	1130105.4	1516473.6	126207.89	475418.71	689677.07	89899.159	270543.62	1206425.1	1136588.3
K08504	8781935.3	1478561.8	4608230	5330484.7	7046086.9	10167527	6167419.6	1236795.3	2814563.4	17495254	3136787.2
K04560	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08486	1124943.7	1687841.4	4913454.7	1790072.3	1325102.8	4747543.2	4649758.2	1144706.3	816182.85	2737909.2	969252.19
K13502	3024499.4	2044202.5	3923270.6	7505906.2	6543840	11597783	8971693.7	3036338.8	856561.59	13616479	733041.23
K08487	84417.238	17389.032	273979.8	0.79902021	6068.6925	92422.084	0.79902021	66371.957	0.79902021	751539.81	0.79902021
K08488	1732031.9	2863568.8	9871628.6	3041040.4	4060631.1	10977955	13949990	4231029.8	3016510	5731692	1474920.1
K08489	596945.75	903609.49	2339985.8	6591250.7	328883.2	1866545.5	1842518.4	249216.29	342625.46	3069712.8	437427.12
K08490	927923.95	659935.1	3395934.9	8149141.4	3256368.6	4473301.4	4817773.4	1642768.1	533581.08	8396717.2	832622.24
K08491	173084.44	1101756.7	3301757.4	1141767.9	2063083.7	5907992.8	1165986	412308.45	179332.37	3755757.1	3324838.7
K08492	177249.75	400306.72	436055.54	661646.14	488321.18	562657.47	395443.49	257809.65	127424.87	440007.36	188390.52
K08493	1477979.4	1602472.4	7036373.6	5570285.2	3999094.8	3570084.9	2972940.4	1264743.5	681406.77	8631493.2	1317543.4
K08495	2486234.6	1714883.2	4746590.9	3470827.2	2368268.9	3198433.3	4942265.3	2136931	558564.04	8680805.4	797735.06
K08496	3048718.9	2965700.9	4734315	8400704.2	3598493.9	6816954.6	1526961.6	4975340.4	3908572.3	5595731.3	2984422.7
K08497	2930238.4	3172047.8	6708378.8	9826773.3	2604871	3980756.4	4011762.1	1268582.9	827489.29	11277339	1288827.3
K08498	2629078.2	910599.13	3643603.2	7868578.8	1923651.9	3757939.5	2927595.3	2006440.4	557618.04	6108902.5	692326.73
K08501	1027751.2	2537859.7	3764325.6	1138299.8	2128532.1	4223739.5	3082670.5	559223.48	271319.39	4688403.6	4926247.6
K08502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08505	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08507	455969.66	957918.19	888884.66	4676643.7	663965.02	449373.18	534690.72	419183.16	357711.36	1990677.7	581371.12
K08508	2531071.6	2477912.1	7602027.7	2146887.7	2889398.8	9516863.6	14228709	2531855.2	3201273.1	1045908.8	1036235.8
K08509	2404621.4	1379996.7	10311850	5083610.9	2606240.2	5379769.6	6648635.8	290192.19	12701077	4008851.3	709005.1
K08510	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13504	218880.24	1207090.8	3580462.9	554377.82	1656689.1	2806401.5	9520782.8	581871.07	279169.17	969011.93	275964.12
K13505	12127032	3307201	22854662	14719340	23224635	65324308	41331247	11460808	6638001	26493998	6869212.8
K08512	17292005	1441147.8	5096495.6	44252655	1854932.6	4094799.2	19921632	9047218.4	6483694.6	26460003	1282704.3
K08513	1320598.1	1475508.7	590578.78	0.79902021	72359.489	468520.13	138223.58	1833328.5	143483.16	409359.83	217419.71
K08514	1301012.2	1316061.7	573067.61	547086.7	3912154.9	2107066.8	760820.48	245720.26	82070.355	481348.37	238427.33
K08515	4021107	3802451.1	20266753	7361198.8	2984631.7	17221334	9350663.5	907317.89	3557104.4	6656900.9	2165870.3
K08516	9861089	9344919.3	49691810	27574969	14769007	50590771	22063353	11585884	4564453.9	18781679	8431315.4
K08517	33191675	15364727	60251953	1.0067348e+08	16529220	48182610	48523981	15482639	6544026.2	80362115	7274422.8
K13813	756976.41	2879848.6	5615677.4	1692934.6	1610515.6	9083575.3	13398963	3001469.3	1569789.2	9361168.5	1885059.8
K08518	96228.92	85017.089	536417.07	218350.59	98779.462	607686.67	1221856.4	35229.031	510827.56	163447.7	63939.405
K08519	493175.37	344418.61	1659867.8	6679658.7	3490494.5	8939997	2991827.8	2712911.3	77338.552	14148012	117250.13
K08520	220981.83	133302.98	384156.74	589570.16	371103.05	320944.6	2470569.4	159696.56	18233.08	1007531.3	282479.67
K03178	42091381	54401047	1.1778689e+08	95605433	44345348	1.491076e+08	2.0285664e+08	38024972	12670685	1.0905076e+08	38970040
K10684	17017065	23210985	47612304	33649325	48023223	28985140	88151891	14962681	15189569	30271467	6705673.9
K10685	9693569.5	15366345	20995302	16708317	17530098	10633682	62075531	12412010	11412732	11548142	2913119.3
K10686	5191401.3	4030699.2	12170912	2987331	4326665.5	17713664	23641674	4973826	2398642.7	27546268	6287914
K10698	26978.478	183504.75	33074.046	104589.32	10396.983	3649035	6709.6971	76425.467	8607.5029	40260.054	7177.2865
K10699	3659792.3	5165832.2	20657676	10508571	4590192	7649127.3	8062245.1	5125264.7	4226859.4	12256685	7084272.2
K10573	10316322	4205494.6	16696702	13559851	9219999.2	18647582	20405658	3285933.9	6946652.9	5105193.3	3065084.5
K10574	2584861.8	2263301.1	1616134.5	1314129.5	597212.97	1970349.2	958115.89	1283301.4	2698683.7	1084906.3	1270290.9
K06688	4391196.8	958836.2	25122002	55433288	8620264.7	20495276	11053297	599358.88	30858.62	3433614.7	2557597.3
K10687	183984.81	2356058.8	618076.86	923984.56	279612.56	1089929.2	2138265.3	664416.75	1648815.5	2446318	567162.4
K10576	6399198.8	1807053.7	18678042	9424550.2	7260544.1	30523929	21031084	5729168.6	1527779.3	5585368.3	4051525.7
K04552	66355588	42713900	2.2562968e+08	99611918	52052231	97020864	1.8117971e+08	55856103	1.7412474e+08	84742617	39721165
K04553	23375.031	428952.91	600968.46	1949502	383019.68	9917427.3	186959.56	323372.97	16251.519	61953.684	414113.57
K10579	36548398	17713973	21230864	45992404	36350741	45420297	1.1742283e+08	18222974	12990981	62073086	19213883
K10580	57861036	49940949	1.4061293e+08	1.2004332e+08	70054452	1.4062625e+08	1.961368e+08	70464282	53428539	1.5079468e+08	54271298
K10581	2824602.6	2033764.1	6588565.5	3950304.7	2657798.5	6928415.8	13413503	2184105.2	1753112.6	3807156	652166.49
K10582	1838521.7	942719.24	4071088.6	4906106.5	1099819.1	1800192	5490376.6	593226.5	855045.35	1593664.2	175129.07
K02207	6005934.5	4551958.1	26553015	6142577.5	7362401.7	2925523.6	6817175.3	3365143.2	3853634.6	4890017.5	3755430.5
K10583	1631603.4	3526765.8	14991018	4675364.8	7509480	3363200.1	17810348	167067.34	10849853	451644.08	5721751.7
K10688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10585	5072294.8	924477.75	29441337	30175326	8683435.3	27196644	24356597	10632306	1343487.9	12339379	3365272.3
K04649	13225727	5266506.3	56869410	22531966	6423558.3	28609699	51728782	11292248	17061115	29600742	13911084
K10586	299953.54	180690	1191370.7	1239897.4	552532.86	748157.49	1253571.8	377766.48	509569.57	451800.72	256733.77
K10587	1258868.8	4613190.9	8386437.8	3431732.9	2741805.9	3272059.3	5354089.7	1207877.1	1239191.6	5660664.3	1583520.9
K10588	41369.632	385976.75	89589.706	251473.63	205926.16	411013.21	150054.77	187321.07	31770.623	310716.33	162240.41
K10589	1265399.7	796998.76	2465826.2	3429707.2	2053824.6	5626073.9	5490229	625154.09	746277.97	5462234.6	2055499.8
K04678	70506.564	32253.482	667900.76	729438.56	131092.77	393219.68	559983.87	54658.602	59384.244	332087.47	463459.99
K05632	708985.9	860176.12	2443861.6	2256197.4	1428387.5	3747629.3	2745636.1	994790.15	761761.13	1035717.3	423667.75
K05633	49583.071	568.92519	31535.955	130980.27	0.79902021	63197.068	53734.834	348.38	0.79902021	78637.969	23329.051
K05630	176292.9	17634.61	194475.45	605486.12	129380.04	180911.97	232886.96	53935.938	93806.426	446574.1	35229.319
K10590	512983.52	832940.34	4131198	4267694.3	1551687.9	1880525.5	2189002.7	1164036.8	417496.81	892484.6	876875.86
K10591	2699.5065	0.79902021	52390.95	10112.976	70155.082	81637.252	0.79902021	0.79902021	0.79902021	282629	0.79902021
K13305	322234.58	218883.4	649477.8	306387.96	451002.61	1035386.8	884269.68	147797.08	169164.18	811315.76	416425.41
K10592	2745961.1	4325606.1	6845141.2	7012248.6	3902147.7	11435319	10059963	1817865.6	911910.84	7882348.9	1765066.4
K10593	1177798.2	1315918.5	2192236.4	2195735.2	740249.16	992174.53	3669008	243223.74	706914.46	2314835.7	399685.9
K10594	87913.92	118832.75	192648.18	398519.77	67056.718	318456.27	104283.67	158523.65	47749.792	148523.52	53213.76
K10595	116473.52	84549.245	220502.77	295494.58	159594.93	245326.21	472497.58	37942.302	93446.38	391050.73	100448.24
K10614	44163.022	158656.6	105889.73	188599.94	374772.78	33692.261	118954.4	748.91024	9683.5788	2471800.9	30340.689
K10615	3648839.5	1022429.7	5699402.5	3800530.5	2372668.5	6361077.9	3594105.1	849377.42	525460.66	2057195.4	653294.22
K10596	795114.39	1706818.2	1922900.9	4323111.2	832143.95	3026793.2	3456099.5	1244845.8	616217.66	5803627.3	947452.69
K10600	0.79902021	0.79902021	0.79902021	0.79902021	35233.007	0.79902021	0.79902021	0.79902021	23482.031	0.79902021	1231.9005
K06643	470.95976	41153	0.79902021	0.79902021	0.79902021	7997.703	25018.951	30538.202	45363.049	0.79902021	19497.993
K04707	516534.89	1688409.5	1853110.7	2088844.4	556372.1	3084932.9	1590777.7	563517.68	326053.59	836571.77	2378666.6
K04506	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10054	839294.68	4930543.1	1665731.5	883979.61	330100.24	11926082	2870200.3	747502.89	922984.51	1146807.5	559148.4
K03175	68502.342	1009241.8	578835.97	3181537.5	90952.773	775750.49	1555326.5	0.79902021	317048.51	71125.436	106639.75
K04416	8975.2985	16561.614	20168.72	22537.876	17480.657	5646	31371.817	3895.2971	11108.848	18313.236	4046.3909
K10143	108503.8	28903.969	7572.6038	8371.0226	38185.042	129295.73	24985.912	881652.13	9957.895	217920.14	144248.02
K10144	74041.686	390760.08	259857.06	144886.98	53525.248	62665.022	429576.29	69719.038	211486.17	382813.95	118595.51
K04725	1165964.5	1134553.8	1368890.8	2269201.2	1349898.6	3818322.6	2806000.3	619836.74	611921.61	1501710.7	803730.4
K04706	1297158.2	745554.99	1769404.8	2780879.5	3512513.4	4969653.7	2504877.4	1418928.3	684536.19	2177908.6	408717.25
K10604	58530.757	109224.59	483182.25	433306.21	522277.47	837425.62	321434.63	276976.2	30839.082	402696.68	66933.854
K10605	21264.135	27382.879	33950.951	21907.682	16401.04	77744.417	328435.82	1026.3387	30639.785	6286.1475	1727.2404
K10606	111997.59	48282.073	56197.955	38401.1	58773.615	0.79902021	80149.388	0.79902021	210514.53	0.79902021	0.79902021
K08285	1371689.9	226946.21	291207.12	649982.29	6882440.3	5006711.9	1339873.7	235205.13	105423.21	828908.7	282128.25
K10607	1177167.5	266432.46	1437181.1	1499124.6	899534.03	1843066.1	1596421.5	277943.48	193728.03	664643.35	499117.47
K10608	87588.874	3741.189	38955.682	68874.21	9128.3586	17449.039	76405.731	0.79902021	13852.032	0.79902021	16650.027
K03362	560665.51	325370.72	1414123	697379.04	591112.31	605624.16	1796562.8	131412.37	227551.07	621756.7	133779.24
K03875	271899.68	350418.19	865937.53	155722.79	75523.478	54927.331	946146.9	30518.018	405202.89	16837.444	148049.49
K10291	206123.16	571780.22	143060.99	176435.07	108470.81	855462.39	471293.49	95690.103	157234.58	1132866.7	101120.99
K03870	4277594.2	4981033.4	9639359.2	7415289	3414797.1	6961042.2	16093484	3503670	2438638.5	6241099.3	4881461.7
K03872	50769080	33112785	1.645491e+08	80794903	52813683	78617307	1.4483597e+08	26400712	36077151	65955870	23450689
K03873	38432978	29310353	1.0261511e+08	78172332	39564701	82433797	1.1997167e+08	17874699	25357094	67804664	24709334
K03871	971762.69	874549.86	3149736.9	1616024	1082131	17329589	4715894.3	417404.05	312929.96	3999903.8	429290.04
K03869	2633266.8	2332528.5	6972710	12083040	2920709.5	3715296.3	6428362.5	2325601.9	1800947.5	6058758.3	2349515.1
K10456	568226.46	365826.91	2946309.6	2348369.7	307411.78	446049.6	5241311.2	396802.29	3906557.3	913428.38	351403.98
K10447	507620.63	171041.19	330602.23	189779.09	190509.47	176542.77	1297516.5	66781.916	120272.63	175948.69	75712.24
K10609	13757417	7292026.7	24285398	13685798	7748262.6	37892439	13833454	8140832.5	2777695.8	30992781	4129545.5
K10610	27531253	22681451	68342680	52537394	25797568	48005196	82923583	25799682	13532170	34577030	12828409
K10140	289776.39	2356556	4372200.4	3608365.5	1799447.9	1752717.8	1358955.8	3521069.5	187042.6	906816.8	402169.69
K10570	0.79902021	43051.424	0.79902021	26962.936	1268.5987	67015.166	102055.48	6326.7988	75832.045	24050.012	18460.065
K10571	6227.2954	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021	9531.1858	0.79902021	13817.031	0.79902021	27739.893
K10611	1264959.8	2223873.3	988412.91	766342.57	2289308	4778108.8	5815869	1208091.3	1556515.6	6790537.3	584407.3
K10612	679001.18	1405769.1	4254804.4	2020170.7	1065935.6	4266338.8	5257864.8	1913471.4	1223255.6	7707555.2	570521.14
K10613	67074.253	9028.5477	467399.15	385609.66	40568.354	381677.14	234868.86	112391.73	19500.326	15932.69	9392.1354
K10264	233459.47	222559.8	129541.99	445643.56	210047.44	608619.3	383842.76	104462.49	125681.69	347313.95	77362.875
K03349	561728.16	608383.64	1009361.5	1555869	879407.64	873189.79	1458682.3	267350.1	162595.93	850587.82	841895.02
K03363	249869.72	160746.85	3280706.2	286746.69	710140.15	651910.78	928548.11	30735.458	605946.08	495478.91	76945.507
K03364	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03348	545733.1	544889.29	1348074.3	960636.82	597323.34	910349.59	2570559	317323.39	705116.46	1019327.8	326690.18
K03350	1658035	1067174.8	2532102.8	1479142.5	1422338.2	1938234.9	5061792.7	582022.81	1543171.3	1593531.6	510086.03
K03351	548502.82	676411.38	1006745.2	1685519.7	912872.77	2075901.5	2589705.9	864858.91	445424.99	1671750.3	273048.17
K03352	1094914.6	815329.9	1396227.2	1386987.1	729672.65	1434876.9	1828019.8	572194.34	639257.36	3621230.6	538432.74
K03353	2819634.3	2036909.6	7011470.7	5396937.7	2750224.2	6932990.3	7839735.9	1118103.5	2255972.9	4364633.1	1345549.6
K03354	3108396.1	2527355.8	4312669.8	3676431.5	2535382.1	3586806.9	8797288.4	1217555.2	3530902.6	1765901.5	668919.17
K03355	2224800.2	2635194.2	7009854.6	5269192.8	3827821.7	8028741.7	10853654	1713091.9	2267197.1	4844157.1	1017181.3
K03357	618598.96	1551155	1499235.3	1442989.2	838581.86	1863279.5	3450223.4	523304.93	1361791.9	1480500.5	498020.24
K03359	4895774.6	1873145.4	1842926.4	11640636	813287.83	4635782.1	16232105	539282.03	3823365.9	663984.59	2017253.6
K12456	438859.79	146090.21	384264.38	138000.83	102616.18	478471.16	2443103	77150.641	936959.7	570082.03	494139.09
K12158	12492201	14448806	16079120	15215704	17466393	29571083	29793627	7567547.9	9537860.3	18964184	7573196.9
K12159	5616907	17340513	10007873	49520657	1982412.2	86419563	827236.14	8973405.5	582928.04	18481293	15775390
K08341	13693185	26651915	26972703	26245860	9685196	50862510	91694636	4091703.5	20280433	8605955.2	7047711.9
K08336	221959.97	73882.967	0.79902021	424015.25	17196.055	204919.82	0.79902021	0.79902021	0.79902021	56652.029	208929.98
K12161	4715010.6	1941749.2	4658107.5	4950800.6	3780440.7	14079273	40819.374	1387692.6	82368.209	4190621.7	12021973
K12162	23507016	32932039	1.448204e+08	70462305	27339905	83883316	80039699	48275709	24193618	72784065	32304992
K04532	4588069.6	4009625.4	14777608	2922065.9	4861098.5	15190472	27509998	4171562.6	3378075.4	23349340	5767371.7
K11996	379793.05	237844.89	7004412.7	362643.06	792137.57	1263108.8	857245.86	338636.93	228545.58	1455026	300513.18
K12164	2580560.5	3768814.4	10544996	7864730.4	1671406.7	2811534.1	14606155	2463770.9	2477934.2	5159729.8	2093664.9
K08337	1746200.7	845117.51	5243161.4	3063162.2	1678556.5	4408373.5	2688095	465457.36	558328.95	2637631.8	962144.56
K13960	9408728.6	628598.67	17524239	17172675	6027607	4420764.5	17173001	748089.67	7447508	3910898.5	234690.71
K08343	8216811.9	7754653.2	24366011	19547313	7265751.5	18308363	23206303	2678531.7	5772130.3	8098980.7	7724667.4
K12165	8613819.2	11560556	16855962	16705357	7465627.2	12954051	14838949	4649773.3	4198970.9	8265105.3	11196989
K12166	0.79902021	80608.969	0.79902021	0.79902021	5971.8822	104314.24	160129.82	0.79902021	3583.451	16742.027	17176.042
K12167	1382.1994	3395.504	0.79902021	0.79902021	0.79902021	23362.062	0.79902021	0.79902021	0.79902021	0.79902021	0.79902021
K12168	1383.5029	0.79902021	0.79902021	0.79902021	377.88017	29433.873	17567.972	0.79902021	0.79902021	0.79902021	0.79902021
K12231	17237.458	9358.814	3743.5985	44178.726	10474.981	35845.045	0.79902021	19274.004	0.79902021	15033.338	22667.057
K12233	417336.61	862826.73	1118705.2	723288.51	468122.63	2084932	1958794.8	249437.14	394096.84	841595.42	354556.77
K10696	4185310.1	4230749.4	8669974.3	7816309.3	3491346.8	3723617.4	14229335	1637039.9	2405328	5461851.5	1737656.7
K10660	4655573.1	1686300.1	3214299.8	4875166.5	4617608.1	5783898.1	4793538.4	2785058.9	1154338.7	12650471	1190857.1
K11964	30224.063	274815.7	9767.0015	19008.934	22539.982	30999.987	0.79902021	11025.986	0.79902021	85278.829	51126.016
K11967	38861.057	5648.7459	727597.94	11136.395	45445.459	136406.47	119325.28	7549.2102	5121.0537	25106.321	12058.851
K11968	4136005.9	3075063.8	4464207.7	3860402.2	3366732.5	6155898.7	14412961	2940366.4	1699473.7	3719428.7	3038335.1
K11969	629842.75	2239288.7	3357253.9	933729.59	1155227.8	3856601.4	6560040.5	402076.89	528537.61	1671705.9	696456.39
K11970	19736.554	31595.03	58793.78	0.79902021	22541.408	19024.418	549.39996	105.34003	1347.9955	99.123004	0.79902021
K10630	60597.017	284626.76	294256.5	88565.03	524619.9	1219634.5	190982.99	203256.49	39513.203	604463.77	30516.968
K11971	344269.87	205979.72	1684679.4	1542574.4	1171504.2	4193869.4	1518875.3	90916.805	227520.86	1166371.9	104357.81
K11974	44184.826	254171.11	301327.35	202034.17	232013.38	297546.51	256109.66	469017.37	25481.983	222406.7	95596.69
K11976	3142.3104	25065.591	133043.34	51903.712	39304.515	47238.679	66926.606	1091.7978	25174.055	9152.0162	7629.5968
K09849	9655.5092	142603.66	26399.968	2224.2527	13820	0.79902021	63881.58	0.79902021	40581.09	64554.945	19223.988
K10646	762704.03	60948.736	823337.26	660146.19	537774.86	290320.25	469925.92	45771.94	94267.311	107356.94	44304.047
K10647	8492.1256	129060.64	11827.028	78028.022	26783.929	63453.846	22703.985	43828.017	16388.567	13322.987	3956.3929
K11997	140442.55	168539.13	860836.7	337554.03	440239.33	985608.87	675549.09	36507.042	20565.95	316060.26	84693.719
K11998	9734360.8	3734259.1	31382633	18447986	3172149.4	22193382	1425056.4	13719094	737978.11	18340359	6223615.5
K10648	120517.82	184617.74	1192613.9	140224.85	499284.73	1018657.9	577344.27	48118.947	115160.93	178216.58	70180.656
K11999	4564.2001	3234.3553	622214.17	4579.6968	46258.115	486454.48	24181.83	18816.693	96692.8	54864.422	14810.985
K12001	0.79902021	356469.72	0.79902021	0.79902021	0.79902021	53511.079	220687.9	0.79902021	0.79902021	46440.954	1416.1025
K10649	3321.3757	4400.4896	25028.403	16002.541	27892.462	67365.794	168903.44	6306.7892	514.07	39919.796	7858.8909
K10650	373237	354855.26	1277755.1	217953.63	126680.96	366014.2	548486.67	68584.057	680525.26	280906.31	58009.789
K12003	195966.12	105739.57	91619.255	75393.244	353182.79	3399.7981	125516.25	15200.02	31525.969	174566.68	99519.008
K12004	113486.75	102765	146936.54	626167	80045.7	543546.94	184728.29	23086.608	59784.953	131135.86	277600.3
K12005	224.3501	0.79902021	0.79902021	2442.292	36990.059	52165.921	0.79902021	68304.167	90.133031	0.79902021	458.28015
K12006	924279.35	85887.596	1819130.9	2417537.1	5422400.8	7629267.6	271616.58	55586.259	124821.3	610798.19	130367.63
K10651	844920.53	1225587.5	1755987.9	615557.69	590491.45	3077301.5	1527579.4	303012.23	184141.71	590734.73	482966.44
K07963	43466.43	96653.624	187232.32	250923.34	319859.23	360168.73	7707.1941	82299.123	41908.057	469810.62	39440.857
K08881	663520.91	77018.69	302623.4	1279768.2	497651.48	802964.6	2632545.9	425019.34	497448.94	951325.95	81976.535
