KO number	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
hsa_Q59GD5	NaN	NaN	NaN	NaN	NaN
hsa_Q5JWF8	NaN	NaN	NaN	NaN	NaN
hsa_Q5T8M7	NaN	NaN	NaN	NaN	NaN
hsa_Q5T8M8	NaN	NaN	NaN	NaN	NaN
hsa_Q6FI97	NaN	NaN	NaN	NaN	NaN
hsa_Q6PJ43	NaN	NaN	NaN	NaN	NaN
hsa_Q6S8J3	NaN	NaN	NaN	NaN	NaN
hsa_Q6YL44	NaN	NaN	NaN	NaN	NaN
hsa_Q7Z7J6	NaN	NaN	NaN	NaN	NaN
hsa_Q8IY98	NaN	NaN	NaN	NaN	NaN
hsa_Q8TC94	NaN	NaN	NaN	NaN	NaN
hsa_Q8TDG2	NaN	NaN	NaN	NaN	NaN
hsa_Q8TDY3	NaN	NaN	NaN	NaN	NaN
hsa_Q8WVW5	NaN	NaN	NaN	NaN	NaN
hsa_Q96DE1	NaN	NaN	NaN	NaN	NaN
hsa_Q96FU6	NaN	NaN	NaN	NaN	NaN
hsa_Q96LK1	NaN	NaN	NaN	NaN	NaN
hsa_Q9BYD9	NaN	NaN	NaN	NaN	NaN
hsa_Q9BYX7	NaN	NaN	NaN	NaN	NaN
hsa_Q9C0K3	NaN	NaN	NaN	NaN	NaN
hsa_Q9GZN1	NaN	NaN	NaN	NaN	NaN
hsa_Q9H568	NaN	NaN	NaN	NaN	NaN
hsa_Q9H981	NaN	NaN	NaN	NaN	NaN
hsa_Q9H9F9	NaN	NaN	NaN	NaN	NaN
hsa_Q9NZ32	NaN	NaN	NaN	NaN	NaN
hsa_Q9P1U1	NaN	NaN	NaN	NaN	NaN
hsa_Q9Y614	NaN	NaN	NaN	NaN	NaN
hsa_Q9Y615	NaN	NaN	NaN	NaN	NaN
hsa_R4GMT0	NaN	NaN	NaN	NaN	NaN
hsa_P21333-2	NaN	NaN	NaN	NaN	NaN
mpn_MPN447	NaN	NaN	NaN	NaN	NaN
mpn_MPN141	NaN	NaN	NaN	NaN	NaN
mpn_MPN452	NaN	NaN	NaN	NaN	NaN
sce_YAL047C	NaN	NaN	NaN	NaN	NaN
sce_YBL034C	NaN	NaN	NaN	NaN	NaN
sce_YBL063W	NaN	NaN	NaN	NaN	NaN
sce_YDR016C	NaN	NaN	NaN	NaN	NaN
sce_YDR106W	NaN	NaN	NaN	NaN	NaN
sce_YDR130C	NaN	NaN	NaN	NaN	NaN
sce_YDR201W	NaN	NaN	NaN	NaN	NaN
sce_YDR356W	NaN	NaN	NaN	NaN	NaN
sce_YER016W	NaN	NaN	NaN	NaN	NaN
sce_YER018C	NaN	NaN	NaN	NaN	NaN
sce_YFL037W	NaN	NaN	NaN	NaN	NaN
sce_YGL061C	NaN	NaN	NaN	NaN	NaN
sce_YGL075C	NaN	NaN	NaN	NaN	NaN
sce_YGL093W	NaN	NaN	NaN	NaN	NaN
sce_YGR113W	NaN	NaN	NaN	NaN	NaN
sce_YHR129C	NaN	NaN	NaN	NaN	NaN
sce_YHR172W	NaN	NaN	NaN	NaN	NaN
sce_YIL144W	NaN	NaN	NaN	NaN	NaN
sce_YJL042W	NaN	NaN	NaN	NaN	NaN
sce_YKL042W	NaN	NaN	NaN	NaN	NaN
sce_YKL052C	NaN	NaN	NaN	NaN	NaN
sce_YKR037C	NaN	NaN	NaN	NaN	NaN
sce_YKR083C	NaN	NaN	NaN	NaN	NaN
sce_YLR045C	NaN	NaN	NaN	NaN	NaN
sce_YLR212C	NaN	NaN	NaN	NaN	NaN
sce_YML085C	NaN	NaN	NaN	NaN	NaN
sce_YML104C	NaN	NaN	NaN	NaN	NaN
sce_YML124C	NaN	NaN	NaN	NaN	NaN
sce_YMR117C	NaN	NaN	NaN	NaN	NaN
sce_YMR294W	NaN	NaN	NaN	NaN	NaN
sce_YNL126W	NaN	NaN	NaN	NaN	NaN
sce_YNL225C	NaN	NaN	NaN	NaN	NaN
sce_YOL069W	NaN	NaN	NaN	NaN	NaN
sce_YOR257W	NaN	NaN	NaN	NaN	NaN
sce_YOR373W	NaN	NaN	NaN	NaN	NaN
sce_YPL124W	NaN	NaN	NaN	NaN	NaN
sce_YPL255W	NaN	NaN	NaN	NaN	NaN
K03531	680974	824216	1039462	1168150	1378417
eco_b2516	164500	168350	212100	211400	215600
K03569	621130	760971	886238	1065637	1288411
K03608	127072	124608	152680	182600	197912
K03609	584280	709290	834030	795960	759510
K03610	18942	23793	34188	34419	46431
K03414	106144	72	72	72	72
K02410	11585	72	72	72	72
K02416	72	72	72	72	72
K02417	26304	72	72	72	72
K02557	72	72	72	72	72
mpn_MPN453	NaN	NaN	NaN	NaN	NaN
K02406	4444780	72	72	72	72
K02411	9804	72	72	72	72
K02412	72	72	72	72	72
K02418	72	72	72	72	72
K02419	72	72	72	72	72
K02420	72	72	72	72	72
K02421	72	72	72	72	72
K02400	72	72	72	72	72
K02401	72	72	72	72	72
K03516	72	72	72	72	72
K02409	72	72	72	72	72
K02394	72	72	72	72	72
K02386	72	72	72	72	72
K02393	17864	72	72	72	72
K02387	72	72	72	72	72
K02388	72	72	72	72	72
K02389	72	72	72	72	72
K02391	72	72	72	72	72
K02392	72	72	72	72	72
K02395	72	72	72	72	72
K02390	72	72	72	72	72
K02408	72	72	72	72	72
K02396	56888	72	72	72	72
K02397	73861	72	72	72	72
K02407	67680	72	72	72	72
K02414	72	72	72	72	72
K02415	72	72	72	72	72
K02398	38218	72	72	72	72
K02399	15594	72	72	72	72
K02413	72	72	72	72	72
K02422	72	72	72	72	72
K02423	72	72	72	72	72
K02425	72	72	72	72	72
K02669	72	72	72	72	72
K07345	72	72	72	72	72
K07347	72	72	72	72	72
K07348	72	72	72	72	72
K07349	72	72	72	72	72
K07350	72	72	72	72	72
K07351	72	72	72	72	72
K07352	72	72	72	72	72
K07353	72	72	72	72	72
K07354	72	72	72	72	72
K07355	72	72	72	72	72
K07356	72	72	72	72	72
K12641	NaN	NaN	NaN	NaN	NaN
K03347	NaN	NaN	NaN	NaN	NaN
K03348	NaN	NaN	NaN	NaN	NaN
K03351	NaN	NaN	NaN	NaN	NaN
K03353	NaN	NaN	NaN	NaN	NaN
K03354	NaN	NaN	NaN	NaN	NaN
K16197	NaN	NaN	NaN	NaN	NaN
K04681	NaN	NaN	NaN	NaN	NaN
K06630	NaN	NaN	NaN	NaN	NaN
K06622	NaN	NaN	NaN	NaN	NaN
K06671	NaN	NaN	NaN	NaN	NaN
K03359	NaN	NaN	NaN	NaN	NaN
K06638	NaN	NaN	NaN	NaN	NaN
K02603	NaN	NaN	NaN	NaN	NaN
K12795	NaN	NaN	NaN	NaN	NaN
K06669	NaN	NaN	NaN	NaN	NaN
K06067	NaN	NaN	NaN	NaN	NaN
K02091	NaN	NaN	NaN	NaN	NaN
K02216	NaN	NaN	NaN	NaN	NaN
K02537	NaN	NaN	NaN	NaN	NaN
K02180	NaN	NaN	NaN	NaN	NaN
K06637	NaN	NaN	NaN	NaN	NaN
K03352	NaN	NaN	NaN	NaN	NaN
K03355	NaN	NaN	NaN	NaN	NaN
K16198	NaN	NaN	NaN	NaN	NaN
K03350	NaN	NaN	NaN	NaN	NaN
K06644	NaN	NaN	NaN	NaN	NaN
K06670	NaN	NaN	NaN	NaN	NaN
K04682	NaN	NaN	NaN	NaN	NaN
K03349	NaN	NaN	NaN	NaN	NaN
K06636	NaN	NaN	NaN	NaN	NaN
K06641	NaN	NaN	NaN	NaN	NaN
K02089	NaN	NaN	NaN	NaN	NaN
K02219	NaN	NaN	NaN	NaN	NaN
K02608	NaN	NaN	NaN	NaN	NaN
K02503	987350	1274350	1660050	1810550	2005500
K03925	NaN	NaN	NaN	NaN	NaN
sce_YOR230W	NaN	NaN	NaN	NaN	NaN
K09812	49284	57942	69264	75702	85026
K03589	72	72	72	72	72
K09811	72	72	72	72	72
mtu_Rv0017c	NaN	NaN	NaN	NaN	NaN
mtu_Rv0011c	NaN	NaN	NaN	NaN	NaN
K09892	836500	1169350	1522850	1895950	2410800
K05759	NaN	NaN	NaN	NaN	NaN
K06631	NaN	NaN	NaN	NaN	NaN
K08825	NaN	NaN	NaN	NaN	NaN
spo_SPAC1F5.04c	NaN	NaN	NaN	NaN	NaN
spo_SPAC24B11.11c	NaN	NaN	NaN	NaN	NaN
spo_SPAC27F1.02c	NaN	NaN	NaN	NaN	NaN
spo_SPAC4F8.13c	NaN	NaN	NaN	NaN	NaN
spo_SPAC9G1.06c	NaN	NaN	NaN	NaN	NaN
spo_SPAP8A3.08	NaN	NaN	NaN	NaN	NaN
spo_SPBC19G7.05c	NaN	NaN	NaN	NaN	NaN
spo_SPBC244.01c	NaN	NaN	NaN	NaN	NaN
spo_SPCC1739.11c	NaN	NaN	NaN	NaN	NaN
spo_SPCC4B3.15	NaN	NaN	NaN	NaN	NaN
spo_SPCC613.04c	NaN	NaN	NaN	NaN	NaN
spo_SPCC645.05c	NaN	NaN	NaN	NaN	NaN
K08836	NaN	NaN	NaN	NaN	NaN
K02310	NaN	NaN	NaN	NaN	NaN
K02373	NaN	NaN	NaN	NaN	NaN
K04739	NaN	NaN	NaN	NaN	NaN
K04727	NaN	NaN	NaN	NaN	NaN
K04397	NaN	NaN	NaN	NaN	NaN
K04396	NaN	NaN	NaN	NaN	NaN
K01173	NaN	NaN	NaN	NaN	NaN
K04398	NaN	NaN	NaN	NaN	NaN
K10134	NaN	NaN	NaN	NaN	NaN
K10139	NaN	NaN	NaN	NaN	NaN
K02159	NaN	NaN	NaN	NaN	NaN
K02084	NaN	NaN	NaN	NaN	NaN
K07207	NaN	NaN	NaN	NaN	NaN
K04596	NaN	NaN	NaN	NaN	NaN
K06509	NaN	NaN	NaN	NaN	NaN
sce_YAL063C	NaN	NaN	NaN	NaN	NaN
sce_YAR050W	NaN	NaN	NaN	NaN	NaN
sce_YBR067C	NaN	NaN	NaN	NaN	NaN
sce_YBR078W	NaN	NaN	NaN	NaN	NaN
sce_YBR301W	NaN	NaN	NaN	NaN	NaN
sce_YCR089W	NaN	NaN	NaN	NaN	NaN
sce_YDL049C	NaN	NaN	NaN	NaN	NaN
sce_YDR055W	NaN	NaN	NaN	NaN	NaN
sce_YDR077W	NaN	NaN	NaN	NaN	NaN
sce_YDR534C	NaN	NaN	NaN	NaN	NaN
sce_YEL040W	NaN	NaN	NaN	NaN	NaN
sce_YER011W	NaN	NaN	NaN	NaN	NaN
sce_YER150W	NaN	NaN	NaN	NaN	NaN
sce_YGL028C	NaN	NaN	NaN	NaN	NaN
sce_YGR189C	NaN	NaN	NaN	NaN	NaN
sce_YGR279C	NaN	NaN	NaN	NaN	NaN
sce_YGR282C	NaN	NaN	NaN	NaN	NaN
sce_YHR126C	NaN	NaN	NaN	NaN	NaN
sce_YHR143W	NaN	NaN	NaN	NaN	NaN
sce_YHR211W	NaN	NaN	NaN	NaN	NaN
sce_YIL011W	NaN	NaN	NaN	NaN	NaN
sce_YIL123W	NaN	NaN	NaN	NaN	NaN
sce_YIR019C	NaN	NaN	NaN	NaN	NaN
sce_YJL078C	NaN	NaN	NaN	NaN	NaN
sce_YJL158C	NaN	NaN	NaN	NaN	NaN
sce_YJL159W	NaN	NaN	NaN	NaN	NaN
sce_YJL160C	NaN	NaN	NaN	NaN	NaN
sce_YJL174W	NaN	NaN	NaN	NaN	NaN
sce_YJR004C	NaN	NaN	NaN	NaN	NaN
sce_YJR150C	NaN	NaN	NaN	NaN	NaN
sce_YJR151C	NaN	NaN	NaN	NaN	NaN
sce_YKL096W	NaN	NaN	NaN	NaN	NaN
sce_YKL096W-A	NaN	NaN	NaN	NaN	NaN
sce_YKL163W	NaN	NaN	NaN	NaN	NaN
sce_YKL164C	NaN	NaN	NaN	NaN	NaN
sce_YKR042W	NaN	NaN	NaN	NaN	NaN
sce_YKR102W	NaN	NaN	NaN	NaN	NaN
sce_YLR037C	NaN	NaN	NaN	NaN	NaN
sce_YLR040C	NaN	NaN	NaN	NaN	NaN
sce_YLR110C	NaN	NaN	NaN	NaN	NaN
sce_YLR286C	NaN	NaN	NaN	NaN	NaN
sce_YLR300W	NaN	NaN	NaN	NaN	NaN
sce_YLR390W-A	NaN	NaN	NaN	NaN	NaN
sce_YMR006C	NaN	NaN	NaN	NaN	NaN
sce_YMR215W	NaN	NaN	NaN	NaN	NaN
sce_YMR305C	NaN	NaN	NaN	NaN	NaN
sce_YMR307W	NaN	NaN	NaN	NaN	NaN
sce_YNL066W	NaN	NaN	NaN	NaN	NaN
sce_YNL300W	NaN	NaN	NaN	NaN	NaN
sce_YNL322C	NaN	NaN	NaN	NaN	NaN
sce_YNL327W	NaN	NaN	NaN	NaN	NaN
sce_YNR044W	NaN	NaN	NaN	NaN	NaN
sce_YNR067C	NaN	NaN	NaN	NaN	NaN
sce_YOL030W	NaN	NaN	NaN	NaN	NaN
sce_YOL155C	NaN	NaN	NaN	NaN	NaN
sce_YOR009W	NaN	NaN	NaN	NaN	NaN
sce_YOR010C	NaN	NaN	NaN	NaN	NaN
sce_YOR214C	NaN	NaN	NaN	NaN	NaN
sce_YOR247W	NaN	NaN	NaN	NaN	NaN
sce_YOR382W	NaN	NaN	NaN	NaN	NaN
sce_YOR383C	NaN	NaN	NaN	NaN	NaN
sce_YPL130W	NaN	NaN	NaN	NaN	NaN
K05699	NaN	NaN	NaN	NaN	NaN
K12754	NaN	NaN	NaN	NaN	NaN
K13709	NaN	NaN	NaN	NaN	NaN
K13708	NaN	NaN	NaN	NaN	NaN
K12758	NaN	NaN	NaN	NaN	NaN
K12757	NaN	NaN	NaN	NaN	NaN
K05740	NaN	NaN	NaN	NaN	NaN
K05732	NaN	NaN	NaN	NaN	NaN
K06275	NaN	NaN	NaN	NaN	NaN
K06273	NaN	NaN	NaN	NaN	NaN
K05700	NaN	NaN	NaN	NaN	NaN
K12756	NaN	NaN	NaN	NaN	NaN
K05627	NaN	NaN	NaN	NaN	NaN
K05696	NaN	NaN	NaN	NaN	NaN
K05701	NaN	NaN	NaN	NaN	NaN
K05705	NaN	NaN	NaN	NaN	NaN
K05697	NaN	NaN	NaN	NaN	NaN
K06083	NaN	NaN	NaN	NaN	NaN
K06084	NaN	NaN	NaN	NaN	NaN
K05753	NaN	NaN	NaN	NaN	NaN
K05698	NaN	NaN	NaN	NaN	NaN
K05748	NaN	NaN	NaN	NaN	NaN
K16848	NaN	NaN	NaN	NaN	NaN
K06097	NaN	NaN	NaN	NaN	NaN
K06109	NaN	NaN	NaN	NaN	NaN
K06098	NaN	NaN	NaN	NaN	NaN
K10352	NaN	NaN	NaN	NaN	NaN
K06111	NaN	NaN	NaN	NaN	NaN
K06095	NaN	NaN	NaN	NaN	NaN
K06110	NaN	NaN	NaN	NaN	NaN
K06102	NaN	NaN	NaN	NaN	NaN
K06106	NaN	NaN	NaN	NaN	NaN
K06096	NaN	NaN	NaN	NaN	NaN
K06099	NaN	NaN	NaN	NaN	NaN
K06103	NaN	NaN	NaN	NaN	NaN
K06108	NaN	NaN	NaN	NaN	NaN
K06107	NaN	NaN	NaN	NaN	NaN
K07372	NaN	NaN	NaN	NaN	NaN
K07376	NaN	NaN	NaN	NaN	NaN
K15040	NaN	NaN	NaN	NaN	NaN
K17686	192654	273552	383640	393648	397818
K05863	NaN	NaN	NaN	NaN	NaN
mpn_MPN076	NaN	NaN	NaN	NaN	NaN
mpn_MPN685	NaN	NaN	NaN	NaN	NaN
K16261	NaN	NaN	NaN	NaN	NaN
sce_YDR508C	NaN	NaN	NaN	NaN	NaN
sce_YPL058C	NaN	NaN	NaN	NaN	NaN
K01537	NaN	NaN	NaN	NaN	NaN
K01535	NaN	NaN	NaN	NaN	NaN
K08139	NaN	NaN	NaN	NaN	NaN
K01104	72	72	72	72	72
K02040	268496	319012	499278	511042	452568
K09165	NaN	NaN	NaN	NaN	NaN
K09013	45136	38192	47120	54312	58776
K12950	NaN	NaN	NaN	NaN	NaN
K06994	NaN	NaN	NaN	NaN	NaN
K10439	2345504	2886592	2851368	3031632	1645168
K02424	1645476	2202214	3504550	4330746	4689580
eco_b0957	1072400	1429750	2210950	2567250	2891700
K09475	331256	385776	303056	322984	248160
K09476	685125	1291125	1317750	1285875	441375
K10108	3327588	4993560	5706360	3759228	1513512
K10540	3992964	72	72	72	72
K12368	6140032	7646755	9217460	8104756	5623877
K05641	NaN	NaN	NaN	NaN	NaN
K05643	NaN	NaN	NaN	NaN	NaN
K05649	NaN	NaN	NaN	NaN	NaN
K05650	NaN	NaN	NaN	NaN	NaN
K05655	NaN	NaN	NaN	NaN	NaN
K05657	NaN	NaN	NaN	NaN	NaN
K05659	NaN	NaN	NaN	NaN	NaN
K05662	NaN	NaN	NaN	NaN	NaN
K11085	29100	36666	44814	51798	48888
K06147	72	72	72	72	72
K05665	NaN	NaN	NaN	NaN	NaN
K05666	NaN	NaN	NaN	NaN	NaN
K05667	NaN	NaN	NaN	NaN	NaN
K05669	NaN	NaN	NaN	NaN	NaN
K16012	72	72	72	72	72
K16013	72	72	72	72	72
K06148	72	72	72	72	72
K05679	NaN	NaN	NaN	NaN	NaN
K05685	72	72	72	72	72
K06159	72	72	72	72	72
K02471	72	72	72	72	72
K15738	72	72	72	72	72
K02048	748670	948766	1258712	1528436	1940120
K02046	72	72	72	72	72
K02047	72	72	72	72	72
K02045	32485	59130	105485	118260	149285
K02020	164480	229758	363398	338726	276789
K02018	72	72	72	72	72
K02017	19712	72	17248	72	72
K05776	17640	27440	35770	39690	50960
K15577	NaN	NaN	NaN	NaN	NaN
K15578	NaN	NaN	NaN	NaN	NaN
K15579	NaN	NaN	NaN	NaN	NaN
K11952	NaN	NaN	NaN	NaN	NaN
K15551	72	72	72	72	72
K15552	72	72	72	72	72
K10831	72	72	72	72	72
K15553	72	72	72	72	72
K15554	72	72	72	72	72
K15555	72	72	72	72	72
K02012	NaN	NaN	NaN	NaN	NaN
K02011	NaN	NaN	NaN	NaN	NaN
K02010	72	72	72	72	72
K02064	161700	223300	350000	449400	602350
K02063	72	72	72	72	72
K02062	72	72	72	72	72
K11069	1190160	1286556	1805772	1921308	1888944
K11070	72	72	72	72	72
K11071	72	72	72	72	72
K11072	58212	80892	116046	129654	169344
K11073	1511080	1243200	1203610	1132200	1063380
K11074	72	72	72	72	72
K11075	72	72	72	72	72
K11076	54288	65975	64090	61828	72
K02055	1736217	1218819	366141	186690	80010
K02053	72	72	72	72	72
K02054	72	72	72	72	72
K02052	85935	57290	72	72	72
K02002	24090	72	72	72	72
K02001	72	72	72	72	72
K02000	72	72	72	72	72
K05845	427000	364170	367830	416935	374235
K05846	72	72	72	72	72
K05847	72	72	72	72	72
K05777	72	72	72	72	72
K05778	72	72	72	72	72
K05779	72	72	72	72	72
K10109	72	72	72	72	72
K10110	72	72	72	72	72
K10111	261555	429247	515319	328335	121317
K10112	NaN	NaN	NaN	NaN	NaN
K17244	NaN	NaN	NaN	NaN	NaN
K17245	NaN	NaN	NaN	NaN	NaN
K10537	486920	434609	183253	58562	28952
K10538	72	72	72	72	72
K10539	72	72	72	72	72
K10541	72	72	72	72	72
K10542	187220	223652	294492	197340	90574
K10543	285780	372570	199650	55440	72
K10544	72	72	72	72	72
K10545	72	72	72	72	72
K10549	60409	59157	61348	59783	14398
K10550	72	72	72	72	72
K10551	53550	72	72	72	72
K10555	983850	980700	370300	68950	43050
K10556	72	72	72	72	72
K10557	72	72	72	72	72
K10558	52500	50750	15050	72	72
K10440	72	72	72	72	72
K10441	72	72	72	72	72
K05813	832736	647629	429134	289199	229297
K05814	72	72	72	72	72
K05815	72	72	72	72	72
K05816	66080	58646	55342	42539	72
K02067	25900	37450	51800	65800	100450
K02066	72	72	72	72	72
K02065	18200	22050	26950	26250	39200
K07323	595000	683200	838250	950250	1116500
K07122	62650	85050	80500	72	138950
K02027	72	72	72	72	72
K02025	72	72	72	72	72
K02026	72	72	72	72	72
K02058	974352	715182	313548	82680	30210
K02057	72	72	72	72	72
K02056	72	72	72	72	72
K02069	72	72	72	72	72
K02068	72	72	72	72	72
K02037	72	72	72	72	72
K02038	72	72	72	72	72
K02036	72	72	72	72	72
K02044	72	72	72	72	72
K02041	72	72	72	72	72
K10013	2895360	3046420	1987700	2285400	990860
K10015	72	72	72	72	72
K10016	72	72	72	72	72
K10017	43690	67334	64250	72474	69133
K10014	827060	1104480	1471600	1786720	2319720
K10036	2205712	3268144	4147304	3282032	2258288
K10037	72	72	72	72	72
K10038	256560	318720	347760	397680	309120
K09996	360855	649782	1248291	1330182	2917215
K09997	588060	601668	890838	1136511	1127763
K09998	72	72	72	72	72
K09999	72	72	72	72	72
K10000	59774	72	71632	74052	99462
K09969	NaN	NaN	NaN	NaN	NaN
K09970	72	72	72	72	72
K09971	72	72	72	72	72
K09972	72	72	72	72	72
K10009	72	72	72	72	72
K10010	55250	69250	62750	101750	131000
K17063	NaN	NaN	NaN	NaN	NaN
K01999	6854363	9531345	11652126	11460744	11632718
K01997	72	72	72	72	72
K01998	72	72	72	72	72
K01995	49980	66300	90270	104295	113220
K01996	75603	87927	127032	135327	147414
K11954	NaN	NaN	NaN	NaN	NaN
K11955	NaN	NaN	NaN	NaN	NaN
K11956	NaN	NaN	NaN	NaN	NaN
K11958	NaN	NaN	NaN	NaN	NaN
K11961	NaN	NaN	NaN	NaN	NaN
K02073	1988924	2866281	4109061	4915540	4684217
K02072	72	72	72	72	72
K02071	75803	101871	179389	226037	284004
K15580	3595698	4693881	7139850	7607955	8846772
K15581	72	72	72	72	72
K15582	72	72	72	72	72
K15583	72	72	72	72	72
K10823	72	72	72	72	72
K12369	72	72	72	72	72
K12370	72	72	72	72	72
K12371	103986	160884	258984	261273	235440
K12372	32064	47094	72144	74148	79826
K15584	72	72	72	72	72
K15585	72	72	72	72	72
K15586	72	72	72	72	72
K15587	72	72	72	72	72
K10824	72	72	72	72	72
K13889	309248	332288	437760	431616	502272
K13890	72	72	72	72	72
K13891	72	72	72	72	72
K13892	72	72	72	72	72
K02035	141880	130570	85545	33705	25145
K02033	72	72	72	72	72
K02034	72	72	72	72	72
K02031	72	72	72	72	72
K02032	72	72	72	72	72
K13893	72	72	72	72	72
K13894	72	72	72	72	72
K13895	72	72	72	72	72
K13896	72	72	72	72	72
K02016	28620	54696	28302	72	64872
K02015	72	72	72	72	72
K02013	72	72	72	72	72
K06858	72	72	72	72	72
K06073	72	72	72	72	72
K06074	72	72	72	72	72
K09815	72	72	72	72	72
K09816	72	72	72	72	72
K09817	72	72	72	72	72
K02008	NaN	NaN	NaN	NaN	NaN
K03523	NaN	NaN	NaN	NaN	NaN
K16786	NaN	NaN	NaN	NaN	NaN
K16787	NaN	NaN	NaN	NaN	NaN
K09691	NaN	NaN	NaN	NaN	NaN
K07091	9450	12600	17150	10500	13300
K11720	34650	34300	39900	30800	48650
K06861	161952	194487	226058	260280	270161
K09808	72	72	72	72	72
K09810	20504	25397	31222	35882	50794
K02196	72	72	72	72	72
K02195	72	72	72	72	72
K02194	72	72	72	72	72
K02193	72	72	72	72	72
K02004	72	72	72	72	72
K02003	72	72	72	72	72
K01992	72	72	72	72	72
K01990	60984	74844	92708	90552	108108
K03327	72	72	72	72	72
K08137	72	72	72	72	72
K02100	72	72	72	72	72
K08138	72	72	72	72	72
K02429	72	72	72	72	72
K03291	72	72	72	72	72
K03289	7106	72	72	72	72
K11537	72	72	72	72	72
K06901	72	72	72	72	72
K03761	141215	217147	201405	148160	100934
K03762	72	72	72	72	72
K08172	72	72	72	72	72
K08177	72	72	72	72	72
K03290	72	72	72	72	72
K03535	72	72	72	72	72
K08191	72	72	72	72	72
K08194	72	72	72	72	72
K12299	72	72	72	72	72
K05819	72	72	72	72	72
K03449	72	72	72	72	72
K05820	72	72	72	72	72
K02445	72	72	72	72	72
K02575	72	72	72	72	72
K08227	72	72	72	72	72
K08225	72	72	72	72	72
K08218	72	72	72	72	72
K07552	72	72	72	72	72
K08160	72	72	72	72	72
K08161	72	72	72	72	72
K08162	72	72	72	72	72
K08163	72	72	72	72	72
K08156	72	72	72	72	72
K08159	72	72	72	72	72
K03445	72	72	72	72	72
K08154	72	72	72	72	72
K03446	72	72	72	72	72
K08169	72	72	72	72	72
K08223	72	72	72	72	72
K08224	72	72	72	72	72
K08219	72	72	72	72	72
K06141	72	72	72	72	72
K08368	72	72	72	72	72
K08369	72	72	72	72	72
K08484	38896	51612	66572	61336	65076
K02784	513655	769420	1185070	1397995	1285710
K08485	72	72	72	72	72
K02778	551889	1105209	1793997	2049192	1141938
K02802	421200	580608	517104	382968	211248
K02790	72	72	72	72	72
K02755	72	72	72	72	72
K02752	72	72	72	72	72
K02818	72	72	72	72	72
K11191	72	72	72	72	72
K02768	92496	100016	124456	131976	119944
K02769	88954	94021	125549	117667	103592
K11201	72	72	72	72	72
K11202	72	72	72	72	72
K11203	72	72	72	72	72
K02799	72	72	72	72	72
K11198	72	72	72	72	72
K02759	72	72	72	72	72
K02760	25864	26076	28620	24592	25122
K02761	72	72	72	72	72
K02781	72	72	72	72	72
K02782	72	72	72	72	72
K02783	72	72	72	72	72
K02773	1398300	2389050	2493600	2271450	1232550
K02774	1788350	72	72	72	72
K02775	72	72	72	72	72
K02793	1611124	2786198	4961926	4357593	2677347
K02795	219450	374528	622440	531468	225568
K02796	308880	493064	664664	841412	368082
K02745	72	72	72	72	72
K10984	72	72	72	72	72
K10985	72	72	72	72	72
K10986	72	72	72	72	72
K02821	72	72	72	72	72
K03475	72	72	72	72	72
K02806	112307	130563	159577	170824	173595
K05881	21240	72	72	74104	72
K06188	72	72	72	72	72
K02440	72	72	72	72	72
K10716	72	72	72	72	72
K03320	72	72	72	72	72
K07114	72	72	72	72	72
K03282	120050	149450	235900	220150	196350
K05802	72	72	72	72	72
K03442	160300	270550	682500	1054550	1871100
K16052	72	72	72	72	72
K16053	72	72	72	72	72
K03561	72	72	72	72	72
K03559	72	72	72	72	72
K03562	34650	54600	64400	75950	109550
K03560	72	72	72	72	72
K03284	107800	101500	80500	66150	80850
K16074	72	72	72	72	72
K11929	72	72	72	72	72
K14062	72	72	72	72	72
K02024	72100	116200	141400	87850	23100
K10124	72	72	72	72	72
K06076	30100	25200	18200	9450	3850
K05517	70700	77700	101500	115150	95550
K07279	72	72	72	72	72
K12687	1628863	72	72	72	72
K16090	72	72	72	72	72
K16091	72	72	72	72	72
K16092	72	72	72	72	72
K16088	72	72	72	72	72
K16089	72	72	72	72	72
K02014	72	72	72	72	72
K12340	74745	91080	106920	124245	120285
K15550	72	72	72	72	72
K01991	72	72	72	72	72
K14053	72	72	72	72	72
K16140	72	72	72	72	72
K17713	172900	205100	262150	297850	406350
K07287	197400	251300	311500	349650	444500
K05807	134050	197050	256550	292950	379400
K06186	72	72	72	72	72
K09774	376950	465850	568750	662550	485100
K11719	72	72	72	72	72
K04744	19950	21000	26600	27650	18900
K03643	72	72	72	72	72
K06518	72	72	72	72	72
K11104	72	72	72	72	72
K16139	72	72	72	72	72
K11732	72	72	72	72	72
K11733	72	72	72	72	72
K11734	98350	149800	227500	231000	240450
K11735	72	72	72	72	72
K11736	72	72	72	72	72
K11737	153300	235550	198450	179550	72
K11738	72	72	72	72	72
K16235	72	72	72	72	72
K14052	72	72	72	72	72
K03756	72	72	72	72	72
K03757	72	72	72	72	72
K03758	72	72	72	72	72
K03759	72	72	72	72	72
K16263	72	72	72	72	72
K16264	72	72	72	72	72
K13283	72	72	72	72	72
K07238	72	72	72	72	72
K18138	57400	82600	107800	123550	102550
K18141	72	72	72	72	72
K18142	72	72	72	72	72
K03297	72	72	72	72	72
K11741	72	72	72	72	72
K11742	72	72	72	72	72
K11743	72	72	72	72	72
K15268	72	72	72	72	72
K11939	72	72	72	72	72
K02856	72	72	72	72	72
