KO number	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
K02972	NaN	417330	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02981	NaN	NaN	6.326886e+13	1193035.2	NaN	NaN	NaN	NaN	4.1876723e+10	7.9169517e+10	6.2836364e+12	4.3071e+08
K02985	NaN	NaN	8.7936e+13	173211.6	NaN	NaN	5.6078269e+09	8.0867999e+09	4.5797406e+10	1.1540646e+11	1.0424927e+13	5.832e+08
K02984	NaN	NaN	2.0593647e+14	1229784.9	739025.45	719218.32	NaN	NaN	5.1532758e+10	8.5242033e+10	7.8996952e+12	2.05656e+08
K02987	NaN	NaN	1.8066942e+14	1448314.6	1415099.2	1324025.6	1.9333071e+09	2.9726666e+09	5.3304388e+10	1.0615462e+11	6.6918814e+12	4.9444e+08
K02989	NaN	NaN	7.3647438e+13	340826.5	16838.978	21867.157	2.2232828e+09	2.9446529e+09	2.869516e+10	4.5965976e+10	4.2449224e+12	3.0192e+08
K02993	NaN	NaN	3.8670804e+14	1893115.2	427910.02	384198.53	1.0874963e+09	1.2719545e+09	2.5186213e+10	4.4087802e+10	6.0479479e+12	97194000
K02995	NaN	NaN	4.4022e+12	153969.8	1013084.6	845950	7.3756775e+08	4.2076794e+08	6.0952961e+10	1.1350479e+11	6.2291813e+12	1.37904e+08
K02997	NaN	NaN	9.201075e+13	457779.55	1114035.5	574836.35	2.0711281e+09	1.9890102e+09	4.0825374e+10	1.1316061e+11	3.628154e+12	78764000
K02947	NaN	NaN	1.220838e+13	215061.9	369723.98	356053.18	60533665	80090658	1.0577642e+10	2.4866833e+10	2.1344548e+12	2.4424e+08
K02949	NaN	NaN	2.439372e+14	333943.43	3220.698	NaN	NaN	NaN	3.7055729e+10	6.9465879e+10	1.919238e+12	66044000
K02951	NaN	NaN	1.838551e+14	139320.9	NaN	NaN	NaN	NaN	2.9628296e+10	5.190988e+10	3.1330617e+10	1.848e+08
K02953	NaN	NaN	5.847105e+12	91755.51	NaN	NaN	1.5674754e+09	6.3005623e+08	1.7147503e+10	4.0783125e+10	2.4693607e+12	53001000
K02958	NaN	NaN	1.2203196e+13	360047.11	NaN	NaN	NaN	NaN	8.0297039e+09	2.3063929e+10	2.0521866e+12	1.769e+08
K02957	NaN	NaN	1.85471e+13	190990.8	209390.87	223821.52	NaN	NaN	2.1202082e+10	3.4768989e+10	1.7734625e+11	8.827e+08
K02960	NaN	NaN	1.893749e+13	262646.53	237617.08	254415.79	9.8817199e+08	9.4600913e+08	2.7639209e+10	5.9469623e+10	1.2623574e+12	2.6752e+08
K02962	NaN	NaN	3.959096e+13	469200.14	619176.31	623866.41	NaN	NaN	2.3558849e+10	2.1204528e+10	7.8614561e+11	3.4965e+08
K02964	NaN	NaN	3.693144e+13	719761.69	72668.544	54365.376	NaN	NaN	2.7084322e+10	4.8524509e+10	2.3567854e+12	2.0672e+08
K02966	NaN	NaN	6.730992e+13	924215.76	295975.59	276524.78	NaN	NaN	1.8179181e+10	4.1289701e+10	9.3947192e+11	1.74e+08
K02969	NaN	NaN	1.0660826e+14	424994.35	NaN	NaN	1.1744135e+09	5.8098342e+08	4.71005e+10	7.8246385e+10	1.6110464e+11	27832000
K02971	NaN	NaN	1.610224e+13	112941.66	413687.2	410167.69	1.7501719e+09	2.6223492e+09	5.6040649e+09	1.7187319e+10	0.0312	1.6975e+08
K02973	NaN	NaN	2.1462e+13	108225.71	233366.44	204989.17	2.6405658e+08	2.285695e+08	1.21069e+10	2.8633316e+10	4.3638524e+11	73502000
K02974	NaN	NaN	2.308365e+13	325463.94	286009.38	274302.45	3.8458571e+09	5.0635837e+09	2.5385551e+10	5.0919635e+10	3.7587334e+11	1.12421e+08
K02975	NaN	NaN	3.50298e+12	178726.82	461397.06	360740.41	NaN	NaN	2.5713808e+10	6.0846185e+10	8.1047362e+11	28375000
K02976	NaN	NaN	5.9098732e+11	63397.845	671188.91	690824.75	NaN	NaN	1.2732785e+10	2.2956481e+10	4.7236403e+10	53015000
K02978	NaN	NaN	2.876068e+12	76480.17	286057	264025.89	39274539	34632014	7.8797337e+09	2.3840383e+10	5.0351715e+10	54573000
K02977	NaN	NaN	2.280912e+13	426470.05	NaN	NaN	1.833019e+08	1.8804959e+08	6.8157849e+10	1.4614688e+11	3.9536223e+12	20904000
K02979	NaN	NaN	2.157745e+12	195272.36	239410.38	193891.24	NaN	NaN	2.340388e+10	8.5190716e+10	0.0312	1.4036e+08
K02980	NaN	NaN	1.3884472e+12	12188.064	71899.408	69394.248	NaN	NaN	7.7986204e+09	5.6648851e+09	0.0312	12529000
K02983	NaN	NaN	1.295658e+11	NaN	212021.01	165260.84	NaN	NaN	NaN	NaN	0.0312	591870
K02998	NaN	NaN	2.183958e+12	29424.276	710278.89	740611.12	1.2358808e+09	1.3166531e+09	5.6629253e+10	8.6730805e+10	9.0173529e+12	3.7465e+08
K02931	126511.92	5458426	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02933	342857.14	5205216	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02871	19091.252	4225920	2.986975e+12	1587.294	11923.124	21846.075	1.4417226e+08	1.3863216e+08	8.0769741e+08	1.4758351e+09	4.487912e+11	3524400
K02881	22752.588	1999179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02890	25988.868	3561690	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02897	NaN	2283072	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02904	39915.045	2440305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02909	45979.067	874370	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02919	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02925	NaN	NaN	4.97295e+14	1994682.4	1118612.7	1118750.8	4.1374704e+09	3.6631005e+09	6.9310616e+10	1.2925716e+11	2.2784124e+12	2.54293e+08
K02930	NaN	NaN	2.9893598e+14	2052409.7	478805.45	616421.2	NaN	NaN	7.0486201e+10	1.1743059e+11	4.2612453e+12	5.9353e+08
K02932	NaN	NaN	9.656658e+13	92243.151	785848.64	620032.05	5.2756752e+09	5.9449151e+09	4.3308478e+10	7.370551e+10	5.22084e+12	3.8907e+08
K02934	NaN	NaN	1.2392272e+14	1062463.4	572451.33	539791.44	1.2049485e+09	1.0510737e+09	6.1426411e+10	8.941159e+10	6.6104012e+12	2.16576e+08
K02937	NaN	NaN	3.3199859e+14	1526334.3	673118.41	816117.54	4.4964927e+09	4.6945544e+09	4.826579e+10	8.5056453e+10	9.7943461e+12	3.348e+08
K02936	NaN	NaN	2.5379098e+14	1434710.8	2561296.4	2452102.7	NaN	NaN	5.8231834e+10	9.7175963e+10	5.6043431e+12	8.5386e+08
K02938	NaN	NaN	4.94673e+13	1075860	560794.11	518886.82	NaN	NaN	3.3998281e+10	6.7185937e+10	2.9074965e+12	4.9087e+08
K02940	NaN	NaN	8.037005e+13	1101854.8	1938474.3	1724542.3	NaN	NaN	3.0817279e+10	5.3498905e+10	3.7738193e+12	2.9952e+08
K02866	NaN	NaN	9.17371e+12	780822.61	534976.91	461483.8	2.6604178e+09	3.0195003e+09	1.9621342e+10	3.3684632e+10	4.6708428e+12	2.2655e+08
K02865	NaN	NaN	3.338545e+13	319790.95	890338.52	886891.49	4.5230543e+09	4.6718789e+09	4.1018818e+10	7.5855371e+10	5.5586097e+12	1.37795e+08
K02868	NaN	NaN	8.249688e+13	687090.5	436671.45	389883.88	2.1262104e+09	1.3340321e+09	1.9941555e+10	4.5468571e+10	2.0222989e+12	2.5098e+08
K02870	NaN	NaN	3.92799e+13	421793.79	479697.24	425505.29	3.7513296e+08	5.9581596e+08	3.2493422e+10	4.6331941e+10	2.2916474e+12	5.3955e+08
K02873	NaN	NaN	8.9013523e+13	182632.43	681725.16	608885.74	9.7206263e+08	2.5546833e+09	3.1440447e+10	5.5732818e+10	5.3828195e+12	1.33352e+08
K02872	NaN	NaN	1.675941e+14	535444.47	279370.2	258224.8	5.4701442e+08	3.8150939e+08	2.8087005e+10	5.0618003e+10	2.2413823e+12	57449000
K02875	NaN	NaN	6.685962e+13	126811.79	422505.36	419308.31	1.9715577e+09	2.0002805e+09	2.5378481e+10	3.9081475e+10	1.2776942e+12	51260000
K02877	NaN	NaN	4.981423e+13	235806.26	7820.34	10136.76	6.818568e+08	7.7843132e+08	2.7607259e+10	6.2982954e+10	3.3080893e+12	84660000
K02880	NaN	NaN	6.17456e+13	465230.6	367020.76	318145.99	NaN	NaN	2.0208058e+10	3.3749856e+10	3.9609728e+12	1.04328e+08
K02883	NaN	NaN	2.982696e+12	33335.85	175676.26	200742.92	6.6899014e+08	6.2578477e+08	4.3436144e+10	6.7207148e+10	3.7854157e+12	57152000
K02882	NaN	NaN	1.270704e+13	44631.04	501458.69	474474.73	NaN	NaN	1.7456228e+10	2.5705659e+10	1.31247e+12	90112000
K02885	NaN	NaN	3.405591e+13	1539781.1	523897.22	506179.99	NaN	NaN	3.2848938e+10	4.6043026e+10	2.3391796e+12	36260000
K02889	NaN	NaN	4.0621321e+14	481244.44	652542.77	608008.18	2.2422741e+09	2.8412347e+09	1.5679649e+10	2.6641094e+10	1.9794518e+12	37120000
K02891	NaN	NaN	1.6886117e+13	79736.364	595510.86	615266.48	4.5094829e+08	8.2934355e+08	2.2432648e+10	3.4444293e+10	8.9215288e+11	44095400
K02894	NaN	NaN	2.6082e+12	1451.52	122857.56	117755.51	3.5724352e+09	3.7209999e+09	1.7482751e+10	4.1382113e+10	1.6557834e+11	4.984e+08
K02893	NaN	NaN	7.029994e+13	243474.48	NaN	NaN	1.638773e+09	2.7652201e+09	5.4073626e+10	1.2880503e+11	5.620762e+12	5.5872e+08
K02896	NaN	NaN	1.9086938e+14	423792.06	729510.91	600246.02	NaN	NaN	1.6819269e+10	3.1670685e+10	1.662158e+12	64187541
K02898	NaN	NaN	1.1005355e+14	501419.12	605429.08	583870.47	5.0954363e+08	7.6257641e+08	1.7799223e+10	4.3255066e+10	1.0954744e+12	17280300
K02901	NaN	NaN	3.980809e+13	489733.9	221363.22	189760.46	NaN	NaN	3.3846773e+10	5.603919e+10	1.0806847e+12	28016000
K02900	NaN	NaN	1.50975e+14	448915.8	NaN	NaN	3.8062963e+08	4.4011316e+08	2.3505919e+10	5.4216693e+10	1.1034003e+12	85396000
K02903	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1966782e+10	2.6812447e+10	4.615895e+11	40898000
K02905	NaN	NaN	2.06146e+10	NaN	198302.66	150553.19	7.0838545e+08	4.5848902e+08	1.9255516e+10	2.6138348e+10	1.2074134e+12	6311200
K02908	NaN	NaN	4.78758e+13	30487.905	NaN	NaN	1.1962092e+09	1.7997702e+09	2.7384596e+10	3.5645812e+10	2.227441e+09	2.001e+08
K02910	NaN	NaN	6.9401967e+12	356799.72	122111.98	105765.29	1.2567902e+09	1.719777e+09	1.946748e+10	3.6776117e+10	3.8625638e+11	65260000
K02912	NaN	NaN	6.59464e+13	289093.48	NaN	NaN	1.7614823e+09	2.6684204e+09	1.7909707e+10	2.9752374e+10	5.9516876e+11	62730000
K02915	NaN	NaN	2.0886631e+12	46926.203	289782.04	269750.6	5.227792e+08	3.4435208e+08	1.3426901e+10	2.1520968e+10	2.0697318e+10	5545800
K02918	NaN	NaN	1.25376e+14	291795.24	383409.72	342109.56	2.8375615e+08	5.4863925e+08	2.3109668e+10	4.760758e+10	5.6616221e+11	NaN
K02917	NaN	NaN	1.0214102e+13	76260.579	167031.29	159033.46	NaN	NaN	7.8280464e+09	2.2559907e+10	2.9238248e+09	15730000
K02920	NaN	NaN	4.043323e+13	213042.8	191210.99	210480.65	NaN	NaN	1.6632674e+10	4.5039664e+10	1.451512e+11	35910000
K02922	NaN	NaN	3.1952233e+12	356.203	280345.67	271837.89	55303504	91289736	1.3625444e+09	1.8823109e+09	0.0312	NaN
K02921	NaN	NaN	2.919804e+11	8.464	364979.73	351896.5	1.3257149e+08	2.0213149e+08	7.6318525e+09	7.5953963e+09	0.0312	1.84e+09
K02923	NaN	NaN	1.105884e+13	54473.328	66429.636	58145.412	NaN	NaN	1.1093697e+10	2.5879719e+10	2.9052217e+08	84700000
K02924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.5284266e+09	1.2672644e+09	NaN	NaN
K02927	NaN	NaN	4.295168e+11	NaN	192350.46	172469.25	NaN	NaN	6.0134872e+08	5.9546104e+08	0.0312	NaN
K02928	NaN	NaN	NaN	NaN	744306.45	546812.87	NaN	NaN	NaN	NaN	NaN	NaN
K02929	NaN	NaN	3.96864e+13	41610.512	271641.43	234797.85	NaN	NaN	8.7469187e+09	2.3875667e+10	4.8536167e+08	24765200
K02941	NaN	NaN	1.2142728e+14	979135.25	NaN	NaN	1.7485571e+09	1.6128556e+09	3.7575601e+10	8.3436549e+10	2.0588403e+12	6.8789e+08
K02942	NaN	NaN	4.8909162e+12	177880.57	695577.09	701775.18	1.1528692e+08	85659307	2.2587065e+10	3.4419435e+10	8.3814565e+11	2.2914e+08
K02943	NaN	NaN	5.835432e+12	486865.8	370502.57	345036.34	NaN	NaN	3.7690016e+10	9.0386414e+10	1.1807086e+12	5.3935e+08
K01977	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01980	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02358	14754070	30618350	1.7778019e+13	224608.24	153203.4	213509.9	2.4810004e+09	3.2837837e+09	4.3806603e+10	4.8955605e+10	6.1028023e+12	43120800
sce_YHR193C	NaN	NaN	5.71445e+13	338325.75	686095.9	643254.15	NaN	NaN	NaN	NaN	NaN	NaN
K03231	NaN	NaN	1.0275324e+15	5512182.1	13430092	12770366	2.0671575e+10	1.7852081e+10	2.6221953e+11	6.035959e+11	2.1035121e+13	9.24e+09
eco_b0953	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01527	NaN	NaN	6.18485e+12	337525.3	727000.4	683715.2	NaN	NaN	NaN	NaN	NaN	NaN
K03236	NaN	NaN	4.220352e+12	31861.791	81765.189	91888.74	NaN	NaN	9.4793667e+09	7.684043e+09	5.425349e+11	22464000
K03113	NaN	0.0312	3.065796e+12	37457.532	NaN	NaN	NaN	NaN	7.6801042e+09	2.9277938e+10	0.0312	38216600
K03237	NaN	NaN	1.964904e+13	97411.936	163784.26	172526.69	1.472291e+09	1.1433974e+09	1.2127197e+10	4.104971e+10	2.0755604e+12	2.54205e+08
K03238	NaN	NaN	1.8846195e+13	137394.51	NaN	NaN	1.0263598e+09	1.0600213e+09	7.9328252e+09	6.9465961e+09	1.1029682e+12	41625000
K03242	NaN	NaN	5.668939e+13	199865.28	NaN	NaN	1.5530584e+09	1.4899998e+09	3.5750702e+10	2.5698242e+10	3.1332196e+12	35588800
K03239	NaN	NaN	1.5621185e+13	3355.61	32864.665	23022.01	1.9941019e+08	8.5335441e+08	3.1618667e+09	7.9464639e+09	3.4468928e+11	37210000
K03754	NaN	NaN	2.3621619e+12	8444.865	80528.541	59077.098	1.2226043e+08	92425148	1.8158385e+09	8.8070186e+09	3.8325013e+10	15479100
K03241	NaN	NaN	9.364756e+12	22180.172	119891.07	91545.952	2.0102381e+08	2.2772055e+08	1.5219017e+09	5.3088864e+09	4.4146526e+11	13424400
K03680	NaN	NaN	1.2964665e+12	31180.947	151760.47	123262.94	1.9871362e+08	3.9398372e+08	1.6303508e+09	4.338775e+09	0.0312	22304000
K03240	NaN	NaN	3.0927856e+13	51671.976	143702.25	119327.64	2.1139052e+08	2.3846136e+08	1.2295964e+09	4.0937611e+09	3.3743614e+10	10742900
K03262	NaN	NaN	5.7267e+13	422626.01	383695.79	276685.88	7.2805873e+08	7.2056343e+08	6.2319712e+09	1.775221e+10	1.0101972e+12	48272000
K03263	NaN	NaN	6.2198051e+13	381233.05	9857.559	NaN	1.5352506e+08	1.0663575e+08	7.332919e+10	9.162619e+10	3.6445732e+12	1.71628e+09
K03243	NaN	NaN	2.2546828e+13	548991.22	1056458	962840.02	2.2508596e+09	1.960513e+09	1.9434622e+10	3.8347103e+10	3.1688916e+12	1.14558e+08
K03264	NaN	NaN	9.44132e+11	3623.795	107577.79	98170.03	7.7022745e+08	7.2280814e+08	1.6027377e+10	3.1469831e+10	2.2695571e+12	68845000
K03254	NaN	NaN	2.8781184e+14	1064136.5	1089476.2	866514.54	5.2466114e+09	5.1350041e+09	2.8445269e+10	7.2031175e+10	2.3195046e+13	1.40964e+08
K03253	NaN	NaN	4.658085e+13	350734.14	913715.23	745186.5	1.9854757e+09	1.7398102e+09	2.9136179e+10	8.1357838e+10	2.9678274e+12	1.5696e+08
K03252	NaN	NaN	4.7083008e+13	322515.84	1065928.6	768530.39	NaN	NaN	2.0101558e+10	6.3617016e+10	2.3746319e+12	52223600
K03251	NaN	NaN	NaN	NaN	NaN	NaN	1.110383e+09	1.7213906e+09	1.2842376e+10	3.0792948e+10	2.1543534e+12	78364000
K03250	NaN	NaN	NaN	NaN	NaN	NaN	2.4045976e+09	2.3695378e+09	8.6647209e+09	2.2379957e+10	2.9744903e+11	58295000
K03249	NaN	NaN	NaN	NaN	NaN	NaN	3.2780593e+09	2.9482534e+09	1.3124168e+10	3.4589635e+10	3.6040019e+11	1.023e+08
K03248	NaN	NaN	5.984434e+11	57868.252	NaN	NaN	4.9245171e+08	3.3270448e+08	5.1221882e+09	1.0970544e+10	1.3002878e+12	25120000
K03247	NaN	NaN	NaN	NaN	NaN	NaN	7.0185477e+08	7.3727579e+08	4.5549891e+09	1.6113158e+10	4.4239364e+10	60896000
K03246	NaN	NaN	2.9002607e+13	114890.31	NaN	NaN	8.9915556e+08	8.3777015e+08	1.5021392e+10	2.6961366e+10	1.2206324e+12	2.74625e+08
K03245	NaN	NaN	7.74648e+12	61755.865	91319.53	81231.245	1.5201339e+08	2.2869386e+08	9.0738644e+09	1.5552236e+10	2.1420767e+12	6630600
K03258	NaN	NaN	1.211644e+13	253856.64	439626.65	415113.42	6.643053e+08	8.8734782e+08	1.1464182e+10	1.5447625e+10	3.627057e+12	58581600
K03261	NaN	NaN	2.217453e+12	5053.307	92612.835	89739.629	NaN	NaN	NaN	NaN	NaN	NaN
K02519	1220284.7	2800830	2.9317444e+12	1185.704	67097.732	82851.912	28914956	74850720	5.5194836e+08	1.0994681e+09	6.2116675e+10	0.0312
K02520	847629.86	937296	NaN	NaN	NaN	NaN	NaN	NaN	1.5442707e+08	4.9592309e+08	4.4505582e+08	NaN
K03232	NaN	NaN	5.938816e+13	553330.34	NaN	NaN	6.0482684e+09	6.0763653e+09	6.356326e+10	2.3657674e+11	1.5829968e+13	1.42036e+09
K03233	NaN	NaN	2.4978952e+14	732205.52	1048043.7	823599.47	NaN	NaN	6.7201203e+10	1.4868884e+11	6.2753715e+12	6.1362e+08
K03234	NaN	NaN	7.6496805e+14	8214017.1	4422955.8	2418584.3	1.9104458e+10	1.7373263e+10	2.2652197e+11	3.8498615e+11	4.5193794e+13	3.8026752e+09
K03235	NaN	NaN	1.0557902e+15	12230105	12621100	9587045.6	NaN	NaN	NaN	NaN	NaN	NaN
K02357	1631742.5	6145911	NaN	NaN	NaN	NaN	1.7558448e+08	3.4341652e+08	3.5909802e+09	3.5735755e+09	6.5900383e+11	3074500
K02355	2743902.9	13525248	1.0285255e+13	30633.778	40975.792	114464.79	6.5488088e+08	5.018472e+08	6.0336044e+09	7.3279521e+09	1.1008141e+12	3507170
K03265	NaN	NaN	3.480705e+13	228908.47	546854.81	482707.58	1.104275e+09	1.0051497e+09	1.3990979e+10	2.0634282e+10	1.1765661e+12	61180000
K03267	NaN	NaN	2.3838685e+13	371143.96	742933.19	782937.87	4.8032454e+08	4.6311535e+08	2.0663882e+10	2.945998e+10	NaN	64102400
K02835	99754.971	0.0312	7.434413e+11	10.325	NaN	NaN	NaN	NaN	40745931	1.0960972e+08	7.3431082e+08	NaN
K02838	1061376.3	1311280	1.239907e+12	2915.48	NaN	NaN	3.0742454e+08	1.6353889e+08	1.0315537e+09	1.1224348e+09	4.762417e+11	898660
K02518	31873.14	491760	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02356	459627.29	1359798	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02836	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02837	NaN	628672	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02839	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01867	101798.04	827318	1.5314816e+13	176303.74	176930.75	194708.03	1.0543104e+10	3.5577981e+09	1.2477145e+10	1.6030453e+10	1.7287835e+12	20535600
eco_b4155	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01887	1939800.8	553920	1.3205672e+13	179774.77	NaN	NaN	2.6853598e+09	2.3654609e+09	2.0977943e+10	4.6856152e+10	5.824915e+12	2.1846e+08
K04567	1374762.9	2753765	1.0733863e+14	1016977.8	20171.52	24907.392	2.0661609e+09	2.2811406e+09	1.7934475e+10	6.4994988e+10	3.700089e+12	64476000
K01873	479404.72	1428402	1.7075568e+14	3304020.3	1136975.4	1454214.2	3.1542445e+09	2.3427834e+09	2.2022111e+10	5.4364453e+10	7.0798736e+12	1.41568e+08
eco_b0144	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01892	74435.958	760232	1.3791414e+13	248251.46	253321.61	215705.49	8.3765889e+08	1.0416195e+09	9.3865083e+09	2.1505063e+10	4.2769742e+12	20077760
K01866	58695.693	754720	1.0915888e+14	621919.54	289007.43	318975.83	1.9230343e+09	3.0325386e+09	2.1332029e+10	7.1311687e+10	7.1993228e+12	1.1700981e+08
K01868	165903.85	875046	7.1561874e+13	928570.94	546029.21	589908.46	2.1987617e+09	2.7037037e+09	5.8838111e+10	1.1873214e+11	1.9388189e+13	3.0634206e+08
K01890	302631.7	1715610	2.47044e+13	550446.4	325743.46	378324.21	1.246241e+09	1.3788276e+09	5.7824709e+09	1.5661492e+10	2.4191943e+12	53657900
K01881	110526.34	2888028	3.5050774e+13	505350.16	NaN	NaN	NaN	NaN	1.3941529e+08	3.3765079e+08	0.0312	0.0312
K01869	1892416	2592040	1.0950819e+14	2629150.3	1588520.2	1594467.3	2.273655e+09	2.5408181e+09	1.7322252e+10	2.7946016e+10	6.5878587e+12	50920800
K01886	NaN	1345112	4.9166166e+13	801990.02	499395.7	450430.97	2.4854809e+09	3.0119799e+09	2.4078121e+10	7.7934901e+10	5.4161409e+12	4.0824e+08
K01883	57142.994	404297	2.17098e+13	230843.55	75717.25	82032.3	7.207231e+08	7.9230332e+08	9.7823036e+09	2.9835699e+10	1.2106047e+12	56424900
K01870	1604347.8	2120818	9.7521351e+13	2219234.7	1550292.1	1936512.3	4.475265e+09	4.8266518e+09	3.84912e+10	7.1027185e+10	1.3072083e+13	1.2556856e+08
K01872	NaN	2353812	1.9711116e+14	3064474	1451119.3	1393427.1	2.4340448e+09	3.5888379e+09	3.1350235e+10	6.9639296e+10	4.47522e+12	1.3260383e+08
K01875	549199.14	1559610	1.2540047e+14	705253.16	441718.2	419180.92	9.0866413e+08	1.4563124e+09	1.0249851e+10	2.1981722e+10	3.6727545e+12	53172940
K01876	27313.052	1666750	6.3098713e+13	883616.33	358955.87	372262.6	3.0150775e+09	4.5175631e+09	1.129105e+10	3.6787355e+10	3.3776091e+12	2.199108e+08
K01885	1463550.2	1668282	8.964337e+13	1957033.9	741470.7	706691.62	25497454	66466131	5.925924e+08	9.858464e+08	1.2721467e+10	790320
K01889	367865.34	557862	6.4492563e+13	551121.06	NaN	NaN	1.733878e+09	2.7475503e+09	6.765631e+09	1.0906924e+10	1.8036554e+12	48361600
K01874	200849.92	1390558	5.8183688e+13	1103052.4	1000636.9	NaN	1.9365253e+09	2.3787799e+09	1.5217606e+10	2.5198128e+10	1.7536134e+12	94500000
K02434	1013566.3	NaN	NaN	660.02	NaN	NaN	NaN	NaN	29846680	2.6935838e+08	NaN	NaN
K02435	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.1997055e+11	521500
K02433	570349.6	NaN	2.6741712e+11	70.992	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14218	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14219	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14220	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14221	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14222	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14223	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14224	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14225	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14226	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14227	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14228	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14229	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14230	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14231	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14232	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14233	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14234	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14235	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14237	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14238	NaN	0.0312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14163	NaN	NaN	NaN	NaN	NaN	NaN	4.4301155e+09	4.77332e+09	5.1999224e+10	8.3570878e+10	2.2234457e+13	1.82952e+08
K09698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01893	280320.25	2346776	5.7220267e+13	408779.48	NaN	NaN	2.1045889e+09	2.6481031e+09	1.4590682e+10	3.3195716e+10	6.3714219e+12	38137350
K01880	755148.8	NaN	1.589139e+14	2024938.5	745782.36	762699.78	1.2595128e+09	2.2902984e+09	1.7948034e+08	2.9658537e+08	3.17121e+12	1.84011e+08
K01878	NaN	870822	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
