UniProt	Protein ibaq.chimp
K7ESN4;K7EMC9;K7EIK1;K7EIN1;K7EIJ0;A6NG10;B4DFG2;Q969T9;K7ENL2;K7EJ75	708693.881815445
Q5JTH9;F5H456	410288.346646145
P49790	529975.803591655
Q9UBR2	511832.031953462
P54619	729108.060002983
Q92918	365178.318010689
H0YLH9;H3BVH5;H0YLB1;H0YLL1;H0YKB7;H3BN12;H3BT15;Q14005	272198.712939458
F8WC95;A2A370;A2A369;C9J7A3;E9PHZ4;E9PDJ4;Q8NF50;C9J613	498107.788418938
P19838	556979.16305381
Q96P70;Q5SVH5	554395.10629759
Q5SZR1;Q9BYD2	757356.045792858
H0YDT8;H0YDX2;Q9NPA0	405762.291153871
H7C106;C9J685;Q9NQC3;F8WAM4;F8W914	865885.455689911
H7C4Y9;F8WDJ2;Q9H2M9	431155.173974969
S4R3W9;P49406;H7C2J0;S4R455	876146.264010461
D6RBG6;Q96CS3	600758.895618481
Q9P015;E5RIZ4;E5RHF4	726819.974238036
H0YDX5;H0YEK7;H0YCF6;E9PQH5;Q14008	938793.200965571
Q9H0U6	863304.721293502
Q5RI15	254474.334731237
H0Y875;O43852	923498.16696781
P00918	26443.6422747408
F5H1H2;H0YFT7;F5H2E6;F5H3I8;F5H3E1;F5H808;F5H7M9;Q8IX12;F5H1L3;H0YFJ7	664283.327197663
P54709	283572.00535076
O00743	584189.633352545
Q9NPA8	364197.218756508
C9J618;C9J7P5;C9J5A2;H7C4R5;C9IZN7;Q969Z0;C9J347	798224.340214797
M0QX12;Q86YV0	410923.040322475
Q7Z4W1	330604.501253755
P16070	2099358.32865697
Q13501	805375.358385535
Q92733	109357.610761364
H7C0S7;C9J2I0;B8ZZY2;P52594	425290.772977478
O43818	419017.485740736
D6RGJ4;D6R9X5;D6RE13;D6RBW8;D6RBM9;D6R9A4;H0YAE3;D6RBR0;D6RB17;D6REX8;D6RAC7;Q9UN86	571094.275121304
Q9UNS2	666133.288992734
E5RHW4;O94905;E5RJ09	419077.027084548
Q5T8P6	556831.551989343
Q6UB35	483195.603989153
Q86SX6	270022.950055431
Q96EY8	209643.432490521
Q9Y2L1	750912.782621486
Q9Y315	649981.808396851
O43395	722832.518120616
O00233	600583.362622936
K7ERR4;K7EKR9;E9PAU2;K7EKA4	1107170.6512015
Q7Z617;S4R426;Q8IWT0;H7C3R6;A8K0B5	874554.816710545
P82912;H0YL99	487622.215456186
E9PJ06;E9PNK2;H0YE74;Q12996;E9PLP8	438592.211532167
Q9H832	655314.563873335
Q9UMY4	859022.950378469
F8WE76;B4DF73;Q96EY7;F8WBP9;B8ZZQ4	365440.978002472
Q15382	662986.778028994
K7ESQ0;K7EJV3;K7EPW1;K7EMT3;K7EIJ4;K7EQB8;B7Z7F3;K7EID7;K7EJ17;K7ENB9;K7ERD4;F5H4C2;Q9H6Z4;K7ENJ2;K7EMH9;K7EN31	461203.156522749
Q00577	594228.398301756
H3BPH3;F8VQQ3;F8VR84;Q9HB07	709735.078549638
E9PSI0;E9PI04;H0YC88;E9PMP0;E9PLE5;H0YEN0;H0YE35;Q9NPQ8	421220.850029141
Q16719	280658.771902519
Q14155	170758.376595354
E9PE85;B4DFQ4;H7C169;H7C377;Q8N668;H0Y7J4	112489.228034004
P54922	510696.490797279
B4E128;Q08AF3	483441.659637593
Q92621	595101.006500301
O00203	370867.425422133
H0YB37;Q99614	350887.637962605
Q96JJ7	1008322.00128586
P19387	571455.523326289
Q9H0D6	646883.524916889
F8VUA2;A6NG32;F5H875;F8VVT7;Q9HD42	1307941.36242491
Q13057	401856.977503174
Q9NY12	759026.087028014
P43307	1050993.43283292
Q13123	8901608.74048124
C9JH61;C9IZK7;C9JEE7;H7C2H8;Q15061	448227.247738869
P35658	506426.868197429
P25098	704787.372183378
I3L1X2;I3L3W4;Q9P2A4	294724.190487543
ENSG00000167774	604837.831721211
A8MYZ9;Q9BXW7	154755.11567883
O14735	381877.143769918
Q3ZAQ7	765449.743201919
O00116	768448.557664749
H0Y4S9;O00505	332423.304410242
Q00653	873508.170403567
P53680	702949.325680329
P36507	700182.609821473
Q68D91	360134.254812826
Q9BVL2	628625.946458082
P63151	940144.738187429
S4R3U9;C9JLM9;Q9P0I2	367589.689913291
F5GZY1;F2Z3I8;Q9H993	848694.628755115
I3L1P4;I3L4M7;C9JFV4;I3L445;I3L4P1;I3L3A8;E7EV54;F8WDZ1;Q8IZL8	870816.211705429
P61018	458527.914864331
H0Y5H6;F8W726;H7C2T8;Q5VU77;Q5VU81;Q5VU79;Q14157;Q5VU78;Q5VU80	540116.679310288
U3KQJ1	537493.295063533
O14548	854751.163429736
Q6NXR6;C9K0W5;Q86TU7	454710.15214394
O00139	630930.323167307
O14617	811057.331947542
P43250	63154.7532749226
C9JGI8;C9J4Q3;Q9NZW5;B8ZZG1;R4GNA8;F8WCD2	175445.527110661
O95757	264440.848035021
Q96E11	1173376.05960536
Q8TBC4	847029.459587335
Q969G3	366234.729504978
H0Y6X6;H0YEQ8;H0YEU6;B1ANR1;B1ANR0;H0Y5F5;H0YCC8;Q13310;H0YER0	836819.156340747
Q9UI12	378709.629362289
B7Z9D5;Q9NXF1	401441.88249651
J3KS95;J3QLT9;H3BNV7;Q9Y3D0	388027.407939957
H0YCV6;P22059	668888.481846617
P43405	1601693.91527745
H7C4C4;H7C0V8;F5H0L8;Q9Y6Y8	522947.219342967
M0QYY1;M0QY06;F5H4B6;F8WBH3;Q8IZ83	731451.236780592
Q8NFH5	480224.175784004
Q53H82	364872.54326266
Q14011	787691.911866799
H0YAK1;H0Y8R1;Q12849;H0YAM1;F5H5I6	436510.133600333
Q9Y673	229051.451355981
D6RH20;G5EA06;E5RJ73;D6RJC7;B4DRT2;Q92552	770837.799667092
Q8NBX0	277753.902710494
P34896	785694.974885093
Q9NRZ7	513257.031517568
Q86XE2;H3BNZ1;H3BQS3;E7EMH5;E7EPL4;J3KNK7;H3BND4;H3BQ54;Q6P996;H3BPV5;H3BNL6;H3BU11;H3BM88	282982.41793382
E9PLJ0;E9PLB2;O95373	808300.621805189
H7C5I7;H0Y867;C9J8Q0;E7EU81;Q14789;F8WF12	544097.667330967
Q9BQ39	380828.1767178
Q9UM54	179696.726944677
P61224	448596.87377697
P24941	536214.598831467
Q8TEA8	208978.22150887
C9IY40;C9JZW2;C9J5E0;C9JZG7;Q5T653	252161.150294611
S4R402;S4R349;S4R3C2;Q14978;S4R341;Q96J17	236897.196605965
Q9NWB6	606095.196415483
H7C4E3;H7C5A2;Q8N766;Q5TG59	871498.628123149
H7BXW7;Q9Y5U8	610032.855047774
M0R2M5;M0R105;O00267;M0QYL9	457107.991536024
Q02880	924148.843861943
P61960	613184.754703125
P53803	543101.088802722
P61803	684850.513152949
K7EKR0;Q5XKP0;K7EIR2	500245.291245616
P31350	473723.758643919
J3KSE6;J3KSI1;H3BSH7;J3KTR0;Q969X6;H3BPD7;H3BRM8;I3L4T9	397521.366392185
Q9NVS2;Q5QPA5	357314.751824598
P60891	670903.298721333
Q9NVI1	233578.719730819
Q9NR46	802002.246284079
Q9BPX3	387119.863992875
F5H6M0;F5H1W4;C9J323;F5H5B7;J3QT54;C9JM38;C9J286;F5H669;F5H2K8;F5H047;F5GXA3;F5H6A8;F5H6P5;Q8N684	620874.293743318
P62256	257057.35933133
Q96IX5	430388.607281275
Q86Y82	398071.844785501
P35080	110618.23415149
P63208	675908.898141114
P35250	668325.068866774
Q13243	893892.483555514
Q04864	895054.899912752
Q15738	610451.675804747
H0Y6Z8;A2AB05;A2AB06;A2AB07;Q14676	64251.36742114
F8WCT8;Q5HY81;P11441;F8WB70	545030.14681566
D6RIC3;D6RG37;Q9Y3C1;D6RC60	447256.662688882
B0QY68;J3KQE0;B0QY69;B0QY67;B0QY63;B0QY65;H0Y686;B0QY64;Q9UH99;B0QY60;B0QY66	708110.347750943
Q86T14	505647.186054465
M0QX71;Q9BQ67	265445.986709789
P49005	642655.996895468
Q8WV28	307656.79637932
C9JE21;H7C5G8;Q9NW13;C9JAA9	597287.533976673
H0YJ39;F5H006;F8W9L6;H0YJC6;G3V513;Q12912;G3V3C2;G3V2F6;F8VRE4	74401.0953034501
Q15075	392828.436163849
Q9BT09	332206.57591575
P28340	450927.911700348
P21399	726833.151665296
A6NDG6	209398.099063639
B4E2J1;Q8NBU5	822174.90857327
F5GX33;R4GN64;Q9UJS0	422789.666151132
P02794	729357.332526703
F8VS40;F8W0B3;Q96D96;F8VPF7	459438.304259862
P63010	821508.619196407
E9PAR0	842035.961143118
H3BMW1;H3BRE1;H3BQE5;B7Z6P0;H3BRK5;H3BQR2;H3BNF0;H3BNS4;Q9Y5Y2	270345.479408694
B3KN43;D6RE11;D6RAN8;Q9P0M9;H7C5U8	619543.838349382
P20036	375714.490704957
O75940	739187.869884191
E5RK64;O95292	621405.892811037
Q86UV5	305832.253041748
Q9UII2	1639833.21362167
Q9NXR7	432838.239434596
C9J8R4;C9JRU6;C9JUW4;C9JVE2;F8WC32;Q96GG9;C9J0B2	825024.026376521
Q92506	456958.16394112
J3KS45;J3QRB3;J3KTQ7;Q9UM00;J3QQY2;J9JIE6	708227.291407467
J3QKT6;J3QRS5;J3KRY4;J3QR05;Q8IY81;J3QSE2;J3KS74;J3KS36	749652.286667859
Q969U7	545522.13156531
Q8N6H7	1136628.42189107
B4DJC6;Q9Y3A2	1113178.28604991
F8WAZ0;Q15036;F8WFA0;F8WEG6;B4DDM3	391154.352747781
O43181	557557.582900601
F8WD11;F5H8A8;C9JXH1;F8WBT1;Q9Y3D6;F5H509	379874.700739293
P51648	436971.717355952
C9J3G8;E9PH82;Q8NCA5;B4DT23	399941.555663305
H7C0K8;Q9BWH2	170128.821271257
Q9Y6H1	399736.000838151
Q9BZX2	284968.057312385
H7C0H8;H7BZI0;Q6NUQ4;H7C008;H7C085	403111.741006778
J3KN43;D6RAA6;H0Y8N0;P57088;D6RBY2	628563.951345804
Q9H307	445512.171159303
Q5R3B4;O95563	1020191.83474187
E9PKH4;Q16633	273352.347433685
Q06124	627238.755499573
O95486	464699.187710992
P48449	501264.393221711
O14773	824638.638316373
P22033	443697.38083608
A8MU58;Q13155;F8WCL2;F8W950	65065.1042735248
P43304	636646.313108993
J3QRI9;J3QKW7;J3KRL5;J3QKV7;J3QQI1;J3QLF3;J3QL90;P55039;A8MZF9;J3QR71	699262.921215213
P61964	501558.031339077
Q9Y6B6	636504.040685575
H7C607;Q7Z4G1;B0QZ40	393626.576775527
Q13601	454974.610689615
Q8IXI1	255063.709673757
I3L0K2;I3L3M7;I3L2R6;Q9BRA2	1314809.64728999
H0YA81;U3KQT3;E7EN55;H0YAY6;C9JL41;B4DJ96;H7C5U7;H0YBV7;H0YAR4;D6RDI2;O95232;J3KPP4;D6RHH0;H0YAX1	384476.498059638
O96011	421630.332702331
P62879	417057.440134655
F5H2G6;F5GX20;F5H3B2;F5H5A1;H0YH37;H0YGJ0;H3BTS0;F5H755;F5H362;Q4G176;H0YGC7	26899.7661366562
O76031	397014.462769108
Q9UN37	461916.92702269
Q9NYH9;J3KRR8;J3QSA7	461713.674229231
H0Y8P4;D6RF65;B4DXK8;Q8TED0;B4DU75	311085.38692984
Q96RP9	792742.964168972
Q6P1J9	510014.78066078
C9JLR4;F8WB86;Q92575;Q6PJ80	479231.273977845
Q9C0C9	362405.08486236
Q5T6V6;Q5T6V7;Q5T6V5	235280.870173434
P56182;D6RE82	513093.642208598
Q12846	423312.744441632
K7EIG1;I3L318;I3L2B0;I3L3A3;I3L350;O75153;I3L4B5;I3L0P4	331500.698291708
I3L378;I3L407;F5H4E4;I3L139;I3L2G3;Q9HA64;I3L2K8;I3L3W5	142859.425235885
B3KSM8;H3BUU8;J3QLC3;Q08AM6;H3BQD9;H3BN23	619360.068076081
Q9BYT8	1003163.81509317
E9PID8;E7EWR4;P33240	495366.824079504
Q29RF7	454312.132877573
O43290	671006.057090256
Q9NX20;E9PI14	933322.395706746
O43708	153055.825353887
P20339	402028.143968981
Q96FS4	327869.812314365
P16219	347761.949428278
Q8IWX8	579542.950385289
B9A051;Q96EL3	485709.263357632
O95602	264710.987328385
J3QKW4;J3KTJ6;J3QS28;B4DFC9;Q99747	463148.664892196
Q9UGP8	325821.930104483
B7Z746;I3L2X1;Q9BYC9	507083.693009042
P68402	580762.438087865
A6NEM2;P51610;H7C1C4	519371.99799698
Q99447	878380.660158013
Q96GQ7	519440.238210106
P60981	230871.913550949
Q06265	470224.112387602
Q12769	527537.243491873
Q8WXA9	411268.703601192
Q9BSH4	632146.084123615
P41226	242859.99447138
M0QXC3;M0R047;M0R2Z3;M0R2Q2;M0R0C3;M0R1Y4;M0R303;Q3ZCQ8;M0R2F8;M0R003;M0R2D2	365442.96935685
Q9GZL7	530002.571737305
Q8WW59	627987.034935613
O43464	347295.657231795
H0YCQ1;H0Y4T0;Q5T7F8;Q5T7F5;Q8N1G2	591616.082908143
Q9NTI5	481205.367127405
P07686	711975.550886425
Q9P2E9	619973.3746245
P52948	483879.331001155
B3KQF6;Q9H267;G3V3F9;F5H008	657171.76785983
Q9BY32	428316.341812726
Q15021	313193.836797692
Q49AS9	524852.553604659
P52630	701389.193917002
Q16512	439299.19285769
H7C4F6;O00629	230384.277359245
Q5VTL8	253445.38261673
E5RFK2;E7ESJ7;E5RK42;E5RGF9;E5RH43;E5RIK7;E5RHI8;Q9NRY5;E5RHP2	727689.896183166
P57740	384868.299378719
Q5JRC6;B4E0G4;Q8IWS0	467096.566878955
Q13409	783017.468310714
C9JQU6;F8WF90;O75915;F8WF33	1726861.25152947
H0Y6T6;Q8IXM6	340043.308514003
H3BNW0;Q9NXG2;J3KQB0	481594.286892624
Q96DE0	532711.011532738
F5GWM7;F5GWS0;F8WA11;C9J151;H0Y5T1;H0YHV8;F5H2E2;C9JP76;Q7Z460;B7ZLX3	260210.830136298
H7C2B1;Q9UMY1	408387.159351351
Q13616	270861.204787174
Q9UHY7	467679.808170867
Q9HAV4	315333.806331749
Q8TD19	417798.269895731
Q9UK41	596942.00824068
H7C1W5;H0Y7V3;B0QZ77;H7C0A9;Q5T454;Q96T76;H0Y746;F8WCH8	438688.336805166
Q8TDQ7	226491.49731351
Q9NRG9	394592.251853406
Q9BYN8	661141.140146006
Q9NR50	444742.945249052
F5H390;E7EW44;F5H0D2;Q9BR76	419300.363531469
Q08170	428141.131151539
P41223	148214.388400743
O00442	672821.617048547
H3BMV3;H3BTV5;H3BU16;H3BS08;H3BMT0;A6NGP5;B4DLH4;Q9H910;B4E1P3;H3BMM8	1003515.48225831
P43354	1425406.63075781
P63241	717406.796841119
Q9H553	499979.857550854
H0YMR6;H7C3F4;H0YKU6;H0YMW8;H0YKH2;H0YNF3;A8K5V8;H0YMM0;Q9NWH9;H0YLW7;H0YL55;H0YLE6;H7BXE3	655378.512928394
Q99567	351360.776940923
O43148	415768.186586959
Q8TCD5	666450.033011058
F5H3I4;R4GMT0;P61163;B4DXP9	418340.013507905
H0YDB2;E9PJ19;E9PRE4;E9PIQ8;E9PN27;E9PRZ7;E9PR07;Q13586;E9PNJ4;E9PQJ4;E9PR09;E9PMB4	458225.068557691
Q9NX08	421119.933185678
P42858	243850.596456657
O95295	630398.799375287
P25942	749829.291694336
Q6P577;Q9H0U3	337347.220217519
K7EMZ9;Q8ND56;B4DTG6;I3L4Q1	336279.750035658
P11171	134254.799744145
P40938	562972.882670329
Q96FZ7	295436.382860793
P11216	694949.436566588
Q15027	640163.895814606
Q9Y2R4	164358.73726876
Q9BUT1	690844.261667713
E9PQX9;E9PNC7;C9JCC6;Q14919;E9PMW2	287084.0935879
Q92538	465604.09224341
P28288	317645.737207047
E9PC05;H7C2I8;Q9H0C8	794892.265520907
Q8WUM0	313618.592322558
Q9Y263	373760.585409647
Q8IUE6	856168.223388675
Q9HBI0	803861.500027313
A6NJZ9;F5H677;Q8WTT2	208630.239248178
S4R3Q4;Q14690	403689.787571166
Q13573	781075.546431605
F8W8N0	406473.170611909
H0YE62;B4DF77;H0YF56;E9PNG7;E9PNZ9;H0YCU5;Q6VY07;E9PSE1;E9PPK2;E9PSG7	292587.424813154
O95573	374551.587889283
P61421	554877.008933556
J3KS31;J3KRW6;J3QS27;H0Y3M2;J3QRS9;J3KTL1;O43670;J3KRB6	544343.537154448
Q5T8U5;B7Z6A4;O15260	678644.450376637
P55196	218702.630299291
Q14376	489710.953545452
E9PHZ9;H0YDX7;E9PLR4;H0YES5;E9PMN1;G5E991;B7Z1K2;H0YD85;B7Z524;E9PN23;J3QT46;E9PJ90;E9PS53;Q9Y450	241904.731678208
P51159	1337647.89373536
A6H8Z3;C9J1R5;C9J837;Q15042	508616.260283883
Q9Y2T2	707411.418139486
Q9Y6A4;H3BPA3	299851.841379015
P36915;A2AB27	357764.749531305
P42566	367900.617923628
O14880	328260.856578414
Q9UHD2	182691.323126948
Q9ULZ3	186590.129125978
G3V3X4;G3V4P8;P60983	292223.751945857
Q9H9Q2	280537.217028814
Q13459	334299.646518903
P68366	859811.725053632
U3KQ70;D3DNX8;U3KQM0;O15173	450937.549558741
O15247	738107.778681417
P07602	187149.774646962
Q9Y697	535986.224615998
C9JBY7;Q9Y291	519792.290613387
Q15291	155567.809031778
O75792	428504.613295686
Q5T4S7	419489.263776058
P07339	910829.091032476
Q7KZ85	449587.179302953
Q8WUY1;H0YAR9	129663.704916385
Q96H20	875160.52081967
P46783	351939.908815214
A8MZB2	399985.134765987
F8WCC7;F8WDI9;F2Z3G3;F8WCR3;F8WEC3;E9PF19;Q9Y4P3;F8WBD9;C9JVF0;F8WB62;F8WBP2	611993.09624716
F5GYL8;Q5TFJ7;F5H4G7;O60684;S4R3E5	378444.017652166
O43924	440547.21712968
Q9H3P7	626585.918485017
P48163	1220671.4354119
Q8WX92	450849.110649828
Q9NPD3	268740.024220812
P11388	473877.810318202
P11233	399627.361635207
H0Y6Y5;Q13505	252904.174294118
H0Y9G6;E9PF06;D6RBQ5;E7ETU7;P09001;D6RC14	376638.752505536
Q6PGP7	230905.63471911
P21333	572540.100122214
C9JG87;Q9NYK5	549862.259917306
P20701	512660.928758528
Q14761	721075.25791491
Q8NBF2	220507.126280013
H0Y7V7;F5H853;Q9H4E7	252032.107310559
Q7Z6Z7	436804.988058104
Q92696	472077.977954871
B4DFG6;Q9Y676	321457.553401753
F8VRN8;F8VS07;F8VQE1;Q9UHB6;F8VVQ7;F8VTU2	388205.843497159
P55210	176452.407863411
J3QL56;K7EMB5;J3QR42;O75880	408090.454703035
Q9NZJ9	322456.304634104
F8WC41;F8WBW1;Q86X83	347302.872506552
O14974	236874.442729215
B1AH88	155772.694606022
E7EQY1;C9JF51;C9J2Y4;Q96C01	539682.727867741
Q9UL17	300372.532009727
Q9UKV3	440222.749235121
Q9NRF9	198081.754930896
P16615	426192.429227938
Q96I25	565676.589235857
E9PSD5;E9PL00;E9PIF7;E9PIZ4;Q9UHD1;E9PPQ5;E9PHZ2	405325.463832338
H7C054;Q9BTE6;C9J5N1;L7N2F6;C9JUA3	261426.605037799
K7ER24;Q86WV7;Q96MW1	407554.45289389
Q9BQ52	211348.307609365
E9PFK5;P78316	261927.483517675
Q9NRP0	563503.460441972
Q9NQT4	308841.704683965
O60216	779271.723869607
I3L4E8;Q2NL82;I3L1Q5;I3L4T0	515526.147660482
E9PPB5;E9PSC3;E9PQS1;E9PLB3;Q9H0W9;E9PIP1;E9PLC5;E9PJU8;E9PR95	513648.917584192
Q15024	108346.098577875
P48147	607813.795333324
Q9H6R4;G8JLK7	428718.149569649
H7C209;J3KN93;H7C4A0;F5H682;H7BXV4;H7C3P1;C9JY51;F8WBW3;Q8N8A2	335623.967512667
P19474	483512.735889675
Q9NQT5	190088.99996521
Q9Y3E5	522559.453562533
O15294	665855.903312491
P05023	329832.093010528
Q13868	256356.75959922
O00182	217602.893934118
Q13291	481122.005245485
P32456	1382612.95824651
Q8NFH3	561101.435653717
Q58A45	48267.8567952202
Q13232	271148.66523019
Q9NP81	230583.876238392
Q8IVD9	391515.890931656
P13807	569631.378508893
Q92530	325890.745836531
O15116	402950.062770217
P61077	658880.49807739
Q6ICB0	494135.695162105
C9JA90;H7C5Q1;C9IZY1;C9JNE2;C9JXC3;Q9Y530;Q05CR9;C9J5P1	783520.106238539
Q8N4V1	448929.938909115
P49354	256398.733871824
Q8NI27	296200.099608753
Q9Y3B2	378326.96926898
E9PNL1;E9PJS0;E9PL44;M0QZX5;M0R1B5;A1L0T0;M0R026	240391.321210165
F8WEE2;F8WCX5;B4DMM2;Q9BY77;Q6R954	548709.236030423
Q16539	483248.599364062
I3L518;I3L3A0;I3L531;P53384	432511.991523528
Q96KR1	634439.139693802
Q86XN8;S4R446	581077.23671912
E5RGQ3;E5RGS5;Q9H446;E5RJE3	513227.830354597
O00273	232278.825848971
Q9UNQ2	285131.1169948
Q9NRF8	266443.235857179
E5RGP4;E5RFS7;F8W7P5;H0YC32;E5RGD0;E5RFH7;E5RID3;A1XBS5;E5RHA4;E5RHK0;E5RGE3	321743.435137936
P35573	340766.433962936
Q6P664;Q9H583;Q5T3Q7	489298.514430225
P08134	1111249.17957635
Q9UFN0	548285.118049922
H0YLP8;S4R329;H0YNK8;H0YN63;H0YNK0;Q5J8M3;H0YKL2;H0YMH5;H0YK61	387640.966651687
Q99442	292159.986204107
P62253	236147.870148118
P32942	356954.894251108
Q9Y624	1247162.65874573
C9JRZ2;C9J7G1;E7ESB6;F8WBF1;F8WCD5;C9JXQ0;C9J0V6;C9JW88;C9JHW1;C9J1A6;B8ZZD2;C9IYH5;E9PC50;C9JH18;C9JPV7;Q6Y7W6;C9JC65;C9JH78;C9JZC0;I1E4Y6;C9JHT0	410183.453024991
H7BYK1;F8WDI4;F8W7T0;Q9UGI8;B7Z6L5	591132.206296097
Q8TAT6	428075.566389555
Q66K74	335024.233605933
Q5JW28;Q5JW30;F6UDC6;O95793	384307.265319653
Q92922	170154.598155703
Q8NFV4	957778.616113467
Q8NAV1	386539.359391384
Q15018	436559.275230786
Q9NRN7	728629.069635601
Q01581	421843.736624737
Q86TI2	373375.808481497
Q5VTR2	192770.481525706
Q10570;E9PIM1	280337.766825661
H7C1T7;F6X838	799273.471544635
Q8NF37	307068.751457261
P13612	435100.477487547
F2Z2B5;Q9HC35;B5MBZ0	431013.726027772
C9JUJ0;Q9UFW8	417064.171605231
P82914	289570.182217987
Q8TEQ6	248621.972198248
Q14684	163554.678564994
Q13112	314300.829775794
Q8N6M0;H0YB21	300921.485977342
H0YBV6;Q9BXY0	355995.174318184
O00625	185358.42962277
Q5T1M5	376369.282766121
H0YIY4;F5H039;G3V355;H0YJR5;H0YJ30;G3V582;Q9NQX3;G3V4D2;F8W7D6;G3V4R0	310028.542983457
K7EIN2;K7ENA3;Q9BRJ7	982902.407734706
O14497	325617.305982507
Q9NWT1	222780.423832874
F8WCU6;Q9NUQ8	347006.989351518
Q7Z434	285907.523691671
Q9BYX4	267570.991113589
F8W9P7;H7C537;Q9UMS0;F8WET4;F8WAV1;C9J8Q1	607268.893727778
Q9NRG0	292477.907905262
Q96CB9;M0R1K5	140808.059263796
O60341	314490.403262845
Q8TDD1	546011.463763413
Q13126	500218.39916282
E9PQP7;H0YEN2;E9PJD8;E9PNN8;E9PKG4;H0YEV0;E9PK08;H0YDK9;H7BXH2;G8JLI3;Q5H9R7;E9PKF6;H0YDW1	249492.840867849
Q9NW64	344979.423363605
E9PRV3;E9PP89;H7C4D4;Q96MR6	617405.001885095
Q9UKT9	232935.094785014
Q99653	267947.412352176
C9J391;H7C426;C9J1C6;Q9P0P0;F8WBU5	979545.677496164
Q96B26	194817.34280328
K7ESP4;Q8WVC6	154197.621047833
Q96HY6	375133.773233528
P15498	334154.928867992
Q01433	299988.827129909
P19784	764263.26590493
S4R468;S4R319;S4R3W8;S4R3F5;S4R332;Q8NE86	440011.175773994
P50613	223998.969358766
H0Y7L7;H0Y4F7;B1APQ0;B1APQ1;Q5JRX3	803525.01543543
A2A3N8;E7ENY0;H0YFD8;H0YG19;Q86XM2;D6RF25;D6RAH3;E7EV99;P35611;D6RJE2;H0Y9H2	342023.207371913
Q16134	186152.95829027
Q9UBW8	476902.183214285
Q92925	312912.320353422
O95479	257673.01457322
P60510	240525.003416619
Q9BRT2;Q5TAQ0	190670.31639157
Q9BUB1	841627.928276221
Q9UNX3	432343.170890234
Q8N392	61670.0653334279
E9PKM6;E9PL92;E9PJM2;H0YCB3;E9PQ44;H0YER2;H0YE76;E9PR40;E9PQZ6;E9PM82;Q8N9N2;F5H874;H0YE79	328810.205732734
Q7L2E3	242439.222832407
O60828	368643.105734625
E9PDY9;D4PHA6;Q9BUB7	247666.447040454
B7ZKW8;F6T4W9;Q6JBY9	827210.705712239
B1P7G3;B3KQ30;F5H672;B4DNC9;Q9H1K1;F5H5N2	241216.451643097
Q10589	146495.663247166
P49419	614264.656554752
Q9HB40	215274.305240658
P83876	208215.295061337
Q9H9T3	357147.622871221
Q9H0E2	308149.260474757
C9JY46;Q7L5D6;C9JHN8;C9JPA8	319987.78428948
Q86W42	261458.455335909
Q92769	558757.162911305
O95721	537877.676481677
Q15477	278491.809745641
K7EN29;K7EM66;K7EQ37;K7EN81;Q70J99;K7ELN2;K7EIH3;K7EMK8	287212.250479195
D6RIW8;Q9NW82	74704.4514043786
P07311	298048.675806896
Q9BRX2	581446.869376202
P13716	272042.932947129
P12235	44359.2126960022
Q9C005	470785.46225823
O94973	490564.893611086
Q15003	196865.236004056
H0YAS9;Q15006;E5RGJ2	461008.140173544
P78318	299859.881256647
O00329	471537.857149482
D6RAA1;F5H7Y0;D6RGG6;F5H0X8;H0Y8Y3;D3YTJ1;H0Y929;H0YBI4;Q96HC4;D6RB78;E9PBF5	137434.501077157
P30511	275292.932406288
Q99575	1026703.33553648
Q96K76	362837.098648908
Q9NQW7	457709.793586351
C9JWX0;F2Z3C3;C9JIU4;C9J3F6;C9JNM0;C9K0P2;C9J397;C9JDR8;C9JW04;C9JED7;F2Z3I5;Q92609;C9JMP7	191781.133189117
Q15007	406331.195865365
Q9HAC8	595498.430999056
K7ER05;K7EMV9;K7EM09;K7ELQ9;K7EPR0;K7EJQ9;Q6UW68	337192.412544837
Q15067	438906.774727995
P17480	502057.085112298
P51812	172411.182087624
P40692	123469.230296471
Q14738	602148.975320408
C9J6C5;C9J808;H7BZL0;Q9BYG3	589868.371192646
Q8WYY7;E9PKV8;E7EST3;Q8N5M4;H0YDR3	590355.472595446
Q8NFH4	485864.043503722
Q9BRR6	237251.403850722
B1AKJ5	567607.956799116
Q13464	228252.388684275
O14964	425559.048338247
O60220	812116.156123873
Q01780	259361.509908435
Q7Z4H3	110071.906620992
Q99836	174393.16965194
C9J1X0;A4D1P6	144078.526124031
J3QQM5;J3QL69;J3KRR0;Q9BT23	343623.173722379
C9JZH6;G5E9W3;Q9UKF6	474020.933529027
O94855	375757.937875632
P56181	240773.148257995
Q5JR04;Q9HCE1	445651.799229703
F8WBF7;B0QYI1;B0QYI3;Q8WUA7;F8WDP1	193827.499967639
Q86U44	397515.270792345
Q6DU44	136477.376799973
Q16762	478550.402622599
Q969N2	558489.939937041
Q71UM5	404892.153333602
E7EN46;Q8TB03	300321.06447097
Q68E01	396678.773230528
Q9UNP9	378210.131271916
Q96KG9	342165.085128669
F5H679;Q9BVC6	652896.332761877
A9UJP8;E7ES35;H7C089;Q5R3I4;H7C2L7;F8WBU8	835671.946739691
P46736	371796.28504592
P08397	272248.493229916
C9J8T0;P57772	360053.64042896
F8W7F7;Q7Z7H5	286744.176332547
Q96EE3	266838.491076023
P28072	242918.514827083
Q7Z4Q2;B7WNW7	18548.9017970376
Q5HYI8	360902.443051956
F8VSB9;H0YHR9;F8W0N5;Q14CX7	233404.296743603
Q9UMX5	940858.977375109
