Numerator	Denominator	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
-Signaling Molecules and Interaction	-Immune System	Inf	NaN	NaN	Inf	Inf	Inf	0	0	Inf	0	0.02099	24.76	0.0388	0.9354	2.209	0.1438	1.069	2.982	0.1623	1.265	5.185	0.3994	1.173	4.348	NaN	NaN	NaN
Cellular Processes	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	0.5102	42.59	Inf	0.9028	10.85	449.9	1.974	3.752	21.58	2.836	5.146	18.09	2.678	14.16	38.55	2.937	8.228	37.61	Inf	Inf	Inf
-Hemoglobin	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN
-Vesicular Transport	-Immune System	NaN	NaN	NaN	Inf	NaN	NaN	0.03963	1.604	Inf	0.2427	6.477	58.44	0.8644	1.587	10.75	1.302	1.755	9.033	1.804	9.544	29.07	0.9536	3.158	23.61	NaN	NaN	NaN
-Cytoskeleton	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	0	0	Inf	0	0.001142	115	0.1865	1.164	3.957	0.1746	1.384	5.363	0.1261	0.5524	5.293	0.384	4.178	6.892	Inf	Inf	Inf
-Cell Motility	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf
-Cell Growth and Death	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	0.1847	2.338	Inf	0.156	0.7938	91.44	0.178	0.5194	1.773	0.2132	0.5657	1.324	0.08437	0.8281	1.655	0.3689	0.9655	5.737	Inf	Inf	NaN
-Cell Communication	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	0	0.01246	Inf	0	0.02417	236.5	0.004165	0.6344	2.663	0.02146	0.5951	3.069	0.009875	0.04579	7.272	0.2286	1.31	4.603	NaN	NaN	NaN
Metabolism	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	11.99	569.2	Inf	23.17	1181	12450	32.82	104.5	445.1	41.39	77.47	329.6	31.02	232.6	639.2	11.77	28.86	191.7	Inf	Inf	Inf
-Membrane Transport	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	0	0.1946	NaN	0	0	0.8119	0.1129	0.3291	1.551	0.1752	0.3193	1.054	0.0781	0.8223	2.37	0.0504	0.1907	1.048	Inf	Inf	Inf
-Central Carbon Metabolism	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	5.553	295.4	Inf	8.008	518.2	3845	7.363	23.36	107.3	10.01	18.23	77.99	7.495	68.19	186.9	2.807	7.492	41.4	Inf	Inf	Inf
-Energy Metabolism	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	1.728	28.15	Inf	3.467	71.2	3291	3.232	6.432	25.33	2.149	6.245	23.3	5.706	30.4	94.39	0.869	3.458	11.88	Inf	Inf	Inf
-Biosynthesis	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	2.396	39.77	Inf	6.044	173.8	2815	12.95	37.5	120.9	13.81	23.05	84.73	7.281	52.78	125.1	3.142	7.844	46.75	Inf	Inf	Inf
-Other Enzymes	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	1.433	205.5	Inf	4.457	417.7	2504	8.165	33.22	189.6	12.6	33.99	142.6	7.229	101.1	280	4.628	14.97	90.64	Inf	Inf	Inf
Organismal Systems	-Immune System	NaN	NaN	NaN	Inf	Inf	NaN	1.011	10.73	Inf	1.018	20.93	163.1	1.4	2.67	9.111	1.792	3.071	12.8	2.601	12.59	51.09	2.012	5.043	21.5	Inf	Inf	NaN
-Immune System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	1	1	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NaN	NaN	NaN
-Endocrine System	-Immune System	NaN	NaN	NaN	Inf	Inf	NaN	0.0009004	3.634	Inf	0.00591	0.1555	25.32	0.08434	0.4831	2.304	0.1614	0.483	2.012	0.02126	1.587	7.941	0.1505	0.7249	2.752	Inf	Inf	NaN
-Circulatory System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0.01146	1.004	0	0.2398	2.142	0	0.354	4.26	0	0.1352	18.47	0.0152	0.2671	6.697	NaN	NaN	NaN
-Digestive System	-Immune System	NaN	NaN	NaN	Inf	NaN	NaN	0	0	NaN	0	0	130.9	0	0.05923	0.9266	0	0.1257	0.8769	0	0.001395	0.3963	0.02849	0.3991	1.59	Inf	Inf	NaN
-Excretory System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	0.005482	0.05404	Inf	0.004362	0.02768	29.61	0.08156	0.2628	0.7166	0.2351	0.6678	1.682	0.06906	2.063	5.243	0.1743	0.787	3.425	NaN	NaN	NaN
-Nervous System	-Immune System	NaN	NaN	NaN	Inf	NaN	NaN	0	0.07312	Inf	0	0	19.2	0	0.003566	0.1718	0	0.00642	0.2881	0	0.04536	0.2529	0.1055	0.3071	2.15	NaN	NaN	NaN
-Sensory System	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	0	0	0	0.005802	0	0	0.01443	0	0	0.0364	0.0005423	0.1334	1.064	NaN	NaN	NaN
-Development	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	8.929	0	0	0.1228	0	0	0.1717	0	0	0.02078	0	0.0331	0.6267	NaN	NaN	NaN
-Environmental Adaptation	-Immune System	NaN	NaN	NaN	Inf	NaN	NaN	0	0	NaN	0	0	0.5569	0	0	0.1469	0	0	0.338	0.8712	4.685	19.54	0	0.02868	0.4124	NaN	NaN	NaN
Human Diseases	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	1.397	25.12	Inf	3.969	47.53	2941	4.507	17.6	51.14	7.151	15.93	63.92	6.957	33.95	143.8	3.72	15.45	68.67	Inf	Inf	Inf
-Cancers	-Immune System	NaN	NaN	NaN	Inf	Inf	NaN	0	0.01398	Inf	0	0.02503	2.383	0.007981	0.06316	0.5288	0	0.1674	1.122	0.01829	0.6123	2.443	0.1499	0.9007	3.025	Inf	Inf	NaN
-Immune System Diseases	-Immune System	NaN	NaN	NaN	Inf	Inf	NaN	0.03961	1.412	Inf	0.1768	11.47	208	0.4303	1.078	3.521	0.8478	2.629	8.783	0.7297	5.346	17.92	0.137	0.5658	1.521	NaN	NaN	NaN
-Neurodegenerative Diseases	-Immune System	Inf	Inf	NaN	Inf	Inf	NaN	0.3444	4.504	Inf	1.421	6.688	2219	2.784	8.809	17.7	3.771	6.839	21.5	5.603	17.89	104.7	2.101	7.828	27.02	Inf	Inf	NaN
-Cardiovascular Diseases	-Immune System	NaN	NaN	NaN	NaN	NaN	NaN	0	0	Inf	0	0	56.56	0	0	0	0	0	0	0	0	0	0.2687	0.9587	4.439	NaN	NaN	NaN
-Metabolic Diseases	-Immune System	Inf	Inf	NaN	Inf	Inf	NaN	0	5.403	Inf	0	3.624	500.2	0	1.778	5.129	0	1.64	3.714	0	0.08772	6.335	0	0.2093	2.061	Inf	Inf	NaN
-Infectious Diseases	-Immune System	Inf	Inf	NaN	Inf	Inf	Inf	0.03101	14.53	Inf	0.1056	14.49	36.57	1.201	4.972	30.07	2.207	4.805	23.27	0.5146	6.228	26.38	0.7334	4.918	27.01	Inf	Inf	Inf
Not Mapped	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	1.282	53.04	Inf	2.13	93.19	1200	23.5	77.59	303.6	51.53	92.71	392.7	93.89	628.7	1868	27.77	73.77	410.6	Inf	Inf	Inf
-Not Mapped	-Immune System	Inf	Inf	Inf	Inf	Inf	Inf	1.282	53.04	Inf	2.13	93.19	1200	23.5	77.59	303.6	51.53	92.71	392.7	93.89	628.7	1868	27.77	73.77	410.6	Inf	Inf	Inf
TOTAL	-Endocrine System	Inf	Inf	Inf	1113	2533	Inf	354.8	6299	45490	221.1	7355	44740	325.5	904	1693	431.3	594.1	1033	277.4	679.7	2502	146.3	283.8	515.6	2584	2584	Inf
MAPPED	-Endocrine System	Inf	Inf	Inf	997	2270	Inf	340.2	6040	43620	212.5	7067	42990	255.9	710.7	1331	283.8	391	679.6	143	350.4	1290	93.84	182	330.7	1893	1893	Inf
Genetic Information Processing	-Endocrine System	Inf	Inf	Inf	390.3	889.5	Inf	130.9	2327	18020	71.17	2391	14610	93.81	267.5	487.4	84.42	120.8	204	54.68	130.7	484.1	44.87	89.09	160	485	513.9	Inf
-Transcription	-Endocrine System	Inf	Inf	Inf	33.66	71.05	Inf	0.4531	18.54	69.96	0.2361	17.93	53.37	1.66	3.442	7.064	2.42	3.875	7.008	2.964	7.492	29	1.589	3.063	6.298	0.7288	5.732	Inf
-Translation	-Endocrine System	Inf	Inf	Inf	259.6	591.8	Inf	123.5	2183	17110	68.19	2261	14070	76.75	220.1	404	57.42	81.39	135.7	41.33	99.73	363.5	33.89	66.2	116.4	394.1	397.5	Inf
-Folding, Sorting and Degradation	-Endocrine System	Inf	Inf	Inf	65.29	150.2	Inf	5.381	108	978.2	2.02	79.55	477.1	13.19	37.74	64.87	19.93	29.34	50.5	8.253	20.26	74.21	8.188	17.56	32.86	59.29	92.4	Inf
-DNA Maintenance	-Endocrine System	Inf	Inf	Inf	29.36	68.01	Inf	0.6393	11.21	108.5	0.5222	27.41	95.23	1.301	5.347	11.68	3.903	6.597	10.7	1.578	3.639	20.02	1.206	2.813	4.735	4.771	31.64	Inf
-RNA Family	-Endocrine System	NaN	NaN	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
Environmental Information Processing	-Endocrine System	Inf	Inf	Inf	12.17	27.43	Inf	0.05633	17.04	146	0.04075	34.22	226.4	0.6914	3.249	14.1	1.503	2.827	5.686	0.8159	2.721	15.64	1.157	3.104	5.632	46.16	50.75	Inf
-Signal Transduction	-Endocrine System	Inf	Inf	Inf	12.09	27.23	Inf	0.02866	14.93	144	0.03648	31.08	226.4	0.185	2.344	4.757	0.4564	1.428	1.65	0.2618	0.8231	14.04	0.445	1.524	2.352	46.16	50.75	Inf
-Signaling Molecules and Interaction	-Endocrine System	Inf	NaN	NaN	0.08674	0.1975	Inf	0	0	12.11	0	0	28.66	0.4601	1.063	4.364	0.6204	1.453	4.229	0.2996	0.7838	2.623	0.5334	1.438	3.342	0	0	NaN
Cellular Processes	-Endocrine System	Inf	Inf	Inf	14.43	35.33	Inf	3.272	51.38	343.9	1.986	69.76	411.5	4.946	7.114	26.89	5.632	8.991	22.77	2.393	8.377	40.76	6.412	10.59	19.51	5.285	10.6	Inf
-Hemoglobin	-Endocrine System	NaN	NaN	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
-Vesicular Transport	-Endocrine System	NaN	NaN	NaN	0	0	NaN	0.09314	8.976	13.77	0.2558	20.54	51.65	1.913	3.495	10.25	2.123	4.014	9.129	1.094	7.707	25.96	2.044	4.357	8.095	0	0	NaN
-Cytoskeleton	-Endocrine System	Inf	Inf	Inf	4.269	9.718	Inf	0	0	81.77	0	0.004645	133.1	0.3984	1.669	5.816	1.005	1.88	8.578	0.03455	0.6638	4.943	1.338	2.372	6.413	3.647	3.647	Inf
-Cell Motility	-Endocrine System	Inf	Inf	Inf	8.82	21.17	Inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3337	6.954	Inf
-Cell Growth and Death	-Endocrine System	Inf	Inf	Inf	1.338	3.384	Inf	0.1358	36.54	124	0.01199	19.82	105.8	0.5831	1.062	2.302	0.3469	1.123	1.708	0.07061	0.3482	3.969	0.4825	1.136	2.45	0	1.305	Inf
-Cell Communication	-Endocrine System	NaN	NaN	NaN	0	0	NaN	0	0.08925	52	0	1.718	62.19	0.008621	1.214	6.666	0.04262	1.14	6.354	0.006194	0.452	3.746	0.5731	1.299	5.96	0	0	NaN
Metabolism	-Endocrine System	Inf	Inf	Inf	561	1267	Inf	139.6	2386	17500	94.07	3295	18310	102	269.4	484.2	116.7	163.8	295.7	45.14	125.4	401.9	22.6	44.44	78.61	445	479.2	Inf
-Membrane Transport	-Endocrine System	Inf	Inf	Inf	107.7	204.8	Inf	0	0.1055	6.732	0	0	1.06	0.305	0.5845	1.339	0.3381	0.6874	1.135	0.1058	0.3708	1.303	0.08439	0.263	0.3856	31.59	54.5	Inf
-Central Carbon Metabolism	-Endocrine System	Inf	Inf	Inf	104.3	275.9	Inf	66.01	1122	10590	36.32	1153	9098	24.59	57.29	136.2	24.35	38.76	72.3	10.15	42.77	117.8	5.128	10.34	18.65	45.16	79.68	Inf
-Energy Metabolism	-Endocrine System	Inf	Inf	Inf	33.28	57.85	Inf	7.746	446.2	1910	6.619	569.6	2218	5.805	24.03	42.85	8.859	13	27.57	6.623	18.08	84.54	2.1	3.942	5.877	59.72	98.59	Inf
-Biosynthesis	-Endocrine System	Inf	Inf	Inf	113.5	283.1	Inf	10.94	365.4	1291	16.16	817.7	3970	27.71	77.82	173.4	32.37	48.76	86.28	11.2	22.7	71.86	4.821	10.17	20.97	102.2	121.9	Inf
-Other Enzymes	-Endocrine System	Inf	Inf	Inf	195.7	371.9	Inf	28.51	523.4	3881	23.3	773	5278	43.47	88.12	150.1	42.31	70.86	122.8	12.74	44.85	142.7	9.238	19.73	36.03	149.3	181.6	Inf
Organismal Systems	-Endocrine System	NaN	NaN	NaN	1	1	NaN	2.951	31.63	249.9	1.946	30.41	184.4	2.617	5.513	14.53	4.435	6.362	12.53	2.615	7.994	28.82	2.458	6.607	10.45	1	1.902	NaN
-Immune System	-Endocrine System	NaN	NaN	NaN	0	0	NaN	0	0.05855	202.1	0	1.158	149.1	0.2292	1.914	9.363	0.2619	1.986	6.14	0.001382	0.6272	9.87	0.1093	1.05	2.857	0	0	NaN
-Endocrine System	-Endocrine System	NaN	NaN	NaN	1	1	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NaN
-Circulatory System	-Endocrine System	NaN	NaN	NaN	0	0	NaN	0	0	0	0	0	1.939	0	0.491	2.442	0	0.7675	5.41	0	0.03426	4.063	0.0185	0.4716	2.318	0	0	NaN
-Digestive System	-Endocrine System	NaN	NaN	NaN	0	0	NaN	0	0	2.505	0	0	0.9593	0	0.1134	1.918	0	0.1866	1.649	0	0.007927	0.2706	0.08139	0.5348	0.9897	0	0.9024	NaN
-Excretory System	-Endocrine System	NaN	NaN	NaN	0	0	NaN	0	0.5537	5.27	0.0008356	0.2113	10.41	0.1643	0.667	1.372	0.7774	1.285	2.486	0.3517	0.8203	3.249	0.3773	1.158	2.003	0	0	NaN
-Nervous System	-Endocrine System	NaN	NaN	NaN	0	0	NaN	0	0.1397	2.25	0	0	0.6777	0	0.009629	0.2349	0	0.02827	0.4594	0	0.03127	0.2318	0.09706	0.4545	1.747	0	0	NaN
-Sensory System	-Endocrine System	NaN	NaN	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0.008322	0	0	0.01679	0	0	0.02294	0.0001971	0.05585	0.5749	0	0	NaN
-Development	-Endocrine System	NaN	NaN	NaN	0	0	NaN	0	0	1.641	0	0	0.83	0	0	0.1663	0	0	0.1654	0	0	0.2438	0	0.06848	0.2199	0	0	NaN
-Environmental Adaptation	-Endocrine System	NaN	NaN	NaN	0	0	NaN	0	0	0	0	0	0.7274	0	0	0.2008	0	0	0.4971	0.9184	3.058	8.598	0	0.005923	0.6085	0	0	NaN
Human Diseases	-Endocrine System	Inf	Inf	Inf	8.498	23.13	Inf	3.468	177.4	3665	3.317	541.5	4140	11.72	47.43	58.78	21.65	36.42	46.02	11.57	22.5	95.06	7.503	17.05	26.88	3.129	36.95	Inf
-Cancers	-Endocrine System	NaN	NaN	NaN	0	1.612	Inf	0	0.2798	3.102	0	0.1529	2.376	0.01652	0.1212	0.5914	0	0.387	0.8961	0.07048	0.3395	2.617	0.428	0.8984	1.243	0	0.6666	NaN
-Immune System Diseases	-Endocrine System	NaN	NaN	NaN	0	2.138e-06	Inf	0.3884	2.088	55.84	0.7578	23.92	225	0.8072	2.046	4.269	2.127	4.365	7.216	1.548	4.139	10.58	0.162	0.5166	1.353	0	0	NaN
-Neurodegenerative Diseases	-Endocrine System	Inf	Inf	NaN	0	12.59	Inf	0.09477	52.64	2929	0.1589	214.2	2985	2.726	24.11	33.01	10.68	15.22	25.14	5.675	12.57	68.25	2.952	8.45	13.96	0	2.462	Inf
-Cardiovascular Diseases	-Endocrine System	NaN	NaN	NaN	0	0	NaN	0	0	0.03469	0	0	0.1005	0	0	0	0	0	0	0	0	0	0.2562	1.267	3.547	0	0	NaN
-Metabolic Diseases	-Endocrine System	Inf	Inf	NaN	0	3.986	Inf	0	2.392	350	0	0.9452	578.9	0	1.176	10.16	0	1.846	3.902	0	0.05502	2.325	0	0.1079	0.8633	0	1.605	NaN
-Infectious Diseases	-Endocrine System	Inf	Inf	NaN	0.2975	8.498	Inf	1.716	23.47	301.5	0.8414	16.78	235.2	5.713	13.23	26.35	5.697	12.7	14.9	0.5351	6.399	20.85	2.06	4.872	12.67	0	33.46	Inf
Not Mapped	-Endocrine System	Inf	Inf	Inf	115.8	263.6	Inf	14.59	259.1	1871	8.663	288.1	1753	69.59	193.3	362	147.4	203.1	353	134.4	329.4	1212	52.46	101.8	184.9	691.1	691.1	Inf
-Not Mapped	-Endocrine System	Inf	Inf	Inf	115.8	263.6	Inf	14.59	259.1	1871	8.663	288.1	1753	69.59	193.3	362	147.4	203.1	353	134.4	329.4	1212	52.46	101.8	184.9	691.1	691.1	Inf
TOTAL	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	17640	Inf	Inf	7298	43530	Inf	323.5	778.5	108600	117.1	297.7	40470	208.7	615.8	Inf	154.5	419.4	11880	Inf	Inf	Inf
MAPPED	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	16910	Inf	Inf	7012	41820	Inf	254.3	612.1	85400	77.08	196	26630	107.6	317.4	Inf	99.09	269	7618	Inf	Inf	Inf
Genetic Information Processing	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	6694	Inf	Inf	2479	14850	Inf	93.27	224.4	31570	22.45	58.67	8151	41.14	119.2	Inf	47.29	125.2	3686	Inf	Inf	Inf
-Transcription	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	21.5	Inf	Inf	2.778	115.3	Inf	1.34	4.444	461.9	0.9352	1.69	291.1	2.592	7.139	Inf	1.623	4.66	145.1	Inf	Inf	Inf
-Translation	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	6156	Inf	Inf	2362	14250	Inf	77.73	182.8	25520	15.62	39.34	5343	31.5	89.47	Inf	35.59	96.24	2672	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	341.3	Inf	Inf	73.9	461.6	Inf	12.68	32.28	4499	5.08	14.21	1931	5.817	18.27	Inf	7.808	20.15	759.5	Inf	Inf	Inf
-DNA Maintenance	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	175.6	Inf	Inf	40.17	386.3	Inf	0.8847	4.865	1091	0.8157	3.511	586.7	1.222	4.281	Inf	1.214	4.145	109.1	Inf	Inf	Inf
-RNA Family	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	0	0	0	0	0	0	0	NaN	0	0	0	NaN	NaN	NaN
Environmental Information Processing	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	13.44	Inf	Inf	17.84	338.9	Inf	1.123	7.651	664.5	0.6396	1.964	283.5	0.5145	3.849	Inf	1.275	3.887	146	Inf	Inf	Inf
-Signal Transduction	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	1.36	Inf	Inf	7.075	338.9	Inf	0.3768	4.8	210.1	0.2155	0.8865	124	0.2434	3.455	Inf	0.6261	2.432	51.45	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Circulatory System	Inf	NaN	NaN	Inf	Inf	Inf	12.08	NaN	NaN	0	35.18	NaN	0.368	1.787	454.4	0.335	0.8586	159.5	0.09882	0.4015	Inf	0.5053	1.455	77.19	NaN	NaN	NaN
Cellular Processes	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	502.1	Inf	Inf	10.81	656.9	Inf	2.095	12.59	1409	1.397	6.69	423.2	2.087	10.03	Inf	5.617	16.12	451.8	Inf	Inf	Inf
-Hemoglobin	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	0	0	0	0	0	0	0	NaN	0	0	0	NaN	NaN	NaN
-Vesicular Transport	-Circulatory System	NaN	NaN	NaN	Inf	NaN	NaN	484.6	Inf	Inf	8.001	636.7	Inf	0.886	6.711	879.5	0.7036	3.363	194.3	1.574	6.389	Inf	2.13	6.559	186.5	NaN	NaN	NaN
-Cytoskeleton	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	0	NaN	NaN	0	163.4	Inf	0.2709	2.803	310.9	0.2263	1.573	141.3	0.0299	1.217	Inf	0.9096	3.596	186.2	Inf	Inf	Inf
-Cell Motility	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	0	NaN	NaN	0	0	NaN	0	0	0	0	0	0	0	0	NaN	0	0	0	Inf	Inf	Inf
-Cell Growth and Death	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	17.44	Inf	Inf	2.346	129.9	Inf	0.4828	1.306	217.2	0.2147	0.7373	84.41	0.08959	2.317	Inf	0.3327	2.544	26.09	Inf	Inf	NaN
-Cell Communication	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	0.0346	Inf	NaN	0.02068	336.2	Inf	0.0225	2.256	25.55	0.02148	1.835	9.89	0.003908	0.3937	Inf	0.2355	2.571	35.41	NaN	NaN	NaN
Metabolism	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	7713	Inf	Inf	3124	21460	Inf	97.18	232.7	34210	32.71	83.81	11560	34.6	98.92	Inf	23.89	67.61	1837	Inf	Inf	Inf
-Membrane Transport	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	0.5406	Inf	NaN	0	6.276	NaN	0.2089	0.9036	62.38	0.09978	0.323	51.65	0.1283	0.1897	Inf	0.1378	0.2162	10.26	Inf	Inf	Inf
-Central Carbon Metabolism	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	3132	Inf	Inf	1409	8092	Inf	24.98	56.52	7413	7.944	21.71	2335	7.877	27.38	Inf	4.937	12.69	377.9	Inf	Inf	Inf
-Energy Metabolism	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	737.2	Inf	Inf	302.5	4676	Inf	5.98	21.62	2098	2.08	8.631	665.7	4.667	20.81	Inf	1.775	4.479	113.5	Inf	Inf	Inf
-Biosynthesis	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	975.3	Inf	Inf	553.6	4270	Inf	29.39	82.69	11150	10.07	24.89	3404	6.772	17.69	Inf	3.935	11.77	483	Inf	Inf	Inf
-Other Enzymes	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	2868	Inf	Inf	817.5	8788	Inf	30.89	88.53	13490	12.43	33.46	5103	15.16	33.73	Inf	11.75	30.02	830	Inf	Inf	Inf
Organismal Systems	-Circulatory System	NaN	NaN	NaN	Inf	Inf	NaN	278.6	Inf	Inf	21.31	525.7	Inf	2.146	5.33	1130	1.758	3.36	458.3	2.766	7.093	Inf	3.132	9.565	240.6	Inf	Inf	NaN
-Immune System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	2.778	Inf	NaN	0.9962	87.27	Inf	0.3511	1.911	423.3	0.1749	1.146	149.2	0.001853	2.429	Inf	0.1035	2.925	52.43	NaN	NaN	NaN
-Endocrine System	-Circulatory System	NaN	NaN	NaN	Inf	Inf	NaN	47.45	Inf	Inf	0.1549	195.7	Inf	0.3892	1.701	204.5	0.1609	0.6677	75.14	0.1788	1.34	Inf	0.4109	1.521	23.04	Inf	Inf	NaN
-Circulatory System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	1	1	NaN	1	1	1	1	1	1	1	1	NaN	1	1	1	NaN	NaN	NaN
-Digestive System	-Circulatory System	NaN	NaN	NaN	Inf	NaN	NaN	118.9	NaN	NaN	0	186	NaN	0	0.11	392.3	0	0.1246	130.8	0	0.05582	Inf	0.1645	0.8137	5.778	Inf	Inf	NaN
-Excretory System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	1.765	Inf	Inf	0.02758	78.5	Inf	0.1415	0.8194	95.57	0.1792	0.938	95.91	0.2432	1.291	Inf	0.2364	1.123	51.79	NaN	NaN	NaN
-Nervous System	-Circulatory System	NaN	NaN	NaN	Inf	NaN	NaN	106.8	Inf	NaN	0	131.4	NaN	0	0.02898	6.018	0	0.03683	4.081	0	0.007696	Inf	0.09194	0.7535	10.47	NaN	NaN	NaN
-Sensory System	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	0	0.003239	0	0	0.003871	0	0	Inf	8.098e-05	0.3223	5.297	NaN	NaN	NaN
-Development	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	0.3027	NaN	0	0	7.476	0	0	2.101	0	0	Inf	0	0.06487	1.735	NaN	NaN	NaN
-Environmental Adaptation	-Circulatory System	NaN	NaN	NaN	Inf	NaN	NaN	0	NaN	NaN	0	4.304	NaN	0	0.03735	4.17	0	0.04017	2.534	1.058	2.116	Inf	0	0.005611	13.85	NaN	NaN	NaN
Human Diseases	-Circulatory System	Inf	Inf	Inf	Inf	Inf	Inf	164.6	Inf	Inf	641.3	4179	Inf	15.19	39.15	3022	6.1	18.04	1973	7.786	23.19	Inf	7.108	21.7	497.9	Inf	Inf	Inf
-Cancers	-Circulatory System	NaN	NaN	NaN	Inf	Inf	NaN	0	Inf	Inf	0	18.42	Inf	0.04394	0.2469	3.379	0	0.1261	1.255	0.04443	0.468	Inf	0.3698	1.037	25.85	Inf	Inf	NaN
-Immune System Diseases	-Circulatory System	NaN	NaN	NaN	Inf	Inf	NaN	27.5	Inf	Inf	15.49	295.5	Inf	0.8163	1.656	456.2	0.8398	2.062	392.3	0.9701	2.604	Inf	0.1535	0.8955	10.56	NaN	NaN	NaN
-Neurodegenerative Diseases	-Circulatory System	Inf	Inf	NaN	Inf	Inf	NaN	12.51	Inf	Inf	72.88	3152	Inf	5.551	19.51	1202	2.918	7.835	879.9	3.632	16.8	Inf	2.797	8.186	285.6	Inf	Inf	NaN
-Cardiovascular Diseases	-Circulatory System	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	56.34	NaN	0	0	1.944	0	0	1.038	0	0	NaN	0.2427	2.804	28	NaN	NaN	NaN
-Metabolic Diseases	-Circulatory System	Inf	Inf	NaN	Inf	Inf	NaN	0	Inf	NaN	0	710.6	NaN	0	2.394	40.73	0	0.8718	7.66	0	0.6253	NaN	0	0.04434	0.9686	Inf	Inf	NaN
-Infectious Diseases	-Circulatory System	Inf	Inf	NaN	Inf	Inf	Inf	124.6	Inf	Inf	20.59	295.5	Inf	3.884	14.04	1361	1.601	6.76	700.9	0.6886	4.9	Inf	1.517	8.908	159.7	Inf	Inf	Inf
