KO number	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
K15788	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.109	NaN
K01760	1893.17	1023	NaN	1124	15767	28748	162.481	NaN	NaN
K12251	NaN	NaN	NaN	NaN	NaN	NaN	73.781	NaN	NaN
K00620	NaN	NaN	NaN	7883	18718	20718	20.076	NaN	148.969
K01578	NaN	NaN	NaN	NaN	NaN	NaN	15.532	NaN	NaN
K01750	NaN	NaN	NaN	NaN	8167	8413	NaN	NaN	NaN
K01590	NaN	NaN	NaN	NaN	NaN	NaN	27.462	0.952	NaN
K01754	NaN	0.0017	NaN	NaN	20266	10649	6.957	6.061	NaN
K01620	NaN	374	28069	21659	15502	1856	4.008	144.294	NaN
K01626	5227.4	1204	NaN	21989	179127	28895	157.43	NaN	NaN
K14454	NaN	NaN	NaN	NaN	52613	37335	NaN	NaN	NaN
K00765	774.11	695	NaN	NaN	52724	14180	50.977	NaN	424.928
K10206	NaN	NaN	NaN	NaN	NaN	NaN	106.01	NaN	566.754
K01969	NaN	NaN	NaN	NaN	NaN	NaN	11.998	146.615	NaN
K01968	NaN	NaN	NaN	NaN	NaN	NaN	23.391	76.016	NaN
K00166	NaN	NaN	NaN	NaN	NaN	NaN	0.686	87.368	NaN
K00167	NaN	NaN	NaN	NaN	NaN	NaN	0.351	NaN	NaN
K00813	8329.33	3477	NaN	10291	NaN	NaN	1004.299	803.525	NaN
K00278	204.88	0.0017	NaN	NaN	NaN	NaN	0.452	NaN	NaN
K01914	1572.09	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14260	NaN	79	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01744	NaN	1070	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01437	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00265	6437.72	436	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00266	2596.25	475	NaN	NaN	NaN	NaN	NaN	NaN	291.052
K00260	NaN	NaN	1100	1824	NaN	NaN	NaN	NaN	NaN
K13821	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	141.098
K01425	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12525	313.27	43	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00060	NaN	172	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00643	NaN	NaN	1177	5213	17709	NaN	NaN	1.908	NaN
K00282	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00283	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00613	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00542	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00130	NaN	0.0017	NaN	NaN	NaN	5321	351.433	NaN	NaN
K00544	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01758	NaN	NaN	129657	186559	NaN	NaN	NaN	543.572	NaN
K01752	NaN	0.0017	7876	NaN	NaN	NaN	NaN	NaN	NaN
K12235	NaN	NaN	NaN	NaN	NaN	NaN	0.468	NaN	NaN
K00640	1280.92	330	NaN	NaN	NaN	NaN	33.82	NaN	NaN
K12339	2751.77	338	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13034	NaN	NaN	NaN	NaN	NaN	NaN	168.575	NaN	NaN
K01611	1187.33	0.0017	NaN	NaN	10405	NaN	0.242	4.1	NaN
K01243	2179.75	396	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01244	NaN	NaN	NaN	NaN	NaN	NaN	20.205	NaN	NaN
K00832	2734.66	794	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07173	NaN	3050	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01762	NaN	NaN	NaN	NaN	NaN	NaN	0.632	NaN	NaN
K00651	1492.17	397	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00641	NaN	NaN	NaN	NaN	54448	4168	NaN	NaN	NaN
K00456	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05396	NaN	1043	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01761	NaN	NaN	NaN	NaN	NaN	NaN	2.856	NaN	NaN
K11538	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08683	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2058.319	NaN
K00157	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01702	NaN	NaN	20229	60382	71066	15853	NaN	NaN	NaN
K00674	11485.99	1712	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00821	4458.17	1057	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01439	NaN	49	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00841	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01705	NaN	NaN	NaN	13845	24907	5976	NaN	NaN	NaN
K00825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00143	NaN	NaN	5754	13641	36435	9253	NaN	NaN	NaN
K14157	NaN	NaN	NaN	NaN	NaN	NaN	NaN	280.698	NaN
K01582	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	9.433
K00824	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00474	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00473	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13646	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00933	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01583	NaN	NaN	NaN	NaN	NaN	NaN	0.231	NaN	NaN
K01585	3144.18	333	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01581	NaN	0.0017	NaN	NaN	8006	NaN	NaN	NaN	NaN
K13747	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.709
K11182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00137	NaN	2974	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00657	NaN	36	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01426	NaN	NaN	NaN	1104	NaN	NaN	NaN	NaN	110.284
K00840	NaN	378	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00318	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.403	NaN
K00147	NaN	541	1986	685	19129	8392	NaN	NaN	107.929
K11394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00611	910.75	488	NaN	NaN	9057	7505	91.408	NaN	196.294
K01457	NaN	NaN	4529	NaN	NaN	NaN	NaN	NaN	NaN
K00619	117.42	145	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12659	NaN	NaN	NaN	12213	26528	33200	NaN	NaN	NaN
K00818	NaN	NaN	513	15073	103914	38160	41.601	NaN	453.987
K02502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.232
K11755	NaN	107	NaN	NaN	11873	3812	13.678	NaN	18.65
K14152	NaN	NaN	3511	68811	NaN	NaN	NaN	NaN	NaN
K02501	2587.07	273	NaN	NaN	NaN	NaN	NaN	NaN	389.451
K02500	921.53	206	NaN	NaN	NaN	NaN	NaN	NaN	112.322
K01663	NaN	NaN	17707	34354	32799	9910	51.968	NaN	NaN
K01089	NaN	553	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04486	NaN	NaN	7333	NaN	NaN	NaN	NaN	NaN	NaN
K00013	879.83	383	NaN	NaN	27488	20958	19.066	NaN	461.218
K01745	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01712	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01468	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01479	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01593	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.14	NaN
K00546	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00501	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.82	NaN
K01827	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00506	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00503	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.066	NaN
K00553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07253	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00500	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.02	NaN
K12732	NaN	NaN	NaN	3281	NaN	NaN	NaN	NaN	NaN
K00285	NaN	230	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10775	NaN	NaN	NaN	NaN	NaN	NaN	65.378	NaN	NaN
K00487	NaN	NaN	NaN	NaN	NaN	NaN	574.494	NaN	NaN
K00453	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.448	NaN
K00463	NaN	NaN	NaN	1404	NaN	NaN	NaN	NaN	NaN
K00486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01556	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00452	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03392	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01667	NaN	2738	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00669	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.766	NaN
K00562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11813	NaN	NaN	NaN	NaN	NaN	NaN	0.517	NaN	NaN
K11816	NaN	NaN	NaN	NaN	NaN	NaN	0.669	NaN	NaN
K04103	NaN	NaN	88424	13510	NaN	NaN	NaN	NaN	NaN
K11817	NaN	NaN	NaN	NaN	NaN	NaN	35.204	NaN	NaN
K01501	NaN	NaN	NaN	NaN	NaN	NaN	834.701	NaN	NaN
K11819	NaN	NaN	NaN	NaN	NaN	NaN	34.488	NaN	NaN
K11821	NaN	NaN	NaN	NaN	NaN	NaN	43.404	NaN	NaN
K01237	NaN	NaN	NaN	NaN	NaN	NaN	17.841	NaN	NaN
K03856	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	774.233
K13853	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13830	NaN	NaN	NaN	8907	26384	10619	NaN	NaN	NaN
K03785	NaN	148	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13832	NaN	NaN	NaN	NaN	NaN	NaN	53.156	NaN	NaN
K00014	NaN	79	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13501	NaN	NaN	NaN	NaN	21099	4387	NaN	NaN	NaN
K00766	NaN	NaN	NaN	NaN	16916	8545	11.452	NaN	435.293
K13497	453.28	158	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01817	NaN	NaN	NaN	NaN	NaN	NaN	9.646	NaN	NaN
K13498	NaN	347	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14187	770.66	87	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14170	NaN	361	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00211	NaN	NaN	NaN	NaN	2927	NaN	NaN	NaN	NaN
K01713	NaN	NaN	NaN	NaN	7557	NaN	NaN	NaN	NaN
K14261	NaN	36	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14270	NaN	NaN	NaN	NaN	NaN	NaN	1.331	NaN	NaN
K00833	NaN	0.0017	NaN	NaN	NaN	NaN	0.166	NaN	NaN
K01845	288.09	858	NaN	NaN	NaN	NaN	99.029	NaN	734.622
K02805	NaN	56	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13367	NaN	NaN	811	NaN	NaN	NaN	NaN	NaN	NaN
K01918	734.92	827	NaN	NaN	9080	4129	1.73	NaN	NaN
K01594	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.152	NaN
K06193	NaN	573	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01763	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11717	NaN	612	NaN	NaN	NaN	NaN	7.89	NaN	NaN
K08247	NaN	NaN	NaN	NaN	NaN	NaN	37.221	NaN	NaN
K12528	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12529	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01008	1300.64	507	NaN	NaN	NaN	NaN	NaN	386.165	NaN
K08249	NaN	NaN	NaN	NaN	NaN	NaN	1.814	NaN	NaN
K13035	NaN	NaN	NaN	NaN	NaN	NaN	1.478	NaN	NaN
K01776	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01775	NaN	47	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01921	NaN	447	NaN	NaN	NaN	NaN	NaN	NaN	151.642
K03367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14188	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00682	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11204	NaN	NaN	NaN	NaN	14471	5075	NaN	28.571	NaN
K05360	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00310	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.832	NaN
K01460	NaN	336	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01725	NaN	0.0017	NaN	NaN	NaN	NaN	72.066	NaN	742.099
K01672	NaN	NaN	NaN	NaN	NaN	NaN	NaN	286.238	NaN
K01673	4442.37	2003	NaN	NaN	49163	32905	1057.458	NaN	762.83
K01674	NaN	NaN	NaN	NaN	NaN	NaN	3.243	NaN	NaN
K00363	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00366	NaN	NaN	NaN	NaN	NaN	NaN	191.903	NaN	422.485
K01916	992.26	1060	NaN	NaN	NaN	NaN	NaN	NaN	97.829
K00284	NaN	NaN	NaN	NaN	NaN	NaN	115.269	NaN	526.462
K00360	NaN	NaN	NaN	NaN	NaN	NaN	51.05	NaN	NaN
K04561	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.181
K00459	NaN	NaN	NaN	548	NaN	NaN	NaN	NaN	NaN
K05601	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00390	1398.84	346	NaN	NaN	16893	8183	NaN	NaN	NaN
K00381	3734.94	739	2231	19244	52359	15396	NaN	NaN	NaN
K00380	6160.56	639	2597	27762	50456	12363	NaN	NaN	NaN
K00959	NaN	NaN	78878	47824	NaN	NaN	NaN	NaN	NaN
K01082	NaN	1022	NaN	NaN	31033	7521	129.777	127.603	30.523
K01014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00387	NaN	NaN	NaN	NaN	NaN	NaN	31.552	26.222	NaN
K00392	NaN	NaN	NaN	NaN	NaN	NaN	340.316	NaN	495.535
K13499	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.66	NaN
K03857	NaN	NaN	566	NaN	NaN	465	0.314	2.797	NaN
K01136	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.042	NaN
K01137	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.021	NaN
K00741	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.226	NaN
K13675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.921	NaN
K01793	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.19	NaN
K07151	NaN	NaN	NaN	NaN	3672	5393	102.236	59.59	NaN
K10967	NaN	NaN	NaN	NaN	7883	4601	NaN	NaN	NaN
K01231	NaN	NaN	NaN	NaN	NaN	NaN	6.987	20.24	NaN
K01444	NaN	NaN	NaN	NaN	NaN	NaN	0.814	2.752	NaN
K07541	NaN	NaN	NaN	NaN	NaN	NaN	2.106	2.18	NaN
K07432	NaN	NaN	NaN	NaN	3510	NaN	6.787	5.387	NaN
K03691	NaN	NaN	NaN	NaN	NaN	NaN	0.56	305.342	NaN
K00710	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.681	NaN
K01192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.014	NaN
K01191	NaN	0.0017	214	NaN	4117	4293	75.952	5.168	3.626
K01201	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.931	NaN
K01205	NaN	NaN	NaN	NaN	NaN	NaN	7.811	1.028	NaN
K10532	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.529	NaN
K01227	NaN	NaN	NaN	NaN	NaN	NaN	2.766	0.96	NaN
K00728	NaN	NaN	24690	7580	36464	13703	NaN	3.493	NaN
K00738	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.978	NaN
K00734	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.273	NaN
K00733	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.262	NaN
K12667	NaN	NaN	NaN	NaN	NaN	NaN	105.638	449.835	NaN
K05289	NaN	NaN	3065	NaN	910	NaN	1.479	19.862	NaN
K05284	NaN	NaN	NaN	NaN	NaN	NaN	0.237	3.172	NaN
K03843	NaN	NaN	NaN	NaN	13412	2333	6.733	43.459	NaN
K03847	NaN	NaN	NaN	825	7047	4334	0.094	2.495	NaN
K03844	NaN	NaN	NaN	NaN	6432	NaN	1.788	29.689	NaN
K03849	NaN	NaN	NaN	NaN	392	1673	NaN	5.488	NaN
K05294	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.971	NaN
K05290	NaN	NaN	NaN	NaN	994	1844	8.742	40.642	NaN
K05292	NaN	NaN	NaN	NaN	NaN	NaN	2.054	21.209	NaN
K12311	NaN	NaN	NaN	NaN	NaN	NaN	NaN	415.169	NaN
K00790	504.79	267	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00075	NaN	26	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01924	NaN	75	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01925	NaN	70	NaN	NaN	NaN	NaN	NaN	NaN	116.937
K01928	152.83	66	NaN	NaN	NaN	NaN	NaN	NaN	131.18
K01929	NaN	94	NaN	NaN	NaN	NaN	NaN	NaN	976.43
K03845	NaN	NaN	NaN	NaN	623	NaN	0.287	2.497	NaN
K03848	NaN	NaN	NaN	797	348	NaN	NaN	NaN	NaN
K09667	NaN	NaN	NaN	NaN	NaN	NaN	0.058	23.176	NaN
K00771	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.62	NaN
K13667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.729	NaN
K03877	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07970	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00731	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.519	NaN
K09653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00718	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00726	NaN	NaN	NaN	NaN	NaN	NaN	2.558	6.144	NaN
K13748	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03714	NaN	NaN	NaN	NaN	NaN	NaN	3.747	NaN	NaN
K00717	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.109	NaN
K09669	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.276	NaN
K09662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10158	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.602	NaN
K10812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.124	NaN
K00746	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.081	NaN
K02369	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02370	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.517	NaN
K00725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05536	NaN	NaN	NaN	400	NaN	NaN	NaN	NaN	NaN
K05529	NaN	NaN	14804	NaN	10049	4245	NaN	NaN	NaN
K05528	NaN	NaN	NaN	NaN	1653	8087	NaN	NaN	NaN
K03854	NaN	NaN	5660	471	NaN	NaN	NaN	NaN	NaN
K10971	NaN	NaN	NaN	NaN	6014	1076	NaN	NaN	NaN
K00780	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03494	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03792	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03374	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03376	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10999	NaN	NaN	NaN	NaN	NaN	NaN	51.325	NaN	NaN
K08238	NaN	NaN	NaN	NaN	NaN	NaN	17.915	NaN	NaN
K13680	NaN	NaN	NaN	NaN	NaN	NaN	3.551	NaN	NaN
K11714	NaN	NaN	NaN	NaN	NaN	NaN	2.994	NaN	NaN
K11000	NaN	NaN	NaN	NaN	NaN	NaN	5.097	NaN	NaN
K13379	NaN	NaN	NaN	NaN	NaN	NaN	893.618	NaN	NaN
K13681	NaN	NaN	NaN	NaN	NaN	NaN	9.594	NaN	NaN
K00749	NaN	NaN	NaN	NaN	5583	1304	NaN	NaN	NaN
K05365	NaN	209	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03277	NaN	14	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02852	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	41.747
K13691	NaN	NaN	NaN	NaN	NaN	NaN	2.993	NaN	NaN
K05841	NaN	NaN	NaN	2414	NaN	NaN	NaN	NaN	NaN
K08237	NaN	NaN	NaN	NaN	NaN	NaN	43.495	NaN	NaN
K13068	NaN	NaN	NaN	NaN	NaN	NaN	0.736	NaN	NaN
K02513	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.176	NaN
K05531	NaN	NaN	NaN	NaN	7047	4092	NaN	NaN	NaN
K05532	NaN	NaN	NaN	NaN	9836	10880	NaN	NaN	NaN
K05533	NaN	NaN	NaN	NaN	6426	4840	NaN	NaN	NaN
K14459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04520	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08132	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00677	405.3	771	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02536	NaN	800	NaN	NaN	NaN	NaN	NaN	NaN	61.55
K03270	NaN	221	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03271	4155.67	1990	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03272	424.66	460	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03274	835.92	2030	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12975	NaN	50	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05789	NaN	305	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05362	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K15095	NaN	NaN	NaN	NaN	NaN	NaN	53.15	NaN	NaN
K13496	NaN	NaN	NaN	NaN	NaN	NaN	1.644	NaN	NaN
K13493	NaN	NaN	NaN	NaN	NaN	NaN	9.059	NaN	NaN
K01633	NaN	0.0017	NaN	NaN	NaN	NaN	29.048	NaN	200.03
K02858	935.76	110	16709	4811	20587	12400	NaN	NaN	NaN
K03527	NaN	126	NaN	NaN	NaN	NaN	60.034	NaN	24.826
K06133	NaN	0.0017	NaN	NaN	NaN	NaN	0.112	NaN	NaN
K09835	NaN	NaN	NaN	NaN	NaN	NaN	1.575	NaN	42.42
K01919	NaN	102	NaN	NaN	NaN	NaN	109.088	NaN	NaN
K01823	NaN	0.0017	2319	11208	25041	7161	223.496	36.92	NaN
K03800	NaN	0.0017	NaN	NaN	911	NaN	NaN	NaN	NaN
K00510	NaN	NaN	NaN	NaN	NaN	NaN	0.976	39.144	349.134
K00517	NaN	0.0017	NaN	NaN	32540	20265	70.404	711.542	16.943
K15086	NaN	NaN	NaN	NaN	NaN	NaN	0.246	NaN	NaN
K15889	NaN	NaN	NaN	NaN	NaN	NaN	9.311	NaN	NaN
K15428	NaN	NaN	NaN	NaN	25820	31166	NaN	NaN	NaN
ath_AT1G22400	NaN	NaN	NaN	NaN	NaN	NaN	0.477	NaN	NaN
K02201	NaN	NaN	NaN	NaN	NaN	NaN	21.103	NaN	NaN
K03644	NaN	379	NaN	1010	4173	1986	0.764	7.258	NaN
K06215	NaN	NaN	NaN	NaN	117815	36049	243.533	NaN	NaN
K06210	NaN	NaN	10745	NaN	1268	4939	NaN	1.335	NaN
K01904	NaN	NaN	NaN	NaN	NaN	NaN	90.542	NaN	NaN
K00522	NaN	NaN	NaN	NaN	NaN	NaN	101.753	1059.244	NaN
K00794	5882.43	3562	NaN	NaN	17061	9054	25.1	NaN	NaN
K00838	NaN	NaN	11186	48316	72206	24634	NaN	NaN	NaN
K12505	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.774	NaN
K12501	NaN	NaN	NaN	NaN	NaN	NaN	18.017	NaN	NaN
K02304	NaN	NaN	NaN	NaN	1748	1190	NaN	NaN	NaN
K01930	NaN	NaN	787	NaN	5672	1947	24.447	3.194	NaN
K05954	NaN	NaN	NaN	NaN	1095	NaN	2.426	49.795	NaN
K05955	NaN	NaN	NaN	NaN	1339	1143	4.847	145.44	NaN
K01469	NaN	NaN	306	292	14280	6797	32.704	49.777	NaN
K11752	NaN	38	NaN	NaN	NaN	NaN	2.838	NaN	NaN
K01922	NaN	NaN	NaN	1332	2792	2968	3.525	49.397	NaN
K01920	NaN	593	NaN	1671	15278	14226	53.423	54.655	261.813
K01255	NaN	603	NaN	NaN	NaN	NaN	369.581	569.082	292.642
K01256	485.85	918	NaN	NaN	NaN	NaN	92.259	NaN	51.142
K10026	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01078	NaN	NaN	19429	NaN	94753	88967	0.277	186.012	NaN
K01077	NaN	0.0017	601	NaN	5237	12700	NaN	290.676	NaN
K00815	NaN	NaN	NaN	NaN	NaN	NaN	111.426	3.016	NaN
