KO number	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
K00283	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00613	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00542	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00130	NaN	NaN	NaN	NaN	NaN	1862350	176328.98	NaN	NaN
K00544	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01758	NaN	NaN	51084858	73504246	NaN	NaN	NaN	213623.8	NaN
K01752	NaN	NaN	2835360	NaN	NaN	NaN	NaN	NaN	NaN
K12235	NaN	NaN	NaN	NaN	NaN	NaN	154.908	NaN	NaN
K00640	349691.16	90090	NaN	NaN	NaN	NaN	11837	NaN	NaN
K12339	833786.31	102414	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13034	NaN	NaN	NaN	NaN	NaN	NaN	62035.6	NaN	NaN
K01611	313455.12	NaN	NaN	NaN	4037140	NaN	83.974	1422.7	NaN
K01243	505702	91872	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01244	NaN	NaN	NaN	NaN	NaN	NaN	7071.75	NaN	NaN
K00832	1085660	315218	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07173	NaN	521550	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01762	NaN	NaN	NaN	NaN	NaN	NaN	295.969	NaN	NaN
K00651	461080.53	122673	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00641	NaN	NaN	NaN	NaN	27762160	2128568	NaN	NaN	NaN
K00456	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05396	NaN	342104	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01761	NaN	NaN	NaN	NaN	NaN	NaN	999.6	NaN	NaN
K11538	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08683	NaN	NaN	NaN	NaN	NaN	NaN	NaN	524871.34	NaN
K00157	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01702	NaN	NaN	15758391	47037578	53441632	11921456	NaN	NaN	NaN
K00674	3147161.3	469088	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00821	1810017	429142	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01439	NaN	18375	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00841	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01705	NaN	NaN	NaN	9594585	17659063	4236984	NaN	NaN	NaN
K00825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00143	NaN	NaN	8009568	18988272	51919875	13185525	NaN	NaN	NaN
K14157	NaN	NaN	NaN	NaN	NaN	NaN	NaN	260487.74	NaN
K01582	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4556.139
K00824	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00474	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00473	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13646	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00933	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01583	NaN	NaN	NaN	NaN	NaN	NaN	80.85	NaN	NaN
K01585	2068870.4	219114	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01581	NaN	NaN	NaN	NaN	3482610	NaN	NaN	NaN	NaN
K13747	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4531.383
K11182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00137	NaN	1040900	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00657	NaN	6696	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01426	NaN	NaN	NaN	606096	NaN	NaN	NaN	NaN	55803.704
K00840	NaN	153468	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00318	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66331.443	NaN
K00147	NaN	225597	905616	312360	8455018	3709264	NaN	NaN	46733.257
K11394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00611	311682.34	162992	NaN	NaN	2970696	2461640	34278	NaN	60458.552
K01457	NaN	NaN	1585150	NaN	NaN	NaN	NaN	NaN	NaN
K00619	52017.06	64235	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12659	NaN	NaN	NaN	4274550	23556864	29481600	NaN	NaN	NaN
K00818	NaN	NaN	216999	6375879	44786934	16446960	19011.657	NaN	194760.42
K02502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7962.048
K11755	NaN	21721	NaN	NaN	4974787	1597228	4787.3	NaN	4289.5
K14152	NaN	NaN	2805289	54979989	NaN	NaN	NaN	NaN	NaN
K02501	507065.72	53508	NaN	NaN	NaN	NaN	NaN	NaN	82563.612
K02500	237754.74	53148	NaN	NaN	NaN	NaN	NaN	NaN	29316.042
K01663	NaN	NaN	9774264	18963408	17678661	5341490	18188.8	NaN	NaN
K01089	NaN	196315	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04486	NaN	NaN	2456555	NaN	NaN	NaN	NaN	NaN	NaN
K00013	381846.22	166222	NaN	NaN	11874816	9053856	6673.1	NaN	203858.36
K01745	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01712	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01468	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01479	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01593	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6191.4	NaN
K00546	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00501	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10896.78	NaN
K01827	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00506	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00503	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1384.22	NaN
K00553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07253	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00500	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52215.24	NaN
K12732	NaN	NaN	NaN	2083435	NaN	NaN	NaN	NaN	NaN
K00285	NaN	99360	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10775	NaN	NaN	NaN	NaN	NaN	NaN	46919.089	NaN	NaN
K00487	NaN	NaN	NaN	NaN	NaN	NaN	290119.47	NaN	NaN
K00453	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4717.792	NaN
K00463	NaN	NaN	NaN	636012	NaN	NaN	NaN	NaN	NaN
K00486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01556	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00452	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03392	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01667	NaN	1303288	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00669	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11210.346	NaN
K00562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11813	NaN	NaN	NaN	NaN	NaN	NaN	280.731	NaN	NaN
K11816	NaN	NaN	NaN	NaN	NaN	NaN	275.928	NaN	NaN
K04103	NaN	NaN	49782712	7606130	NaN	NaN	NaN	NaN	NaN
K11817	NaN	NaN	NaN	NaN	NaN	NaN	48159.072	NaN	NaN
K01501	NaN	NaN	NaN	NaN	NaN	NaN	287566.54	NaN	NaN
K11819	NaN	NaN	NaN	NaN	NaN	NaN	15933.456	NaN	NaN
K11821	NaN	NaN	NaN	NaN	NaN	NaN	14670.552	NaN	NaN
K01237	NaN	NaN	NaN	NaN	NaN	NaN	13454.347	NaN	NaN
K03856	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	271755.78
K13853	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13830	NaN	NaN	NaN	14144316	41660336	16767401	NaN	NaN	NaN
K03785	NaN	37296	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13832	NaN	NaN	NaN	NaN	NaN	NaN	18604.6	NaN	NaN
K00014	NaN	21488	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13501	NaN	NaN	NaN	NaN	15908646	3307798	NaN	NaN	NaN
K00766	NaN	NaN	NaN	NaN	5768356	2913845	6619.256	NaN	155834.89
K13497	240691.68	83898	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01817	NaN	NaN	NaN	NaN	NaN	NaN	2652.65	NaN	NaN
K13498	NaN	156844	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14187	287456.18	32451	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14170	NaN	139346	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00211	NaN	NaN	NaN	NaN	1299588	NaN	NaN	NaN	NaN
K01713	NaN	NaN	NaN	NaN	2047947	NaN	NaN	NaN	NaN
K14261	NaN	12600	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14270	NaN	NaN	NaN	NaN	NaN	NaN	673.229	NaN	NaN
K00833	NaN	NaN	NaN	NaN	NaN	NaN	138.278	NaN	NaN
K01845	122726.34	365508	NaN	NaN	NaN	NaN	46862.154	NaN	318091.33
K02805	NaN	21056	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13367	NaN	NaN	411988	NaN	NaN	NaN	NaN	NaN	NaN
K01918	207982.36	234041	NaN	NaN	2624120	1193281	605.5	NaN	NaN
K01594	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10553.2	NaN
K06193	NaN	63603	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01763	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11717	NaN	248472	NaN	NaN	NaN	NaN	2761.5	NaN	NaN
K08247	NaN	NaN	NaN	NaN	NaN	NaN	39863.691	NaN	NaN
K12528	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12529	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01008	451322.08	175929	NaN	NaN	NaN	NaN	NaN	153467.74	NaN
K08249	NaN	NaN	NaN	NaN	NaN	NaN	832.626	NaN	NaN
K13035	NaN	NaN	NaN	NaN	NaN	NaN	524.69	NaN	NaN
K01776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01775	NaN	16732	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01921	NaN	158416	NaN	NaN	NaN	NaN	NaN	NaN	53681.268
K03367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14188	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00682	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11204	NaN	NaN	NaN	NaN	10057345	3527125	NaN	20485.407	NaN
K05360	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00310	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14539.176	NaN
K01460	NaN	117600	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01725	NaN	NaN	NaN	NaN	NaN	NaN	12107.088	NaN	111314.85
K01672	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83436.26	NaN
K01673	977321.4	440660	NaN	NaN	17207050	11516750	349486.78	NaN	237240.13
K01674	NaN	NaN	NaN	NaN	NaN	NaN	3387.497	NaN	NaN
K00363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00366	NaN	NaN	NaN	NaN	NaN	NaN	112455.16	NaN	212087.47
K01916	272871.5	291500	NaN	NaN	NaN	NaN	NaN	NaN	54588.582
K00284	NaN	NaN	NaN	NaN	NaN	NaN	189203.75	NaN	823386.56
K00360	NaN	NaN	NaN	NaN	NaN	NaN	46812.85	NaN	NaN
K04561	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13229.37
K00459	NaN	NaN	NaN	191800	NaN	NaN	NaN	NaN	NaN
K05601	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00390	341316.96	84424	NaN	NaN	4679361	2266691	NaN	NaN	NaN
K00381	2128915.8	421230	3217102	27749848	77910192	22909248	NaN	NaN	NaN
K00380	3690175.4	382761	2687895	28733670	17659600	4327050	NaN	NaN	NaN
K00959	NaN	NaN	27212910	16499280	NaN	NaN	NaN	NaN	NaN
K01082	NaN	357700	NaN	NaN	10923616	2647392	52579.953	44661.05	10683.05
K01014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00387	NaN	NaN	NaN	NaN	NaN	NaN	12399.936	9177.7	NaN
K00392	NaN	NaN	NaN	NaN	NaN	NaN	304582.82	NaN	314664.73
K13499	NaN	NaN	NaN	NaN	NaN	NaN	NaN	231	NaN
K03857	NaN	NaN	255832	NaN	NaN	162750	140.358	978.95	NaN
K01136	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3514.7	NaN
K01137	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3507.35	NaN
K00741	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1829.1	NaN
K13675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	322.35	NaN
K01793	NaN	NaN	NaN	NaN	NaN	NaN	NaN	766.5	NaN
K07151	NaN	NaN	NaN	NaN	2834784	4163396	79292.396	37719.575	NaN
K10967	NaN	NaN	NaN	NaN	2759050	1610350	NaN	NaN	NaN
K01231	NaN	NaN	NaN	NaN	NaN	NaN	8195.751	7084	NaN
K01444	NaN	NaN	NaN	NaN	NaN	NaN	284.9	963.2	NaN
K07541	NaN	NaN	NaN	NaN	NaN	NaN	737.1	763	NaN
K07432	NaN	NaN	NaN	NaN	565110	NaN	2375.45	1885.45	NaN
K03691	NaN	NaN	NaN	NaN	NaN	NaN	196	123330.04	NaN
K00710	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61099.831	NaN
K01192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8754.9	NaN
K01191	NaN	NaN	231762	NaN	4578104	4773816	26583.2	1808.8	3778.292
K01201	NaN	NaN	NaN	NaN	NaN	NaN	NaN	325.85	NaN
K01205	NaN	NaN	NaN	NaN	NaN	NaN	2733.85	359.8	NaN
K10532	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4385.15	NaN
K01227	NaN	NaN	NaN	NaN	NaN	NaN	968.1	336	NaN
K00728	NaN	NaN	19683650	6192860	29803686	11518194	NaN	2820.37	NaN
K00738	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1042.3	NaN
K00734	NaN	NaN	NaN	NaN	NaN	NaN	NaN	445.55	NaN
K00733	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1841.7	NaN
K12667	NaN	NaN	NaN	NaN	NaN	NaN	36973.3	157442.25	NaN
K05289	NaN	NaN	1881910	NaN	552370	NaN	517.65	6951.7	NaN
K05284	NaN	NaN	NaN	NaN	NaN	NaN	111.39	1110.2	NaN
K03843	NaN	NaN	NaN	NaN	6960828	1210827	2356.55	15210.65	NaN
K03847	NaN	NaN	NaN	454575	4023837	2474714	32.9	873.25	NaN
K03844	NaN	NaN	NaN	NaN	3113088	NaN	625.8	10391.15	NaN
K03849	NaN	NaN	NaN	NaN	205016	874979	NaN	1920.8	NaN
K05294	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1039.85	NaN
K05290	NaN	NaN	NaN	NaN	389648	722848	3059.7	14224.7	NaN
K05292	NaN	NaN	NaN	NaN	NaN	NaN	718.9	7423.15	NaN
K12311	NaN	NaN	NaN	NaN	NaN	NaN	NaN	145309.15	NaN
K00790	211507.01	111873	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00075	NaN	8892	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01924	NaN	36825	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01925	NaN	30660	NaN	NaN	NaN	NaN	NaN	NaN	53089.398
K01928	75650.85	32670	NaN	NaN	NaN	NaN	NaN	NaN	72804.9
K01929	NaN	42488	NaN	NaN	NaN	NaN	NaN	NaN	443299.22
K03845	NaN	NaN	NaN	NaN	266021	NaN	125.706	1273.47	NaN
K03848	NaN	NaN	NaN	433568	187224	NaN	NaN	NaN	NaN
K09667	NaN	NaN	NaN	NaN	NaN	NaN	56.666	24543.384	NaN
K00771	NaN	NaN	NaN	NaN	NaN	NaN	NaN	543.12	NaN
K13667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46331.619	NaN
K03877	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07970	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00731	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33181.372	NaN
K09653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00718	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00726	NaN	NaN	NaN	NaN	NaN	NaN	1135.752	2813.952	NaN
K13748	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03714	NaN	NaN	NaN	NaN	NaN	NaN	2000.898	NaN	NaN
K00717	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27922.471	NaN
K09669	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7226.544	NaN
K09662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10158	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6916.212	NaN
K10812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8697.384	NaN
K00746	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	821.56	NaN
K02369	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02370	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11194.524	NaN
K00725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05536	NaN	NaN	NaN	234400	NaN	NaN	NaN	NaN	NaN
K05529	NaN	NaN	5847580	NaN	3497052	1477260	NaN	NaN	NaN
K05528	NaN	NaN	NaN	NaN	689301	3372279	NaN	NaN	NaN
K03854	NaN	NaN	2929145	245862	NaN	NaN	NaN	NaN	NaN
K10971	NaN	NaN	NaN	NaN	2327418	416412	NaN	NaN	NaN
K00780	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03494	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03792	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03374	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03376	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10999	NaN	NaN	NaN	NaN	NaN	NaN	55082.432	NaN	NaN
K08238	NaN	NaN	NaN	NaN	NaN	NaN	7327.02	NaN	NaN
K13680	NaN	NaN	NaN	NaN	NaN	NaN	1242.85	NaN	NaN
K11714	NaN	NaN	NaN	NaN	NaN	NaN	1090.92	NaN	NaN
K11000	NaN	NaN	NaN	NaN	NaN	NaN	9691.501	NaN	NaN
K13379	NaN	NaN	NaN	NaN	NaN	NaN	320717.41	NaN	NaN
K13681	NaN	NaN	NaN	NaN	NaN	NaN	5177.453	NaN	NaN
K00749	NaN	NaN	NaN	NaN	13787376	3223488	NaN	NaN	NaN
K05365	NaN	176396	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03277	NaN	4900	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02852	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10645.485
K13691	NaN	NaN	NaN	NaN	NaN	NaN	1343.857	NaN	NaN
K05841	NaN	NaN	NaN	2891972	NaN	NaN	NaN	NaN	NaN
K08237	NaN	NaN	NaN	NaN	NaN	NaN	15179.755	NaN	NaN
K13068	NaN	NaN	NaN	NaN	NaN	NaN	365.056	NaN	NaN
K02513	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1005.312	NaN
K05531	NaN	NaN	NaN	NaN	2466450	1432200	NaN	NaN	NaN
K05532	NaN	NaN	NaN	NaN	3442600	3808000	NaN	NaN	NaN
K05533	NaN	NaN	NaN	NaN	2249100	1694000	NaN	NaN	NaN
K14459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04520	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08132	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00677	106188.6	202002	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02536	NaN	272800	NaN	NaN	NaN	NaN	NaN	NaN	21234.75
K03270	NaN	41548	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03271	797888.64	382080	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03272	202562.82	219420	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03274	259135.2	629300	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12975	NaN	28700	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05789	NaN	99125	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05362	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K15095	NaN	NaN	NaN	NaN	NaN	NaN	18602.5	NaN	NaN
K13496	NaN	NaN	NaN	NaN	NaN	NaN	688.645	NaN	NaN
K13493	NaN	NaN	NaN	NaN	NaN	NaN	3856.85	NaN	NaN
K01633	NaN	NaN	NaN	NaN	NaN	NaN	10166.8	NaN	70010.5
K02858	203059.92	23870	3475472	1000688	7205450	4340000	NaN	NaN	NaN
K03527	NaN	39816	NaN	NaN	NaN	NaN	27975.844	NaN	8689.1
K06133	NaN	NaN	NaN	NaN	NaN	NaN	39.2	NaN	NaN
K09835	NaN	NaN	NaN	NaN	NaN	NaN	937.125	NaN	14847
K01919	NaN	52836	NaN	NaN	NaN	NaN	38180.8	NaN	NaN
K01823	NaN	NaN	667872	3227904	6160086	1761606	64154.594	12922	NaN
K03800	NaN	NaN	NaN	NaN	318850	NaN	NaN	NaN	NaN
K00510	NaN	NaN	NaN	NaN	NaN	NaN	341.6	11586.624	83792.16
K00517	NaN	NaN	NaN	NaN	18417640	11469990	34738.877	366543.37	7522.692
K15086	NaN	NaN	NaN	NaN	NaN	NaN	86.1	NaN	NaN
K15889	NaN	NaN	NaN	NaN	NaN	NaN	3258.85	NaN	NaN
K15428	NaN	NaN	NaN	NaN	9037000	10908100	NaN	NaN	NaN
ath_AT1G22400	NaN	NaN	NaN	NaN	NaN	NaN	166.95	NaN	NaN
K02201	NaN	NaN	NaN	NaN	NaN	NaN	7386.05	NaN	NaN
K03644	NaN	121659	NaN	418140	1460550	695100	287.524	2736.266	NaN
K06215	NaN	NaN	NaN	NaN	33577275	10273965	80408.349	NaN	NaN
K06210	NaN	NaN	4244275	NaN	443800	1728650	NaN	519.315	NaN
K01904	NaN	NaN	NaN	NaN	NaN	NaN	45985.122	NaN	NaN
K00522	NaN	NaN	NaN	NaN	NaN	NaN	35613.55	217145.02	NaN
K00794	917659.08	555672	NaN	NaN	5971350	3168900	8785	NaN	NaN
K00838	NaN	NaN	5593000	24158000	25272100	8621900	NaN	NaN	NaN
K12505	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2720.9	NaN
K12501	NaN	NaN	NaN	NaN	NaN	NaN	6305.95	NaN	NaN
K02304	NaN	NaN	NaN	NaN	611800	416500	NaN	NaN	NaN
K01930	NaN	NaN	338410	NaN	1985200	681450	13820.648	1117.9	NaN
K05954	NaN	NaN	NaN	NaN	419385	NaN	1169.332	17428.25	NaN
K05955	NaN	NaN	NaN	NaN	424463	362331	1580.122	50904	NaN
K01469	NaN	NaN	393516	375512	4998000	2378950	41403.264	17421.95	NaN
K11752	NaN	13946	NaN	NaN	NaN	NaN	993.3	NaN	NaN
K01922	NaN	NaN	NaN	466200	977200	1038800	1233.75	17288.95	NaN
K01920	NaN	187388	NaN	820461	7791780	7255260	28794.997	19129.25	83780.16
K01255	NaN	303309	NaN	NaN	NaN	NaN	129353.35	287222.67	148662.14
K01256	422689.5	798660	NaN	NaN	NaN	NaN	32290.65	NaN	44442.398
K10026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01078	NaN	NaN	9073343	NaN	41112937	40025967	145.148	50308.2	NaN
K01077	NaN	NaN	340166	NaN	1832950	4445000	NaN	105704.83	NaN
K00815	NaN	NaN	NaN	NaN	NaN	NaN	38999.1	1055.6	NaN
K01497	NaN	NaN	NaN	NaN	1415400	NaN	19707.45	NaN	NaN
K01495	1191864.7	233988	NaN	NaN	1704150	1872500	NaN	43108.524	151844.86
K13941	NaN	NaN	NaN	NaN	NaN	NaN	1104.6	NaN	NaN
K10960	NaN	NaN	NaN	NaN	NaN	NaN	5323.15	NaN	288265.25
K11140	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21998.196	NaN
K11147	NaN	NaN	NaN	NaN	NaN	NaN	17526.254	33144.3	NaN
K04035	NaN	NaN	NaN	NaN	NaN	NaN	3127.623	NaN	75890.85
K00799	NaN	347705	NaN	3481800	5138000	4279100	3480171.8	1140830.6	106660.6
K00793	NaN	51333	NaN	NaN	5130650	6290200	3363.5	NaN	NaN
K13606	NaN	NaN	NaN	NaN	NaN	NaN	961.45	NaN	NaN
K13950	NaN	NaN	3074809	NaN	1069950	248850	92.75	NaN	NaN
K09840	NaN	NaN	NaN	NaN	NaN	NaN	8486.011	NaN	NaN
K09680	NaN	NaN	NaN	NaN	1432900	516250	4182.15	20228.292	NaN
K11778	NaN	NaN	1103960	NaN	3154900	531650	4774.864	6405.7	NaN
K00275	NaN	92432	NaN	NaN	2916200	4966150	NaN	13652.45	23526.47
K15816	NaN	NaN	NaN	NaN	NaN	NaN	34.3	NaN	NaN
K14655	NaN	NaN	257600	NaN	1244950	1859550	NaN	NaN	NaN
K14654	NaN	NaN	NaN	NaN	592900	352800	NaN	NaN	NaN
K14652	NaN	NaN	NaN	NaN	NaN	NaN	2290.05	NaN	NaN
K00457	NaN	NaN	NaN	NaN	NaN	NaN	7144.192	9083.55	NaN
K11121	NaN	NaN	NaN	NaN	504838	2147095	NaN	NaN	NaN
sce_YDR071C	NaN	NaN	12083750	11567150	NaN	NaN	NaN	NaN	NaN
