KO number	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
K03672	NaN	9591	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05838	NaN	321772	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03675	NaN	235640	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03676	NaN	192394	NaN	NaN	10577910	8558412	NaN	NaN	NaN
K07390	536396.8	267375	NaN	NaN	1555050	1157850	NaN	NaN	NaN
K08056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1510922.5	NaN
K09582	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09586	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10717.671	NaN
K03673	NaN	297232	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03981	73634.36	71508	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03805	NaN	10452	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03070	555808.88	483837	NaN	NaN	NaN	NaN	1887.9	NaN	255323.85
K12275	NaN	NaN	NaN	NaN	2906736	2001538	27805.4	55745.716	NaN
K12272	NaN	NaN	373564	NaN	1490035	3049737	16099.65	37376.164	NaN
K07342	NaN	NaN	NaN	NaN	NaN	2246300	994	9493.4	NaN
K13280	NaN	NaN	NaN	NaN	317384	674344	4220.3	25383.75	NaN
K09647	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3494.4	NaN
K09648	NaN	NaN	NaN	NaN	NaN	NaN	623.7	2645.3	NaN
K09481	NaN	NaN	NaN	NaN	NaN	3403750	36396.15	9565.8	NaN
K13431	NaN	NaN	NaN	NaN	1737050	1300600	8552.6	88838.432	NaN
K09490	NaN	NaN	898876	NaN	82095580	23487800	937466.78	1992027.3	NaN
K03116	NaN	23140	NaN	NaN	NaN	NaN	77282.45	NaN	1529507.8
K12948	NaN	NaN	NaN	NaN	1060164	NaN	1645	4453.4	NaN
K12947	NaN	NaN	NaN	NaN	NaN	NaN	6147.4	21761.844	NaN
K12946	NaN	NaN	NaN	NaN	NaN	NaN	15763.3	9069.508	NaN
K03217	NaN	205500	NaN	NaN	1471368	1803470	22065.15	9789.85	139637.05
K10956	NaN	NaN	NaN	NaN	5767314	5866822	33020.29	45421.6	NaN
K03109	NaN	NaN	NaN	NaN	NaN	NaN	29387.75	3910.445	NaN
K03108	NaN	NaN	NaN	NaN	4909925	1954425	10436.65	97795.75	NaN
K03107	NaN	NaN	NaN	NaN	4948944	1754368	14512.75	52223.652	NaN
K03106	NaN	207021	NaN	NaN	5451275	2752675	8769.95	100720.97	60184.448
K03105	NaN	NaN	NaN	NaN	2876352	1323795	24770.2	41051.68	NaN
K03104	NaN	NaN	NaN	NaN	903120	NaN	6047.3	12936.6	NaN
K03100	NaN	13284	NaN	NaN	NaN	NaN	4781.562	NaN	NaN
K09540	NaN	NaN	NaN	NaN	4637358	1108383	10868.582	40841.214	NaN
K03076	NaN	149291	NaN	NaN	NaN	NaN	NaN	NaN	5633.732
K03073	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84359.151
K03075	NaN	40370	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03072	NaN	78105	NaN	NaN	NaN	NaN	NaN	NaN	86699.792
K03074	NaN	28424	NaN	NaN	NaN	NaN	NaN	NaN	23170.116
K12257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03210	NaN	236940	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03110	NaN	284358	NaN	NaN	NaN	NaN	806.664	NaN	36841.194
K03117	NaN	11799	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03118	NaN	NaN	NaN	NaN	NaN	NaN	4618.22	NaN	NaN
K04523	NaN	NaN	NaN	NaN	10689002	4009002	30476.25	232344.27	NaN
K09584	NaN	NaN	NaN	NaN	12531750	6795950	718117.65	540691.43	NaN
K09580	NaN	NaN	1487700	2805228	7116200	8896650	468752.55	2256259.9	NaN
K14008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15101.45	NaN
K14009	NaN	NaN	NaN	NaN	NaN	NaN	17192.35	64606.85	NaN
K14002	NaN	NaN	200941	NaN	2877000	941500	NaN	NaN	NaN
K14003	NaN	NaN	NaN	NaN	NaN	NaN	62248.19	5407.85	NaN
K14001	NaN	NaN	NaN	NaN	NaN	NaN	1220.8	12118.05	NaN
K14006	NaN	NaN	NaN	399360	9477903	9139434	27770.4	223274.87	NaN
K14007	NaN	NaN	NaN	NaN	7991200	4642750	11900.35	163138.6	NaN
K14005	NaN	NaN	NaN	NaN	35550508	25146744	56980	189595.02	NaN
K09486	NaN	NaN	NaN	NaN	3115700	3256050	25105.5	152077.1	NaN
K09487	NaN	NaN	NaN	NaN	NaN	NaN	333816	854584.41	NaN
K10976	NaN	NaN	NaN	NaN	NaN	NaN	297.5	NaN	NaN
sce_YDR233C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14018	NaN	NaN	NaN	NaN	4856400	3363840	22437.1	78185.302	NaN
K14012	NaN	NaN	NaN	NaN	10232640	2421072	56156.8	158939.2	NaN
K14015	NaN	NaN	NaN	NaN	2500428	2091782	10163.65	46581.5	NaN
K14016	NaN	NaN	NaN	NaN	1108665	1255446	10340.4	7597.904	NaN
K07953	NaN	NaN	NaN	NaN	12327103	6573001	81828.6	148201.33	NaN
sce_YDL204W	NaN	NaN	257600	NaN	NaN	NaN	NaN	NaN	NaN
K10636	NaN	NaN	NaN	NaN	NaN	NaN	65.8	NaN	NaN
K14026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14353.5	NaN
K14022	NaN	NaN	NaN	NaN	2656500	1015700	NaN	NaN	NaN
K10950	NaN	NaN	NaN	NaN	NaN	NaN	4680.55	18981.2	NaN
K01456	NaN	NaN	NaN	NaN	616700	493150	1327.2	NaN	NaN
K09517	NaN	NaN	NaN	NaN	NaN	NaN	113704.25	101794.7	NaN
K09518	NaN	NaN	NaN	NaN	3884650	297500	2829.05	9431.8	NaN
K09521	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73708.95	NaN
K13719	NaN	NaN	NaN	NaN	1321272	956448	12747	58962.75	NaN
K09503	NaN	NaN	17524423	3593065	14521500	7476700	200233.95	NaN	NaN
K10661	NaN	NaN	NaN	NaN	7236921	5468097	1520.05	1617	NaN
K10666	NaN	NaN	NaN	NaN	NaN	NaN	174.3	2712.15	NaN
K08054	NaN	NaN	NaN	NaN	55637568	15386688	261991.1	5369.7	NaN
K08057	NaN	NaN	NaN	NaN	NaN	NaN	701549.45	1009064.3	NaN
K13989	NaN	NaN	NaN	NaN	341600	514850	1838.982	42430.85	NaN
K13984	NaN	NaN	NaN	NaN	NaN	NaN	NaN	235643.45	NaN
K09523	NaN	NaN	3277890	NaN	NaN	NaN	19093.9	125820.7	NaN
K13996	NaN	NaN	275493	NaN	3517150	2627450	NaN	NaN	NaN
K13993	NaN	NaN	NaN	17513760	2954395	5364680	29421	NaN	20402.478
K10088	NaN	NaN	NaN	NaN	628600	NaN	2618.35	NaN	NaN
K10084	NaN	NaN	NaN	NaN	214915	NaN	35.35	NaN	NaN
K10085	NaN	NaN	NaN	NaN	NaN	NaN	185.85	14729.684	NaN
K10082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27371.75	NaN
K09556	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67073.65	NaN
K13525	NaN	NaN	23344930	14321920	43153110	27903330	505942.53	1108436.6	NaN
K11519	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20962.9	NaN
sce_YLR301w	NaN	NaN	23716350	19421150	NaN	NaN	NaN	NaN	NaN
K11863	NaN	NaN	NaN	NaN	NaN	NaN	15869.7	NaN	NaN
K13250	NaN	NaN	NaN	NaN	NaN	NaN	39628.4	157243.24	NaN
K13251	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89084.45	NaN
K09562	NaN	NaN	NaN	NaN	NaN	NaN	27944	9062.2	NaN
K13249	NaN	NaN	NaN	NaN	NaN	NaN	130586.4	121941.26	NaN
K08288	NaN	NaN	NaN	NaN	8608250	1216600	100840.6	95190.9	NaN
K13999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10080	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11718	NaN	NaN	NaN	NaN	9733428	2612214	39679.8	321310.62	NaN
K10086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8742.915	NaN
K04571	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42701.176	NaN
K14010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34019.392	NaN
K14011	NaN	NaN	NaN	NaN	NaN	NaN	12696.676	33761.637	NaN
K08860	NaN	NaN	1294020	NaN	60902	NaN	NaN	25610.69	NaN
K14020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07765	NaN	NaN	NaN	NaN	NaN	NaN	NaN	542.544	NaN
K08852	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3907.212	NaN
K03173	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04426	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11917.506	NaN
K04431	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4102.974	NaN
K04440	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21669	NaN
K02159	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03853	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04741	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10578	NaN	NaN	NaN	NaN	NaN	NaN	1192.431	NaN	NaN
K04555	NaN	NaN	NaN	NaN	970870	1659200	NaN	14823.6	NaN
K14027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04556	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2877.058	NaN
K03094	NaN	NaN	NaN	NaN	1898050	2001750	692139.34	53384.184	NaN
K10099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08502	NaN	NaN	213932	NaN	700000	649950	NaN	NaN	NaN
K08505	NaN	NaN	NaN	NaN	228192	351840	352.8	NaN	NaN
K08515	NaN	NaN	NaN	NaN	NaN	NaN	25361.7	25643.45	NaN
K08497	NaN	NaN	NaN	NaN	NaN	NaN	1081.5	17193.4	NaN
K08493	NaN	NaN	NaN	NaN	1282275	1635975	19258.312	1614.83	NaN
K08486	NaN	NaN	NaN	NaN	1747584	1682464	237052.9	3352.644	NaN
K04560	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49995.546	NaN
K08488	NaN	NaN	NaN	NaN	426656	1985344	18880.115	18821.808	NaN
K08489	NaN	NaN	NaN	NaN	746505	1597552	2921.038	3052.875	NaN
K08490	NaN	NaN	NaN	NaN	151843	495788	10952.597	30425.05	NaN
K08491	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1709.24	NaN
K08492	NaN	NaN	NaN	NaN	1014420	326700	9144.69	7437.06	NaN
K08495	NaN	NaN	NaN	NaN	NaN	884100	13770.184	56192.952	NaN
K08496	NaN	NaN	NaN	NaN	3474072	715164	1285.113	4350.888	NaN
K08498	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1609.632	NaN
K08499	NaN	NaN	NaN	NaN	796770	975419	NaN	NaN	NaN
K08501	NaN	NaN	NaN	NaN	NaN	1340150	NaN	4141	NaN
K08503	NaN	NaN	NaN	NaN	NaN	NaN	9439.132	NaN	NaN
K08504	NaN	NaN	NaN	NaN	NaN	NaN	13430.2	1490.931	NaN
K08506	NaN	NaN	NaN	NaN	NaN	NaN	45328.278	NaN	NaN
K08507	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7866.5	NaN
K08508	NaN	NaN	NaN	NaN	256998	NaN	NaN	81200.452	NaN
K08509	NaN	NaN	NaN	NaN	NaN	NaN	16896.719	28941.304	NaN
K08510	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13505	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08512	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08513	NaN	NaN	NaN	NaN	768600	635498	NaN	NaN	NaN
K08516	NaN	NaN	NaN	NaN	2265176	3242852	21109.699	26702.815	NaN
K08517	NaN	NaN	NaN	NaN	254250	NaN	15878.684	30632.382	NaN
K13813	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08494	NaN	NaN	NaN	NaN	NaN	NaN	2875.25	NaN	NaN
K08518	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13537.23	NaN
K12456	NaN	NaN	NaN	NaN	NaN	NaN	33354.65	NaN	NaN
K03869	NaN	NaN	NaN	5746656	548274	467718	10864.35	NaN	NaN
K10596	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6451.55	NaN
K10597	NaN	NaN	NaN	NaN	2446839	4339815	6312.6	9596.65	NaN
K10590	NaN	NaN	3919569	3695636	214550	225750	20541.072	NaN	NaN
K10592	NaN	NaN	6287632	2062108	8127516	3753712	53164.372	5081.3	NaN
K10598	NaN	NaN	NaN	NaN	533064	937384	782.6	5005.7	NaN
K03872	NaN	NaN	NaN	NaN	NaN	1180200	6179.95	39951.405	NaN
K03875	NaN	NaN	NaN	NaN	NaN	NaN	339.84	1469.65	NaN
K10588	NaN	NaN	NaN	NaN	NaN	NaN	86.1	255.85	NaN
K06689	NaN	NaN	1604320	NaN	7146588	6240458	107068.81	102545.3	NaN
K10583	NaN	NaN	NaN	NaN	NaN	NaN	134.536	19708.5	NaN
K10582	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2221.1	NaN
K10581	NaN	NaN	NaN	NaN	NaN	NaN	30613.542	3350.9	NaN
K10580	NaN	NaN	NaN	NaN	1921833	3014559	63021.542	86507.026	NaN
K10589	NaN	NaN	NaN	NaN	344050	255850	6057.723	2776.55	NaN
K10579	NaN	NaN	NaN	2090936	703430	NaN	14899.15	11481.4	NaN
K10575	NaN	NaN	NaN	NaN	3112097	864135	26207.087	64956.15	NaN
K10144	NaN	NaN	NaN	NaN	NaN	NaN	1382.85	NaN	NaN
K10601	NaN	NaN	NaN	NaN	1022256	NaN	375.9	13174.17	NaN
K10615	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2621.5	NaN
K03353	NaN	NaN	NaN	NaN	767546	1178879	575.75	6265.366	NaN
K03351	NaN	NaN	NaN	212552	107250	NaN	438.2	2668.325	NaN
K03357	NaN	NaN	NaN	NaN	77415	NaN	162.75	1080.8	NaN
K03354	NaN	NaN	NaN	NaN	NaN	NaN	2748.9	1631.595	NaN
K03347	NaN	NaN	NaN	1686235	2357236	4779432	5117	25708.41	NaN
K03348	NaN	NaN	365332	1546980	276552	NaN	264.95	16126.32	NaN
K02207	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49215.6	NaN
K03363	NaN	NaN	266570	NaN	NaN	NaN	70	6284.122	NaN
K03364	NaN	NaN	NaN	NaN	NaN	NaN	263.9	715.286	NaN
K04554	NaN	NaN	NaN	NaN	1137972	NaN	NaN	11928	NaN
K04706	NaN	NaN	NaN	NaN	310792	2317013	243.95	17623.9	NaN
K04506	NaN	NaN	NaN	NaN	NaN	NaN	348.95	2906.07	NaN
K10688	NaN	NaN	NaN	NaN	NaN	NaN	10517.668	NaN	NaN
K10684	NaN	NaN	NaN	NaN	1172115	NaN	10612.14	82910.762	NaN
K10686	NaN	NaN	892814	3164915	1081584	389832	4503.226	12684.7	NaN
K03178	NaN	NaN	12386304	22840320	37534158	19878750	30528.05	705438.83	NaN
K10685	NaN	NaN	NaN	NaN	919194	582669	26161.8	142062.9	NaN
K10698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10699	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10573	NaN	NaN	NaN	NaN	2627560	NaN	91365.622	7917.685	NaN
K06688	NaN	NaN	1843452	NaN	5364920	4729638	82.304	7276.64	NaN
K10576	NaN	NaN	NaN	NaN	1010581	1529337	408.741	16548.324	NaN
K04552	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24568.236	NaN
K10585	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04649	NaN	NaN	NaN	NaN	1470528	1192140	10806.502	24635.603	NaN
K10586	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35351	NaN
K10587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5668.698	NaN
K04678	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7665.725	NaN
K05632	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05633	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15968.823	NaN
K05630	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10591	NaN	NaN	NaN	NaN	10892521	5961538	285.471	14117.133	NaN
K13305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10593	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88956.09	NaN
K10594	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10595	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04707	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1606.74	NaN
K10054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	829.825	NaN
K10143	NaN	NaN	NaN	NaN	NaN	NaN	218.025	NaN	NaN
K04725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	518.418	NaN
K10604	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10606	NaN	NaN	NaN	NaN	NaN	NaN	NaN	509.016	NaN
K10607	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03362	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2276.13	NaN
K10260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9864.114	NaN
K10259	NaN	NaN	NaN	NaN	427610	NaN	NaN	NaN	NaN
K03870	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40073.907	NaN
K03873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	129496.01	NaN
K03871	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1119.264	NaN
K10456	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07868	NaN	NaN	NaN	NaN	NaN	NaN	NaN	499.554	NaN
K10140	NaN	NaN	NaN	NaN	NaN	NaN	1985.705	NaN	NaN
K10571	NaN	NaN	NaN	NaN	NaN	NaN	277.473	2173.787	NaN
K10612	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9078.912	NaN
K10613	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03349	NaN	NaN	NaN	429562	86515	NaN	416.065	8881.348	NaN
K03350	NaN	NaN	2141350	435092	NaN	NaN	4349.787	4014	NaN
K03352	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2491.062	NaN
K03355	NaN	NaN	NaN	NaN	532818	NaN	123.327	4383.27	NaN
K03359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08770	NaN	NaN	NaN	NaN	NaN	NaN	487401.17	337261.09	NaN
K12158	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41787.648	NaN
K12159	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08336	NaN	NaN	NaN	NaN	NaN	NaN	NaN	675.102	NaN
K04532	NaN	NaN	NaN	NaN	614035	NaN	10385.116	13844.604	NaN
K13960	NaN	NaN	NaN	NaN	NaN	NaN	131.698	NaN	NaN
K10689	NaN	NaN	NaN	971730	NaN	NaN	15624.747	NaN	NaN
K08343	NaN	NaN	NaN	983320	NaN	263550	9554.325	25797.09	NaN
K10696	NaN	NaN	3460800	1596700	1746089	3481151	898.194	30056.76	NaN
K11964	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2892.952	NaN
K11968	NaN	NaN	NaN	NaN	NaN	NaN	2221.584	4492.293	NaN
K11969	NaN	NaN	NaN	NaN	NaN	NaN	NaN	330.85	NaN
K11971	NaN	NaN	NaN	NaN	NaN	NaN	3347.12	NaN	NaN
K11997	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13335.709	NaN
K10649	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1565.84	NaN
K10652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08883	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31108.781	NaN
K12035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9801.791	NaN
K10625	NaN	NaN	NaN	NaN	6450284	1717808	NaN	NaN	NaN
K10691	NaN	NaN	NaN	NaN	NaN	NaN	24551.968	192555.28	NaN
K11979	NaN	NaN	NaN	NaN	1189548	1931718	NaN	NaN	NaN
K10632	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15606.936	NaN
K10693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9210.08	NaN
K01931	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1310.452	NaN
K10695	NaN	NaN	NaN	NaN	NaN	NaN	2776.176	3794.07	NaN
K11981	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1676.43	NaN
K11982	NaN	NaN	NaN	NaN	NaN	NaN	68.88	NaN	NaN
K12169	NaN	NaN	NaN	NaN	NaN	NaN	232.223	NaN	NaN
K10631	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2138.28	NaN
K10263	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2658.768	NaN
K10272	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29887.92	NaN
K10290	NaN	NaN	NaN	NaN	NaN	NaN	428.152	NaN	NaN
K06084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10306	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1331.674	NaN
K10319	NaN	NaN	NaN	NaN	NaN	NaN	NaN	444.975	NaN
K10348	NaN	NaN	NaN	NaN	NaN	NaN	NaN	948.876	NaN
K10443	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1942.255	NaN
K10455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	838.925	NaN
K10457	NaN	NaN	NaN	NaN	NaN	NaN	NaN	941.976	NaN
K11789	NaN	NaN	NaN	NaN	NaN	NaN	33282.025	NaN	NaN
K11790	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7491.598	NaN
K11798	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15490.08	NaN
K11805	NaN	NaN	NaN	NaN	NaN	NaN	4721.5	NaN	NaN
K11807	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4054.368	NaN
K10683	NaN	NaN	NaN	NaN	NaN	NaN	56.406	NaN	NaN
K04482	NaN	NaN	NaN	NaN	747892	NaN	135.45	2581.488	NaN
K05611	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05609	NaN	NaN	NaN	NaN	2607362	1224920	7522.866	130606.04	NaN
K05610	NaN	NaN	NaN	NaN	2051356	NaN	17017.374	80481.924	NaN
K08601	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3179.664	NaN
K11835	NaN	NaN	NaN	NaN	10006263	1648557	13013.317	NaN	NaN
K11836	NaN	NaN	1925165	NaN	3413616	1388456	28754.963	NaN	NaN
K11838	NaN	NaN	NaN	NaN	12133909	10349671	123682.48	67475.814	NaN
K11840	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41261.634	NaN
K11841	NaN	NaN	NaN	NaN	1493184	2559744	18966.522	NaN	NaN
K11842	NaN	NaN	NaN	NaN	NaN	NaN	3161.9	NaN	NaN
K11843	NaN	NaN	NaN	NaN	2605375	2097600	214088.39	NaN	NaN
K11844	NaN	NaN	NaN	NaN	1297194	581100	19030.683	NaN	NaN
K11366	NaN	NaN	NaN	NaN	406550	NaN	57.371	912.87	NaN
K11849	NaN	NaN	359976	4244664	3171936	1252672	NaN	NaN	NaN
K11851	NaN	NaN	NaN	NaN	NaN	NaN	129.785	NaN	NaN
K11855	NaN	NaN	NaN	NaN	724932	NaN	127.132	NaN	NaN
K11857	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21925.596	NaN
K11858	NaN	NaN	NaN	NaN	NaN	NaN	3866.808	NaN	NaN
K11870	NaN	NaN	NaN	1475616	270592	NaN	NaN	NaN	NaN
K11871	NaN	NaN	NaN	1148112	NaN	NaN	NaN	NaN	NaN
K11872	NaN	NaN	NaN	NaN	108653	1279556	NaN	NaN	NaN
K11862	NaN	NaN	NaN	NaN	NaN	NaN	NaN	977.168	NaN
K08592	NaN	NaN	NaN	NaN	NaN	NaN	2778.498	NaN	NaN
K08596	NaN	NaN	NaN	8033146	NaN	589750	NaN	NaN	NaN
K12175	NaN	NaN	NaN	NaN	368628	NaN	11915.82	23090.55	NaN
K12176	NaN	NaN	NaN	NaN	722916	NaN	13010.204	37762.2	NaN
K12177	NaN	NaN	NaN	NaN	NaN	NaN	20607.06	20877.175	NaN
K12178	NaN	NaN	NaN	NaN	NaN	NaN	35242.881	37966.588	NaN
K09613	NaN	NaN	NaN	NaN	937872	NaN	18390.773	36921.897	NaN
K12179	NaN	NaN	NaN	NaN	NaN	NaN	2036.725	16202.956	NaN
K12180	NaN	NaN	NaN	NaN	NaN	NaN	8483.02	33246.298	NaN
K12181	NaN	NaN	NaN	NaN	NaN	NaN	2978.246	9229.766	NaN
K11996	NaN	NaN	NaN	NaN	803950	318500	9481.376	5845	212545.54
K12161	NaN	NaN	NaN	NaN	980476	1019179	7603.05	NaN	NaN
K14169	NaN	NaN	323901	NaN	2047580	1789690	928.55	4884.25	NaN
K14168	NaN	NaN	NaN	NaN	846240	1494680	NaN	1765.4	NaN
K00566	NaN	37168	NaN	NaN	NaN	NaN	155.4	NaN	NaN
K04487	NaN	1234220	546203	NaN	6162912	1973160	12155	47682.95	NaN
K14171	NaN	NaN	1.069332e+08	1.185932e+08	NaN	NaN	NaN	NaN	NaN
K07235	NaN	9600	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03639	NaN	NaN	NaN	NaN	NaN	NaN	1509.51	826.595	NaN
K03636	NaN	22680	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03637	NaN	32522	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03831	NaN	27495	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03151	220866.86	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03154	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8319.851
K03148	NaN	67017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02728	NaN	NaN	NaN	309600	5798100	4176200	28997.25	132016.5	NaN
K02729	NaN	NaN	NaN	NaN	4820500	4149500	85024.935	287272.3	NaN
K02725	NaN	NaN	NaN	NaN	6735400	6084400	269586.55	283086.79	NaN
K02726	NaN	NaN	NaN	NaN	6930960	5587680	89765.433	89400.636	NaN
K02727	NaN	NaN	NaN	NaN	4718265	4700160	38545.449	294625.1	NaN
K02730	NaN	NaN	3431736	NaN	8254750	9139900	283299.7	183259.3	NaN
