Numerator	Denominator	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
		10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%
-Circulatory System	Human Diseases	NaN	NaN	NaN	0	0	NaN	0	0	0	0	0	0	0	0.008609	0.08855	0	0.02479	0.1373	0	0	0.09841	2.947	3.854	4.363	0	NaN	NaN
-Digestive System	Human Diseases	NaN	NaN	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0.006954	0	0	0.03687	0	0	0.02509	0.2974	0.3923	0.4409	0	NaN	NaN
-Excretory System	Human Diseases	NaN	NaN	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05691	0.07286	0.08399	0	NaN	NaN
-Nervous System	Human Diseases	NaN	NaN	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2448	0.3134	0.3613	0	NaN	NaN
-Sensory System	Human Diseases	NaN	NaN	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006362	0	NaN	NaN
-Development	Human Diseases	NaN	NaN	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02001	0.02561	0.02953	0	NaN	NaN
-Environmental Adaptation	Human Diseases	NaN	NaN	NaN	0	3.469	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0.4913	0.7289	2.813	0	0	0	0	NaN	NaN
Human Diseases	Human Diseases	NaN	NaN	NaN	1	1	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NaN	NaN
-Cancers	Human Diseases	NaN	NaN	NaN	0	1	NaN	0	0.1032	1	0	0	0.7561	0	0.006205	0.04982	0	0.03496	0.1387	0.009751	0.04179	0.2249	0.3186	0.3776	0.5682	1	NaN	NaN
-Immune System Diseases	Human Diseases	NaN	NaN	NaN	0	0	NaN	0	0.2663	0.6372	0	0.6749	0.9252	0	0.06438	0.1526	0	0.1802	0.3114	0	0.6377	0.8725	0	0.06908	0.07832	0	NaN	NaN
-Neurodegenerative Diseases	Human Diseases	NaN	NaN	NaN	0	0	NaN	0	0	0	0.008888	0.0855	1	0.01208	0.09128	0.1966	0.01404	0.106	0.2866	0.02466	0.1767	0.5858	0.08244	0.2073	0.4479	0	NaN	NaN
-Cardiovascular Diseases	Human Diseases	NaN	NaN	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN
-Metabolic Diseases	Human Diseases	NaN	NaN	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN
-Infectious Diseases	Human Diseases	NaN	NaN	NaN	0	1	NaN	0	0.3964	0.9599	0	0	0	0.7296	0.7728	0.8932	0.4982	0.5545	0.7702	0.004935	0.07352	0.1727	0.02711	0.1801	0.3493	0	NaN	NaN
Not Mapped	Human Diseases	Inf	Inf	Inf	40.7	140.6	Inf	63.88	241.6	1594	22	24.82	398.7	25.36	30.43	33.25	33.37	40.4	51.9	72.83	110.8	338.5	98.27	125.8	145	752.9	Inf	Inf
-Not Mapped	Human Diseases	Inf	Inf	Inf	40.7	140.6	Inf	63.88	241.6	1594	22	24.82	398.7	25.36	30.43	33.25	33.37	40.4	51.9	72.83	110.8	338.5	98.27	125.8	145	752.9	Inf	Inf
TOTAL	-Cancers	Inf	Inf	Inf	480.4	Inf	Inf	38410	38410	Inf	2491	Inf	Inf	2890	25760	40200	781.3	3778	16570	2731	15320	15550	580.3	1027	1088	2249	Inf	Inf
MAPPED	-Cancers	Inf	Inf	Inf	423.1	Inf	Inf	36820	36820	Inf	2395	Inf	Inf	2302	20520	32030	522.8	2528	11090	1426	8000	8119	375.5	664.8	704	1496	Inf	Inf
Genetic Information Processing	-Cancers	Inf	Inf	Inf	86.36	Inf	Inf	12100	12170	Inf	609.4	Inf	Inf	818.7	7354	11410	151.9	738	3200	608.9	3376	3457	176.4	312.3	332.8	319.8	Inf	Inf
-Transcription	-Cancers	Inf	Inf	Inf	1.654	Inf	Inf	155.3	159.3	Inf	3.195	Inf	Inf	24.92	221.7	365.3	8.614	38.08	185.4	30.37	172.6	183.3	7.813	15	15.95	0	Inf	NaN
-Translation	-Cancers	Inf	Inf	Inf	65.05	Inf	Inf	9204	9207	Inf	503.6	Inf	Inf	540.4	4849	7558	80.94	396	1728	409.8	2310	2336	93.37	167.5	176.3	218.8	Inf	Inf
-Folding, Sorting and Degradation	-Cancers	Inf	Inf	Inf	13.21	Inf	Inf	2548	2569	Inf	92.9	Inf	Inf	224.8	2036	3193	53.67	258	1146	122.3	686.4	724	63.32	110.5	119.7	87.83	Inf	Inf
-DNA Maintenance	-Cancers	Inf	Inf	Inf	4.61	Inf	Inf	179.5	234.1	Inf	9.494	Inf	Inf	25.07	232.8	326.7	8.69	42.48	166.9	39.08	189.3	268.5	9.812	18.26	20.78	5.467	Inf	Inf
-RNA Family	-Cancers	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN
Environmental Information Processing	-Cancers	Inf	Inf	Inf	5.468	Inf	Inf	448	448	Inf	24.23	Inf	Inf	28.82	268.4	437.7	12.37	57.12	260.7	10.2	56.48	60.65	23.78	41.89	44.4	9.723	Inf	Inf
-Signal Transduction	-Cancers	Inf	Inf	Inf	5.468	Inf	Inf	448	448	Inf	24.23	Inf	Inf	28.79	268.3	437.7	12.37	57.12	260.7	10.06	54.69	59.05	22.43	39.45	41.87	9.723	Inf	Inf
-Signaling Molecules and Interaction	-Cancers	Inf	NaN	NaN	0	Inf	NaN	0	0	NaN	0	NaN	NaN	0	0.02788	1.727	0	0	4.076	0.1302	0.7455	3.045	1.351	2.436	2.536	0	NaN	NaN
Cellular Processes	-Cancers	Inf	Inf	Inf	3.061	Inf	Inf	426.7	433.4	Inf	19.99	Inf	Inf	40.37	362.8	567.2	18.61	90.91	399.1	31.09	174.7	178.5	36.02	62.55	66.13	2.241	Inf	Inf
-Hemoglobin	-Cancers	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN
-Vesicular Transport	-Cancers	NaN	NaN	NaN	0.1433	Inf	Inf	121.9	121.9	Inf	8.746	Inf	Inf	17.97	160.2	251.2	9.997	48.34	217	16.09	90.6	92.23	12.27	21.67	22.99	0	NaN	NaN
-Cytoskeleton	-Cancers	Inf	Inf	NaN	0.4849	Inf	Inf	79.87	79.87	Inf	4.083	Inf	Inf	20.37	181.5	283.3	7.563	36.58	160.4	12.87	72.22	73.29	10.54	18.24	19.67	0	Inf	NaN
-Cell Motility	-Cancers	Inf	Inf	NaN	1.285	Inf	NaN	0	0	NaN	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0.2222	Inf	Inf
-Cell Growth and Death	-Cancers	Inf	Inf	Inf	0.8156	Inf	Inf	224.5	229.5	Inf	7.085	Inf	Inf	2.038	21.12	40.57	1.048	4.86	21.77	1.891	11.1	12.13	4.64	8.247	8.953	0	Inf	Inf
-Cell Communication	-Cancers	NaN	NaN	NaN	0	NaN	NaN	0.4188	0.4188	Inf	0.0381	Inf	Inf	0	0	0	0	0	0	0	0	0	7.954	14.08	14.91	0	NaN	NaN
Metabolism	-Cancers	Inf	Inf	Inf	173.2	Inf	Inf	20150	20190	Inf	1470	Inf	Inf	1029	9103	14360	259.4	1265	5601	540.1	3045	3109	111.2	198.2	209.1	470.6	Inf	Inf
-Membrane Transport	-Cancers	Inf	Inf	Inf	11.81	Inf	Inf	0	17.83	Inf	0	Inf	Inf	0	3.098	40.01	0	0.876	16.11	0.426	2.315	4.21	0.06554	0.116	0.1526	24.7	Inf	Inf
-Central Carbon Metabolism	-Cancers	Inf	Inf	Inf	62.84	Inf	Inf	13830	15450	Inf	782.2	Inf	Inf	372.5	3228	5854	95.95	460.5	2095	191.2	1072	1196	42.76	75.05	80.35	110.4	Inf	Inf
-Energy Metabolism	-Cancers	Inf	Inf	Inf	8.167	Inf	Inf	319	1903	Inf	37.47	Inf	Inf	45.97	532.2	1284	26.61	153.7	717.5	102.4	575	636.9	23.59	42.15	44.62	83.54	Inf	Inf
-Biosynthesis	-Cancers	Inf	Inf	Inf	44.22	Inf	Inf	1814	2111	Inf	350.4	Inf	Inf	408.2	3520	6404	99.02	440.4	2142	149	870.9	1000	32.87	55.9	65.46	156.1	Inf	Inf
-Other Enzymes	-Cancers	Inf	Inf	Inf	27.01	Inf	Inf	643.4	2243	Inf	167.2	Inf	Inf	142.4	948.1	2954	37.06	136.1	1086	57.03	234.5	520.1	9.992	16.2	22.49	62.59	Inf	Inf
Organismal Systems	-Cancers	NaN	NaN	NaN	0	Inf	NaN	0	0	NaN	0	Inf	NaN	0	2.404	46.01	0	1.392	30.51	8.606	48.35	67.32	7.768	13.7	14.72	0	NaN	NaN
-Immune System	-Cancers	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	Inf	NaN	0	1.547	17.3	0	0.3413	4.855	0	0.01564	0.2973	0.07555	0.1371	0.1974	0	NaN	NaN
-Endocrine System	-Cancers	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	NaN	NaN	0	0	0.1263	0	0	0	0	0	0.0115	0.1534	0.2747	0.3515	0	NaN	NaN
-Circulatory System	-Cancers	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	NaN	NaN	0	0.1728	28.71	0	0.1788	25.65	0	0	1.625	6.155	10.88	11.75	0	NaN	NaN
-Digestive System	-Cancers	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	NaN	NaN	0	0	0.1241	0	0	0.2166	0	0	0.4058	0.6397	1.094	1.196	0	NaN	NaN
-Excretory System	-Cancers	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0.1186	0.21	0.2224	0	NaN	NaN
-Nervous System	-Cancers	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0.5102	0.9034	0.9567	0	NaN	NaN
-Sensory System	-Cancers	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0.001908	0	NaN	NaN
-Development	-Cancers	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0.0417	0.07384	0.07819	0	NaN	NaN
-Environmental Adaptation	-Cancers	NaN	NaN	NaN	0	Inf	NaN	0	0	NaN	0	NaN	NaN	0	0	0	0	0	0	8.606	48.29	65.57	0	0	0	0	NaN	NaN
Human Diseases	-Cancers	NaN	NaN	NaN	1	Inf	NaN	1	9.686	Inf	1.117	Inf	Inf	17.66	133.8	322.2	5.874	18.99	164.3	3.865	18.03	94.03	1.424	2.545	3.003	1	NaN	NaN
-Cancers	-Cancers	NaN	NaN	NaN	1	NaN	NaN	1	1	NaN	1	NaN	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	NaN	NaN
-Immune System Diseases	-Cancers	NaN	NaN	NaN	0	NaN	NaN	0	1.757	Inf	0	Inf	NaN	0	3.996	39.79	0	3.586	35.36	0	9.309	82.04	0	0.1959	0.2161	0	NaN	NaN
-Neurodegenerative Diseases	-Cancers	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0.03423	Inf	Inf	0.5236	3.33	32.21	0.2666	1.694	23.88	0.2912	4.079	14.02	0.1174	0.5048	1.369	0	NaN	NaN
-Cardiovascular Diseases	-Cancers	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN
-Metabolic Diseases	-Cancers	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN
-Infectious Diseases	-Cancers	NaN	NaN	NaN	0	Inf	NaN	0	3.84	Inf	0	NaN	NaN	13.19	117.6	287.8	3.095	14.04	133.6	0.01907	1.207	6.913	0.0718	0.3702	0.9203	0	NaN	NaN
Not Mapped	-Cancers	Inf	Inf	Inf	57.26	Inf	Inf	1594	1594	Inf	95.61	Inf	Inf	587.3	5235	8170	258.5	1250	5482	1305	7319	7428	204.8	362.7	384.1	752.9	Inf	Inf
-Not Mapped	-Cancers	Inf	Inf	Inf	57.26	Inf	Inf	1594	1594	Inf	95.61	Inf	Inf	587.3	5235	8170	258.5	1250	5482	1305	7319	7428	204.8	362.7	384.1	752.9	Inf	Inf
TOTAL	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	7926	21870	Inf	624.3	884.2	Inf	987.9	2368	12500	462	732.9	2869	187.4	306.6	8279	2771	5246	18930	Inf	Inf	Inf
MAPPED	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	7597	20960	Inf	600.3	850.2	Inf	787.1	1887	9962	309.1	490.4	1920	97.89	160.1	4323	1793	3394	12250	Inf	Inf	Inf
Genetic Information Processing	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	2497	6921	Inf	152	216.6	Inf	282.9	677	3550	89.54	143.1	553.8	41.31	68.19	1864	847.5	1597	5753	Inf	Inf	Inf
-Transcription	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	32.59	90.31	Inf	0.8101	1.134	Inf	8.924	21.37	114.9	4.808	7.387	31	2.112	3.464	95.52	36.16	77.18	276.8	Inf	Inf	NaN
-Translation	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	1899	5240	Inf	126.2	178.8	Inf	186.2	446.8	2354	48.76	76.8	297.2	28.26	46.3	1240	451.2	856.8	3045	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	526.5	1457	Inf	23.45	33.29	Inf	78.54	187.2	972.5	31.2	50.64	196.8	8.366	14.06	385.5	305.3	570.1	2065	Inf	Inf	Inf
-DNA Maintenance	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	37.95	136	Inf	1.462	3.37	Inf	7.692	21.4	108.5	4.112	8.319	28.89	2.294	4.368	143	54.84	97.97	365.9	Inf	Inf	Inf
-RNA Family	-Immune System Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN
Environmental Information Processing	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	92.44	255	Inf	6.072	8.612	Inf	10.04	24.68	124.7	6.949	11.29	44.08	0.6921	1.202	31.58	113.6	214.9	775.5	Inf	Inf	Inf
-Signal Transduction	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	92.44	255	Inf	6.072	8.612	Inf	9.885	24.68	124.6	6.756	11.11	43.37	0.6692	1.141	29.96	107.1	202.7	731.5	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Immune System Diseases	Inf	NaN	NaN	Inf	NaN	NaN	0	0	NaN	0	0	NaN	0	0.08816	0.4321	0	0	0.7058	0.009035	0.05762	1.622	6.521	12.27	44.05	NaN	NaN	NaN
Cellular Processes	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	88.05	255.9	Inf	5.001	7.444	Inf	13.75	33.36	175.3	11.25	17.7	68.54	2.138	3.482	95.06	170	319.4	1175	Inf	Inf	Inf
-Hemoglobin	-Immune System Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN
-Vesicular Transport	-Immune System Diseases	NaN	NaN	NaN	Inf	Inf	Inf	25.15	70.43	Inf	2.192	3.117	Inf	6.174	14.73	77.74	6.113	9.378	37.23	1.109	1.807	48.8	58.9	110.9	400.1	NaN	NaN	NaN
-Cytoskeleton	-Immune System Diseases	Inf	Inf	NaN	Inf	Inf	Inf	16.48	45.46	Inf	1.023	1.449	Inf	6.963	16.69	88.12	4.472	7.095	27.77	0.8837	1.444	39.03	50.24	95.14	343.8	Inf	Inf	NaN
-Cell Motility	-Immune System Diseases	Inf	Inf	NaN	Inf	Inf	NaN	0	0	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf
-Cell Growth and Death	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	46.33	140.8	Inf	1.776	2.877	Inf	0.6154	2.2	9.493	0.6027	1.229	3.539	0.1457	0.2372	7.229	22.88	43.53	171.5	Inf	Inf	NaN
-Cell Communication	-Immune System Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0.08641	0.2384	Inf	0.00955	0.01353	Inf	0	0	0	0	0	0	0	0	0	37.98	71.9	259.4	NaN	NaN	NaN
Metabolism	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	4163	11480	Inf	368.9	522	Inf	349.8	841.4	4451	155	245.4	961.7	37.26	61.21	1642	526.8	1013	3627	Inf	Inf	Inf
-Membrane Transport	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	0	3.68	Inf	0	0.1376	Inf	0	0.9965	12.14	0	0.4556	1.994	0.04225	0.07078	2.242	0.3033	0.6478	3.659	Inf	Inf	Inf
-Central Carbon Metabolism	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	2635	8871	Inf	184.7	321.9	Inf	116.1	296.9	1732	52.77	97.39	334.1	13.12	24.04	637	203.8	385.4	1395	Inf	Inf	Inf
-Energy Metabolism	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	65.83	183.9	Inf	10.99	15.92	Inf	20.68	41.76	265.7	18.66	29.81	113.3	7.009	12.62	321.3	112.4	217.4	769.3	Inf	Inf	Inf
-Biosynthesis	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	374.3	1165	Inf	67.38	125.2	Inf	124.7	323.7	1766	52.33	91.81	370.9	10.55	19.82	498.2	164.1	315.5	1076	Inf	Inf	Inf
-Other Enzymes	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	366.3	1266	Inf	23.83	81.2	Inf	63.98	127.1	674.8	26.41	31.28	141.4	4.264	8.486	182.7	46.24	100.2	383.9	Inf	Inf	Inf
Organismal Systems	-Immune System Diseases	NaN	NaN	NaN	Inf	Inf	NaN	0	0	NaN	0	0.02029	NaN	0	0.6016	3.124	0	0.2658	2.826	0.611	1.004	35.85	36.7	70.95	253.3	NaN	NaN	NaN
-Immune System	-Immune System Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0.02029	NaN	0	0.09002	1.381	0	0.04209	0.6927	0	0.003196	0.03675	0.3497	0.7763	3.965	NaN	NaN	NaN
-Endocrine System	-Immune System Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	0	0.04345	0	0	0	0	0.0001394	0.001205	0.8533	1.627	5.827	NaN	NaN	NaN
-Circulatory System	-Immune System Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	0.1416	1.743	0	0.214	2.133	0	0	1.071	29.34	56.71	200.8	NaN	NaN	NaN
-Digestive System	-Immune System Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	0	0.04243	0	0	0.1137	0	0	0.02778	2.961	5.73	20.9	NaN	NaN	NaN
-Excretory System	-Immune System Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0.5665	1.072	3.869	NaN	NaN	NaN
-Nervous System	-Immune System Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	2.437	4.612	16.64	NaN	NaN	NaN
-Sensory System	-Immune System Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0.008152	0.03323	NaN	NaN	NaN
-Development	-Immune System Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0.1992	0.377	1.36	NaN	NaN	NaN
-Environmental Adaptation	-Immune System Diseases	NaN	NaN	NaN	Inf	Inf	NaN	0	0	NaN	0	0	NaN	0	0	0	0	0	0	0.6101	0.9966	35.85	0	0	0	NaN	NaN	NaN
Human Diseases	-Immune System Diseases	NaN	NaN	NaN	Inf	Inf	NaN	1	3.186	Inf	1.06	1.367	Inf	6.101	13.71	86.84	2.945	5.296	28.45	1.107	1.268	12.74	9.955	13.03	57.4	Inf	NaN	NaN
-Cancers	-Immune System Diseases	NaN	NaN	NaN	Inf	NaN	NaN	0	0.5693	Inf	0	0.355	NaN	0	0.09639	4.327	0	0.194	2.029	0.01212	0.1053	0.6591	4.519	4.845	32.61	Inf	NaN	NaN
-Immune System Diseases	-Immune System Diseases	NaN	NaN	NaN	NaN	NaN	NaN	1	1	NaN	1	1	NaN	1	1	1	1	1	1	1	1	1	1	1	1	NaN	NaN	NaN
-Neurodegenerative Diseases	-Immune System Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0.01215	0.1267	Inf	0.07918	0.739	14.41	0.04508	0.5409	4.135	0.03128	0.2271	7.464	1.42	3.237	13.43	NaN	NaN	NaN
-Cardiovascular Diseases	-Immune System Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN
-Metabolic Diseases	-Immune System Diseases	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN
-Infectious Diseases	-Immune System Diseases	NaN	NaN	NaN	Inf	NaN	NaN	0	2.186	NaN	0	0	NaN	4.51	11.03	72.01	1.633	2.764	23.14	0.007734	0.1297	3.746	0.3462	3.2	10.35	NaN	NaN	NaN
Not Mapped	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	328.9	907.2	Inf	23.96	33.94	Inf	200.8	481.3	2541	152.9	242.5	949.2	89.56	146.5	3955	978.3	1852	6681	Inf	Inf	Inf
-Not Mapped	-Immune System Diseases	Inf	Inf	Inf	Inf	Inf	Inf	328.9	907.2	Inf	23.96	33.94	Inf	200.8	481.3	2541	152.9	242.5	949.2	89.56	146.5	3955	978.3	1852	6681	Inf	Inf	Inf
TOTAL	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	6979	7720	21280	799.7	1367	12960	460.9	693.7	10390	962.3	1350	3812	778	1409	2234	Inf	Inf	Inf
MAPPED	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	6711	7423	20460	637.2	1089	10320	308.4	464.2	6954	502.5	705	1991	503.4	911.7	1445	Inf	Inf	Inf
Genetic Information Processing	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	1699	1889	5208	228.3	388.2	3644	90.02	134	1986	216	300.2	832.6	238.2	428.3	680	Inf	Inf	Inf
-Transcription	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	8.951	10.02	27.29	6.884	12.36	117.8	4.645	7.539	111.3	10.67	15.25	45.21	11.17	20.61	32.61	Inf	Inf	NaN
-Translation	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	1411	1561	4305	150.5	256.8	2436	48.3	72.38	1084	145	203.8	571.4	125.3	226.7	365	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	261.8	291.7	793.9	63.48	108.6	991.9	31.84	47.97	692	42.96	61.88	168.3	85.56	153.7	242.7	Inf	Inf	Inf
-DNA Maintenance	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	16.35	29.92	82.47	7.408	11.11	98.31	5.231	6.987	94.11	13.18	19.23	55.98	14.84	27.24	41.17	Inf	Inf	Inf
-RNA Family	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN
Environmental Information Processing	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	67.89	75.3	207.3	8.372	14.31	135	7.098	10.76	157.1	3.753	5.293	15.32	31.7	57.74	91.67	Inf	Inf	Inf
-Signal Transduction	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	67.89	75.3	207.3	8.329	14.31	135	6.984	10.76	157.1	3.631	5.023	14.84	29.87	54.46	86.31	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Neurodegenerative Diseases	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	0	0	0	0	0.008373	0.1209	0	0	0.3144	0.05191	0.166	0.4746	1.831	3.279	5.366	NaN	NaN	NaN
Cellular Processes	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	56	63.4	174.5	11.62	19.16	182.5	11.13	16.71	249.6	10.96	15.33	43.46	47.33	87.47	136	Inf	Inf	Inf
-Hemoglobin	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN
-Vesicular Transport	-Neurodegenerative Diseases	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	24.51	27.11	74.72	4.972	8.544	80.57	5.897	9.085	135.6	5.671	7.956	22.54	16.42	29.78	47.11	NaN	NaN	NaN
-Cytoskeleton	-Neurodegenerative Diseases	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	11.44	12.76	34.88	5.636	9.636	91.32	4.461	6.715	100.6	4.532	6.359	17.95	13.84	25.6	39.65	Inf	Inf	NaN
-Cell Motility	-Neurodegenerative Diseases	Inf	Inf	NaN	Inf	Inf	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf
-Cell Growth and Death	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	19.85	23.41	64.54	0.5869	1.041	10.62	0.6338	0.9115	13.37	0.7525	1.014	2.974	6.067	12.77	18.6	Inf	Inf	NaN
-Cell Communication	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	Inf	0.1068	0.1181	0.3255	0	0	0	0	0	0	0	0	0	10.66	19.31	30.61	NaN	NaN	NaN
Metabolism	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	4121	4568	12590	282.6	486.2	4603	154.3	233.5	3507	191.5	269.5	765.9	148.6	270	430.9	Inf	Inf	Inf
